Mindat_id,Deposit_type,age_category,litho_class,Latitude,Longitude,age_midpoint_ma,lithology_A_class,lithology_A_status,lithology_A_source
24511.0,Sediment-Hosted,Unknown,volcanic,-12.5419553,27.8545867,,volcanic,resolved,Macrostrat_original
24995.0,IOCG,Precambrian,felsic,-6.0325,-50.566388888889,2614.0,felsic,resolved,Macrostrat_original
25120.0,Porphyry,Mesozoic,felsic,42.546944444444,24.135833333333,90.525,felsic,resolved,Macrostrat_original
25121.0,Porphyry,Mesozoic,felsic,42.75,24.0333333333,84.1,felsic,resolved,Macrostrat_original
25286.0,Sediment-Hosted,Unknown,carbonate,29.75589558947,34.989183355439,,carbonate,resolved,Macrostrat_original
25293.0,Sediment-Hosted,Paleozoic,siliciclastic,34.81733,-97.24153,260.0,siliciclastic,resolved,Macrostrat_original
25303.0,VMS,Precambrian,mafic,65.65,-112.816666667,2730.0,mafic,resolved,Macrostrat_original
25368.0,Porphyry,Cenozoic,other,-17.245252375894,-70.613077242235,57.0,other,other,Macrostrat_original
25411.0,Porphyry,Precambrian,unknown,0.0,0.0,1055.0,unknown,unknown,Macrostrat_original
25444.0,Porphyry,Unknown,siliciclastic,28.6322317118,-109.623084381,,siliciclastic,resolved,Macrostrat_original
25473.0,VMS,Cenozoic,unknown,0.0,0.0,14.15,unknown,unknown,Macrostrat_original
25581.0,Porphyry,Cenozoic,felsic,8.5,-81.7833333333,5.0,felsic,resolved,Macrostrat_original
25611.0,VMS,Mesozoic,other,22.89167,-83.24444,122.5,other,other,Macrostrat_original
25612.0,VMS,Mesozoic,other,22.066666666667,-80.116666666667,145.0,other,other,Macrostrat_original
25613.0,VMS,Cenozoic,felsic,20.046255874675,-75.944366455078,52.0,felsic,resolved,Macrostrat_original
25615.0,VMS,Mesozoic,other,22.47,-84.13,145.0,other,other,Macrostrat_original
25693.0,VMS,Precambrian,volcanic,45.4708333333,-88.9194444444,1830.0,volcanic,resolved,Macrostrat_original
25759.0,Magmatic sulfide,Precambrian,other,56.33,-62.0952777778,1323.0,other,other,Macrostrat_original
25845.0,Porphyry,Cenozoic,felsic,29.858957075158,-109.95820999146,58.7,felsic,resolved,Macrostrat_original
25904.0,Porphyry,Cenozoic,mafic,46.3561111111,-122.080555556,19.0,mafic,resolved,Macrostrat_original
25940.0,VMS,Precambrian,volcanic,48.3597222222,-79.0825,2700.0,volcanic,resolved,Macrostrat_original
25949.0,Porphyry,Mesozoic,felsic,44.123348392154,22.114625566226,85.69,felsic,resolved,Macrostrat_original
25958.0,Magmatic sulfide,Unknown,mafic,-24.775342067169,27.350738258634,,mafic,resolved,Macrostrat_original
26138.0,VMS,Paleozoic,mafic,47.3966666667,-66.1297222222,445.0,mafic,resolved,Macrostrat_original
26155.0,Porphyry,Mesozoic,volcanic,49.018733427287,104.12498717579,230.75,volcanic,resolved,Macrostrat_original
26179.0,Magmatic sulfide,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
26201.0,VMS,Paleozoic,mafic,49.6,-56.0075,500.0,mafic,resolved,Macrostrat_original
26314.0,Magmatic sulfide,Unknown,mafic,-20.332577642886,30.059181153774,,mafic,resolved,Macrostrat_original
26538.0,IOCG,Unknown,metamorphic,-19.4478422436,133.818891957,,metamorphic,resolved,Macrostrat_original
26686.0,Porphyry,Unknown,felsic,38.98351,-119.19408,,felsic,resolved,Macrostrat_original
26702.0,Sediment-Hosted,Precambrian,felsic,-30.1766666667,139.279166667,630.0,felsic,resolved,Macrostrat_original
27056.0,IOCG,Unknown,mafic,22.575,103.8,,mafic,resolved,Macrostrat_original
27162.0,Porphyry,Mesozoic,carbonate,44.3833333333,21.95,83.735,carbonate,resolved,Macrostrat_original
27221.0,Porphyry,Cenozoic,other,-26.4983333333,-69.3994444444,36.5,other,other,Macrostrat_original
27227.0,Porphyry,Cenozoic,other,-26.2444444444,-69.5575,43.5,other,other,Macrostrat_original
27261.0,Porphyry,Cenozoic,other,-4.0560167339,137.113198169,3.15,other,other,Macrostrat_original
27717.0,VMS,Precambrian,volcanic,19.983247964966,42.012391984463,1520.5,volcanic,resolved,Macrostrat_original
27934.0,VMS,Paleozoic,felsic,40.7333333333,-122.083333333,260.0,felsic,resolved,Macrostrat_original
28042.0,Sediment-Hosted,Precambrian,volcanic,-17.3758333333,30.0688888889,2095.5,volcanic,resolved,Macrostrat_original
28095.0,VMS,Mesozoic,volcanic,38.2833328247,39.7666664124,83.0,volcanic,resolved,Macrostrat_original
28109.0,VMS,Mesozoic,mafic,35.074463,32.843125,105.5,mafic,resolved,Macrostrat_original
28110.0,VMS,Mesozoic,mafic,35.1041666667,32.8458333333,100.0,mafic,resolved,Macrostrat_original
28152.0,VMS,Mesozoic,metamorphic,35.036793294095,32.482280733821,100.0,metamorphic,resolved,Macrostrat_original
28230.0,Porphyry,Cenozoic,carbonate,33.4077777778,-110.954722222,59.0,carbonate,resolved,Macrostrat_original
28448.0,Porphyry,Cenozoic,other,-27.3708333333,-66.28,5.5,other,other,Macrostrat_original
28584.0,VMS,Paleozoic,unknown,13.2,124.15,396.5,unknown,unknown,Macrostrat_original
28588.0,Porphyry,Unknown,other,10.313948183707,123.71268376923,,other,other,Macrostrat_original
28719.0,VMS,Paleozoic,other,34.2475,135.438888889,360.0,other,other,Macrostrat_original
28720.0,VMS,Paleozoic,other,34.0288888889,134.322222222,360.0,other,other,Macrostrat_original
28721.0,VMS,Paleozoic,other,34.0211111111,134.225,360.0,other,other,Macrostrat_original
28722.0,VMS,Paleozoic,other,35.085,137.833333333,360.0,other,other,Macrostrat_original
28723.0,VMS,Paleozoic,other,33.8277777778,133.472222222,360.0,other,other,Macrostrat_original
28724.0,VMS,Paleozoic,other,36.6291666667,140.605555556,320.0,other,other,Macrostrat_original
29703.0,VMS,Precambrian,felsic,65.372503014476,18.649008035572,1520.5,felsic,resolved,Macrostrat_original
30204.0,Porphyry,Mesozoic,felsic,50.6611111111,-120.515,205.5,felsic,resolved,Macrostrat_original
30621.0,Sediment-Hosted,Precambrian,metamorphic,34.2718898,69.2937133,770.5,metamorphic,resolved,Macrostrat_original
30641.0,VMS,Paleozoic,unknown,0.0,0.0,430.0,unknown,unknown,Macrostrat_original
30673.0,Sediment-Hosted,Unknown,volcanic,-27.600833333333,-70.163055555556,,volcanic,resolved,Macrostrat_original
30976.0,Porphyry,Cenozoic,carbonate,29.805,-104.4025,60.2,carbonate,resolved,Macrostrat_original
32000.0,Porphyry,Cenozoic,other,32.0275,-111.080555556,56.0,other,other,Macrostrat_original
32440.0,Porphyry,Cenozoic,mafic,32.10292,-110.06876,53.0,mafic,resolved,Macrostrat_original
32562.0,Sediment-Hosted,Cenozoic,other,-19.361370105939,-66.861841680366,45.0,other,other,Macrostrat_original
32728.0,VMS,Unknown,carbonate,67.137472,16.059489,,carbonate,resolved,Macrostrat_original
32750.0,IOCG,Unknown,felsic,63.548220882342,-116.74073296354,,felsic,resolved,Macrostrat_original
32790.0,VMS,Unknown,volcanic,59.3572222222,5.23083333333,,volcanic,resolved,Macrostrat_original
33114.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
33127.0,Sediment-Hosted,Cenozoic,unknown,0.0,0.0,1.0,unknown,unknown,Macrostrat_original
33179.0,Sediment-Hosted,Paleozoic,unknown,0.0,0.0,260.0,unknown,unknown,Macrostrat_original
33241.0,Porphyry,Precambrian,felsic,64.9872222222,19.7716666667,1887.5,felsic,resolved,Macrostrat_original
33954.0,VMS,Paleozoic,metamorphic,64.853111,13.884918,464.5,metamorphic,resolved,Macrostrat_original
34420.0,VMS,Paleozoic,felsic,68.200929,15.991373,431.5,felsic,resolved,Macrostrat_original
34428.0,VMS,Paleozoic,carbonate,67.095265,16.001146,470.0,carbonate,resolved,Macrostrat_original
34975.0,Porphyry,Cenozoic,other,-27.3297222222,-66.6088888889,7.5,other,other,Macrostrat_original
35613.0,VMS,Paleozoic,metamorphic,68.329524898,16.7902514037,464.5,metamorphic,resolved,Macrostrat_original
36285.0,VMS,Unknown,carbonate,67.132786,16.089266,,carbonate,resolved,Macrostrat_original
36363.0,VMS,Paleozoic,metamorphic,62.10968,9.824278,470.0,metamorphic,resolved,Macrostrat_original
36818.0,Porphyry,Mesozoic,other,-30.241578766321,-71.102801250415,141.9,other,other,Macrostrat_original
37411.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
37441.0,Porphyry,Unknown,felsic,35.3674943,-114.1410656,,felsic,resolved,Macrostrat_original
37499.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
38508.0,Sediment-Hosted,Mesozoic,siliciclastic,38.2411,-109.26375,100.0,siliciclastic,resolved,Macrostrat_original
39272.0,Porphyry,Precambrian,other,-24.272220317269,-69.068275471678,957.245,other,other,Macrostrat_original
39273.0,Porphyry,Cenozoic,other,-20.98305202099,-68.673347057618,32.0,other,other,Macrostrat_original
39275.0,Porphyry,Cenozoic,other,-21.9205555556,-68.8325,36.0,other,other,Macrostrat_original
41271.0,Sediment-Hosted,Paleozoic,other,-11.1688888889,27.0091666667,436.0,other,other,Macrostrat_original
41272.0,Sediment-Hosted,Precambrian,other,-10.9525,26.7722222222,900.0,other,other,Macrostrat_original
41275.0,Sediment-Hosted,Precambrian,other,-10.8466666667,26.4783333333,900.0,other,other,Macrostrat_original
42054.0,Sediment-Hosted,Unknown,carbonate,31.169445037842,-104.90000152588,,carbonate,resolved,Macrostrat_original
42058.0,Sediment-Hosted,Unknown,carbonate,31.224445343018,-104.90528106689,,carbonate,resolved,Macrostrat_original
42400.0,Sediment-Hosted,Precambrian,other,-10.728248534883,26.381352481256,900.0,other,other,Macrostrat_original
43252.0,IOCG,Cenozoic,other,-31.4277777778,140.468611111,14.05,other,other,Macrostrat_original
43582.0,Porphyry,Cenozoic,mafic,-8.9656674438947,116.86724497085,4.335,mafic,resolved,Macrostrat_original
43585.0,Porphyry,Unknown,other,-0.5,113.183333333,,other,other,Macrostrat_original
43642.0,Porphyry,Mesozoic,felsic,34.5811111111,-113.203888889,74.2,felsic,resolved,Macrostrat_original
44003.0,Sediment-Hosted,Precambrian,other,-10.719444444444,25.402777777778,546.0,other,other,Macrostrat_original
44061.0,VMS,Precambrian,volcanic,34.4558333333,-112.193888889,1640.0,volcanic,resolved,Macrostrat_original
44124.0,Porphyry,Mesozoic,volcanic,32.96821,-107.5417,75.0,volcanic,resolved,Macrostrat_original
44460.0,VMS,Paleozoic,mafic,-23.300852777778,150.65216944444,270.0,mafic,resolved,Macrostrat_original
44769.0,VMS,Precambrian,volcanic,34.545,-113.230277778,1370.0,volcanic,resolved,Macrostrat_original
45680.0,Sediment-Hosted,Precambrian,siliciclastic,47.48157,-115.72882,1500.0,siliciclastic,resolved,Macrostrat_original
45788.0,Sediment-Hosted,Unknown,siliciclastic,47.49017,-115.76322,,siliciclastic,resolved,Macrostrat_original
45790.0,Sediment-Hosted,Unknown,siliciclastic,47.499249132,-115.75112466,,siliciclastic,resolved,Macrostrat_original
45920.0,VMS,Precambrian,felsic,64.958201522173,19.837623594794,1520.5,felsic,resolved,Macrostrat_original
46163.0,Porphyry,Cenozoic,unknown,0.0,0.0,64.0,unknown,unknown,Macrostrat_original
46287.0,VMS,Unknown,carbonate,67.14302,16.034353,,carbonate,resolved,Macrostrat_original
46329.0,VMS,Paleozoic,mafic,62.15085,10.087722,464.5,mafic,resolved,Macrostrat_original
46331.0,VMS,Paleozoic,metamorphic,62.139762175078,9.9936747550964,464.5,metamorphic,resolved,Macrostrat_original
46414.0,VMS,Precambrian,felsic,65.006890719953,19.613289356057,1520.5,felsic,resolved,Macrostrat_original
46421.0,VMS,Paleozoic,felsic,38.034842007676,-8.4232566983213,320.0,felsic,resolved,Macrostrat_original
46432.0,VMS,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
46745.0,VMS,Paleozoic,volcanic,38.281718,-7.729614,518.0,volcanic,resolved,Macrostrat_original
46971.0,VMS,Unknown,volcanic,34.4555555556,-112.192777778,,volcanic,resolved,Macrostrat_original
46972.0,IOCG,Unknown,other,41.859761,78.195299,,other,other,Macrostrat_original
47606.0,Porphyry,Paleozoic,other,42.66526992821,75.579408637148,424.0,other,other,Macrostrat_original
47837.0,VMS,Paleozoic,carbonate,69.736273,21.591482,492.5,carbonate,resolved,Macrostrat_original
47950.0,Magmatic sulfide,Precambrian,mafic,61.6805555556,-73.6833333333,1899.0,mafic,resolved,Macrostrat_original
48271.0,VMS,Precambrian,volcanic,35.759107943126,-105.66824490989,1520.5,volcanic,resolved,Macrostrat_original
48424.0,VMS,Paleozoic,metamorphic,62.795424,11.473154,470.0,metamorphic,resolved,Macrostrat_original
48983.0,Magmatic sulfide,Unknown,other,33.25,106.366666667,,other,other,Macrostrat_original
49888.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
50665.0,VMS,Precambrian,carbonate,34.500831604004,-112.25666809082,1640.0,carbonate,resolved,Macrostrat_original
50863.0,Porphyry,Mesozoic,carbonate,32.67,-110.67,68.0,carbonate,resolved,Macrostrat_original
51058.0,Porphyry,Mesozoic,felsic,32.5230555556,-111.901944444,66.0,felsic,resolved,Macrostrat_original
51825.0,VMS,Precambrian,unknown,0.0,0.0,1835.0,unknown,unknown,Macrostrat_original
52166.0,Magmatic sulfide,Precambrian,other,38.4666666667,102.166666667,867.0,other,other,Macrostrat_original
52775.0,Porphyry,Cenozoic,other,33.061157395057,-111.40899089207,34.74,other,other,Macrostrat_original
53487.0,Porphyry,Cenozoic,felsic,32.954448464616,-111.81661605835,63.0,felsic,resolved,Macrostrat_original
53669.0,VMS,Cenozoic,volcanic,38.1527777778,140.197222222,14.15,volcanic,resolved,Macrostrat_original
54260.0,Porphyry,Cenozoic,other,-22.85357,-69.34511,63.5,other,other,Macrostrat_original
54489.0,Porphyry,Cenozoic,felsic,43.0927777778,-111.322777778,50.0,felsic,resolved,Macrostrat_original
54518.0,Sediment-Hosted,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
55427.0,Porphyry,Cenozoic,other,-17.0455555556,-70.7072222222,51.0,other,other,Macrostrat_original
55597.0,Porphyry,Unknown,other,-16.5352777778,-71.5916666667,,other,other,Macrostrat_original
55929.0,Sediment-Hosted,Paleozoic,other,48.26667,67.3333,300.0,other,other,Macrostrat_original
56211.0,IOCG,Precambrian,felsic,-25.2567587597,28.580646074,1400.0,felsic,resolved,Macrostrat_original
56299.0,VMS,Paleozoic,unknown,0.0,0.0,388.0,unknown,unknown,Macrostrat_original
56379.0,VMS,Paleozoic,other,33.9333333333,133.633333333,360.0,other,other,Macrostrat_original
56760.0,Magmatic sulfide,Unknown,mafic,-23.987938588912,28.904128281476,,mafic,resolved,Macrostrat_original
56940.0,VMS,Unknown,carbonate,48.293,-2.933,,carbonate,resolved,Macrostrat_original
58352.0,Porphyry,Cenozoic,mafic,-18.0416666667,178.175,5.6,mafic,resolved,Macrostrat_original
58783.0,VMS,Paleozoic,mafic,40.5422222222,-117.556944444,300.0,mafic,resolved,Macrostrat_original
59571.0,Porphyry,Cenozoic,mafic,40.6875,-117.083333333,38.0,mafic,resolved,Macrostrat_original
60100.0,VMS,Mesozoic,other,-0.39,-78.925,89.45,other,other,Macrostrat_original
60101.0,VMS,Mesozoic,other,-0.925533,-79.061604,117.45,other,other,Macrostrat_original
60113.0,Porphyry,Cenozoic,mafic,40.548538,-117.13252,39.0,mafic,resolved,Macrostrat_original
60164.0,Porphyry,Mesozoic,carbonate,40.6119444444,-117.036111111,86.0,carbonate,resolved,Macrostrat_original
61612.0,Porphyry,Cenozoic,unknown,0.0,0.0,63.5,unknown,unknown,Macrostrat_original
62248.0,Porphyry,Cenozoic,metamorphic,41.5105555556,22.6019444444,23.0,metamorphic,resolved,Macrostrat_original
62514.0,Porphyry,Unknown,mafic,33.0666666667,-110.796111111,,mafic,resolved,Macrostrat_original
63180.0,Porphyry,Mesozoic,volcanic,35.4833333333,-115.133333333,72.5,volcanic,resolved,Macrostrat_original
63563.0,Porphyry,Unknown,other,33.535833,54.544444,,other,other,Macrostrat_original
64183.0,VMS,Precambrian,metamorphic,42.016666666667,124.51527777778,3200.0,metamorphic,resolved,Macrostrat_original
64292.0,Porphyry,Mesozoic,other,29.681789169728,115.80344526855,105.5,other,other,Macrostrat_original
64347.0,Porphyry,Unknown,other,39.03,-119.18,,other,other,Macrostrat_original
64578.0,VMS,Mesozoic,carbonate,41.416934906985,44.542694091797,90.0,carbonate,resolved,Macrostrat_original
64759.0,Porphyry,Cenozoic,other,29.9997222222,114.837777778,17.83,other,other,Macrostrat_original
65223.0,Sediment-Hosted,Cenozoic,other,-17.68,-68.37,45.0,other,other,Macrostrat_original
65283.0,VMS,Precambrian,felsic,60.229,23.539,1520.5,felsic,resolved,Macrostrat_original
65285.0,IOCG,Precambrian,mafic,-20.739163888889,140.65382222222,1532.5,mafic,resolved,Macrostrat_original
66391.0,VMS,Cenozoic,unknown,0.0,0.0,0.0,unknown,unknown,Macrostrat_original
66858.0,VMS,Precambrian,volcanic,34.50232,-83.9593,850.0,volcanic,resolved,Macrostrat_original
66898.0,VMS,Precambrian,metamorphic,33.75774,-84.93281,850.0,metamorphic,resolved,Macrostrat_original
68115.0,Sediment-Hosted,Precambrian,carbonate,62.691902777778,-126.665375,699.0,carbonate,resolved,Macrostrat_original
68188.0,VMS,Paleozoic,metamorphic,-20.7303225905,140.420393451,477.5,metamorphic,resolved,Macrostrat_original
68257.0,Porphyry,Cenozoic,metamorphic,46.314033189009,23.169895112514,9.29,metamorphic,resolved,Macrostrat_original
68700.0,Porphyry,Unknown,carbonate,32.5891666667,-112.053888889,,carbonate,resolved,Macrostrat_original
69552.0,Porphyry,Cenozoic,other,9.8035347634699,122.45720684612,30.0,other,other,Macrostrat_original
71511.0,Sediment-Hosted,Precambrian,mafic,30.0944444444,-8.35,900.0,mafic,resolved,Macrostrat_original
73136.0,VMS,Cenozoic,felsic,42.475,141.05,15.0,felsic,resolved,Macrostrat_original
73233.0,VMS,Cenozoic,volcanic,40.7291666667,140.958333333,15.0,volcanic,resolved,Macrostrat_original
73255.0,VMS,Mesozoic,metamorphic,19.036683507473,-100.22958260237,120.0,metamorphic,resolved,Macrostrat_original
75449.0,VMS,Mesozoic,felsic,37.9763888889,-120.642777778,170.0,felsic,resolved,Macrostrat_original
81928.0,VMS,Mesozoic,volcanic,37.6013888889,-120.315833333,170.0,volcanic,resolved,Macrostrat_original
84746.0,VMS,Mesozoic,felsic,39.1155555556,-121.270555556,170.0,felsic,resolved,Macrostrat_original
85223.0,VMS,Mesozoic,felsic,39.0308333333,-121.288055556,170.0,felsic,resolved,Macrostrat_original
86332.0,Porphyry,Mesozoic,felsic,40.2166666667,-120.783333333,100.0,felsic,resolved,Macrostrat_original
92443.0,VMS,Paleozoic,felsic,40.7252777778,-122.498055556,390.0,felsic,resolved,Macrostrat_original
92495.0,VMS,Paleozoic,felsic,40.7991666667,-122.202777778,260.0,felsic,resolved,Macrostrat_original
93923.0,VMS,Mesozoic,metamorphic,41.95,-123.1,159.0,metamorphic,resolved,Macrostrat_original
98618.0,VMS,Mesozoic,felsic,39.175,-121.291666667,150.0,felsic,resolved,Macrostrat_original
105730.0,VMS,Paleozoic,unknown,0.0,0.0,353.0,unknown,unknown,Macrostrat_original
105775.0,Sediment-Hosted,Mesozoic,other,32.75,-0.583333333333,115.0,other,other,Macrostrat_original
107252.0,Porphyry,Cenozoic,felsic,46.0108333333,-112.48,60.5,felsic,resolved,Macrostrat_original
107981.0,VMS,Unknown,unknown,0.0,0.0,,unknown,unknown,Macrostrat_original
108083.0,VMS,Cenozoic,unknown,0.0,0.0,14.15,unknown,unknown,Macrostrat_original
108163.0,VMS,Cenozoic,felsic,35.1644444444,132.441666667,15.0,felsic,resolved,Macrostrat_original
108197.0,Porphyry,Cenozoic,felsic,-20.0447222222,-69.2597222222,51.8,felsic,resolved,Macrostrat_original
109677.0,VMS,Precambrian,felsic,-28.7780555556,116.962777778,3250.0,felsic,resolved,Macrostrat_original
109688.0,VMS,Precambrian,mafic,-27.046141130114,117.71221058717,3200.0,mafic,resolved,Macrostrat_original
114858.0,Porphyry,Mesozoic,siliciclastic,37.4063888889,-108.088333333,67.5,siliciclastic,resolved,Macrostrat_original
122228.0,Porphyry,Cenozoic,volcanic,-31.7138888889,-70.4888888889,9.8,volcanic,resolved,Macrostrat_original
122266.0,IOCG,Unknown,felsic,31.8333333333,59.0,,felsic,resolved,Macrostrat_original
122759.0,Magmatic sulfide,Precambrian,mafic,-27.8152777778,120.704166667,2705.0,mafic,resolved,Macrostrat_original
122767.0,Magmatic sulfide,Precambrian,mafic,-26.8833333333,120.383333333,2705.0,mafic,resolved,Macrostrat_original
122804.0,Porphyry,Mesozoic,felsic,50.480831312986,-121.0142405168,196.0,felsic,resolved,Macrostrat_original
122928.0,Porphyry,Paleozoic,siliciclastic,50.558838888889,6.1339666666667,396.5,siliciclastic,resolved,Macrostrat_original
122945.0,Porphyry,Cenozoic,mafic,-9.797208,160.022208,1.95,mafic,resolved,Macrostrat_original
122949.0,VMS,Precambrian,mafic,-21.0805555556,116.925,3200.0,mafic,resolved,Macrostrat_original
122950.0,Porphyry,Precambrian,felsic,-21.65937462058,119.97837714324,2500.0,felsic,resolved,Macrostrat_original
122951.0,Porphyry,Precambrian,mafic,-21.788877237102,119.87376717439,2500.0,mafic,resolved,Macrostrat_original
123105.0,Sediment-Hosted,Precambrian,metamorphic,-13.1325,28.3925,900.0,metamorphic,resolved,Macrostrat_original
123423.0,Magmatic sulfide,Unknown,mafic,47.7208333333,-91.8241666667,,mafic,resolved,Macrostrat_original
123464.0,Porphyry,Mesozoic,other,35.3072222222,99.7886111111,173.0,other,other,Macrostrat_original
123470.0,IOCG,Precambrian,other,26.1,101.9,1850.0,other,other,Macrostrat_original
124002.0,Sediment-Hosted,Precambrian,siliciclastic,46.8333333333,-87.75,2000.0,siliciclastic,resolved,Macrostrat_original
125608.0,VMS,Mesozoic,mafic,35.036111111111,33.116388888889,100.0,mafic,resolved,Macrostrat_original
126508.0,Sediment-Hosted,Precambrian,metamorphic,-23.7894444444,16.6438888889,602.5,metamorphic,resolved,Macrostrat_original
126948.0,Sediment-Hosted,Precambrian,carbonate,-30.5233954,138.5314475,630.0,carbonate,resolved,Macrostrat_original
127294.0,IOCG,Precambrian,metamorphic,-20.625,140.688333333,1532.5,metamorphic,resolved,Macrostrat_original
127444.0,Porphyry,Paleozoic,felsic,43.00348378007,106.85218868256,368.1,felsic,resolved,Macrostrat_original
131133.0,Porphyry,Cenozoic,volcanic,41.1218,41.9498,37.3,volcanic,resolved,Macrostrat_original
131315.0,VMS,Paleozoic,volcanic,45.7719444444,-71.31,464.5,volcanic,resolved,Macrostrat_original
131316.0,VMS,Unknown,volcanic,40.3472222222,140.766666667,,volcanic,resolved,Macrostrat_original
132210.0,Porphyry,Unknown,metamorphic,48.23,-121.5658,,metamorphic,resolved,Macrostrat_original
132305.0,Sediment-Hosted,Cenozoic,other,-17.4789,-68.356,45.0,other,other,Macrostrat_original
132814.0,Porphyry,Precambrian,carbonate,19.7,-97.8166666667,1880.5,carbonate,resolved,Macrostrat_original
133117.0,Porphyry,Cenozoic,other,-22.5333333333,-69.9166666667,65.7,other,other,Macrostrat_original
134565.0,Porphyry,Cenozoic,felsic,29.4694444444,90.0277777778,15.5,felsic,resolved,Macrostrat_original
134575.0,Porphyry,Cenozoic,other,29.6294444444,91.5988888889,14.15,other,other,Macrostrat_original
134576.0,Porphyry,Cenozoic,other,29.7111111111,91.8388888889,15.18,other,other,Macrostrat_original
134599.0,Magmatic sulfide,Precambrian,other,22.8583333333,102.966666667,945.0,other,other,Macrostrat_original
134605.0,VMS,Precambrian,other,24.1,101.683333333,1850.0,other,other,Macrostrat_original
134676.0,Porphyry,Mesozoic,volcanic,31.1416666667,117.283333333,148.0,volcanic,resolved,Macrostrat_original
134745.0,IOCG,Precambrian,mafic,26.183333333333,102.98333333333,1500.0,mafic,resolved,Macrostrat_original
134936.0,Porphyry,Cenozoic,other,26.158205559589,100.18367765932,44.85,other,other,Macrostrat_original
135092.0,Sediment-Hosted,Cenozoic,other,-17.329166666667,-68.407777777778,45.0,other,other,Macrostrat_original
135234.0,Sediment-Hosted,Unknown,siliciclastic,-31.1130555556,137.153055556,,siliciclastic,resolved,Macrostrat_original
135235.0,IOCG,Unknown,siliciclastic,-31.2144444444,137.497222222,,siliciclastic,resolved,Macrostrat_original
135237.0,Porphyry,Mesozoic,other,25.1852777778,116.4075,105.0,other,other,Macrostrat_original
135298.0,VMS,Precambrian,other,34.384781223876,100.11875336329,680.5,other,other,Macrostrat_original
135329.0,Porphyry,Cenozoic,felsic,29.5111111111,90.0,13.765,felsic,resolved,Macrostrat_original
136123.0,Porphyry,Unknown,siliciclastic,45.3563888889,-113.993611111,,siliciclastic,resolved,Macrostrat_original
142172.0,Porphyry,Cenozoic,other,29.5,91.4055555556,13.45,other,other,Macrostrat_original
142173.0,Porphyry,Cenozoic,other,30.0,98.5,38.0,other,other,Macrostrat_original
142174.0,Porphyry,Cenozoic,other,31.2333333333,97.8666666667,37.5,other,other,Macrostrat_original
142183.0,Porphyry,Cenozoic,other,31.1666666667,97.8583333333,36.0,other,other,Macrostrat_original
142185.0,Porphyry,Cenozoic,other,30.4666666667,98.5,43.5,other,other,Macrostrat_original
142186.0,Porphyry,Cenozoic,other,31.4833333333,97.35,42.0,other,other,Macrostrat_original
142189.0,Porphyry,Cenozoic,other,29.4916666667,90.9222222222,14.67,other,other,Macrostrat_original
142195.0,Porphyry,Cenozoic,other,31.25,97.7333333333,38.5,other,other,Macrostrat_original
142686.0,Porphyry,Paleozoic,other,42.0666666667,92.5333333333,343.0,other,other,Macrostrat_original
142687.0,Porphyry,Paleozoic,other,42.1166666667,92.6166666667,344.6,other,other,Macrostrat_original
142688.0,Porphyry,Paleozoic,other,42.3583333333,94.7555555556,367.0,other,other,Macrostrat_original
142689.0,Porphyry,Paleozoic,other,42.1666666667,92.85,357.5,other,other,Macrostrat_original
142690.0,Porphyry,Paleozoic,other,42.2,92.9666666667,373.0,other,other,Macrostrat_original
142691.0,Porphyry,Paleozoic,other,42.5333333333,91.9166666667,348.0,other,other,Macrostrat_original
142692.0,Porphyry,Mesozoic,other,28.038611111111,99.989722222222,213.0,other,other,Macrostrat_original
142695.0,Porphyry,Paleozoic,other,42.25,112.5,430.5,other,other,Macrostrat_original
142696.0,Porphyry,Mesozoic,other,49.425,117.298888889,178.0,other,other,Macrostrat_original
142697.0,Porphyry,Mesozoic,volcanic,32.0666666667,119.1,114.5,volcanic,resolved,Macrostrat_original
142698.0,Porphyry,Paleozoic,other,50.1313888889,125.786111111,390.5,other,other,Macrostrat_original
142699.0,Porphyry,Mesozoic,other,29.8172222222,115.4525,106.05,other,other,Macrostrat_original
142700.0,Porphyry,Precambrian,felsic,35.3166666667,111.666666667,2150.0,felsic,resolved,Macrostrat_original
142703.0,Porphyry,Cenozoic,other,29.65,87.479166666667,25.3,other,other,Macrostrat_original
143447.0,Magmatic sulfide,Unknown,metamorphic,42.866666666667,127.375,,metamorphic,resolved,Macrostrat_original
143624.0,Magmatic sulfide,Unknown,felsic,41.670833333333,125.70833333333,,felsic,resolved,Macrostrat_original
143633.0,Magmatic sulfide,Mesozoic,other,43.3027777778,127.419444444,196.0,other,other,Macrostrat_original
143648.0,Magmatic sulfide,Mesozoic,other,42.8833333333,126.5,208.0,other,other,Macrostrat_original
143685.0,Magmatic sulfide,Unknown,other,43.1291666667,129.668055556,,other,other,Macrostrat_original
