Mindat_id,Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,glim_level1_code,glim_level1_description,lithology_B_class,lithology_B_status,lithology_B_confidence,glim_mapping_rationale,glim_match_method,glim_match_count,glim_overlap_ambiguous,lithology_B_source
205743.0,Porphyry,Paleozoic,54.9611111111,61.1255555556,342.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205745.0,Porphyry,Unknown,52.9333333333,96.7833333333,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205747.0,Porphyry,Unknown,29.88,55.8994444444,,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205749.0,Porphyry,Cenozoic,30.4205555556,55.1672222222,11.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205750.0,Porphyry,Cenozoic,28.9,57.2333333333,12.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205756.0,Porphyry,Paleozoic,48.7083333333,98.3416666667,252.5,pb,Basic plutonic rocks,mafic,resolved,high,Basic plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205760.0,Porphyry,Mesozoic,46.6833333333,104.883333333,222.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205761.0,Porphyry,Paleozoic,44.0,106.166666667,330.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205763.0,Porphyry,Paleozoic,48.7166666667,98.3416666667,275.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205764.0,Porphyry,Precambrian,-12.6072222222,27.8819444444,1964.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
205766.0,Porphyry,Cenozoic,-3.15833333333,119.483333333,10.6,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205767.0,Porphyry,Cenozoic,0.951944444444,121.770555556,8.75,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205768.0,Porphyry,Cenozoic,0.345277777778,123.402222222,3.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205769.0,Porphyry,Cenozoic,0.516666666667,123.216666667,3.75,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205772.0,Porphyry,Cenozoic,-0.611666666667,128.091666667,3.95,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205773.0,Porphyry,Unknown,-0.516666666667,127.583333333,,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205784.0,Porphyry,Cenozoic,-7.22,106.56,3.1,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205785.0,Porphyry,Unknown,-1.7,101.25,,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205792.0,Porphyry,Cenozoic,5.03333333333,95.95,11.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205795.0,Porphyry,Mesozoic,42.3422222222,26.2958333333,81.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205796.0,Porphyry,Mesozoic,42.35097,24.213907,128.135,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205797.0,Porphyry,Mesozoic,42.3552777778,24.3391666667,90.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205798.0,Porphyry,Mesozoic,41.9741666667,27.5344444444,80.5,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
205799.0,Porphyry,Mesozoic,42.4833333333,23.4166666667,76.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205844.0,Porphyry,Precambrian,-17.5333333333,-51.6,771.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205845.0,Porphyry,Paleozoic,-37.5736111111,148.008611111,407.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205846.0,Porphyry,Paleozoic,-37.6113888889,142.6075,515.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205847.0,Porphyry,Paleozoic,-32.7183333333,140.208888889,440.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205849.0,Porphyry,Precambrian,-20.890332290252,120.10404179858,3234.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205854.0,Porphyry,Cenozoic,45.9833333333,23.0333333333,10.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205857.0,Porphyry,Cenozoic,-28.6333333333,-69.8833333333,33.5,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205858.0,Porphyry,Cenozoic,-22.9666666667,-69.0583333333,41.55,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205859.0,Porphyry,Cenozoic,-27.7833333333,-69.2333333333,13.89,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205860.0,Porphyry,Cenozoic,-22.975463130546,-69.061440941728,44.3,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205861.0,Porphyry,Cenozoic,-21.9538888889,-68.7355555556,33.2,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205862.0,Porphyry,Cenozoic,-20.9016666667,-68.8852777778,35.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205864.0,Porphyry,Cenozoic,-22.9877777778,-69.0763888889,36.69,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205923.0,Porphyry,Cenozoic,-27.2666666667,-66.65,8.5,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205926.0,Porphyry,Cenozoic,-27.4,-66.55,7.1,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
205927.0,Porphyry,Cenozoic,-27.2833333333,-66.5666666667,7.9,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205928.0,Porphyry,Cenozoic,-26.3,-67.9,14.15,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205929.0,Porphyry,Unknown,-27.3833333333,-66.2166666667,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205930.0,Porphyry,Paleozoic,-30.0,-69.1666666667,261.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205932.0,Porphyry,Unknown,-30.9333333333,-69.6333333333,,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205933.0,Porphyry,Cenozoic,-31.2416666667,-70.1766666667,65.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205935.0,Porphyry,Cenozoic,-18.1066666667,178.178333333,6.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205936.0,Porphyry,Cenozoic,39.8116666667,25.1922222222,52.5,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205937.0,Porphyry,Cenozoic,41.019946,25.746143,19.6,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205938.0,Porphyry,Unknown,41.089063397424,23.130098848306,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
205939.0,Porphyry,Unknown,18.5166666667,-70.25,,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205942.0,Porphyry,Cenozoic,-22.4666666667,-68.9666666667,35.5,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205943.0,Porphyry,Cenozoic,-23.3,-69.2333333333,63.5,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205944.0,Porphyry,Cenozoic,-22.37964284915,-68.914602851868,33.5,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205945.0,Porphyry,Cenozoic,-21.9166666667,-69.8333333333,15.99,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205947.0,Porphyry,Cenozoic,-22.4166666667,-68.95,37.900000000000006,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205949.0,Porphyry,Cenozoic,-32.4075,-70.425,11.35,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205950.0,Porphyry,Mesozoic,-46.0333333333,-72.15,85.0,py,Pyroclastics,volcanic,resolved,medium,Pyroclastic surface unit,exact_point_in_polygon,1,False,GLiM_full_polygon
205951.0,Porphyry,Unknown,-18.5933333333,-69.45,,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205952.0,Porphyry,Cenozoic,-28.5,-70.3,64.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205978.0,Porphyry,Mesozoic,31.6591666667,53.8497222222,112.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205979.0,Porphyry,Cenozoic,31.5763888889,53.8233333333,29.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
205981.0,Porphyry,Paleozoic,46.9897222222,74.9872222222,329.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205982.0,Porphyry,Paleozoic,49.1591666667,75.6008333333,308.5,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205983.0,Porphyry,Unknown,52.3333333333,62.1833333333,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205984.0,Porphyry,Paleozoic,50.152366,73.004547,410.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205985.0,Porphyry,Precambrian,51.846900508083,74.291111826897,552.5,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
205986.0,Porphyry,Mesozoic,19.3833333333,-100.683333333,136.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205987.0,Porphyry,Precambrian,19.1166666667,-102.916666667,1012.45,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205988.0,Porphyry,Cenozoic,19.0013888889,-101.955555556,32.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205989.0,Porphyry,Cenozoic,15.3188888889,-92.3305555556,5.8,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205991.0,Porphyry,Mesozoic,27.0516666667,-108.341111111,200.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205992.0,Porphyry,Cenozoic,26.2522222222,-107.329444444,46.3,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
205993.0,Porphyry,Cenozoic,19.45,-96.85,3.95,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205994.0,Porphyry,Cenozoic,31.0555555556,-110.420833333,63.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205996.0,Porphyry,Cenozoic,25.6680555556,-107.351111111,53.7,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
205998.0,Porphyry,Cenozoic,26.7236111111,-108.233333333,57.2,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206003.0,Porphyry,Unknown,-5.715,-79.2069444444,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206004.0,Porphyry,Unknown,-13.9291666667,-75.35,,py,Pyroclastics,volcanic,resolved,medium,Pyroclastic surface unit,exact_point_in_polygon,1,False,GLiM_full_polygon
206005.0,Porphyry,Cenozoic,-17.097725754867,-70.627246168525,54.0,py,Pyroclastics,volcanic,resolved,medium,Pyroclastic surface unit,exact_point_in_polygon,1,False,GLiM_full_polygon
206008.0,Porphyry,Cenozoic,-14.9083333333,-71.3133333333,33.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206009.0,Porphyry,Cenozoic,-6.08333333333,-79.2833333333,15.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206012.0,Porphyry,Mesozoic,44.095,22.0941666667,85.07,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206013.0,Porphyry,Cenozoic,43.2333333333,20.7166666667,28.45,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206050.0,VMS,Precambrian,-21.304821351187,119.27789306641,3250.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
206052.0,VMS,Precambrian,-21.122252058441,119.25905055786,3250.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206070.0,IOCG,Precambrian,-21.8,140.716666667,1532.5,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
206132.0,Porphyry,Cenozoic,45.869722222222,22.870833333333,12.8,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206134.0,Porphyry,Unknown,44.75,21.95,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
206135.0,Porphyry,Mesozoic,45.5666666667,22.2333333333,76.555,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206136.0,Porphyry,Cenozoic,46.2666666667,22.15,8.45,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
206137.0,Porphyry,Unknown,44.75,22.0,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
206138.0,Porphyry,Unknown,45.55,22.35,,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206139.0,Porphyry,Cenozoic,46.15,22.85,11.355,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206140.0,Porphyry,Cenozoic,46.0611111111,22.9666666667,11.335,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206141.0,Porphyry,Cenozoic,46.1666666667,22.9,14.15,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206142.0,Porphyry,Unknown,50.4666666667,19.6166666667,,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206143.0,Porphyry,Unknown,50.1166666667,19.95,,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
206145.0,Porphyry,Mesozoic,58.9666666667,152.683333333,115.475,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
206147.0,Porphyry,Mesozoic,66.6,164.566666667,141.8,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
206148.0,Porphyry,Cenozoic,66.4833333333,164.733333333,22.2,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206152.0,Porphyry,Cenozoic,54.2833333333,157.666666667,14.15,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206153.0,Porphyry,Mesozoic,59.7166666667,150.316666667,94.5,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
206154.0,Porphyry,Mesozoic,59.25,153.766666667,122.55,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
206156.0,Porphyry,Cenozoic,53.75,126.616666667,10.5,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206157.0,Porphyry,Paleozoic,54.05,89.5666666667,355.5,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206158.0,Porphyry,Paleozoic,53.2333333333,60.5666666667,340.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206159.0,Porphyry,Paleozoic,53.0875,57.4683333333,351.5,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206160.0,Porphyry,Paleozoic,54.7166666667,61.0666666667,338.5,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206163.0,Porphyry,Unknown,41.0977777778,70.1258333333,,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206167.0,Porphyry,Paleozoic,40.7986111111,69.7061111111,347.5,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206169.0,Porphyry,Paleozoic,40.7769444444,69.7791666667,289.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206170.0,Porphyry,Cenozoic,-9.61194,160.16424,28.45,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206171.0,Porphyry,Cenozoic,-9.36666666667,159.733333333,2.655,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206172.0,Porphyry,Cenozoic,-9.43333333333,159.833333333,24.4,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
206173.0,Porphyry,Cenozoic,-8.08333333333,157.516666667,3.95,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206176.0,Porphyry,Mesozoic,66.525,19.8136111111,94.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
206180.0,Porphyry,Unknown,10.1333333333,124.25,,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206190.0,Porphyry,Cenozoic,11.8166666667,125.25,10.65,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206191.0,Porphyry,Cenozoic,9.43333333333,122.7,19.5,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206195.0,Porphyry,Cenozoic,9.58333333333,122.566666667,17.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206196.0,Porphyry,Unknown,9.56666666667,122.633333333,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206199.0,Porphyry,Unknown,13.5,121.883333333,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206202.0,Porphyry,Cenozoic,13.424352095715,121.98377421588,20.5,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206205.0,Porphyry,Cenozoic,9.6002021352618,125.55099008653,3.95,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206207.0,Porphyry,Unknown,7.55,126.166666667,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206208.0,Porphyry,Unknown,7.59166666667,126.066666667,,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
206210.0,Porphyry,Cenozoic,7.35,126.016666667,10.65,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206211.0,Porphyry,Unknown,6.56666666667,124.4,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206212.0,Porphyry,Cenozoic,40.8566666667,39.6530555556,60.65,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206213.0,Porphyry,Mesozoic,41.8333333333,27.6783333333,75.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
206214.0,Porphyry,Mesozoic,41.9333333333,27.45,81.69999999999999,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206217.0,Porphyry,Mesozoic,41.9113888889,27.3166666667,73.95,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206218.0,Porphyry,Mesozoic,41.2229,41.9574,123.565,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
206219.0,Porphyry,Cenozoic,39.2666666667,39.6,36.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
206220.0,Porphyry,Cenozoic,40.9261111111,35.44,37.9,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206222.0,Porphyry,Unknown,39.630195375142,27.106821860005,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
206223.0,Porphyry,Cenozoic,40.5775,40.9045,60.65,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206293.0,Porphyry,Cenozoic,38.9219444444,46.1883333333,39.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
206294.0,Porphyry,Mesozoic,41.1047222222,44.8566666667,145.5,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
