Mindat_id,Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,glim_level1_code,glim_level1_description,lithology_B_class,lithology_B_status,lithology_B_confidence,glim_mapping_rationale,glim_match_method,glim_match_count,glim_overlap_ambiguous,lithology_B_source
25286.0,Sediment-Hosted,Unknown,29.75589558947,34.989183355439,,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
25293.0,Sediment-Hosted,Paleozoic,34.81733,-97.24153,260.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25303.0,VMS,Precambrian,65.65,-112.816666667,2730.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
25368.0,Porphyry,Cenozoic,-17.245252375894,-70.613077242235,57.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25411.0,Porphyry,Precambrian,0.0,0.0,1055.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
25444.0,Porphyry,Unknown,28.6322317118,-109.623084381,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
25473.0,VMS,Cenozoic,0.0,0.0,14.15,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
25581.0,Porphyry,Cenozoic,8.5,-81.7833333333,5.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25611.0,VMS,Mesozoic,22.89167,-83.24444,122.5,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25612.0,VMS,Mesozoic,22.066666666667,-80.116666666667,145.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25613.0,VMS,Cenozoic,20.046255874675,-75.944366455078,52.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25615.0,VMS,Mesozoic,22.47,-84.13,145.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25693.0,VMS,Precambrian,45.4708333333,-88.9194444444,1830.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
25759.0,Magmatic sulfide,Precambrian,56.33,-62.0952777778,1323.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
25845.0,Porphyry,Cenozoic,29.858957075158,-109.95820999146,58.7,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25904.0,Porphyry,Cenozoic,46.3561111111,-122.080555556,19.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25940.0,VMS,Precambrian,48.3597222222,-79.0825,2700.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25949.0,Porphyry,Mesozoic,44.123348392154,22.114625566226,85.69,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
25958.0,Magmatic sulfide,Unknown,-24.775342067169,27.350738258634,,pb,Basic plutonic rocks,mafic,resolved,high,Basic plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
26138.0,VMS,Paleozoic,47.3966666667,-66.1297222222,445.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
26155.0,Porphyry,Mesozoic,49.018733427287,104.12498717579,230.75,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
26179.0,Magmatic sulfide,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
26201.0,VMS,Paleozoic,49.6,-56.0075,500.0,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
26314.0,Magmatic sulfide,Unknown,-20.332577642886,30.059181153774,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
26538.0,IOCG,Unknown,-19.4478422436,133.818891957,,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
26686.0,Porphyry,Unknown,38.98351,-119.19408,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
26702.0,Sediment-Hosted,Precambrian,-30.1766666667,139.279166667,630.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
27056.0,IOCG,Unknown,22.575,103.8,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
27162.0,Porphyry,Mesozoic,44.3833333333,21.95,83.735,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
27221.0,Porphyry,Cenozoic,-26.4983333333,-69.3994444444,36.5,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
27227.0,Porphyry,Cenozoic,-26.2444444444,-69.5575,43.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
27261.0,Porphyry,Cenozoic,-4.0560167339,137.113198169,3.15,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
27717.0,VMS,Precambrian,19.983247964966,42.012391984463,1520.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
27934.0,VMS,Paleozoic,40.7333333333,-122.083333333,260.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
28042.0,Sediment-Hosted,Precambrian,-17.3758333333,30.0688888889,2095.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
28095.0,VMS,Mesozoic,38.2833328247,39.7666664124,83.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
28109.0,VMS,Mesozoic,35.074463,32.843125,105.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
28110.0,VMS,Mesozoic,35.1041666667,32.8458333333,100.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
28152.0,VMS,Mesozoic,35.036793294095,32.482280733821,100.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
28230.0,Porphyry,Cenozoic,33.4077777778,-110.954722222,59.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
28448.0,Porphyry,Cenozoic,-27.3708333333,-66.28,5.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
28584.0,VMS,Paleozoic,13.2,124.15,396.5,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
28588.0,Porphyry,Unknown,10.313948183707,123.71268376923,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
28719.0,VMS,Paleozoic,34.2475,135.438888889,360.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
28720.0,VMS,Paleozoic,34.0288888889,134.322222222,360.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
28721.0,VMS,Paleozoic,34.0211111111,134.225,360.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
28722.0,VMS,Paleozoic,35.085,137.833333333,360.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
28723.0,VMS,Paleozoic,33.8277777778,133.472222222,360.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
28724.0,VMS,Paleozoic,36.6291666667,140.605555556,320.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
29703.0,VMS,Precambrian,65.372503014476,18.649008035572,1520.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
30204.0,Porphyry,Mesozoic,50.6611111111,-120.515,205.5,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
30621.0,Sediment-Hosted,Precambrian,34.2718898,69.2937133,770.5,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
30641.0,VMS,Paleozoic,0.0,0.0,430.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
30673.0,Sediment-Hosted,Unknown,-27.600833333333,-70.163055555556,,pi,Intermediate plutonic rocks,other,other,low,Intermediate plutonic not forced into felsic or mafic,exact_point_in_polygon,1,False,GLiM_full_polygon
30976.0,Porphyry,Cenozoic,29.805,-104.4025,60.2,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
32000.0,Porphyry,Cenozoic,32.0275,-111.080555556,56.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
32440.0,Porphyry,Cenozoic,32.10292,-110.06876,53.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
32562.0,Sediment-Hosted,Cenozoic,-19.361370105939,-66.861841680366,45.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
32728.0,VMS,Unknown,67.137472,16.059489,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
32750.0,IOCG,Unknown,63.548220882342,-116.74073296354,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
32790.0,VMS,Unknown,59.3572222222,5.23083333333,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
33114.0,Sediment-Hosted,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
33127.0,Sediment-Hosted,Cenozoic,0.0,0.0,1.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
33179.0,Sediment-Hosted,Paleozoic,0.0,0.0,260.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
33241.0,Porphyry,Precambrian,64.9872222222,19.7716666667,1887.5,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
33954.0,VMS,Paleozoic,64.853111,13.884918,464.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
34420.0,VMS,Paleozoic,68.200929,15.991373,431.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
34428.0,VMS,Paleozoic,67.095265,16.001146,470.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
34975.0,Porphyry,Cenozoic,-27.3297222222,-66.6088888889,7.5,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
35613.0,VMS,Paleozoic,68.329524898,16.7902514037,464.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
36285.0,VMS,Unknown,67.132786,16.089266,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
36363.0,VMS,Paleozoic,62.10968,9.824278,470.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
36818.0,Porphyry,Mesozoic,-30.241578766321,-71.102801250415,141.9,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
37411.0,Sediment-Hosted,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
37441.0,Porphyry,Unknown,35.3674943,-114.1410656,,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
37499.0,Sediment-Hosted,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
38508.0,Sediment-Hosted,Mesozoic,38.2411,-109.26375,100.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
39272.0,Porphyry,Precambrian,-24.272220317269,-69.068275471678,957.245,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
39273.0,Porphyry,Cenozoic,-20.98305202099,-68.673347057618,32.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
39275.0,Porphyry,Cenozoic,-21.9205555556,-68.8325,36.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
41271.0,Sediment-Hosted,Paleozoic,-11.1688888889,27.0091666667,436.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
41272.0,Sediment-Hosted,Precambrian,-10.9525,26.7722222222,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
41275.0,Sediment-Hosted,Precambrian,-10.8466666667,26.4783333333,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
42054.0,Sediment-Hosted,Unknown,31.169445037842,-104.90000152588,,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
42058.0,Sediment-Hosted,Unknown,31.224445343018,-104.90528106689,,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
42400.0,Sediment-Hosted,Precambrian,-10.728248534883,26.381352481256,900.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
43252.0,IOCG,Cenozoic,-31.4277777778,140.468611111,14.05,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
43582.0,Porphyry,Cenozoic,-8.9656674438947,116.86724497085,4.335,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
43585.0,Porphyry,Unknown,-0.5,113.183333333,,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
43642.0,Porphyry,Mesozoic,34.5811111111,-113.203888889,74.2,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
44003.0,Sediment-Hosted,Precambrian,-10.719444444444,25.402777777778,546.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
44061.0,VMS,Precambrian,34.4558333333,-112.193888889,1640.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
44124.0,Porphyry,Mesozoic,32.96821,-107.5417,75.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
44460.0,VMS,Paleozoic,-23.300852777778,150.65216944444,270.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
44769.0,VMS,Precambrian,34.545,-113.230277778,1370.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
45680.0,Sediment-Hosted,Precambrian,47.48157,-115.72882,1500.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
45788.0,Sediment-Hosted,Unknown,47.49017,-115.76322,,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
45790.0,Sediment-Hosted,Unknown,47.499249132,-115.75112466,,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
45920.0,VMS,Precambrian,64.958201522173,19.837623594794,1520.5,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
46163.0,Porphyry,Cenozoic,0.0,0.0,64.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
46287.0,VMS,Unknown,67.14302,16.034353,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
46329.0,VMS,Paleozoic,62.15085,10.087722,464.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
46331.0,VMS,Paleozoic,62.139762175078,9.9936747550964,464.5,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
46414.0,VMS,Precambrian,65.006890719953,19.613289356057,1520.5,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
46421.0,VMS,Paleozoic,38.034842007676,-8.4232566983213,320.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
46432.0,VMS,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
46745.0,VMS,Paleozoic,38.281718,-7.729614,518.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
46971.0,VMS,Unknown,34.4555555556,-112.192777778,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
46972.0,IOCG,Unknown,41.859761,78.195299,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
47606.0,Porphyry,Paleozoic,42.66526992821,75.579408637148,424.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
47837.0,VMS,Paleozoic,69.736273,21.591482,492.5,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
47950.0,Magmatic sulfide,Precambrian,61.6805555556,-73.6833333333,1899.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
48271.0,VMS,Precambrian,35.759107943126,-105.66824490989,1520.5,vb,Basic volcanic rocks,volcanic,resolved,high,Basic volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
48424.0,VMS,Paleozoic,62.795424,11.473154,470.0,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
48983.0,Magmatic sulfide,Unknown,33.25,106.366666667,,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
49888.0,Sediment-Hosted,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
50665.0,VMS,Precambrian,34.500831604004,-112.25666809082,1640.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
50863.0,Porphyry,Mesozoic,32.67,-110.67,68.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
51058.0,Porphyry,Mesozoic,32.5230555556,-111.901944444,66.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
51825.0,VMS,Precambrian,0.0,0.0,1835.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
52166.0,Magmatic sulfide,Precambrian,38.4666666667,102.166666667,867.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
52775.0,Porphyry,Cenozoic,33.061157395057,-111.40899089207,34.74,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
53487.0,Porphyry,Cenozoic,32.954448464616,-111.81661605835,63.0,pa,Acid plutonic rocks,felsic,resolved,high,Acid plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
53669.0,VMS,Cenozoic,38.1527777778,140.197222222,14.15,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
54260.0,Porphyry,Cenozoic,-22.85357,-69.34511,63.5,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
54489.0,Porphyry,Cenozoic,43.0927777778,-111.322777778,50.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
54518.0,Sediment-Hosted,Unknown,0.0,0.0,,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
55427.0,Porphyry,Cenozoic,-17.0455555556,-70.7072222222,51.0,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
55597.0,Porphyry,Unknown,-16.5352777778,-71.5916666667,,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
55929.0,Sediment-Hosted,Paleozoic,48.26667,67.3333,300.0,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
56211.0,IOCG,Precambrian,-25.2567587597,28.580646074,1400.0,va,Acid volcanic rocks,volcanic,resolved,high,Acid volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
56299.0,VMS,Paleozoic,0.0,0.0,388.0,,,unknown,unknown,none,No exact polygon match or unrecognized Level 1 code,no_exact_polygon_match,0,False,GLiM_full_polygon
56379.0,VMS,Paleozoic,33.9333333333,133.633333333,360.0,mt,Metamorphics,metamorphic,resolved,high,Direct Level 1 correspondence,exact_point_in_polygon,1,False,GLiM_full_polygon
56760.0,Magmatic sulfide,Unknown,-23.987938588912,28.904128281476,,pb,Basic plutonic rocks,mafic,resolved,high,Basic plutonic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
56940.0,VMS,Unknown,48.293,-2.933,,sm,Mixed sedimentary rocks,other,other,low,Mixed sedimentary not forced into carbonate or siliciclastic,exact_point_in_polygon,1,False,GLiM_full_polygon
58352.0,Porphyry,Cenozoic,-18.0416666667,178.175,5.6,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
58783.0,VMS,Paleozoic,40.5422222222,-117.556944444,300.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
59571.0,Porphyry,Cenozoic,40.6875,-117.083333333,38.0,su,Unconsolidated sediments,other,other,low,Unconsolidated cover not treated as bedrock host lithology,exact_point_in_polygon,1,False,GLiM_full_polygon
60100.0,VMS,Mesozoic,-0.39,-78.925,89.45,vi,Intermediate volcanic rocks,volcanic,resolved,high,Intermediate volcanic rock,exact_point_in_polygon,1,False,GLiM_full_polygon
60101.0,VMS,Mesozoic,-0.925533,-79.061604,117.45,sc,Carbonate sedimentary rocks,carbonate,resolved,high,Carbonate sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
60113.0,Porphyry,Cenozoic,40.548538,-117.13252,39.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
60164.0,Porphyry,Mesozoic,40.6119444444,-117.036111111,86.0,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,Siliciclastic sedimentary rock,exact_point_in_polygon,1,False,GLiM_full_polygon
