Mindat_id,Deposit_type,age_category,Latitude,Longitude,macrostrat_class,macrostrat_status,glim_level1_code,glim_level1_description,glim_model_class,glim_status,glim_assignment_confidence,agreement_status,glim_overlap_ambiguous,lithology_C_class,lithology_C_status,lithology_C_source,lithology_C_confidence,lithology_C_reason
206905.0,Porphyry,Unknown,-20.2,147.95,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206906.0,Porphyry,Unknown,-20.9166666667,148.0,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206908.0,Porphyry,Cenozoic,29.2705555556,61.5844444444,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206910.0,Porphyry,Cenozoic,29.554444,64.504166,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206911.0,Porphyry,Cenozoic,29.1225,62.194166,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206942.0,Porphyry,Cenozoic,-11.6,-76.133333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
206943.0,Porphyry,Cenozoic,-6.76138888889,-78.6055555556,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206944.0,Porphyry,Cenozoic,-16.5455555556,-71.5525,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206945.0,Porphyry,Cenozoic,-17.6813888889,-69.9005555556,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206946.0,Porphyry,Cenozoic,-14.07164,-72.33606,volcanic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206947.0,Porphyry,Cenozoic,-8.21527777778,-77.7713888889,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206948.0,Porphyry,Cenozoic,-14.9797222222,-71.3063888889,volcanic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206949.0,Porphyry,Unknown,-7.11777777778,-78.5752777778,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206950.0,Porphyry,Cenozoic,-14.4613888889,-72.9930555556,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206951.0,Porphyry,Cenozoic,-14.1577777778,-73.1330555556,volcanic,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206952.0,Porphyry,Cenozoic,-15.6247222222,-70.9913888889,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206953.0,Porphyry,Cenozoic,-14.9519444444,-71.2625,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206956.0,Porphyry,Cenozoic,-14.181111,-72.348055,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206957.0,Porphyry,Cenozoic,-14.96,-71.3463888889,volcanic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
206958.0,Porphyry,Mesozoic,-6.725,-78.6691666667,other,other,py,Pyroclastics,volcanic,resolved,medium,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,medium,GLiM resolves original Macrostrat other
206959.0,Porphyry,Unknown,-13.6858333333,-75.0927777778,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206960.0,Porphyry,Unknown,-13.2344444444,-75.9163888889,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
206962.0,Porphyry,Cenozoic,-8.775,-77.991666666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207056.0,Porphyry,Unknown,-16.7733333333,-71.3575,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207057.0,Porphyry,Cenozoic,-6.35805555556,-79.1191666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207058.0,Porphyry,Unknown,-12.9755555556,-76.1391666667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207059.0,Porphyry,Cenozoic,-4.94416666667,-79.3080555556,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207060.0,Porphyry,Unknown,-8.16666666667,-78.1833333333,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207061.0,Porphyry,Cenozoic,-8.55944444444,-77.8963888889,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207062.0,Porphyry,Unknown,-14.2,-74.45,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207063.0,Porphyry,Unknown,-14.1830555556,-75.1480555556,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207064.0,Porphyry,Cenozoic,-11.4794444444,-76.0841666667,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207065.0,Porphyry,Unknown,-5.70444444444,-79.2805555556,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207164.0,Porphyry,Unknown,17.7666666667,121.233333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207165.0,Porphyry,Cenozoic,16.75,121.35,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207166.0,Porphyry,Cenozoic,14.2333333333,122.733333333,mafic,resolved,,,unknown,unknown,none,macrostrat_resolved_glim_unknown,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207167.0,Porphyry,Cenozoic,15.0083333333,120.366666667,mafic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207169.0,Porphyry,Unknown,16.7333333333,120.766666667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207170.0,Porphyry,Unknown,17.3,121.01,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207172.0,Porphyry,Unknown,16.75,120.7,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207174.0,Porphyry,Cenozoic,13.8,121.133333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207175.0,Porphyry,Unknown,14.7666666667,121.316666667,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207177.0,Porphyry,Unknown,17.4,120.866666667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207179.0,Porphyry,Cenozoic,14.9736111111,120.204166667,other,other,pb,Basic plutonic rocks,mafic,resolved,high,glim_resolves_macrostrat_other,False,mafic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207181.0,Porphyry,Cenozoic,16.3205555556,121.291388889,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207289.0,Porphyry,Cenozoic,-23.4277777778,-69.5113888889,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
207309.0,Porphyry,Cenozoic,-18.2897222222,-69.7213888889,felsic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207310.0,Porphyry,Cenozoic,-19.8666666667,-68.9666666667,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207312.0,Porphyry,Cenozoic,6.1,116.466666667,carbonate,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207315.0,Porphyry,Cenozoic,27.1677777778,-109.019166667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
207316.0,Porphyry,Cenozoic,28.4111111111,-109.802777778,volcanic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207317.0,Porphyry,Cenozoic,30.4816666667,-109.7525,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207355.0,Porphyry,Unknown,62.051111,-141.21805,carbonate,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207467.0,IOCG,Unknown,67.516666666667,20.9,siliciclastic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207910.0,VMS,Precambrian,49.4530555556,-78.3525,volcanic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
207911.0,VMS,Precambrian,49.6833333333,-78.95,metamorphic,resolved,pi,Intermediate plutonic rocks,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208266.0,Porphyry,Mesozoic,17.3333333333,101.5,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208267.0,Porphyry,Mesozoic,17.5,101.666666667,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208268.0,Porphyry,Mesozoic,18.1166666667,102.083333333,other,other,va,Acid volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208271.0,Porphyry,Paleozoic,49.1333333333,103.65,volcanic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208273.0,Porphyry,Paleozoic,45.7833333333,100.6,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208275.0,Porphyry,Paleozoic,48.5833333333,97.7833333333,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208276.0,Porphyry,Paleozoic,44.2333333333,108.033333333,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208277.0,Porphyry,Unknown,44.5741666667,109.435555556,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208279.0,Porphyry,Paleozoic,44.1666666667,107.5,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208280.0,Porphyry,Unknown,48.775,104.21126,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208328.0,Porphyry,Cenozoic,8.4875,-77.3211111111,other,other,pi,Intermediate plutonic rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208330.0,Porphyry,Cenozoic,7.05,-76.75,metamorphic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208331.0,Porphyry,Cenozoic,2.1,-76.8833333333,metamorphic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208332.0,Porphyry,Mesozoic,7.31666666667,-72.8666666667,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208333.0,Porphyry,Paleozoic,46.95157188965,79.864566853136,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208334.0,Porphyry,Paleozoic,48.6833333333,73.7,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208335.0,Porphyry,Paleozoic,51.7666666667,61.75,felsic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208336.0,Porphyry,Paleozoic,51.95,72.3333333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208337.0,Porphyry,Unknown,53.0166666667,62.5666666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208338.0,Porphyry,Unknown,48.924797990484,58.673687628615,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208339.0,Porphyry,Paleozoic,44.45,78.4333333333,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208340.0,Porphyry,Unknown,46.65,73.6333333333,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208341.0,Porphyry,Paleozoic,43.62,74.2666666667,volcanic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208343.0,Porphyry,Cenozoic,49.368737,75.708303,felsic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208346.0,Porphyry,Paleozoic,50.1619444444,76.1619444444,other,other,vb,Basic volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208348.0,Porphyry,Paleozoic,47.5333333333,84.4166666667,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208390.0,Porphyry,Paleozoic,48.2263888889,76.2719444444,felsic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208391.0,Porphyry,Paleozoic,47.1844444444,74.7113888889,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208392.0,Porphyry,Paleozoic,52.8833333333,61.4166666667,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208393.0,Porphyry,Unknown,47.5,75.1,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208394.0,Porphyry,Unknown,46.6,74.4166666667,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208396.0,Porphyry,Unknown,46.2563888889,73.1983333333,felsic,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208397.0,Porphyry,Paleozoic,47.9166666667,79.3333333333,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208398.0,Porphyry,Paleozoic,47.3833333333,75.2333333333,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208474.0,Porphyry,Cenozoic,-6.88333320617676,146.449996948242,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208475.0,Porphyry,Cenozoic,-5.75,145.166666667,mafic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208477.0,Porphyry,Precambrian,-5.71666666667,150.016666667,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208478.0,Porphyry,Mesozoic,-5.98333333333,150.466666667,other,other,va,Acid volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208484.0,Porphyry,Cenozoic,16.8583333333,120.783333333,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208930.0,Porphyry,Cenozoic,16.3833333333,120.983333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208931.0,Porphyry,Cenozoic,7.16666666667,125.991666667,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208932.0,Porphyry,Cenozoic,6.475,125.05,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
208933.0,Porphyry,Unknown,7.93333333333,123.3,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208934.0,Porphyry,Mesozoic,8.12222222222,126.381666667,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
208935.0,Porphyry,Cenozoic,16.45,120.866666667,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208936.0,Porphyry,Unknown,17.1666666667,120.733333333,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
208937.0,Porphyry,Cenozoic,16.490278,120.65556,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
209445.0,VMS,Precambrian,48.9786111111,-87.375,mafic,resolved,pb,Basic plutonic rocks,mafic,resolved,high,both_resolved_agree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
209628.0,Porphyry,Mesozoic,-3.65,-78.416667,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
209671.0,Porphyry,Mesozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
209836.0,Porphyry,Mesozoic,-4.1155371964011,-78.583557670277,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
209837.0,Porphyry,Cenozoic,-1.66666666667,-79.15,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
209839.0,Porphyry,Cenozoic,29.1227777778,62.0788888889,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
209868.0,IOCG,Precambrian,-21.5489204585,140.497315894,felsic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
209909.0,VMS,Precambrian,45.8025,-71.2866666667,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
210060.0,Porphyry,Paleozoic,29.516666666667,88.566666666667,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
210140.0,Sediment-Hosted,Unknown,-17.1927777778,-46.8780555556,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
210265.0,VMS,Precambrian,39.3391666667,97.9422222222,volcanic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
210267.0,VMS,Unknown,66.334072,14.083099,carbonate,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
210332.0,Magmatic sulfide,Precambrian,46.4927777778,-81.0688888889,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
210493.0,IOCG,Precambrian,-20.7752777778,140.043888889,felsic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
211939.0,Sediment-Hosted,Precambrian,26.257930555556,102.46292222222,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
211957.0,Sediment-Hosted,Unknown,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
212179.0,VMS,Cenozoic,41.2644444444,140.994444444,volcanic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
212605.0,Sediment-Hosted,Paleozoic,52.8838888889,-8.86055555556,carbonate,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_agree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
212969.0,Sediment-Hosted,Precambrian,-16.9444444444,30.2958333333,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
212971.0,Sediment-Hosted,Precambrian,-17.2655555556,30.0444444444,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
214669.0,VMS,Paleozoic,67.140521,16.138064,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
214670.0,VMS,Paleozoic,67.149939,16.004646,carbonate,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
