Mindat_id,Deposit_type,age_category,Latitude,Longitude,macrostrat_class,macrostrat_status,glim_level1_code,glim_level1_description,glim_model_class,glim_status,glim_assignment_confidence,agreement_status,glim_overlap_ambiguous,lithology_C_class,lithology_C_status,lithology_C_source,lithology_C_confidence,lithology_C_reason
45788.0,Sediment-Hosted,Unknown,47.49017,-115.76322,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
45790.0,Sediment-Hosted,Unknown,47.499249132,-115.75112466,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
45920.0,VMS,Precambrian,64.958201522173,19.837623594794,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46163.0,Porphyry,Cenozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
46287.0,VMS,Unknown,67.14302,16.034353,carbonate,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46329.0,VMS,Paleozoic,62.15085,10.087722,mafic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46331.0,VMS,Paleozoic,62.139762175078,9.9936747550964,metamorphic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46414.0,VMS,Precambrian,65.006890719953,19.613289356057,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46421.0,VMS,Paleozoic,38.034842007676,-8.4232566983213,felsic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46432.0,VMS,Unknown,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
46745.0,VMS,Paleozoic,38.281718,-7.729614,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46971.0,VMS,Unknown,34.4555555556,-112.192777778,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
46972.0,IOCG,Unknown,41.859761,78.195299,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
47606.0,Porphyry,Paleozoic,42.66526992821,75.579408637148,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
47837.0,VMS,Paleozoic,69.736273,21.591482,carbonate,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
47950.0,Magmatic sulfide,Precambrian,61.6805555556,-73.6833333333,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
48271.0,VMS,Precambrian,35.759107943126,-105.66824490989,volcanic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
48424.0,VMS,Paleozoic,62.795424,11.473154,metamorphic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
48983.0,Magmatic sulfide,Unknown,33.25,106.366666667,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
49888.0,Sediment-Hosted,Unknown,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
50665.0,VMS,Precambrian,34.500831604004,-112.25666809082,carbonate,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
50863.0,Porphyry,Mesozoic,32.67,-110.67,carbonate,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
51058.0,Porphyry,Mesozoic,32.5230555556,-111.901944444,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
51825.0,VMS,Precambrian,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
52166.0,Magmatic sulfide,Precambrian,38.4666666667,102.166666667,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
52775.0,Porphyry,Cenozoic,33.061157395057,-111.40899089207,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
53487.0,Porphyry,Cenozoic,32.954448464616,-111.81661605835,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
53669.0,VMS,Cenozoic,38.1527777778,140.197222222,volcanic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
54260.0,Porphyry,Cenozoic,-22.85357,-69.34511,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
54489.0,Porphyry,Cenozoic,43.0927777778,-111.322777778,felsic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
54518.0,Sediment-Hosted,Unknown,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
55427.0,Porphyry,Cenozoic,-17.0455555556,-70.7072222222,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
55597.0,Porphyry,Unknown,-16.5352777778,-71.5916666667,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
55929.0,Sediment-Hosted,Paleozoic,48.26667,67.3333,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
56211.0,IOCG,Precambrian,-25.2567587597,28.580646074,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
56299.0,VMS,Paleozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
56379.0,VMS,Paleozoic,33.9333333333,133.633333333,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
56760.0,Magmatic sulfide,Unknown,-23.987938588912,28.904128281476,mafic,resolved,pb,Basic plutonic rocks,mafic,resolved,high,both_resolved_agree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
56940.0,VMS,Unknown,48.293,-2.933,carbonate,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
58352.0,Porphyry,Cenozoic,-18.0416666667,178.175,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
58783.0,VMS,Paleozoic,40.5422222222,-117.556944444,mafic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
59571.0,Porphyry,Cenozoic,40.6875,-117.083333333,mafic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
60100.0,VMS,Mesozoic,-0.39,-78.925,other,other,vi,Intermediate volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
60101.0,VMS,Mesozoic,-0.925533,-79.061604,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
60113.0,Porphyry,Cenozoic,40.548538,-117.13252,mafic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
60164.0,Porphyry,Mesozoic,40.6119444444,-117.036111111,carbonate,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
61612.0,Porphyry,Cenozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
62248.0,Porphyry,Cenozoic,41.5105555556,22.6019444444,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
62514.0,Porphyry,Unknown,33.0666666667,-110.796111111,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
63180.0,Porphyry,Mesozoic,35.4833333333,-115.133333333,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
63563.0,Porphyry,Unknown,33.535833,54.544444,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
64183.0,VMS,Precambrian,42.016666666667,124.51527777778,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
64292.0,Porphyry,Mesozoic,29.681789169728,115.80344526855,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
64347.0,Porphyry,Unknown,39.03,-119.18,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
64578.0,VMS,Mesozoic,41.416934906985,44.542694091797,carbonate,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
64759.0,Porphyry,Cenozoic,29.9997222222,114.837777778,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
65223.0,Sediment-Hosted,Cenozoic,-17.68,-68.37,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
65283.0,VMS,Precambrian,60.229,23.539,felsic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
65285.0,IOCG,Precambrian,-20.739163888889,140.65382222222,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
66391.0,VMS,Cenozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
66858.0,VMS,Precambrian,34.50232,-83.9593,volcanic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
66898.0,VMS,Precambrian,33.75774,-84.93281,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
68115.0,Sediment-Hosted,Precambrian,62.691902777778,-126.665375,carbonate,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
68188.0,VMS,Paleozoic,-20.7303225905,140.420393451,metamorphic,resolved,pb,Basic plutonic rocks,mafic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
68257.0,Porphyry,Cenozoic,46.314033189009,23.169895112514,metamorphic,resolved,sc,Carbonate sedimentary rocks,carbonate,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
68700.0,Porphyry,Unknown,32.5891666667,-112.053888889,carbonate,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
69552.0,Porphyry,Cenozoic,9.8035347634699,122.45720684612,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
71511.0,Sediment-Hosted,Precambrian,30.0944444444,-8.35,mafic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
73136.0,VMS,Cenozoic,42.475,141.05,felsic,resolved,py,Pyroclastics,volcanic,resolved,medium,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
73233.0,VMS,Cenozoic,40.7291666667,140.958333333,volcanic,resolved,va,Acid volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
73255.0,VMS,Mesozoic,19.036683507473,-100.22958260237,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
75449.0,VMS,Mesozoic,37.9763888889,-120.642777778,felsic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
81928.0,VMS,Mesozoic,37.6013888889,-120.315833333,volcanic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
84746.0,VMS,Mesozoic,39.1155555556,-121.270555556,felsic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
85223.0,VMS,Mesozoic,39.0308333333,-121.288055556,felsic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
86332.0,Porphyry,Mesozoic,40.2166666667,-120.783333333,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
92443.0,VMS,Paleozoic,40.7252777778,-122.498055556,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
92495.0,VMS,Paleozoic,40.7991666667,-122.202777778,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
93923.0,VMS,Mesozoic,41.95,-123.1,metamorphic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
98618.0,VMS,Mesozoic,39.175,-121.291666667,felsic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
105730.0,VMS,Paleozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
105775.0,Sediment-Hosted,Mesozoic,32.75,-0.583333333333,other,other,sc,Carbonate sedimentary rocks,carbonate,resolved,high,glim_resolves_macrostrat_other,False,carbonate,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
107252.0,Porphyry,Cenozoic,46.0108333333,-112.48,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
107981.0,VMS,Unknown,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
108083.0,VMS,Cenozoic,0.0,0.0,unknown,unknown,,,unknown,unknown,none,both_unresolved_macro_unknown_glim_unknown,False,unknown,unknown,unresolved_no_class,none,Neither source provides a usable lithology class
108163.0,VMS,Cenozoic,35.1644444444,132.441666667,felsic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
108197.0,Porphyry,Cenozoic,-20.0447222222,-69.2597222222,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
109677.0,VMS,Precambrian,-28.7780555556,116.962777778,felsic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
109688.0,VMS,Precambrian,-27.046141130114,117.71221058717,mafic,resolved,pb,Basic plutonic rocks,mafic,resolved,high,both_resolved_agree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
114858.0,Porphyry,Mesozoic,37.4063888889,-108.088333333,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122228.0,Porphyry,Cenozoic,-31.7138888889,-70.4888888889,volcanic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122266.0,IOCG,Unknown,31.8333333333,59.0,felsic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122759.0,Magmatic sulfide,Precambrian,-27.8152777778,120.704166667,mafic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122767.0,Magmatic sulfide,Precambrian,-26.8833333333,120.383333333,mafic,resolved,su,Unconsolidated sediments,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122804.0,Porphyry,Mesozoic,50.480831312986,-121.0142405168,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122928.0,Porphyry,Paleozoic,50.558838888889,6.1339666666667,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122945.0,Porphyry,Cenozoic,-9.797208,160.022208,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122949.0,VMS,Precambrian,-21.0805555556,116.925,mafic,resolved,vb,Basic volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122950.0,Porphyry,Precambrian,-21.65937462058,119.97837714324,felsic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_disagree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
122951.0,Porphyry,Precambrian,-21.788877237102,119.87376717439,mafic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
123105.0,Sediment-Hosted,Precambrian,-13.1325,28.3925,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
123423.0,Magmatic sulfide,Unknown,47.7208333333,-91.8241666667,mafic,resolved,pb,Basic plutonic rocks,mafic,resolved,high,both_resolved_agree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
123464.0,Porphyry,Mesozoic,35.3072222222,99.7886111111,other,other,su,Unconsolidated sediments,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
123470.0,IOCG,Precambrian,26.1,101.9,other,other,mt,Metamorphics,metamorphic,resolved,high,glim_resolves_macrostrat_other,False,metamorphic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
124002.0,Sediment-Hosted,Precambrian,46.8333333333,-87.75,siliciclastic,resolved,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,both_resolved_agree,False,siliciclastic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
125608.0,VMS,Mesozoic,35.036111111111,33.116388888889,mafic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
126508.0,Sediment-Hosted,Precambrian,-23.7894444444,16.6438888889,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
126948.0,Sediment-Hosted,Precambrian,-30.5233954,138.5314475,carbonate,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
127294.0,IOCG,Precambrian,-20.625,140.688333333,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
127444.0,Porphyry,Paleozoic,43.00348378007,106.85218868256,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
131133.0,Porphyry,Cenozoic,41.1218,41.9498,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
131315.0,VMS,Paleozoic,45.7719444444,-71.31,volcanic,resolved,vi,Intermediate volcanic rocks,volcanic,resolved,high,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
131316.0,VMS,Unknown,40.3472222222,140.766666667,volcanic,resolved,py,Pyroclastics,volcanic,resolved,medium,both_resolved_agree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
132210.0,Porphyry,Unknown,48.23,-121.5658,metamorphic,resolved,mt,Metamorphics,metamorphic,resolved,high,both_resolved_agree,False,metamorphic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
132305.0,Sediment-Hosted,Cenozoic,-17.4789,-68.356,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
132814.0,Porphyry,Precambrian,19.7,-97.8166666667,carbonate,resolved,py,Pyroclastics,volcanic,resolved,medium,both_resolved_disagree,False,carbonate,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
133117.0,Porphyry,Cenozoic,-22.5333333333,-69.9166666667,other,other,vb,Basic volcanic rocks,volcanic,resolved,high,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
134565.0,Porphyry,Cenozoic,29.4694444444,90.0277777778,felsic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_agree,False,felsic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
134575.0,Porphyry,Cenozoic,29.6294444444,91.5988888889,other,other,pa,Acid plutonic rocks,felsic,resolved,high,glim_resolves_macrostrat_other,False,felsic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
134576.0,Porphyry,Cenozoic,29.7111111111,91.8388888889,other,other,sm,Mixed sedimentary rocks,other,other,low,both_unresolved_macro_other_glim_other,False,other,other,unresolved_broad_class,low,Neither source supports a cautious specific class
134599.0,Magmatic sulfide,Precambrian,22.8583333333,102.966666667,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
134605.0,VMS,Precambrian,24.1,101.683333333,other,other,ss,Siliciclastic sedimentary rocks,siliciclastic,resolved,high,glim_resolves_macrostrat_other,False,siliciclastic,resolved,GLiM_fallback,high,GLiM resolves original Macrostrat other
134676.0,Porphyry,Mesozoic,31.1416666667,117.283333333,volcanic,resolved,pa,Acid plutonic rocks,felsic,resolved,high,both_resolved_disagree,False,volcanic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
134745.0,IOCG,Precambrian,26.183333333333,102.98333333333,mafic,resolved,sm,Mixed sedimentary rocks,other,other,low,macrostrat_resolved_glim_other,False,mafic,resolved,Macrostrat,original_rule_based,Macrostrat specific class retained
134936.0,Porphyry,Cenozoic,26.158205559589,100.18367765932,other,other,py,Pyroclastics,volcanic,resolved,medium,glim_resolves_macrostrat_other,False,volcanic,resolved,GLiM_fallback,medium,GLiM resolves original Macrostrat other
