Deposit_type,Macrostrat_lithology_status,count,group_total,percent_within_group,cohort,status_variable,grouping,continent_country,GLiM_lithology_status,age_status,coordinate_status
,,58,78,74.35897435897436,coordinate_valid_1237,age_status,continent_country,Africa,,resolved,
,,20,78,25.641025641025642,coordinate_valid_1237,age_status,continent_country,Africa,,unknown,
,,274,349,78.51002865329512,coordinate_valid_1237,age_status,continent_country,Asia,,resolved,
,,75,349,21.48997134670487,coordinate_valid_1237,age_status,continent_country,Asia,,unknown,
,,136,171,79.53216374269006,coordinate_valid_1237,age_status,continent_country,Europe,,resolved,
,,35,171,20.46783625730994,coordinate_valid_1237,age_status,continent_country,Europe,,unknown,
,,287,366,78.4153005464481,coordinate_valid_1237,age_status,continent_country,North America,,resolved,
,,79,366,21.584699453551913,coordinate_valid_1237,age_status,continent_country,North America,,unknown,
,,96,120,80.0,coordinate_valid_1237,age_status,continent_country,Oceania,,resolved,
,,24,120,20.0,coordinate_valid_1237,age_status,continent_country,Oceania,,unknown,
,,121,153,79.08496732026144,coordinate_valid_1237,age_status,continent_country,South America,,resolved,
,,32,153,20.915032679738562,coordinate_valid_1237,age_status,continent_country,South America,,unknown,
IOCG,,2,3,66.66666666666667,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,resolved,
IOCG,,1,3,33.333333333333336,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,unknown,
IOCG,,6,16,37.5,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,resolved,
IOCG,,10,16,62.5,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,unknown,
IOCG,,1,10,10.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,resolved,
IOCG,,9,10,90.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,unknown,
IOCG,,11,11,100.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,unknown,
IOCG,,13,27,48.148148148148145,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,resolved,
IOCG,,14,27,51.851851851851855,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,unknown,
IOCG,,5,15,33.333333333333336,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,resolved,
IOCG,,10,15,66.66666666666667,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,unknown,
Magmatic sulfide,,5,17,29.41176470588235,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,resolved,
Magmatic sulfide,,12,17,70.58823529411765,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,unknown,
Magmatic sulfide,,21,38,55.26315789473684,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,resolved,
Magmatic sulfide,,17,38,44.73684210526316,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,unknown,
Magmatic sulfide,,2,4,50.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,resolved,
Magmatic sulfide,,2,4,50.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,unknown,
Magmatic sulfide,,14,18,77.77777777777777,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,resolved,
Magmatic sulfide,,4,18,22.22222222222222,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,unknown,
Magmatic sulfide,,4,4,100.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,resolved,
Porphyry,,3,3,100.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,resolved,
Porphyry,,147,182,80.76923076923077,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,resolved,
Porphyry,,35,182,19.23076923076923,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,unknown,
Porphyry,,57,65,87.6923076923077,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,resolved,
Porphyry,,8,65,12.307692307692308,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,unknown,
Porphyry,,135,171,78.94736842105263,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,resolved,
Porphyry,,36,171,21.05263157894737,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,unknown,
Porphyry,,46,52,88.46153846153847,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,resolved,
Porphyry,,6,52,11.538461538461538,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,unknown,
Porphyry,,105,122,86.06557377049181,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,resolved,
Porphyry,,17,122,13.934426229508198,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,unknown,
Sediment-Hosted,,46,53,86.79245283018868,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,resolved,
Sediment-Hosted,,7,53,13.20754716981132,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,unknown,
Sediment-Hosted,,19,23,82.6086956521739,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,resolved,
Sediment-Hosted,,4,23,17.391304347826086,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,unknown,
Sediment-Hosted,,9,11,81.81818181818181,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,resolved,
Sediment-Hosted,,2,11,18.181818181818183,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,unknown,
Sediment-Hosted,,10,27,37.03703703703704,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,resolved,
Sediment-Hosted,,17,27,62.96296296296296,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,unknown,
Sediment-Hosted,,13,14,92.85714285714286,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,resolved,
Sediment-Hosted,,1,14,7.142857142857143,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,unknown,
Sediment-Hosted,,7,10,70.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,resolved,
Sediment-Hosted,,3,10,30.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,unknown,
VMS,,2,2,100.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Africa,,resolved,
VMS,,81,90,90.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,resolved,
VMS,,9,90,10.0,coordinate_valid_1237,age_status,Deposit_type × continent_country,Asia,,unknown,
VMS,,67,81,82.71604938271605,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,resolved,
VMS,,14,81,17.28395061728395,coordinate_valid_1237,age_status,Deposit_type × continent_country,Europe,,unknown,
VMS,,128,139,92.0863309352518,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,resolved,
VMS,,11,139,7.913669064748201,coordinate_valid_1237,age_status,Deposit_type × continent_country,North America,,unknown,
VMS,,20,23,86.95652173913044,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,resolved,
VMS,,3,23,13.043478260869565,coordinate_valid_1237,age_status,Deposit_type × continent_country,Oceania,,unknown,
VMS,,4,6,66.66666666666667,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,resolved,
VMS,,2,6,33.333333333333336,coordinate_valid_1237,age_status,Deposit_type × continent_country,South America,,unknown,
IOCG,,82,82,100.0,coordinate_valid_1237,coordinate_status,Deposit_type,,,,valid
Magmatic sulfide,,81,81,100.0,coordinate_valid_1237,coordinate_status,Deposit_type,,,,valid
Porphyry,,595,595,100.0,coordinate_valid_1237,coordinate_status,Deposit_type,,,,valid
Sediment-Hosted,,138,138,100.0,coordinate_valid_1237,coordinate_status,Deposit_type,,,,valid
VMS,,341,341,100.0,coordinate_valid_1237,coordinate_status,Deposit_type,,,,valid
,,78,78,100.0,coordinate_valid_1237,coordinate_status,continent_country,Africa,,,valid
,,349,349,100.0,coordinate_valid_1237,coordinate_status,continent_country,Asia,,,valid
,,171,171,100.0,coordinate_valid_1237,coordinate_status,continent_country,Europe,,,valid
,,366,366,100.0,coordinate_valid_1237,coordinate_status,continent_country,North America,,,valid
,,120,120,100.0,coordinate_valid_1237,coordinate_status,continent_country,Oceania,,,valid
,,153,153,100.0,coordinate_valid_1237,coordinate_status,continent_country,South America,,,valid
IOCG,,3,3,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Africa,,,valid
IOCG,,16,16,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Asia,,,valid
IOCG,,10,10,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Europe,,,valid
IOCG,,11,11,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,North America,,,valid
IOCG,,27,27,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Oceania,,,valid
IOCG,,15,15,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,South America,,,valid
Magmatic sulfide,,17,17,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Africa,,,valid
Magmatic sulfide,,38,38,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Asia,,,valid
Magmatic sulfide,,4,4,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Europe,,,valid
Magmatic sulfide,,18,18,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,North America,,,valid
Magmatic sulfide,,4,4,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Oceania,,,valid
Porphyry,,3,3,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Africa,,,valid
Porphyry,,182,182,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Asia,,,valid
Porphyry,,65,65,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Europe,,,valid
Porphyry,,171,171,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,North America,,,valid
Porphyry,,52,52,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Oceania,,,valid
Porphyry,,122,122,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,South America,,,valid
Sediment-Hosted,,53,53,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Africa,,,valid
Sediment-Hosted,,23,23,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Asia,,,valid
Sediment-Hosted,,11,11,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Europe,,,valid
Sediment-Hosted,,27,27,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,North America,,,valid
Sediment-Hosted,,14,14,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Oceania,,,valid
Sediment-Hosted,,10,10,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,South America,,,valid
VMS,,2,2,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Africa,,,valid
VMS,,90,90,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Asia,,,valid
VMS,,81,81,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Europe,,,valid
VMS,,139,139,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,North America,,,valid
VMS,,23,23,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,Oceania,,,valid
VMS,,6,6,100.0,coordinate_valid_1237,coordinate_status,Deposit_type × continent_country,South America,,,valid
