Mindat_id,Deposit_type,age_category,litho_class,Latitude_stage0,Longitude_stage0,age_midpoint_ma,Deposit_name,Country,Latitude_main,Longitude_main,lithology_A_class,lithology_A_status,lithology_B_class,lithology_B_status,Latitude,Longitude,coordinate_valid,Country_clean,continent_country,Macrostrat_lithology_status,GLiM_lithology_status,age_status,coordinate_status,Macrostrat_nonresolved,GLiM_nonresolved,age_unknown,coordinate_missing
205773,Porphyry,Unknown,mafic,-0.516666666667,127.583333333,,Kaputusan,Indonesia,-0.516666666667,127.583333333,mafic,resolved,volcanic,resolved,-0.516666666667,127.583333333,True,Indonesia,Asia,resolved,resolved,unknown,valid,False,False,True,False
205784,Porphyry,Cenozoic,other,-7.22,106.56,3.1,Ciemas,Indonesia,-7.22,106.56,other,other,other,other,-7.22,106.56,True,Indonesia,Asia,other,other,resolved,valid,True,True,False,False
205785,Porphyry,Unknown,mafic,-1.7,101.25,,Mudik,Indonesia,-1.7,101.25,mafic,resolved,volcanic,resolved,-1.7,101.25,True,Indonesia,Asia,resolved,resolved,unknown,valid,False,False,True,False
205792,Porphyry,Cenozoic,metamorphic,5.03333333333,95.95,11.0,Tangse,Indonesia,5.03333333333,95.95,metamorphic,resolved,volcanic,resolved,5.03333333333,95.95,True,Indonesia,Asia,resolved,resolved,resolved,valid,False,False,False,False
205795,Porphyry,Mesozoic,felsic,42.3422222222,26.2958333333,81.0,Prohorovo,Bulgaria,42.3422222222,26.2958333333,felsic,resolved,other,other,42.3422222222,26.2958333333,True,Bulgaria,Europe,resolved,other,resolved,valid,False,True,False,False
205796,Porphyry,Mesozoic,felsic,42.35097,24.213907,128.135,Vlaykov  Vruh,Bulgaria,42.35097,24.213907,felsic,resolved,felsic,resolved,42.35097,24.213907,True,Bulgaria,Europe,resolved,resolved,resolved,valid,False,False,False,False
205797,Porphyry,Mesozoic,siliciclastic,42.3552777778,24.3391666667,90.0,Tsar  Assen,Bulgaria,42.3552777778,24.3391666667,siliciclastic,resolved,felsic,resolved,42.3552777778,24.3391666667,True,Bulgaria,Europe,resolved,resolved,resolved,valid,False,False,False,False
205798,Porphyry,Mesozoic,metamorphic,41.9741666667,27.5344444444,80.5,Byrdtseto,Bulgaria,41.9741666667,27.5344444444,metamorphic,resolved,other,other,41.9741666667,27.5344444444,True,Bulgaria,Europe,resolved,other,resolved,valid,False,True,False,False
205799,Porphyry,Mesozoic,felsic,42.4833333333,23.4166666667,76.0,Plana,Bulgaria,42.4833333333,23.4166666667,felsic,resolved,felsic,resolved,42.4833333333,23.4166666667,True,Bulgaria,Europe,resolved,resolved,resolved,valid,False,False,False,False
205844,Porphyry,Precambrian,other,-17.5333333333,-51.6,771.0,Bom  Jardim,Brazil,-17.5333333333,-51.6,other,other,other,other,-17.5333333333,-51.6,True,Brazil,South America,other,other,resolved,valid,True,True,False,False
205845,Porphyry,Paleozoic,siliciclastic,-37.5736111111,148.008611111,407.0,Dogwood,Australia,-37.5736111111,148.008611111,siliciclastic,resolved,other,other,-37.5736111111,148.008611111,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
205846,Porphyry,Paleozoic,volcanic,-37.6113888889,142.6075,515.0,Thursdays  Gossan,Australia,-37.6113888889,142.6075,volcanic,resolved,siliciclastic,resolved,-37.6113888889,142.6075,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
205847,Porphyry,Paleozoic,felsic,-32.7183333333,140.208888889,440.0,Anabama  Hill,Australia,-32.7183333333,140.208888889,felsic,resolved,felsic,resolved,-32.7183333333,140.208888889,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
205849,Porphyry,Precambrian,mafic,-20.890332290252,120.10404179858,3234.0,Coppin  Gap,Australia,-20.890332290252,120.10404179858,mafic,resolved,siliciclastic,resolved,-20.890332290252,120.10404179858,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
205854,Porphyry,Cenozoic,carbonate,45.9833333333,23.0333333333,10.0,Bolcana,Romania,45.9833333333,23.0333333333,carbonate,resolved,siliciclastic,resolved,45.9833333333,23.0333333333,True,Romania,Europe,resolved,resolved,resolved,valid,False,False,False,False
205857,Porphyry,Cenozoic,other,-28.6333333333,-69.8833333333,33.5,La  Fortuna,Chile,-28.6333333333,-69.8833333333,other,other,other,other,-28.6333333333,-69.8833333333,True,Chile,South America,other,other,resolved,valid,True,True,False,False
205858,Porphyry,Cenozoic,other,-22.9666666667,-69.0583333333,41.55,Esperanza,Chile,-22.9666666667,-69.0583333333,other,other,other,other,-22.9666666667,-69.0583333333,True,Chile,South America,other,other,resolved,valid,True,True,False,False
205859,Porphyry,Cenozoic,other,-27.7833333333,-69.2333333333,13.89,Cerro  Casale,Chile,-27.7833333333,-69.2333333333,other,other,siliciclastic,resolved,-27.7833333333,-69.2333333333,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205860,Porphyry,Cenozoic,other,-22.975463130546,-69.061440941728,44.3,Centinela,Chile,-22.975463130546,-69.061440941728,other,other,other,other,-22.975463130546,-69.061440941728,True,Chile,South America,other,other,resolved,valid,True,True,False,False
205861,Porphyry,Cenozoic,other,-21.9538888889,-68.7355555556,33.2,Conchi,Chile,-21.9538888889,-68.7355555556,other,other,volcanic,resolved,-21.9538888889,-68.7355555556,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205862,Porphyry,Cenozoic,other,-20.9016666667,-68.8852777778,35.0,Copaquire,Chile,-20.9016666667,-68.8852777778,other,other,siliciclastic,resolved,-20.9016666667,-68.8852777778,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205864,Porphyry,Cenozoic,other,-22.9877777778,-69.0763888889,36.69,El  Telégrafo,Chile,-22.9877777778,-69.0763888889,other,other,felsic,resolved,-22.9877777778,-69.0763888889,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205923,Porphyry,Cenozoic,other,-27.2666666667,-66.65,8.5,Bajo  de  Agua  Tapado,Argentina,-27.2666666667,-66.65,other,other,volcanic,resolved,-27.2666666667,-66.65,True,Argentina,South America,other,resolved,resolved,valid,True,False,False,False
205926,Porphyry,Cenozoic,other,-27.4,-66.55,7.1,Bajo  de  San  Lucas,Argentina,-27.4,-66.55,other,other,metamorphic,resolved,-27.4,-66.55,True,Argentina,South America,other,resolved,resolved,valid,True,False,False,False
205927,Porphyry,Cenozoic,other,-27.2833333333,-66.5666666667,7.9,Bajo  El  Durazno,Argentina,-27.2833333333,-66.5666666667,other,other,other,other,-27.2833333333,-66.5666666667,True,Argentina,South America,other,other,resolved,valid,True,True,False,False
205928,Porphyry,Cenozoic,other,-26.3,-67.9,14.15,Betito,Argentina,-26.3,-67.9,other,other,other,other,-26.3,-67.9,True,Argentina,South America,other,other,resolved,valid,True,True,False,False
205929,Porphyry,Unknown,other,-27.3833333333,-66.2166666667,,Filo  Colorado,Argentina,-27.3833333333,-66.2166666667,other,other,felsic,resolved,-27.3833333333,-66.2166666667,True,Argentina,South America,other,resolved,unknown,valid,True,False,True,False
205930,Porphyry,Paleozoic,other,-30.0,-69.1666666667,261.0,Carrizal,Argentina,-30.0,-69.1666666667,other,other,other,other,-30.0,-69.1666666667,True,Argentina,South America,other,other,resolved,valid,True,True,False,False
205932,Porphyry,Unknown,volcanic,-30.9333333333,-69.6333333333,,El  Salado,Argentina,-30.9333333333,-69.6333333333,volcanic,resolved,volcanic,resolved,-30.9333333333,-69.6333333333,True,Argentina,South America,resolved,resolved,unknown,valid,False,False,True,False
205933,Porphyry,Cenozoic,volcanic,-31.2416666667,-70.1766666667,65.0,Los  Azules,Argentina,-31.2416666667,-70.1766666667,volcanic,resolved,volcanic,resolved,-31.2416666667,-70.1766666667,True,Argentina,South America,resolved,resolved,resolved,valid,False,False,False,False
205935,Porphyry,Cenozoic,mafic,-18.1066666667,178.178333333,6.0,Waivaka,Fiji,-18.1066666667,178.178333333,mafic,resolved,volcanic,resolved,-18.1066666667,178.178333333,True,Fiji,Oceania,resolved,resolved,resolved,valid,False,False,False,False
205936,Porphyry,Cenozoic,volcanic,39.8116666667,25.1922222222,52.5,Fakos,Greece,39.8116666667,25.1922222222,volcanic,resolved,volcanic,resolved,39.8116666667,25.1922222222,True,Greece,Europe,resolved,resolved,resolved,valid,False,False,False,False
205937,Porphyry,Cenozoic,metamorphic,41.019946,25.746143,19.6,Kassiteres,Greece,41.019946,25.746143,metamorphic,resolved,volcanic,resolved,41.019946,25.746143,True,Greece,Europe,resolved,resolved,resolved,valid,False,False,False,False
205938,Porphyry,Unknown,carbonate,41.089063397424,23.130098848306,,Pontokerassia,Greece,41.089063397424,23.130098848306,carbonate,resolved,metamorphic,resolved,41.089063397424,23.130098848306,True,Greece,Europe,resolved,resolved,unknown,valid,False,False,True,False
205939,Porphyry,Unknown,volcanic,18.5166666667,-70.25,,Majagual,Dominican Republic,18.5166666667,-70.25,volcanic,resolved,siliciclastic,resolved,18.5166666667,-70.25,True,Dominican Republic,North America,resolved,resolved,unknown,valid,False,False,True,False
205942,Porphyry,Cenozoic,other,-22.4666666667,-68.9666666667,35.5,Opache,Chile,-22.4666666667,-68.9666666667,other,other,other,other,-22.4666666667,-68.9666666667,True,Chile,South America,other,other,resolved,valid,True,True,False,False
205943,Porphyry,Cenozoic,other,-23.3,-69.2333333333,63.5,Polo  Sur,Chile,-23.3,-69.2333333333,other,other,siliciclastic,resolved,-23.3,-69.2333333333,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205944,Porphyry,Cenozoic,other,-22.37964284915,-68.914602851868,33.5,Ministro Hales,Chile,-22.37964284915,-68.914602851868,other,other,other,other,-22.37964284915,-68.914602851868,True,Chile,South America,other,other,resolved,valid,True,True,False,False
205945,Porphyry,Cenozoic,other,-21.9166666667,-69.8333333333,15.99,Puntillas,Chile,-21.9166666667,-69.8333333333,other,other,siliciclastic,resolved,-21.9166666667,-69.8333333333,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205947,Porphyry,Cenozoic,other,-22.4166666667,-68.95,37.900000000000006,Toki,Chile,-22.4166666667,-68.95,other,other,other,other,-22.4166666667,-68.95,True,Chile,South America,other,other,resolved,valid,True,True,False,False
205949,Porphyry,Cenozoic,other,-32.4075,-70.425,11.35,Vizcachitas,Chile,-32.4075,-70.425,other,other,volcanic,resolved,-32.4075,-70.425,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205950,Porphyry,Mesozoic,volcanic,-46.0333333333,-72.15,85.0,Turbio,Chile,-46.0333333333,-72.15,volcanic,resolved,volcanic,resolved,-46.0333333333,-72.15,True,Chile,South America,resolved,resolved,resolved,valid,False,False,False,False
205951,Porphyry,Unknown,felsic,-18.5933333333,-69.45,,Ticnámar,Chile,-18.5933333333,-69.45,felsic,resolved,volcanic,resolved,-18.5933333333,-69.45,True,Chile,South America,resolved,resolved,unknown,valid,False,False,True,False
205952,Porphyry,Cenozoic,other,-28.5,-70.3,64.0,Relincho,Chile,-28.5,-70.3,other,other,felsic,resolved,-28.5,-70.3,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
205978,Porphyry,Mesozoic,felsic,31.6591666667,53.8497222222,112.0,Ali-Abad,Iran,31.6591666667,53.8497222222,felsic,resolved,other,other,31.6591666667,53.8497222222,True,Iran,Asia,resolved,other,resolved,valid,False,True,False,False
205979,Porphyry,Cenozoic,carbonate,31.5763888889,53.8233333333,29.0,Darreh-Zerreshk,Iran,31.5763888889,53.8233333333,carbonate,resolved,other,other,31.5763888889,53.8233333333,True,Iran,Asia,resolved,other,resolved,valid,False,True,False,False
205981,Porphyry,Paleozoic,other,46.9897222222,74.9872222222,329.5,Kounrad,Kazakhstan,46.9897222222,74.9872222222,other,other,felsic,resolved,46.9897222222,74.9872222222,True,Kazakhstan,Asia,other,resolved,resolved,valid,True,False,False,False
205982,Porphyry,Paleozoic,felsic,49.1591666667,75.6008333333,308.5,Baiskoe,Kazakhstan,49.1591666667,75.6008333333,felsic,resolved,other,other,49.1591666667,75.6008333333,True,Kazakhstan,Asia,resolved,other,resolved,valid,False,True,False,False
205983,Porphyry,Unknown,other,52.3333333333,62.1833333333,,Spiridonovskoye,Kazakhstan,52.3333333333,62.1833333333,other,other,other,other,52.3333333333,62.1833333333,True,Kazakhstan,Asia,other,other,unknown,valid,True,True,True,False
205984,Porphyry,Paleozoic,felsic,50.152366,73.004547,410.0,Nurkazgan,Kazakhstan,50.152366,73.004547,felsic,resolved,other,other,50.152366,73.004547,True,Kazakhstan,Asia,resolved,other,resolved,valid,False,True,False,False
205985,Porphyry,Precambrian,other,51.846900508083,74.291111826897,552.5,Boshchekul,Kazakhstan,51.846900508083,74.291111826897,other,other,other,other,51.846900508083,74.291111826897,True,Kazakhstan,Asia,other,other,resolved,valid,True,True,False,False
205986,Porphyry,Mesozoic,volcanic,19.3833333333,-100.683333333,136.0,Tiámaro,Mexico,19.3833333333,-100.683333333,volcanic,resolved,volcanic,resolved,19.3833333333,-100.683333333,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205987,Porphyry,Precambrian,volcanic,19.1166666667,-102.916666667,1012.45,Tepal,Mexico,19.1166666667,-102.916666667,volcanic,resolved,carbonate,resolved,19.1166666667,-102.916666667,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205988,Porphyry,Cenozoic,volcanic,19.0013888889,-101.955555556,32.5,San  Isidro,Mexico,19.0013888889,-101.955555556,volcanic,resolved,felsic,resolved,19.0013888889,-101.955555556,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205989,Porphyry,Cenozoic,metamorphic,15.3188888889,-92.3305555556,5.8,Tolimán,Mexico,15.3188888889,-92.3305555556,metamorphic,resolved,volcanic,resolved,15.3188888889,-92.3305555556,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205991,Porphyry,Mesozoic,felsic,27.0516666667,-108.341111111,200.0,Bahuerachi,Mexico,27.0516666667,-108.341111111,felsic,resolved,volcanic,resolved,27.0516666667,-108.341111111,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205992,Porphyry,Cenozoic,felsic,26.2522222222,-107.329444444,46.3,Cerro  Colorado,Mexico,26.2522222222,-107.329444444,felsic,resolved,other,other,26.2522222222,-107.329444444,True,Mexico,North America,resolved,other,resolved,valid,False,True,False,False
205993,Porphyry,Cenozoic,mafic,19.45,-96.85,3.95,Caballo  Blanco,Mexico,19.45,-96.85,mafic,resolved,volcanic,resolved,19.45,-96.85,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205994,Porphyry,Cenozoic,felsic,31.0555555556,-110.420833333,63.0,Mariquita,Mexico,31.0555555556,-110.420833333,felsic,resolved,felsic,resolved,31.0555555556,-110.420833333,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205996,Porphyry,Cenozoic,felsic,25.6680555556,-107.351111111,53.7,Tameapa,Mexico,25.6680555556,-107.351111111,felsic,resolved,volcanic,resolved,25.6680555556,-107.351111111,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
205998,Porphyry,Cenozoic,volcanic,26.7236111111,-108.233333333,57.2,Santo  Tomás,Mexico,26.7236111111,-108.233333333,volcanic,resolved,volcanic,resolved,26.7236111111,-108.233333333,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
206003,Porphyry,Unknown,other,-5.715,-79.2069444444,,El Paramo,Peru,-5.715,-79.2069444444,other,other,felsic,resolved,-5.715,-79.2069444444,True,Peru,South America,other,resolved,unknown,valid,True,False,True,False
206004,Porphyry,Unknown,other,-13.9291666667,-75.35,,El Puquio,Peru,-13.9291666667,-75.35,other,other,volcanic,resolved,-13.9291666667,-75.35,True,Peru,South America,other,resolved,unknown,valid,True,False,True,False
206005,Porphyry,Cenozoic,other,-17.097725754867,-70.627246168525,54.0,Quellaveco,Peru,-17.097725754867,-70.627246168525,other,other,volcanic,resolved,-17.097725754867,-70.627246168525,True,Peru,South America,other,resolved,resolved,valid,True,False,False,False
206008,Porphyry,Cenozoic,volcanic,-14.9083333333,-71.3133333333,33.0,Tintaya,Peru,-14.9083333333,-71.3133333333,volcanic,resolved,volcanic,resolved,-14.9083333333,-71.3133333333,True,Peru,South America,resolved,resolved,resolved,valid,False,False,False,False
206009,Porphyry,Cenozoic,other,-6.08333333333,-79.2833333333,15.0,Cañariaco,Peru,-6.08333333333,-79.2833333333,other,other,volcanic,resolved,-6.08333333333,-79.2833333333,True,Peru,South America,other,resolved,resolved,valid,True,False,False,False
206012,Porphyry,Mesozoic,felsic,44.095,22.0941666667,85.07,Bor,Serbia,44.095,22.0941666667,felsic,resolved,volcanic,resolved,44.095,22.0941666667,True,Serbia,Europe,resolved,resolved,resolved,valid,False,False,False,False
206013,Porphyry,Cenozoic,volcanic,43.2333333333,20.7166666667,28.45,Rudnitsa,Kosovo,43.2333333333,20.7166666667,volcanic,resolved,volcanic,resolved,43.2333333333,20.7166666667,True,Kosovo,Europe,resolved,resolved,resolved,valid,False,False,False,False
206050,VMS,Precambrian,mafic,-21.304821351187,119.27789306641,3250.0,Panorama (Sulphur Springs),Australia,-21.304821351187,119.27789306641,mafic,resolved,other,other,-21.304821351187,119.27789306641,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
206052,VMS,Precambrian,metamorphic,-21.122252058441,119.25905055786,3250.0,Kangaroo Caves prospect,Australia,-21.122252058441,119.25905055786,metamorphic,resolved,siliciclastic,resolved,-21.122252058441,119.25905055786,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
206070,IOCG,Precambrian,felsic,-21.8,140.716666667,1532.5,Lightning Creek,Australia,-21.8,140.716666667,felsic,resolved,other,other,-21.8,140.716666667,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
206132,Porphyry,Cenozoic,carbonate,45.869722222222,22.870833333333,12.8,Deva,Romania,45.869722222222,22.870833333333,carbonate,resolved,carbonate,resolved,45.869722222222,22.870833333333,True,Romania,Europe,resolved,resolved,resolved,valid,False,False,False,False
206134,Porphyry,Unknown,carbonate,44.75,21.95,,Sopot,Romania,44.75,21.95,carbonate,resolved,metamorphic,resolved,44.75,21.95,True,Romania,Europe,resolved,resolved,unknown,valid,False,False,True,False
206135,Porphyry,Mesozoic,other,45.5666666667,22.2333333333,76.555,Tincova,Romania,45.5666666667,22.2333333333,other,other,carbonate,resolved,45.5666666667,22.2333333333,True,Romania,Europe,other,resolved,resolved,valid,True,False,False,False
206136,Porphyry,Cenozoic,volcanic,46.2666666667,22.15,8.45,Talagiu,Romania,46.2666666667,22.15,volcanic,resolved,metamorphic,resolved,46.2666666667,22.15,True,Romania,Europe,resolved,resolved,resolved,valid,False,False,False,False
206137,Porphyry,Unknown,metamorphic,44.75,22.0,,Bozovici,Romania,44.75,22.0,metamorphic,resolved,metamorphic,resolved,44.75,22.0,True,Romania,Europe,resolved,resolved,unknown,valid,False,False,True,False
206138,Porphyry,Unknown,other,45.55,22.35,,Cofu,Romania,45.55,22.35,other,other,carbonate,resolved,45.55,22.35,True,Romania,Europe,other,resolved,unknown,valid,True,False,True,False
206139,Porphyry,Cenozoic,carbonate,46.15,22.85,11.355,Valea  Morii,Romania,46.15,22.85,carbonate,resolved,volcanic,resolved,46.15,22.85,True,Romania,Europe,resolved,resolved,resolved,valid,False,False,False,False
206140,Porphyry,Cenozoic,carbonate,46.0611111111,22.9666666667,11.335,Voia,Romania,46.0611111111,22.9666666667,carbonate,resolved,siliciclastic,resolved,46.0611111111,22.9666666667,True,Romania,Europe,resolved,resolved,resolved,valid,False,False,False,False
206141,Porphyry,Cenozoic,carbonate,46.1666666667,22.9,14.15,Rovina,Romania,46.1666666667,22.9,carbonate,resolved,carbonate,resolved,46.1666666667,22.9,True,Romania,Europe,resolved,resolved,resolved,valid,False,False,False,False
206142,Porphyry,Unknown,other,50.4666666667,19.6166666667,,Pilica,Poland,50.4666666667,19.6166666667,other,other,carbonate,resolved,50.4666666667,19.6166666667,True,Poland,Europe,other,resolved,unknown,valid,True,False,True,False
206143,Porphyry,Unknown,carbonate,50.1166666667,19.95,,Będkowska,Poland,50.1166666667,19.95,carbonate,resolved,other,other,50.1166666667,19.95,True,Poland,Europe,resolved,other,unknown,valid,False,True,True,False
206145,Porphyry,Mesozoic,other,58.9666666667,152.683333333,115.475,Viking,Russia,58.9666666667,152.683333333,other,other,unknown,unknown,58.9666666667,152.683333333,True,Russia,Europe,other,unknown,resolved,valid,True,True,False,False
206147,Porphyry,Mesozoic,siliciclastic,66.6,164.566666667,141.8,Peschanka,Russia,66.6,164.566666667,siliciclastic,resolved,other,other,66.6,164.566666667,True,Russia,Europe,resolved,other,resolved,valid,False,True,False,False
206148,Porphyry,Cenozoic,siliciclastic,66.4833333333,164.733333333,22.2,Nakhodka,Russia,66.4833333333,164.733333333,siliciclastic,resolved,volcanic,resolved,66.4833333333,164.733333333,True,Russia,Europe,resolved,resolved,resolved,valid,False,False,False,False
206152,Porphyry,Cenozoic,other,54.2833333333,157.666666667,14.15,Tumannoe,Russia,54.2833333333,157.666666667,other,other,felsic,resolved,54.2833333333,157.666666667,True,Russia,Europe,other,resolved,resolved,valid,True,False,False,False
206153,Porphyry,Mesozoic,other,59.7166666667,150.316666667,94.5,Osennee,Russia,59.7166666667,150.316666667,other,other,unknown,unknown,59.7166666667,150.316666667,True,Russia,Europe,other,unknown,resolved,valid,True,True,False,False
206154,Porphyry,Mesozoic,other,59.25,153.766666667,122.55,Lora,Russia,59.25,153.766666667,other,other,unknown,unknown,59.25,153.766666667,True,Russia,Europe,other,unknown,resolved,valid,True,True,False,False
206156,Porphyry,Cenozoic,other,53.75,126.616666667,10.5,Borgulikan,Russia,53.75,126.616666667,other,other,volcanic,resolved,53.75,126.616666667,True,Russia,Europe,other,resolved,resolved,valid,True,False,False,False
206157,Porphyry,Paleozoic,other,54.05,89.5666666667,355.5,Kiyalykh-uzen,Russia,54.05,89.5666666667,other,other,siliciclastic,resolved,54.05,89.5666666667,True,Russia,Europe,other,resolved,resolved,valid,True,False,False,False
206158,Porphyry,Paleozoic,felsic,53.2333333333,60.5666666667,340.0,Novonikolaevsk,Russia,53.2333333333,60.5666666667,felsic,resolved,felsic,resolved,53.2333333333,60.5666666667,True,Russia,Europe,resolved,resolved,resolved,valid,False,False,False,False
206159,Porphyry,Paleozoic,felsic,53.0875,57.4683333333,351.5,Salavat,Russia,53.0875,57.4683333333,felsic,resolved,other,other,53.0875,57.4683333333,True,Russia,Europe,resolved,other,resolved,valid,False,True,False,False
206160,Porphyry,Paleozoic,carbonate,54.7166666667,61.0666666667,338.5,Zelenodolskoe,Russia,54.7166666667,61.0666666667,carbonate,resolved,carbonate,resolved,54.7166666667,61.0666666667,True,Russia,Europe,resolved,resolved,resolved,valid,False,False,False,False
206163,Porphyry,Unknown,other,41.0977777778,70.1258333333,,Tekeli,Uzbekistan,41.0977777778,70.1258333333,other,other,volcanic,resolved,41.0977777778,70.1258333333,True,Uzbekistan,Asia,other,resolved,unknown,valid,True,False,True,False
206167,Porphyry,Paleozoic,volcanic,40.7986111111,69.7061111111,347.5,Kyzata,Uzbekistan,40.7986111111,69.7061111111,volcanic,resolved,carbonate,resolved,40.7986111111,69.7061111111,True,Uzbekistan,Asia,resolved,resolved,resolved,valid,False,False,False,False
206169,Porphyry,Paleozoic,other,40.7769444444,69.7791666667,289.5,Sarycheku,Uzbekistan,40.7769444444,69.7791666667,other,other,felsic,resolved,40.7769444444,69.7791666667,True,Uzbekistan,Asia,other,resolved,resolved,valid,True,False,False,False
206170,Porphyry,Cenozoic,mafic,-9.61194,160.16424,28.45,Mbetilonga,Solomon Islands,-9.61194,160.16424,mafic,resolved,other,other,-9.61194,160.16424,True,Solomon Islands,Oceania,resolved,other,resolved,valid,False,True,False,False
206171,Porphyry,Cenozoic,mafic,-9.36666666667,159.733333333,2.655,Hidden  Valley,Solomon Islands,-9.36666666667,159.733333333,mafic,resolved,volcanic,resolved,-9.36666666667,159.733333333,True,Solomon Islands,Oceania,resolved,resolved,resolved,valid,False,False,False,False
206172,Porphyry,Cenozoic,mafic,-9.43333333333,159.833333333,24.4,Poha,Solomon Islands,-9.43333333333,159.833333333,mafic,resolved,other,other,-9.43333333333,159.833333333,True,Solomon Islands,Oceania,resolved,other,resolved,valid,False,True,False,False
206173,Porphyry,Cenozoic,mafic,-8.08333333333,157.516666667,3.95,Mase,Solomon Islands,-8.08333333333,157.516666667,mafic,resolved,volcanic,resolved,-8.08333333333,157.516666667,True,Solomon Islands,Oceania,resolved,resolved,resolved,valid,False,False,False,False
206176,Porphyry,Mesozoic,siliciclastic,66.525,19.8136111111,94.5,Vaikijaur,Sweden,66.525,19.8136111111,siliciclastic,resolved,metamorphic,resolved,66.525,19.8136111111,True,Sweden,Europe,resolved,resolved,resolved,valid,False,False,False,False
206180,Porphyry,Unknown,mafic,10.1333333333,124.25,,Balak-5,Philippines,10.1333333333,124.25,mafic,resolved,siliciclastic,resolved,10.1333333333,124.25,True,Philippines,Asia,resolved,resolved,unknown,valid,False,False,True,False
206190,Porphyry,Cenozoic,other,11.8166666667,125.25,10.65,Sulat,Philippines,11.8166666667,125.25,other,other,other,other,11.8166666667,125.25,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
206191,Porphyry,Cenozoic,other,9.43333333333,122.7,19.5,Aya  Aya,Philippines,9.43333333333,122.7,other,other,other,other,9.43333333333,122.7,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
206195,Porphyry,Cenozoic,other,9.58333333333,122.566666667,17.5,Hinobaan,Philippines,9.58333333333,122.566666667,other,other,felsic,resolved,9.58333333333,122.566666667,True,Philippines,Asia,other,resolved,resolved,valid,True,False,False,False
206196,Porphyry,Unknown,other,9.56666666667,122.633333333,,Suguibon,Philippines,9.56666666667,122.633333333,other,other,felsic,resolved,9.56666666667,122.633333333,True,Philippines,Asia,other,resolved,unknown,valid,True,False,True,False
206199,Porphyry,Unknown,other,13.5,121.883333333,,Ino-Capayang,Philippines,13.5,121.883333333,other,other,other,other,13.5,121.883333333,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
206202,Porphyry,Cenozoic,other,13.424352095715,121.98377421588,20.5,Marcopper,Philippines,13.424352095715,121.98377421588,other,other,other,other,13.424352095715,121.98377421588,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
206205,Porphyry,Cenozoic,other,9.6002021352618,125.55099008653,3.95,Boyongan,Philippines,9.6002021352618,125.55099008653,other,other,other,other,9.6002021352618,125.55099008653,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
206207,Porphyry,Unknown,other,7.55,126.166666667,,Cadan,Philippines,7.55,126.166666667,other,other,other,other,7.55,126.166666667,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
206208,Porphyry,Unknown,other,7.59166666667,126.066666667,,Kalamatan,Philippines,7.59166666667,126.066666667,other,other,other,other,7.59166666667,126.066666667,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
206210,Porphyry,Cenozoic,other,7.35,126.016666667,10.65,Mapula,Philippines,7.35,126.016666667,other,other,other,other,7.35,126.016666667,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
206211,Porphyry,Unknown,other,6.56666666667,124.4,,Salatan,Philippines,6.56666666667,124.4,other,other,other,other,6.56666666667,124.4,True,Philippines,Asia,other,other,unknown,valid,True,True,True,False
206212,Porphyry,Cenozoic,volcanic,40.8566666667,39.6530555556,60.65,Güzelyayla,Turkey,40.8566666667,39.6530555556,volcanic,resolved,volcanic,resolved,40.8566666667,39.6530555556,True,Turkey,Asia,resolved,resolved,resolved,valid,False,False,False,False
