Mindat_id,Deposit_type,age_category,litho_class,Latitude_stage0,Longitude_stage0,age_midpoint_ma,Deposit_name,Country,Latitude_main,Longitude_main,lithology_A_class,lithology_A_status,lithology_B_class,lithology_B_status,Latitude,Longitude,coordinate_valid,Country_clean,continent_country,Macrostrat_lithology_status,GLiM_lithology_status,age_status,coordinate_status,Macrostrat_nonresolved,GLiM_nonresolved,age_unknown,coordinate_missing
43585,Porphyry,Unknown,other,-0.5,113.183333333,,Baroi,Indonesia,-0.5,113.183333333,other,other,siliciclastic,resolved,-0.5,113.183333333,True,Indonesia,Asia,other,resolved,unknown,valid,True,False,True,False
43642,Porphyry,Mesozoic,felsic,34.5811111111,-113.203888889,74.2,Bagdad,USA,34.5811111111,-113.203888889,felsic,resolved,felsic,resolved,34.5811111111,-113.203888889,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
44003,Sediment-Hosted,Precambrian,other,-10.719444444444,25.402777777778,546.0,Kamoto,DR Congo,-10.719444444444,25.402777777778,other,other,metamorphic,resolved,-10.719444444444,25.402777777778,True,DR Congo,Africa,other,resolved,resolved,valid,True,False,False,False
44061,VMS,Precambrian,volcanic,34.4558333333,-112.193888889,1640.0,Binghampton,USA,34.4558333333,-112.193888889,volcanic,resolved,metamorphic,resolved,34.4558333333,-112.193888889,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
44124,Porphyry,Mesozoic,volcanic,32.96821,-107.5417,75.0,Copper  Flat,USA,32.96821,-107.5417,volcanic,resolved,volcanic,resolved,32.96821,-107.5417,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
44460,VMS,Paleozoic,mafic,-23.300852777778,150.65216944444,270.0,Mount Chalmers,Australia,-23.300852777778,150.65216944444,mafic,resolved,siliciclastic,resolved,-23.300852777778,150.65216944444,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
44769,VMS,Precambrian,volcanic,34.545,-113.230277778,1370.0,Bruce,USA,34.545,-113.230277778,volcanic,resolved,metamorphic,resolved,34.545,-113.230277778,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
45680,Sediment-Hosted,Precambrian,siliciclastic,47.48157,-115.72882,1500.0,Snowstorm,USA,47.48157,-115.72882,siliciclastic,resolved,siliciclastic,resolved,47.48157,-115.72882,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
45788,Sediment-Hosted,Unknown,siliciclastic,47.49017,-115.76322,,National,USA,47.49017,-115.76322,siliciclastic,resolved,siliciclastic,resolved,47.49017,-115.76322,True,USA,North America,resolved,resolved,unknown,valid,False,False,True,False
45790,Sediment-Hosted,Unknown,siliciclastic,47.499249132,-115.75112466,,Missoula,USA,47.499249132,-115.75112466,siliciclastic,resolved,siliciclastic,resolved,47.499249132,-115.75112466,True,USA,North America,resolved,resolved,unknown,valid,False,False,True,False
45920,VMS,Precambrian,felsic,64.958201522173,19.837623594794,1520.5,Udden,Sweden,64.958201522173,19.837623594794,felsic,resolved,volcanic,resolved,64.958201522173,19.837623594794,True,Sweden,Europe,resolved,resolved,resolved,valid,False,False,False,False
46163,Porphyry,Cenozoic,unknown,0.0,0.0,64.0,Copper  Basin,USA,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,USA,North America,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
46287,VMS,Unknown,carbonate,67.14302,16.034353,,Mons Petter,Norway,67.14302,16.034353,carbonate,resolved,metamorphic,resolved,67.14302,16.034353,True,Norway,Europe,resolved,resolved,unknown,valid,False,False,True,False
46329,VMS,Paleozoic,mafic,62.15085,10.087722,464.5,Nordre Gjetryggen,Norway,62.15085,10.087722,mafic,resolved,metamorphic,resolved,62.15085,10.087722,True,Norway,Europe,resolved,resolved,resolved,valid,False,False,False,False
46331,VMS,Paleozoic,metamorphic,62.139762175078,9.9936747550964,464.5,Folldal,Norway,62.139762175078,9.9936747550964,metamorphic,resolved,felsic,resolved,62.139762175078,9.9936747550964,True,Norway,Europe,resolved,resolved,resolved,valid,False,False,False,False
46414,VMS,Precambrian,felsic,65.006890719953,19.613289356057,1520.5,Bjurfors,Sweden,65.006890719953,19.613289356057,felsic,resolved,volcanic,resolved,65.006890719953,19.613289356057,True,Sweden,Europe,resolved,resolved,resolved,valid,False,False,False,False
46421,VMS,Paleozoic,felsic,38.034842007676,-8.4232566983213,320.0,Lousal,Portugal,38.034842007676,-8.4232566983213,felsic,resolved,metamorphic,resolved,38.034842007676,-8.4232566983213,True,Portugal,Europe,resolved,resolved,resolved,valid,False,False,False,False
46432,VMS,Unknown,unknown,0.0,0.0,,Aljustrel,Portugal,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Portugal,Europe,unknown,unknown,unknown,missing_or_invalid,True,True,True,True
46745,VMS,Paleozoic,volcanic,38.281718,-7.729614,518.0,Algares,Portugal,38.281718,-7.729614,volcanic,resolved,metamorphic,resolved,38.281718,-7.729614,True,Portugal,Europe,resolved,resolved,resolved,valid,False,False,False,False
46971,VMS,Unknown,volcanic,34.4555555556,-112.192777778,,Copper Queen,USA,34.4555555556,-112.192777778,volcanic,resolved,metamorphic,resolved,34.4555555556,-112.192777778,True,USA,North America,resolved,resolved,unknown,valid,False,False,True,False
46972,IOCG,Unknown,other,41.859761,78.195299,,Kumtor,Kyrgyzstan,41.859761,78.195299,other,other,other,other,41.859761,78.195299,True,Kyrgyzstan,Asia,other,other,unknown,valid,True,True,True,False
47606,Porphyry,Paleozoic,other,42.66526992821,75.579408637148,424.0,Taldy-Bulak,Kyrgyzstan,42.66526992821,75.579408637148,other,other,felsic,resolved,42.66526992821,75.579408637148,True,Kyrgyzstan,Asia,other,resolved,resolved,valid,True,False,False,False
47837,VMS,Paleozoic,carbonate,69.736273,21.591482,492.5,Rieppe,Norway,69.736273,21.591482,carbonate,resolved,metamorphic,resolved,69.736273,21.591482,True,Norway,Europe,resolved,resolved,resolved,valid,False,False,False,False
47950,Magmatic sulfide,Precambrian,mafic,61.6805555556,-73.6833333333,1899.0,Raglan,Canada,61.6805555556,-73.6833333333,mafic,resolved,volcanic,resolved,61.6805555556,-73.6833333333,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
48271,VMS,Precambrian,volcanic,35.759107943126,-105.66824490989,1520.5,Pecos,USA,35.759107943126,-105.66824490989,volcanic,resolved,volcanic,resolved,35.759107943126,-105.66824490989,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
48424,VMS,Paleozoic,metamorphic,62.795424,11.473154,470.0,Killingdal,Norway,62.795424,11.473154,metamorphic,resolved,other,other,62.795424,11.473154,True,Norway,Europe,resolved,other,resolved,valid,False,True,False,False
48983,Magmatic sulfide,Unknown,other,33.25,106.366666667,,Jianchaling,China,33.25,106.366666667,other,other,volcanic,resolved,33.25,106.366666667,True,China,Asia,other,resolved,unknown,valid,True,False,True,False
49888,Sediment-Hosted,Unknown,unknown,0.0,0.0,,Red Gulch,USA,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,USA,North America,unknown,unknown,unknown,missing_or_invalid,True,True,True,True
50665,VMS,Precambrian,carbonate,34.500831604004,-112.25666809082,1640.0,Iron King,USA,34.500831604004,-112.25666809082,carbonate,resolved,siliciclastic,resolved,34.500831604004,-112.25666809082,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
50863,Porphyry,Mesozoic,carbonate,32.67,-110.67,68.0,San  Manuel-Kalamazoo,USA,32.67,-110.67,carbonate,resolved,siliciclastic,resolved,32.67,-110.67,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
51058,Porphyry,Mesozoic,felsic,32.5230555556,-111.901944444,66.0,Lakeshore,USA,32.5230555556,-111.901944444,felsic,resolved,felsic,resolved,32.5230555556,-111.901944444,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
51825,VMS,Precambrian,unknown,0.0,0.0,1835.0,Pelican,USA,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,USA,North America,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
52166,Magmatic sulfide,Precambrian,other,38.4666666667,102.166666667,867.0,Jinchuan,China,38.4666666667,102.166666667,other,other,metamorphic,resolved,38.4666666667,102.166666667,True,China,Asia,other,resolved,resolved,valid,True,False,False,False
52775,Porphyry,Cenozoic,other,33.061157395057,-111.40899089207,34.74,Poston  Butte,USA,33.061157395057,-111.40899089207,other,other,other,other,33.061157395057,-111.40899089207,True,USA,North America,other,other,resolved,valid,True,True,False,False
53487,Porphyry,Cenozoic,felsic,32.954448464616,-111.81661605835,63.0,Sacaton,USA,32.954448464616,-111.81661605835,felsic,resolved,felsic,resolved,32.954448464616,-111.81661605835,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
53669,VMS,Cenozoic,volcanic,38.1527777778,140.197222222,14.15,Yoshino,Japan,38.1527777778,140.197222222,volcanic,resolved,volcanic,resolved,38.1527777778,140.197222222,True,Japan,Asia,resolved,resolved,resolved,valid,False,False,False,False
54260,Porphyry,Cenozoic,other,-22.85357,-69.34511,63.5,Santa Catalina,Chile,-22.85357,-69.34511,other,other,siliciclastic,resolved,-22.85357,-69.34511,True,Chile,South America,other,resolved,resolved,valid,True,False,False,False
54489,Porphyry,Cenozoic,felsic,43.0927777778,-111.322777778,50.0,Caribou  Mountain,USA,43.0927777778,-111.322777778,felsic,resolved,siliciclastic,resolved,43.0927777778,-111.322777778,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
54518,Sediment-Hosted,Unknown,unknown,0.0,0.0,,Presque Isle,USA,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,USA,North America,unknown,unknown,unknown,missing_or_invalid,True,True,True,True
55427,Porphyry,Cenozoic,other,-17.0455555556,-70.7072222222,51.0,Cuajone,Peru,-17.0455555556,-70.7072222222,other,other,volcanic,resolved,-17.0455555556,-70.7072222222,True,Peru,South America,other,resolved,resolved,valid,True,False,False,False
55597,Porphyry,Unknown,other,-16.5352777778,-71.5916666667,,Cerro  Verde/Santa  Rosa,Peru,-16.5352777778,-71.5916666667,other,other,metamorphic,resolved,-16.5352777778,-71.5916666667,True,Peru,South America,other,resolved,unknown,valid,True,False,True,False
55929,Sediment-Hosted,Paleozoic,other,48.26667,67.3333,300.0,Itauz,Kazakhstan,48.26667,67.3333,other,other,carbonate,resolved,48.26667,67.3333,True,Kazakhstan,Asia,other,resolved,resolved,valid,True,False,False,False
56211,IOCG,Precambrian,felsic,-25.2567587597,28.580646074,1400.0,Vergenoeg,South Africa,-25.2567587597,28.580646074,felsic,resolved,volcanic,resolved,-25.2567587597,28.580646074,True,South Africa,Africa,resolved,resolved,resolved,valid,False,False,False,False
56299,VMS,Paleozoic,unknown,0.0,0.0,388.0,Letnee,Russia,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Russia,Europe,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
56379,VMS,Paleozoic,other,33.9333333333,133.633333333,360.0,Shingu,Japan,33.9333333333,133.633333333,other,other,metamorphic,resolved,33.9333333333,133.633333333,True,Japan,Asia,other,resolved,resolved,valid,True,False,False,False
56760,Magmatic sulfide,Unknown,mafic,-23.987938588912,28.904128281476,,Zwartfontein Pit,South Africa,-23.987938588912,28.904128281476,mafic,resolved,mafic,resolved,-23.987938588912,28.904128281476,True,South Africa,Africa,resolved,resolved,unknown,valid,False,False,True,False
56940,VMS,Unknown,carbonate,48.293,-2.933,,La Porte-aux-Moines,France,48.293,-2.933,carbonate,resolved,other,other,48.293,-2.933,True,France,Europe,resolved,other,unknown,valid,False,True,True,False
58352,Porphyry,Cenozoic,mafic,-18.0416666667,178.175,5.6,Namosi,Fiji,-18.0416666667,178.175,mafic,resolved,volcanic,resolved,-18.0416666667,178.175,True,Fiji,Oceania,resolved,resolved,resolved,valid,False,False,False,False
58783,VMS,Paleozoic,mafic,40.5422222222,-117.556944444,300.0,Big Mike,USA,40.5422222222,-117.556944444,mafic,resolved,siliciclastic,resolved,40.5422222222,-117.556944444,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
59571,Porphyry,Cenozoic,mafic,40.6875,-117.083333333,38.0,Elder  Creek,USA,40.6875,-117.083333333,mafic,resolved,other,other,40.6875,-117.083333333,True,USA,North America,resolved,other,resolved,valid,False,True,False,False
60100,VMS,Mesozoic,other,-0.39,-78.925,89.45,La Plata,Ecuador,-0.39,-78.925,other,other,volcanic,resolved,-0.39,-78.925,True,Ecuador,South America,other,resolved,resolved,valid,True,False,False,False
60101,VMS,Mesozoic,other,-0.925533,-79.061604,117.45,Macuchi,Ecuador,-0.925533,-79.061604,other,other,carbonate,resolved,-0.925533,-79.061604,True,Ecuador,South America,other,resolved,resolved,valid,True,False,False,False
60113,Porphyry,Cenozoic,mafic,40.548538,-117.13252,39.0,Copper  Canyon,USA,40.548538,-117.13252,mafic,resolved,siliciclastic,resolved,40.548538,-117.13252,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
60164,Porphyry,Mesozoic,carbonate,40.6119444444,-117.036111111,86.0,Copper  Basin,USA,40.6119444444,-117.036111111,carbonate,resolved,siliciclastic,resolved,40.6119444444,-117.036111111,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
61612,Porphyry,Cenozoic,unknown,0.0,0.0,63.5,Casa  Grande  West,USA,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,USA,North America,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
62248,Porphyry,Cenozoic,metamorphic,41.5105555556,22.6019444444,23.0,Buchim,North Macedonia,41.5105555556,22.6019444444,metamorphic,resolved,metamorphic,resolved,41.5105555556,22.6019444444,True,North Macedonia,Europe,resolved,resolved,resolved,valid,False,False,False,False
62514,Porphyry,Unknown,mafic,33.0666666667,-110.796111111,,Chilito,USA,33.0666666667,-110.796111111,mafic,resolved,other,other,33.0666666667,-110.796111111,True,USA,North America,resolved,other,unknown,valid,False,True,True,False
63180,Porphyry,Mesozoic,volcanic,35.4833333333,-115.133333333,72.5,Crescent  Peak,USA,35.4833333333,-115.133333333,volcanic,resolved,metamorphic,resolved,35.4833333333,-115.133333333,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
63563,Porphyry,Unknown,other,33.535833,54.544444,,Kale  Kafi,Iran,33.535833,54.544444,other,other,other,other,33.535833,54.544444,True,Iran,Asia,other,other,unknown,valid,True,True,True,False
64183,VMS,Precambrian,metamorphic,42.016666666667,124.51527777778,3200.0,Hongtoushan,China,42.016666666667,124.51527777778,metamorphic,resolved,metamorphic,resolved,42.016666666667,124.51527777778,True,China,Asia,resolved,resolved,resolved,valid,False,False,False,False
64292,Porphyry,Mesozoic,other,29.681789169728,115.80344526855,105.5,Chengmenshan,China,29.681789169728,115.80344526855,other,other,siliciclastic,resolved,29.681789169728,115.80344526855,True,China,Asia,other,resolved,resolved,valid,True,False,False,False
64347,Porphyry,Unknown,other,39.03,-119.18,,Bear-Lagomarsino,USA,39.03,-119.18,other,other,other,other,39.03,-119.18,True,USA,North America,other,other,unknown,valid,True,True,True,False
64578,VMS,Mesozoic,carbonate,41.416934906985,44.542694091797,90.0,Tsiteli Sopeli,Georgia,41.416934906985,44.542694091797,carbonate,resolved,volcanic,resolved,41.416934906985,44.542694091797,True,Georgia,Asia,resolved,resolved,resolved,valid,False,False,False,False
64759,Porphyry,Cenozoic,other,29.9997222222,114.837777778,17.83,Tongchankou,China,29.9997222222,114.837777778,other,other,carbonate,resolved,29.9997222222,114.837777778,True,China,Asia,other,resolved,resolved,valid,True,False,False,False
65223,Sediment-Hosted,Cenozoic,other,-17.68,-68.37,45.0,Chacarilla,Bolivia,-17.68,-68.37,other,other,other,other,-17.68,-68.37,True,Bolivia,South America,other,other,resolved,valid,True,True,False,False
65283,VMS,Precambrian,felsic,60.229,23.539,1520.5,Orijarvi,Finland,60.229,23.539,felsic,resolved,volcanic,resolved,60.229,23.539,True,Finland,Europe,resolved,resolved,resolved,valid,False,False,False,False
65285,IOCG,Precambrian,mafic,-20.739163888889,140.65382222222,1532.5,Lorena,Australia,-20.739163888889,140.65382222222,mafic,resolved,other,other,-20.739163888889,140.65382222222,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
66391,VMS,Cenozoic,unknown,0.0,0.0,0.0,Turner-Albright,USA,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,USA,North America,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
66858,VMS,Precambrian,volcanic,34.50232,-83.9593,850.0,Chestatee,USA,34.50232,-83.9593,volcanic,resolved,metamorphic,resolved,34.50232,-83.9593,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
66898,VMS,Precambrian,metamorphic,33.75774,-84.93281,850.0,Jenny Stone,USA,33.75774,-84.93281,metamorphic,resolved,metamorphic,resolved,33.75774,-84.93281,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
68115,Sediment-Hosted,Precambrian,carbonate,62.691902777778,-126.665375,699.0,Coates Lake,Canada,62.691902777778,-126.665375,carbonate,resolved,other,other,62.691902777778,-126.665375,True,Canada,North America,resolved,other,resolved,valid,False,True,False,False
68188,VMS,Paleozoic,metamorphic,-20.7303225905,140.420393451,477.5,Magpie,Australia,-20.7303225905,140.420393451,metamorphic,resolved,mafic,resolved,-20.7303225905,140.420393451,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
68257,Porphyry,Cenozoic,metamorphic,46.314033189009,23.169895112514,9.29,Rosia  Poieni,Romania,46.314033189009,23.169895112514,metamorphic,resolved,carbonate,resolved,46.314033189009,23.169895112514,True,Romania,Europe,resolved,resolved,resolved,valid,False,False,False,False
68700,Porphyry,Unknown,carbonate,32.5891666667,-112.053888889,,Vekol  Hills,USA,32.5891666667,-112.053888889,carbonate,resolved,siliciclastic,resolved,32.5891666667,-112.053888889,True,USA,North America,resolved,resolved,unknown,valid,False,False,True,False
69552,Porphyry,Cenozoic,other,9.8035347634699,122.45720684612,30.0,Sipalay,Philippines,9.8035347634699,122.45720684612,other,other,other,other,9.8035347634699,122.45720684612,True,Philippines,Asia,other,other,resolved,valid,True,True,False,False
71511,Sediment-Hosted,Precambrian,mafic,30.0944444444,-8.35,900.0,Talat n Ouamane,Morocco,30.0944444444,-8.35,mafic,resolved,metamorphic,resolved,30.0944444444,-8.35,True,Morocco,Africa,resolved,resolved,resolved,valid,False,False,False,False
73136,VMS,Cenozoic,felsic,42.475,141.05,15.0,Horobetsu,Japan,42.475,141.05,felsic,resolved,volcanic,resolved,42.475,141.05,True,Japan,Asia,resolved,resolved,resolved,valid,False,False,False,False
73233,VMS,Cenozoic,volcanic,40.7291666667,140.958333333,15.0,Kamikita,Japan,40.7291666667,140.958333333,volcanic,resolved,volcanic,resolved,40.7291666667,140.958333333,True,Japan,Asia,resolved,resolved,resolved,valid,False,False,False,False
73255,VMS,Mesozoic,metamorphic,19.036683507473,-100.22958260237,120.0,Tizapa,Mexico,19.036683507473,-100.22958260237,metamorphic,resolved,metamorphic,resolved,19.036683507473,-100.22958260237,True,Mexico,North America,resolved,resolved,resolved,valid,False,False,False,False
75449,VMS,Mesozoic,felsic,37.9763888889,-120.642777778,170.0,Keystone-Union,USA,37.9763888889,-120.642777778,felsic,resolved,volcanic,resolved,37.9763888889,-120.642777778,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
81928,VMS,Mesozoic,volcanic,37.6013888889,-120.315833333,170.0,Akoz,USA,37.6013888889,-120.315833333,volcanic,resolved,volcanic,resolved,37.6013888889,-120.315833333,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
84746,VMS,Mesozoic,felsic,39.1155555556,-121.270555556,170.0,Spenceville,USA,39.1155555556,-121.270555556,felsic,resolved,volcanic,resolved,39.1155555556,-121.270555556,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
85223,VMS,Mesozoic,felsic,39.0308333333,-121.288055556,170.0,Dairy Farm,USA,39.0308333333,-121.288055556,felsic,resolved,volcanic,resolved,39.0308333333,-121.288055556,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
86332,Porphyry,Mesozoic,felsic,40.2166666667,-120.783333333,100.0,Lights  Creek,USA,40.2166666667,-120.783333333,felsic,resolved,felsic,resolved,40.2166666667,-120.783333333,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
92443,VMS,Paleozoic,felsic,40.7252777778,-122.498055556,390.0,Balaklala,USA,40.7252777778,-122.498055556,felsic,resolved,volcanic,resolved,40.7252777778,-122.498055556,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
92495,VMS,Paleozoic,felsic,40.7991666667,-122.202777778,260.0,Bully Hill-Rising Star,USA,40.7991666667,-122.202777778,felsic,resolved,volcanic,resolved,40.7991666667,-122.202777778,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
93923,VMS,Mesozoic,metamorphic,41.95,-123.1,159.0,Blue Ledge,USA,41.95,-123.1,metamorphic,resolved,siliciclastic,resolved,41.95,-123.1,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
98618,VMS,Mesozoic,felsic,39.175,-121.291666667,150.0,Western World,USA,39.175,-121.291666667,felsic,resolved,volcanic,resolved,39.175,-121.291666667,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
105730,VMS,Paleozoic,unknown,0.0,0.0,353.0,Herrerías,Spain,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Spain,Europe,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
105775,Sediment-Hosted,Mesozoic,other,32.75,-0.583333333333,115.0,Ain Sefra,Algeria,32.75,-0.583333333333,other,other,carbonate,resolved,32.75,-0.583333333333,True,Algeria,Africa,other,resolved,resolved,valid,True,False,False,False
107252,Porphyry,Cenozoic,felsic,46.0108333333,-112.48,60.5,Continental/Butte,USA,46.0108333333,-112.48,felsic,resolved,felsic,resolved,46.0108333333,-112.48,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
107981,VMS,Unknown,unknown,0.0,0.0,,Okinazawa,Japan,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Japan,Asia,unknown,unknown,unknown,missing_or_invalid,True,True,True,True
108083,VMS,Cenozoic,unknown,0.0,0.0,14.15,Kosaka (Motoyama),Japan,0.0,0.0,unknown,unknown,unknown,unknown,0.0,0.0,False,Japan,Asia,unknown,unknown,resolved,missing_or_invalid,True,True,False,True
108163,VMS,Cenozoic,felsic,35.1644444444,132.441666667,15.0,Iwami,Japan,35.1644444444,132.441666667,felsic,resolved,other,other,35.1644444444,132.441666667,True,Japan,Asia,resolved,other,resolved,valid,False,True,False,False
108197,Porphyry,Cenozoic,felsic,-20.0447222222,-69.2597222222,51.8,Cerro  Colorado,Chile,-20.0447222222,-69.2597222222,felsic,resolved,felsic,resolved,-20.0447222222,-69.2597222222,True,Chile,South America,resolved,resolved,resolved,valid,False,False,False,False
109677,VMS,Precambrian,felsic,-28.7780555556,116.962777778,3250.0,Golden Grove (Gossan Hill),Australia,-28.7780555556,116.962777778,felsic,resolved,siliciclastic,resolved,-28.7780555556,116.962777778,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
109688,VMS,Precambrian,mafic,-27.046141130114,117.71221058717,3200.0,Mount Mulcahy,Australia,-27.046141130114,117.71221058717,mafic,resolved,mafic,resolved,-27.046141130114,117.71221058717,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
114858,Porphyry,Mesozoic,siliciclastic,37.4063888889,-108.088333333,67.5,Allard Tunnel Occurrence,USA,37.4063888889,-108.088333333,siliciclastic,resolved,siliciclastic,resolved,37.4063888889,-108.088333333,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
122228,Porphyry,Cenozoic,volcanic,-31.7138888889,-70.4888888889,9.8,"Los  Pelambres  -  El  Pachon,  AGTN",Chile,-31.7138888889,-70.4888888889,volcanic,resolved,volcanic,resolved,-31.7138888889,-70.4888888889,True,Chile,South America,resolved,resolved,resolved,valid,False,False,False,False
122266,IOCG,Unknown,felsic,31.8333333333,59.0,,Qaleh-Zari,Iran,31.8333333333,59.0,felsic,resolved,volcanic,resolved,31.8333333333,59.0,True,Iran,Asia,resolved,resolved,unknown,valid,False,False,True,False
122759,Magmatic sulfide,Precambrian,mafic,-27.8152777778,120.704166667,2705.0,Perseverance,Australia,-27.8152777778,120.704166667,mafic,resolved,siliciclastic,resolved,-27.8152777778,120.704166667,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
122767,Magmatic sulfide,Precambrian,mafic,-26.8833333333,120.383333333,2705.0,Honeymoon Well,Australia,-26.8833333333,120.383333333,mafic,resolved,other,other,-26.8833333333,120.383333333,True,Australia,Oceania,resolved,other,resolved,valid,False,True,False,False
122804,Porphyry,Mesozoic,felsic,50.480831312986,-121.0142405168,196.0,Valley,Canada,50.480831312986,-121.0142405168,felsic,resolved,felsic,resolved,50.480831312986,-121.0142405168,True,Canada,North America,resolved,resolved,resolved,valid,False,False,False,False
122928,Porphyry,Paleozoic,siliciclastic,50.558838888889,6.1339666666667,396.5,Herzogenhugel,Belgium,50.558838888889,6.1339666666667,siliciclastic,resolved,siliciclastic,resolved,50.558838888889,6.1339666666667,True,Belgium,Europe,resolved,resolved,resolved,valid,False,False,False,False
122945,Porphyry,Cenozoic,mafic,-9.797208,160.022208,1.95,Koloula,Solomon Islands,-9.797208,160.022208,mafic,resolved,other,other,-9.797208,160.022208,True,Solomon Islands,Oceania,resolved,other,resolved,valid,False,True,False,False
122949,VMS,Precambrian,mafic,-21.0805555556,116.925,3200.0,Whundo,Australia,-21.0805555556,116.925,mafic,resolved,volcanic,resolved,-21.0805555556,116.925,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
122950,Porphyry,Precambrian,felsic,-21.65937462058,119.97837714324,2500.0,Copper  Hills,Australia,-21.65937462058,119.97837714324,felsic,resolved,siliciclastic,resolved,-21.65937462058,119.97837714324,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
122951,Porphyry,Precambrian,mafic,-21.788877237102,119.87376717439,2500.0,Kelly,Australia,-21.788877237102,119.87376717439,mafic,resolved,volcanic,resolved,-21.788877237102,119.87376717439,True,Australia,Oceania,resolved,resolved,resolved,valid,False,False,False,False
123105,Sediment-Hosted,Precambrian,metamorphic,-13.1325,28.3925,900.0,Luanshya,Zambia,-13.1325,28.3925,metamorphic,resolved,metamorphic,resolved,-13.1325,28.3925,True,Zambia,Africa,resolved,resolved,resolved,valid,False,False,False,False
123423,Magmatic sulfide,Unknown,mafic,47.7208333333,-91.8241666667,,Dunka Road,USA,47.7208333333,-91.8241666667,mafic,resolved,mafic,resolved,47.7208333333,-91.8241666667,True,USA,North America,resolved,resolved,unknown,valid,False,False,True,False
123464,Porphyry,Mesozoic,other,35.3072222222,99.7886111111,173.0,Saishitang,China,35.3072222222,99.7886111111,other,other,other,other,35.3072222222,99.7886111111,True,China,Asia,other,other,resolved,valid,True,True,False,False
123470,IOCG,Precambrian,other,26.1,101.9,1850.0,Lalachang,China,26.1,101.9,other,other,metamorphic,resolved,26.1,101.9,True,China,Asia,other,resolved,resolved,valid,True,False,False,False
124002,Sediment-Hosted,Precambrian,siliciclastic,46.8333333333,-87.75,2000.0,Kona Dolomite,USA,46.8333333333,-87.75,siliciclastic,resolved,siliciclastic,resolved,46.8333333333,-87.75,True,USA,North America,resolved,resolved,resolved,valid,False,False,False,False
125608,VMS,Mesozoic,mafic,35.036111111111,33.116388888889,100.0,Kokkinopezoula,Cyprus,35.036111111111,33.116388888889,mafic,resolved,felsic,resolved,35.036111111111,33.116388888889,True,Cyprus,Asia,resolved,resolved,resolved,valid,False,False,False,False
