Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Mindat_id,Macrostrat_raw_lithology,Macrostrat_evaporite_merged,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_evaporite_merged,GLiM_model_lithology,Combined_raw_lithology,Combined_evaporite_merged,Combined_model_lithology
VMS,Paleozoic,63.2683333333,-144.265,390.0,197159,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
VMS,Paleozoic,67.1247222222,-155.956944444,371.0,198217,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Porphyry,Cenozoic,60.36,-154.32,59.5,198360,felsic,False,felsic,siliciclastic,False,siliciclastic,felsic,False,felsic
Sediment-Hosted,Unknown,63.2077777778,-149.652777778,,198517,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Sediment-Hosted,Unknown,63.2258333333,-149.623888889,,198681,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Cenozoic,59.0194444444,-137.083333333,34.05,198741,metamorphic,False,metamorphic,unknown,False,unknown,metamorphic,False,metamorphic
Porphyry,Unknown,58.99,-136.102777778,,199212,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Mesozoic,62.2038888889,-142.844722222,105.0,199265,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Mesozoic,59.8969444444,-155.294722222,88.0,199343,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Sediment-Hosted,Unknown,65.1769444444,-141.052777778,,199407,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
Porphyry,Cenozoic,55.6297222222,-160.67,6.4,199526,felsic,False,felsic,siliciclastic,False,siliciclastic,felsic,False,felsic
Sediment-Hosted,Unknown,63.2397222222,-149.61,,199695,volcanic,False,volcanic,siliciclastic,False,siliciclastic,volcanic,False,volcanic
Porphyry,Cenozoic,64.1333333333,-157.05,40.0,199759,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Sediment-Hosted,Unknown,63.1638888889,-149.785833333,,199951,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
VMS,Paleozoic,67.0702777778,-155.042777778,371.0,200220,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Porphyry,Mesozoic,63.5208333333,-141.323611111,68.5,200298,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
VMS,Unknown,35.041434061824,33.107964992523,,203361,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
VMS,Mesozoic,34.976388888889,33.346388888889,100.0,203368,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
Porphyry,Paleozoic,-33.4666666667,149.0,440.0,203397,mafic,False,mafic,other,False,other,mafic,False,mafic
VMS,Precambrian,48.5341666667,-81.5608333333,2707.0,203668,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Unknown,48.5911111111,-81.605,,203671,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Mesozoic,56.4675,-130.268888889,193.5,203679,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Mesozoic,56.5,-130.266666667,193.5,203680,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Mesozoic,56.6666666667,-131.1,195.0,203681,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Cenozoic,-5.9666666,150.38333,24.0,203737,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,-5.1666666,151.71666,25.0,203740,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Sediment-Hosted,Precambrian,-32.5255555556,138.485833333,630.0,203795,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
VMS,Paleozoic,38.234867,-8.4652,356.35,204066,other,False,other,other,False,other,other,False,other
VMS,Paleozoic,37.775328150648,-6.8592882195662,329.0,204443,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Paleozoic,54.936212607143,61.234102249146,342.0,204650,mafic,False,mafic,carbonate,False,carbonate,mafic,False,mafic
Porphyry,Paleozoic,54.9963888889,61.0880555556,347.0,204651,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Sediment-Hosted,Paleozoic,51.215080401552,15.733901222229,260.0,204813,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
VMS,Paleozoic,37.799351372967,-6.966848151502,320.0,204930,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,37.77543,-8.649542,340.0,204949,carbonate,False,carbonate,volcanic,False,volcanic,carbonate,False,carbonate
Porphyry,Cenozoic,38.701,46.705,14.15,205026,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
IOCG,Unknown,67.4957308,23.9213719,,205327,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
IOCG,Unknown,67.556883240796,23.979828357697,,205328,mafic,False,mafic,other,False,other,mafic,False,mafic
VMS,Unknown,45.7666666667,135.966666667,,205423,other,False,other,other,False,other,other,False,other
Porphyry,Precambrian,-14.229609307099,-49.372732004979,726.0,205449,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
VMS,Precambrian,48.3552777778,-79.1175,2698.0,205483,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Cenozoic,37.3880555556,139.441666667,14.15,205615,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Cenozoic,53.9166666667,157.383333333,14.15,205740,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Paleozoic,67.8666666667,66.3333333333,315.0,205742,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
Porphyry,Paleozoic,54.9611111111,61.1255555556,342.0,205743,mafic,False,mafic,carbonate,False,carbonate,mafic,False,mafic
Porphyry,Unknown,52.9333333333,96.7833333333,,205745,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Unknown,29.88,55.8994444444,,205747,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,30.4205555556,55.1672222222,11.0,205749,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,28.9,57.2333333333,12.0,205750,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
Porphyry,Paleozoic,48.7083333333,98.3416666667,252.5,205756,other,False,other,mafic,False,mafic,mafic,False,mafic
Porphyry,Mesozoic,46.6833333333,104.883333333,222.0,205760,felsic,False,felsic,siliciclastic,False,siliciclastic,felsic,False,felsic
Porphyry,Paleozoic,44.0,106.166666667,330.0,205761,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Paleozoic,48.7166666667,98.3416666667,275.0,205763,other,False,other,other,False,other,other,False,other
Porphyry,Precambrian,-12.6072222222,27.8819444444,1964.0,205764,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,-3.15833333333,119.483333333,10.6,205766,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
Porphyry,Cenozoic,0.951944444444,121.770555556,8.75,205767,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,0.345277777778,123.402222222,3.0,205768,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,0.516666666667,123.216666667,3.75,205769,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,-0.611666666667,128.091666667,3.95,205772,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Unknown,-0.516666666667,127.583333333,,205773,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,-7.22,106.56,3.1,205784,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,-1.7,101.25,,205785,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,5.03333333333,95.95,11.0,205792,metamorphic,False,metamorphic,volcanic,False,volcanic,metamorphic,False,metamorphic
Porphyry,Mesozoic,42.3422222222,26.2958333333,81.0,205795,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Mesozoic,42.35097,24.213907,128.135,205796,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,42.3552777778,24.3391666667,90.0,205797,siliciclastic,False,siliciclastic,felsic,False,felsic,siliciclastic,False,siliciclastic
Porphyry,Mesozoic,41.9741666667,27.5344444444,80.5,205798,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Porphyry,Mesozoic,42.4833333333,23.4166666667,76.0,205799,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Precambrian,-17.5333333333,-51.6,771.0,205844,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,-37.5736111111,148.008611111,407.0,205845,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
Porphyry,Paleozoic,-37.6113888889,142.6075,515.0,205846,volcanic,False,volcanic,siliciclastic,False,siliciclastic,volcanic,False,volcanic
Porphyry,Paleozoic,-32.7183333333,140.208888889,440.0,205847,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Precambrian,-20.890332290252,120.10404179858,3234.0,205849,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Cenozoic,45.9833333333,23.0333333333,10.0,205854,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Cenozoic,-28.6333333333,-69.8833333333,33.5,205857,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-22.9666666667,-69.0583333333,41.55,205858,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-27.7833333333,-69.2333333333,13.89,205859,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-22.975463130546,-69.061440941728,44.3,205860,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-21.9538888889,-68.7355555556,33.2,205861,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-20.9016666667,-68.8852777778,35.0,205862,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-22.9877777778,-69.0763888889,36.69,205864,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,-27.2666666667,-66.65,8.5,205923,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-27.4,-66.55,7.1,205926,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,-27.2833333333,-66.5666666667,7.9,205927,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-26.3,-67.9,14.15,205928,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,-27.3833333333,-66.2166666667,,205929,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Paleozoic,-30.0,-69.1666666667,261.0,205930,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,-30.9333333333,-69.6333333333,,205932,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-31.2416666667,-70.1766666667,65.0,205933,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-18.1066666667,178.178333333,6.0,205935,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,39.8116666667,25.1922222222,52.5,205936,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,41.019946,25.746143,19.6,205937,metamorphic,False,metamorphic,volcanic,False,volcanic,metamorphic,False,metamorphic
Porphyry,Unknown,41.089063397424,23.130098848306,,205938,carbonate,False,carbonate,metamorphic,False,metamorphic,carbonate,False,carbonate
Porphyry,Unknown,18.5166666667,-70.25,,205939,volcanic,False,volcanic,siliciclastic,False,siliciclastic,volcanic,False,volcanic
Porphyry,Cenozoic,-22.4666666667,-68.9666666667,35.5,205942,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-23.3,-69.2333333333,63.5,205943,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-22.37964284915,-68.914602851868,33.5,205944,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-21.9166666667,-69.8333333333,15.99,205945,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-22.4166666667,-68.95,37.900000000000006,205947,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-32.4075,-70.425,11.35,205949,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Mesozoic,-46.0333333333,-72.15,85.0,205950,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,-18.5933333333,-69.45,,205951,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,-28.5,-70.3,64.0,205952,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,31.6591666667,53.8497222222,112.0,205978,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,31.5763888889,53.8233333333,29.0,205979,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
Porphyry,Paleozoic,46.9897222222,74.9872222222,329.5,205981,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Paleozoic,49.1591666667,75.6008333333,308.5,205982,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Unknown,52.3333333333,62.1833333333,,205983,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,50.152366,73.004547,410.0,205984,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Precambrian,51.846900508083,74.291111826897,552.5,205985,other,False,other,other,False,other,other,False,other
Porphyry,Mesozoic,19.3833333333,-100.683333333,136.0,205986,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Precambrian,19.1166666667,-102.916666667,1012.45,205987,volcanic,False,volcanic,carbonate,False,carbonate,volcanic,False,volcanic
Porphyry,Cenozoic,19.0013888889,-101.955555556,32.5,205988,volcanic,False,volcanic,felsic,False,felsic,volcanic,False,volcanic
Porphyry,Cenozoic,15.3188888889,-92.3305555556,5.8,205989,metamorphic,False,metamorphic,volcanic,False,volcanic,metamorphic,False,metamorphic
Porphyry,Mesozoic,27.0516666667,-108.341111111,200.0,205991,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,26.2522222222,-107.329444444,46.3,205992,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,19.45,-96.85,3.95,205993,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,31.0555555556,-110.420833333,63.0,205994,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,25.6680555556,-107.351111111,53.7,205996,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,26.7236111111,-108.233333333,57.2,205998,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,-5.715,-79.2069444444,,206003,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Unknown,-13.9291666667,-75.35,,206004,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-17.097725754867,-70.627246168525,54.0,206005,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-14.9083333333,-71.3133333333,33.0,206008,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-6.08333333333,-79.2833333333,15.0,206009,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Mesozoic,44.095,22.0941666667,85.07,206012,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,43.2333333333,20.7166666667,28.45,206013,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Precambrian,-21.304821351187,119.27789306641,3250.0,206050,mafic,False,mafic,other,False,other,mafic,False,mafic
VMS,Precambrian,-21.122252058441,119.25905055786,3250.0,206052,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic
IOCG,Precambrian,-21.8,140.716666667,1532.5,206070,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,45.869722222222,22.870833333333,12.8,206132,carbonate,False,carbonate,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Unknown,44.75,21.95,,206134,carbonate,False,carbonate,metamorphic,False,metamorphic,carbonate,False,carbonate
Porphyry,Mesozoic,45.5666666667,22.2333333333,76.555,206135,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,46.2666666667,22.15,8.45,206136,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Porphyry,Unknown,44.75,22.0,,206137,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Unknown,45.55,22.35,,206138,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,46.15,22.85,11.355,206139,carbonate,False,carbonate,volcanic,False,volcanic,carbonate,False,carbonate
Porphyry,Cenozoic,46.0611111111,22.9666666667,11.335,206140,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Cenozoic,46.1666666667,22.9,14.15,206141,carbonate,False,carbonate,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Unknown,50.4666666667,19.6166666667,,206142,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Unknown,50.1166666667,19.95,,206143,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
Porphyry,Mesozoic,58.9666666667,152.683333333,115.475,206145,other,False,other,unknown,False,unknown,other,False,other
Porphyry,Mesozoic,66.6,164.566666667,141.8,206147,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,66.4833333333,164.733333333,22.2,206148,siliciclastic,False,siliciclastic,volcanic,False,volcanic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,54.2833333333,157.666666667,14.15,206152,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,59.7166666667,150.316666667,94.5,206153,other,False,other,unknown,False,unknown,other,False,other
Porphyry,Mesozoic,59.25,153.766666667,122.55,206154,other,False,other,unknown,False,unknown,other,False,other
Porphyry,Cenozoic,53.75,126.616666667,10.5,206156,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Paleozoic,54.05,89.5666666667,355.5,206157,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Paleozoic,53.2333333333,60.5666666667,340.0,206158,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Paleozoic,53.0875,57.4683333333,351.5,206159,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Paleozoic,54.7166666667,61.0666666667,338.5,206160,carbonate,False,carbonate,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Unknown,41.0977777778,70.1258333333,,206163,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Paleozoic,40.7986111111,69.7061111111,347.5,206167,volcanic,False,volcanic,carbonate,False,carbonate,volcanic,False,volcanic
Porphyry,Paleozoic,40.7769444444,69.7791666667,289.5,206169,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,-9.61194,160.16424,28.45,206170,mafic,False,mafic,other,False,other,mafic,False,mafic
Porphyry,Cenozoic,-9.36666666667,159.733333333,2.655,206171,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Cenozoic,-9.43333333333,159.833333333,24.4,206172,mafic,False,mafic,other,False,other,mafic,False,mafic
Porphyry,Cenozoic,-8.08333333333,157.516666667,3.95,206173,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Mesozoic,66.525,19.8136111111,94.5,206176,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic
Porphyry,Unknown,10.1333333333,124.25,,206180,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Cenozoic,11.8166666667,125.25,10.65,206190,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,9.43333333333,122.7,19.5,206191,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,9.58333333333,122.566666667,17.5,206195,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Unknown,9.56666666667,122.633333333,,206196,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Unknown,13.5,121.883333333,,206199,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,13.424352095715,121.98377421588,20.5,206202,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,9.6002021352618,125.55099008653,3.95,206205,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,7.55,126.166666667,,206207,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,7.59166666667,126.066666667,,206208,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,7.35,126.016666667,10.65,206210,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,6.56666666667,124.4,,206211,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,40.8566666667,39.6530555556,60.65,206212,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Mesozoic,41.8333333333,27.6783333333,75.0,206213,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Mesozoic,41.9333333333,27.45,81.69999999999999,206214,metamorphic,False,metamorphic,carbonate,False,carbonate,metamorphic,False,metamorphic
Porphyry,Mesozoic,41.9113888889,27.3166666667,73.95,206217,metamorphic,False,metamorphic,carbonate,False,carbonate,metamorphic,False,metamorphic
Porphyry,Mesozoic,41.2229,41.9574,123.565,206218,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Porphyry,Cenozoic,39.2666666667,39.6,36.0,206219,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Porphyry,Cenozoic,40.9261111111,35.44,37.9,206220,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,39.630195375142,27.106821860005,,206222,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
Porphyry,Cenozoic,40.5775,40.9045,60.65,206223,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,38.9219444444,46.1883333333,39.5,206293,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,41.1047222222,44.8566666667,145.5,206294,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Mesozoic,39.1,46.4666666667,143.5,206295,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,39.375,46.0227777778,22.0,206296,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Paleozoic,41.8,22.8666666667,315.0,206299,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic
Porphyry,Cenozoic,41.3666666667,22.8166666667,35.599999999999994,206300,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,41.6166666667,22.8833333333,22.0,206301,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,-2.01666666667,146.883333333,15.0,206303,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,-2.11666666667,146.95,13.5,206304,felsic,False,felsic,carbonate,False,carbonate,felsic,False,felsic
Porphyry,Cenozoic,-5.01666666667,141.216666667,3.95,206306,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,-5.06666666667,141.333333333,3.65,206307,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,-6.75,146.283333333,,206308,volcanic,False,volcanic,carbonate,False,carbonate,volcanic,False,volcanic
Porphyry,Cenozoic,-9.3,147.583333333,4.42,206309,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Porphyry,Unknown,-24.1333333333,-66.6,,206311,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,-25.1444444444,-66.7625,15.0,206312,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,-24.5666666667,-67.7833333333,29.0,206314,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,-24.5833333333,-67.7333333333,31.3,206315,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Paleozoic,-32.1377777778,-69.4391666667,263.5,206317,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Mesozoic,-32.25,-69.4333333333,144.0,206318,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-37.4325,-70.4666666667,45.0,206319,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Cenozoic,-32.4166666667,-69.0833333333,13.75,206321,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-32.4833333333,-69.1,13.75,206322,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Mesozoic,40.0166666667,46.75,135.0,206323,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Mesozoic,40.6333333333,45.85,135.0,206324,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,40.575991933259,45.803415911642,44.85,206325,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Mesozoic,40.5134,46.0806,135.0,206326,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,22.1166666667,-80.0333333333,,206328,mafic,False,mafic,carbonate,False,carbonate,mafic,False,mafic
Porphyry,Unknown,9.69722222222,-83.3583333333,,206330,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,9.36944444444,-82.9763888889,,206331,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Precambrian,-28.053341290713,16.895548619208,1930.0,206332,metamorphic,False,metamorphic,volcanic,False,volcanic,metamorphic,False,metamorphic
Porphyry,Precambrian,-28.697125,17.887326,1800.0,206333,metamorphic,False,metamorphic,felsic,False,felsic,metamorphic,False,metamorphic
Porphyry,Unknown,23.7083333333,95.5166666667,,206334,other,False,other,mafic,False,mafic,mafic,False,mafic
Porphyry,Precambrian,49.845,-91.085,2500.0,206377,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Precambrian,47.0430555556,-84.6152777778,1070.0,206378,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Precambrian,48.2527777778,-79.0686111111,2700.0,206380,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Precambrian,46.085,-60.3541666667,621.0,206381,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,62.3416666667,-136.691666667,,206382,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,62.7361111111,-138.829166667,73.66499999999999,206383,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
