Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Mindat_id,Macrostrat_raw_lithology,Macrostrat_evaporite_merged,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_evaporite_merged,GLiM_model_lithology,Combined_raw_lithology,Combined_evaporite_merged,Combined_model_lithology
VMS,Paleozoic,-41.588229072894,145.71030842773,502.0,19265,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Paleozoic,50.357467942368,83.540028127001,398.0,19429,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,45.229721069336,-116.66889190674,280.0,19493,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
Porphyry,Cenozoic,50.9238888889,-121.421111111,61.0,19949,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Precambrian,56.475,-99.6372222222,1800.0,19966,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Precambrian,23.851570017734,40.939985211657,800.0,19975,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Precambrian,-10.677777777778,25.535277777778,900.0,20111,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,48.291666666667,86.333333333333,371.0,20269,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Mesozoic,39.04741,-119.2407,161.0,21099,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Magmatic sulfide,Unknown,41.1666666667,117.383333333,,21132,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,16.2627777778,120.6225,1.25,21538,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,29.945,55.8619444444,12.25,21589,felsic,False,felsic,other,False,other,felsic,False,felsic
VMS,Paleozoic,33.9038888889,133.541666667,360.0,21603,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Precambrian,54.719166666667,-101.82527777778,1800.0,21605,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Magmatic sulfide,Precambrian,-19.776944444444,29.365833333333,2705.0,21638,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Mesozoic,41.041111111111,40.76,83.0,21755,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Magmatic sulfide,Unknown,22.75,33.6,,22091,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Porphyry,Mesozoic,48.9947222222,-119.477777778,173.55,22183,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Mesozoic,48.6144444444,-120.381944444,88.5,22204,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Sediment-Hosted,Mesozoic,38.3108333333,-108.948888889,220.0,22531,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Sediment-Hosted,Unknown,34.5166666667,-99.55,,22701,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,31.8708333333,-111.133333333,62.5,22945,volcanic,False,volcanic,siliciclastic,False,siliciclastic,volcanic,False,volcanic
VMS,Mesozoic,-54.829694444444,-68.395836111111,170.0,22987,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
VMS,Paleozoic,64.626159,13.102498,470.0,23128,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,37.638611111111,-6.8569444444444,320.0,23197,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-29.0,-67.75,4.4,23362,other,False,other,other,False,other,other,False,other
VMS,Precambrian,54.856080555556,-99.941711111111,1800.0,23365,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Mesozoic,41.36028851,44.44438468,86.0,23547,carbonate,False,carbonate,volcanic,False,volcanic,carbonate,False,carbonate
Sediment-Hosted,Unknown,-12.5419553,27.8545867,,24511,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
IOCG,Precambrian,-6.0325,-50.566388888889,2614.0,24995,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
Porphyry,Mesozoic,42.546944444444,24.135833333333,90.525,25120,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Mesozoic,42.75,24.0333333333,84.1,25121,felsic,False,felsic,carbonate,False,carbonate,felsic,False,felsic
Sediment-Hosted,Unknown,29.75589558947,34.989183355439,,25286,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
Sediment-Hosted,Paleozoic,34.81733,-97.24153,260.0,25293,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Precambrian,65.65,-112.816666667,2730.0,25303,mafic,False,mafic,metamorphic,False,metamorphic,mafic,False,mafic
Porphyry,Cenozoic,-17.245252375894,-70.613077242235,57.0,25368,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,28.6322317118,-109.623084381,,25444,siliciclastic,False,siliciclastic,other,False,other,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,8.5,-81.7833333333,5.0,25581,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Mesozoic,22.89167,-83.24444,122.5,25611,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
VMS,Mesozoic,22.066666666667,-80.116666666667,145.0,25612,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
VMS,Cenozoic,20.046255874675,-75.944366455078,52.0,25613,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Mesozoic,22.47,-84.13,145.0,25615,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
VMS,Precambrian,45.4708333333,-88.9194444444,1830.0,25693,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Magmatic sulfide,Precambrian,56.33,-62.0952777778,1323.0,25759,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,29.858957075158,-109.95820999146,58.7,25845,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Cenozoic,46.3561111111,-122.080555556,19.0,25904,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Precambrian,48.3597222222,-79.0825,2700.0,25940,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Mesozoic,44.123348392154,22.114625566226,85.69,25949,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Magmatic sulfide,Unknown,-24.775342067169,27.350738258634,,25958,mafic,False,mafic,mafic,False,mafic,mafic,False,mafic
VMS,Paleozoic,47.3966666667,-66.1297222222,445.0,26138,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Mesozoic,49.018733427287,104.12498717579,230.75,26155,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,49.6,-56.0075,500.0,26201,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Magmatic sulfide,Unknown,-20.332577642886,30.059181153774,,26314,mafic,False,mafic,metamorphic,False,metamorphic,mafic,False,mafic
IOCG,Unknown,-19.4478422436,133.818891957,,26538,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Porphyry,Unknown,38.98351,-119.19408,,26686,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Sediment-Hosted,Precambrian,-30.1766666667,139.279166667,630.0,26702,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
IOCG,Unknown,22.575,103.8,,27056,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
Porphyry,Mesozoic,44.3833333333,21.95,83.735,27162,carbonate,False,carbonate,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,-26.4983333333,-69.3994444444,36.5,27221,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-26.2444444444,-69.5575,43.5,27227,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,-4.0560167339,137.113198169,3.15,27261,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Precambrian,19.983247964966,42.012391984463,1520.5,27717,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Paleozoic,40.7333333333,-122.083333333,260.0,27934,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Sediment-Hosted,Precambrian,-17.3758333333,30.0688888889,2095.5,28042,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Mesozoic,38.2833328247,39.7666664124,83.0,28095,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
VMS,Mesozoic,35.074463,32.843125,105.5,28109,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
VMS,Mesozoic,35.1041666667,32.8458333333,100.0,28110,mafic,False,mafic,felsic,False,felsic,mafic,False,mafic
VMS,Mesozoic,35.036793294095,32.482280733821,100.0,28152,metamorphic,False,metamorphic,felsic,False,felsic,metamorphic,False,metamorphic
Porphyry,Cenozoic,33.4077777778,-110.954722222,59.0,28230,carbonate,False,carbonate,felsic,False,felsic,carbonate,False,carbonate
Porphyry,Cenozoic,-27.3708333333,-66.28,5.5,28448,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,13.2,124.15,396.5,28584,unknown,False,unknown,unknown,False,unknown,unknown,False,unknown
Porphyry,Unknown,10.313948183707,123.71268376923,,28588,other,False,other,other,False,other,other,False,other
VMS,Paleozoic,34.2475,135.438888889,360.0,28719,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,34.0288888889,134.322222222,360.0,28720,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,34.0211111111,134.225,360.0,28721,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,35.085,137.833333333,360.0,28722,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,33.8277777778,133.472222222,360.0,28723,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,36.6291666667,140.605555556,320.0,28724,other,False,other,other,False,other,other,False,other
VMS,Precambrian,65.372503014476,18.649008035572,1520.5,29703,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
Porphyry,Mesozoic,50.6611111111,-120.515,205.5,30204,felsic,False,felsic,other,False,other,felsic,False,felsic
Sediment-Hosted,Precambrian,34.2718898,69.2937133,770.5,30621,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Sediment-Hosted,Unknown,-27.600833333333,-70.163055555556,,30673,volcanic,False,volcanic,other,False,other,volcanic,False,volcanic
Porphyry,Cenozoic,29.805,-104.4025,60.2,30976,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Cenozoic,32.0275,-111.080555556,56.0,32000,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,32.10292,-110.06876,53.0,32440,mafic,False,mafic,other,False,other,mafic,False,mafic
Sediment-Hosted,Cenozoic,-19.361370105939,-66.861841680366,45.0,32562,other,False,other,other,False,other,other,False,other
VMS,Unknown,67.137472,16.059489,,32728,carbonate,False,carbonate,metamorphic,False,metamorphic,carbonate,False,carbonate
IOCG,Unknown,63.548220882342,-116.74073296354,,32750,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Unknown,59.3572222222,5.23083333333,,32790,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Porphyry,Precambrian,64.9872222222,19.7716666667,1887.5,33241,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Paleozoic,64.853111,13.884918,464.5,33954,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Paleozoic,68.200929,15.991373,431.5,34420,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Paleozoic,67.095265,16.001146,470.0,34428,carbonate,False,carbonate,metamorphic,False,metamorphic,carbonate,False,carbonate
Porphyry,Cenozoic,-27.3297222222,-66.6088888889,7.5,34975,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,68.329524898,16.7902514037,464.5,35613,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Unknown,67.132786,16.089266,,36285,carbonate,False,carbonate,metamorphic,False,metamorphic,carbonate,False,carbonate
VMS,Paleozoic,62.10968,9.824278,470.0,36363,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Mesozoic,-30.241578766321,-71.102801250415,141.9,36818,other,False,other,other,False,other,other,False,other
Porphyry,Unknown,35.3674943,-114.1410656,,37441,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Sediment-Hosted,Mesozoic,38.2411,-109.26375,100.0,38508,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Precambrian,-24.272220317269,-69.068275471678,957.245,39272,other,False,other,felsic,False,felsic,felsic,False,felsic
Porphyry,Cenozoic,-20.98305202099,-68.673347057618,32.0,39273,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-21.9205555556,-68.8325,36.0,39275,other,False,other,felsic,False,felsic,felsic,False,felsic
Sediment-Hosted,Paleozoic,-11.1688888889,27.0091666667,436.0,41271,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Precambrian,-10.9525,26.7722222222,900.0,41272,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Precambrian,-10.8466666667,26.4783333333,900.0,41275,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Unknown,31.169445037842,-104.90000152588,,42054,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Sediment-Hosted,Unknown,31.224445343018,-104.90528106689,,42058,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Sediment-Hosted,Precambrian,-10.728248534883,26.381352481256,900.0,42400,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
IOCG,Cenozoic,-31.4277777778,140.468611111,14.05,43252,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,-8.9656674438947,116.86724497085,4.335,43582,mafic,False,mafic,carbonate,False,carbonate,mafic,False,mafic
Porphyry,Unknown,-0.5,113.183333333,,43585,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Mesozoic,34.5811111111,-113.203888889,74.2,43642,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Sediment-Hosted,Precambrian,-10.719444444444,25.402777777778,546.0,44003,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Precambrian,34.4558333333,-112.193888889,1640.0,44061,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Porphyry,Mesozoic,32.96821,-107.5417,75.0,44124,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,-23.300852777778,150.65216944444,270.0,44460,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
VMS,Precambrian,34.545,-113.230277778,1370.0,44769,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Sediment-Hosted,Precambrian,47.48157,-115.72882,1500.0,45680,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Sediment-Hosted,Unknown,47.49017,-115.76322,,45788,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Sediment-Hosted,Unknown,47.499249132,-115.75112466,,45790,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
VMS,Precambrian,64.958201522173,19.837623594794,1520.5,45920,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Unknown,67.14302,16.034353,,46287,carbonate,False,carbonate,metamorphic,False,metamorphic,carbonate,False,carbonate
VMS,Paleozoic,62.15085,10.087722,464.5,46329,mafic,False,mafic,metamorphic,False,metamorphic,mafic,False,mafic
VMS,Paleozoic,62.139762175078,9.9936747550964,464.5,46331,metamorphic,False,metamorphic,felsic,False,felsic,metamorphic,False,metamorphic
VMS,Precambrian,65.006890719953,19.613289356057,1520.5,46414,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Paleozoic,38.034842007676,-8.4232566983213,320.0,46421,felsic,False,felsic,metamorphic,False,metamorphic,felsic,False,felsic
VMS,Paleozoic,38.281718,-7.729614,518.0,46745,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Unknown,34.4555555556,-112.192777778,,46971,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
IOCG,Unknown,41.859761,78.195299,,46972,other,False,other,other,False,other,other,False,other
Porphyry,Paleozoic,42.66526992821,75.579408637148,424.0,47606,other,False,other,felsic,False,felsic,felsic,False,felsic
VMS,Paleozoic,69.736273,21.591482,492.5,47837,carbonate,False,carbonate,metamorphic,False,metamorphic,carbonate,False,carbonate
Magmatic sulfide,Precambrian,61.6805555556,-73.6833333333,1899.0,47950,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Precambrian,35.759107943126,-105.66824490989,1520.5,48271,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Paleozoic,62.795424,11.473154,470.0,48424,metamorphic,False,metamorphic,other,False,other,metamorphic,False,metamorphic
Magmatic sulfide,Unknown,33.25,106.366666667,,48983,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Precambrian,34.500831604004,-112.25666809082,1640.0,50665,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Mesozoic,32.67,-110.67,68.0,50863,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Mesozoic,32.5230555556,-111.901944444,66.0,51058,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Magmatic sulfide,Precambrian,38.4666666667,102.166666667,867.0,52166,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Cenozoic,33.061157395057,-111.40899089207,34.74,52775,other,False,other,other,False,other,other,False,other
Porphyry,Cenozoic,32.954448464616,-111.81661605835,63.0,53487,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Cenozoic,38.1527777778,140.197222222,14.15,53669,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Cenozoic,-22.85357,-69.34511,63.5,54260,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,43.0927777778,-111.322777778,50.0,54489,felsic,False,felsic,siliciclastic,False,siliciclastic,felsic,False,felsic
Porphyry,Cenozoic,-17.0455555556,-70.7072222222,51.0,55427,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
Porphyry,Unknown,-16.5352777778,-71.5916666667,,55597,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Paleozoic,48.26667,67.3333,300.0,55929,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
IOCG,Precambrian,-25.2567587597,28.580646074,1400.0,56211,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Paleozoic,33.9333333333,133.633333333,360.0,56379,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Magmatic sulfide,Unknown,-23.987938588912,28.904128281476,,56760,mafic,False,mafic,mafic,False,mafic,mafic,False,mafic
VMS,Unknown,48.293,-2.933,,56940,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
Porphyry,Cenozoic,-18.0416666667,178.175,5.6,58352,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
VMS,Paleozoic,40.5422222222,-117.556944444,300.0,58783,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Cenozoic,40.6875,-117.083333333,38.0,59571,mafic,False,mafic,other,False,other,mafic,False,mafic
VMS,Mesozoic,-0.39,-78.925,89.45,60100,other,False,other,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Mesozoic,-0.925533,-79.061604,117.45,60101,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,40.548538,-117.13252,39.0,60113,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Porphyry,Mesozoic,40.6119444444,-117.036111111,86.0,60164,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Cenozoic,41.5105555556,22.6019444444,23.0,62248,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Unknown,33.0666666667,-110.796111111,,62514,mafic,False,mafic,other,False,other,mafic,False,mafic
Porphyry,Mesozoic,35.4833333333,-115.133333333,72.5,63180,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
Porphyry,Unknown,33.535833,54.544444,,63563,other,False,other,other,False,other,other,False,other
VMS,Precambrian,42.016666666667,124.51527777778,3200.0,64183,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Porphyry,Mesozoic,29.681789169728,115.80344526855,105.5,64292,other,False,other,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Unknown,39.03,-119.18,,64347,other,False,other,other,False,other,other,False,other
VMS,Mesozoic,41.416934906985,44.542694091797,90.0,64578,carbonate,False,carbonate,volcanic,False,volcanic,carbonate,False,carbonate
Porphyry,Cenozoic,29.9997222222,114.837777778,17.83,64759,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Sediment-Hosted,Cenozoic,-17.68,-68.37,45.0,65223,other,False,other,other,False,other,other,False,other
VMS,Precambrian,60.229,23.539,1520.5,65283,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
IOCG,Precambrian,-20.739163888889,140.65382222222,1532.5,65285,mafic,False,mafic,other,False,other,mafic,False,mafic
VMS,Precambrian,34.50232,-83.9593,850.0,66858,volcanic,False,volcanic,metamorphic,False,metamorphic,volcanic,False,volcanic
VMS,Precambrian,33.75774,-84.93281,850.0,66898,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Sediment-Hosted,Precambrian,62.691902777778,-126.665375,699.0,68115,carbonate,False,carbonate,other,False,other,carbonate,False,carbonate
VMS,Paleozoic,-20.7303225905,140.420393451,477.5,68188,metamorphic,False,metamorphic,mafic,False,mafic,metamorphic,False,metamorphic
Porphyry,Cenozoic,46.314033189009,23.169895112514,9.29,68257,metamorphic,False,metamorphic,carbonate,False,carbonate,metamorphic,False,metamorphic
Porphyry,Unknown,32.5891666667,-112.053888889,,68700,carbonate,False,carbonate,siliciclastic,False,siliciclastic,carbonate,False,carbonate
Porphyry,Cenozoic,9.8035347634699,122.45720684612,30.0,69552,other,False,other,other,False,other,other,False,other
Sediment-Hosted,Precambrian,30.0944444444,-8.35,900.0,71511,mafic,False,mafic,metamorphic,False,metamorphic,mafic,False,mafic
VMS,Cenozoic,42.475,141.05,15.0,73136,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Cenozoic,40.7291666667,140.958333333,15.0,73233,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Mesozoic,19.036683507473,-100.22958260237,120.0,73255,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
VMS,Mesozoic,37.9763888889,-120.642777778,170.0,75449,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Mesozoic,37.6013888889,-120.315833333,170.0,81928,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
VMS,Mesozoic,39.1155555556,-121.270555556,170.0,84746,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Mesozoic,39.0308333333,-121.288055556,170.0,85223,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Porphyry,Mesozoic,40.2166666667,-120.783333333,100.0,86332,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Paleozoic,40.7252777778,-122.498055556,390.0,92443,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Paleozoic,40.7991666667,-122.202777778,260.0,92495,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
VMS,Mesozoic,41.95,-123.1,159.0,93923,metamorphic,False,metamorphic,siliciclastic,False,siliciclastic,metamorphic,False,metamorphic
VMS,Mesozoic,39.175,-121.291666667,150.0,98618,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Sediment-Hosted,Mesozoic,32.75,-0.583333333333,115.0,105775,other,False,other,carbonate,False,carbonate,carbonate,False,carbonate
Porphyry,Cenozoic,46.0108333333,-112.48,60.5,107252,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Cenozoic,35.1644444444,132.441666667,15.0,108163,felsic,False,felsic,other,False,other,felsic,False,felsic
Porphyry,Cenozoic,-20.0447222222,-69.2597222222,51.8,108197,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
VMS,Precambrian,-28.7780555556,116.962777778,3250.0,109677,felsic,False,felsic,siliciclastic,False,siliciclastic,felsic,False,felsic
VMS,Precambrian,-27.046141130114,117.71221058717,3200.0,109688,mafic,False,mafic,mafic,False,mafic,mafic,False,mafic
Porphyry,Mesozoic,37.4063888889,-108.088333333,67.5,114858,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-31.7138888889,-70.4888888889,9.8,122228,volcanic,False,volcanic,volcanic,False,volcanic,volcanic,False,volcanic
IOCG,Unknown,31.8333333333,59.0,,122266,felsic,False,felsic,volcanic,False,volcanic,felsic,False,felsic
Magmatic sulfide,Precambrian,-27.8152777778,120.704166667,2705.0,122759,mafic,False,mafic,siliciclastic,False,siliciclastic,mafic,False,mafic
Magmatic sulfide,Precambrian,-26.8833333333,120.383333333,2705.0,122767,mafic,False,mafic,other,False,other,mafic,False,mafic
Porphyry,Mesozoic,50.480831312986,-121.0142405168,196.0,122804,felsic,False,felsic,felsic,False,felsic,felsic,False,felsic
Porphyry,Paleozoic,50.558838888889,6.1339666666667,396.5,122928,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic,siliciclastic,False,siliciclastic
Porphyry,Cenozoic,-9.797208,160.022208,1.95,122945,mafic,False,mafic,other,False,other,mafic,False,mafic
VMS,Precambrian,-21.0805555556,116.925,3200.0,122949,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Porphyry,Precambrian,-21.65937462058,119.97837714324,2500.0,122950,felsic,False,felsic,siliciclastic,False,siliciclastic,felsic,False,felsic
Porphyry,Precambrian,-21.788877237102,119.87376717439,2500.0,122951,mafic,False,mafic,volcanic,False,volcanic,mafic,False,mafic
Sediment-Hosted,Precambrian,-13.1325,28.3925,900.0,123105,metamorphic,False,metamorphic,metamorphic,False,metamorphic,metamorphic,False,metamorphic
Magmatic sulfide,Unknown,47.7208333333,-91.8241666667,,123423,mafic,False,mafic,mafic,False,mafic,mafic,False,mafic
Porphyry,Mesozoic,35.3072222222,99.7886111111,173.0,123464,other,False,other,other,False,other,other,False,other
IOCG,Precambrian,26.1,101.9,1850.0,123470,other,False,other,metamorphic,False,metamorphic,metamorphic,False,metamorphic
