Deposit_type,age_category,Latitude,Longitude,Mindat_id,mapped_species_count,present_family_count
Porphyry,Cenozoic,-31.7138888889,-70.4888888889,122228,31,20.0
IOCG,Unknown,31.8333333333,59.0,122266,37,20.0
Magmatic sulfide,Precambrian,-27.8152777778,120.704166667,122759,29,10.0
Magmatic sulfide,Precambrian,-26.8833333333,120.383333333,122767,30,13.0
Porphyry,Mesozoic,50.480831312986,-121.0142405168,122804,34,23.0
Porphyry,Paleozoic,50.558838888889,6.1339666666667,122928,46,24.0
Porphyry,Cenozoic,-9.797208,160.022208,122945,10,7.0
VMS,Precambrian,-21.0805555556,116.925,122949,19,11.0
Porphyry,Precambrian,-21.65937462058,119.97837714324,122950,17,13.0
Porphyry,Precambrian,-21.788877237102,119.87376717439,122951,10,8.0
Sediment-Hosted,Precambrian,-13.1325,28.3925,123105,8,6.0
Magmatic sulfide,Unknown,47.7208333333,-91.8241666667,123423,19,8.0
Porphyry,Mesozoic,35.3072222222,99.7886111111,123464,42,22.0
IOCG,Precambrian,26.1,101.9,123470,58,27.0
Sediment-Hosted,Precambrian,46.8333333333,-87.75,124002,8,6.0
VMS,Mesozoic,35.036111111111,33.116388888889,125608,7,4.0
Sediment-Hosted,Precambrian,-23.7894444444,16.6438888889,126508,15,10.0
Sediment-Hosted,Precambrian,-30.5233954,138.5314475,126948,4,4.0
IOCG,Precambrian,-20.625,140.688333333,127294,43,19.0
Porphyry,Paleozoic,43.00348378007,106.85218868256,127444,24,19.0
Porphyry,Cenozoic,41.1218,41.9498,131133,21,14.0
VMS,Paleozoic,45.7719444444,-71.31,131315,15,13.0
VMS,Unknown,40.3472222222,140.766666667,131316,31,20.0
Porphyry,Unknown,48.23,-121.5658,132210,7,7.0
Sediment-Hosted,Cenozoic,-17.4789,-68.356,132305,5,4.0
Porphyry,Precambrian,19.7,-97.8166666667,132814,6,6.0
Porphyry,Cenozoic,-22.5333333333,-69.9166666667,133117,16,14.0
Porphyry,Cenozoic,29.4694444444,90.0277777778,134565,18,13.0
Porphyry,Cenozoic,29.6294444444,91.5988888889,134575,30,21.0
Porphyry,Cenozoic,29.7111111111,91.8388888889,134576,73,25.0
Magmatic sulfide,Precambrian,22.8583333333,102.966666667,134599,33,16.0
VMS,Precambrian,24.1,101.683333333,134605,23,14.0
Porphyry,Mesozoic,31.1416666667,117.283333333,134676,39,24.0
IOCG,Precambrian,26.183333333333,102.98333333333,134745,22,14.0
Porphyry,Cenozoic,26.158205559589,100.18367765932,134936,66,27.0
Sediment-Hosted,Cenozoic,-17.329166666667,-68.407777777778,135092,9,8.0
Sediment-Hosted,Unknown,-31.1130555556,137.153055556,135234,6,4.0
IOCG,Unknown,-31.2144444444,137.497222222,135235,28,18.0
Porphyry,Mesozoic,25.1852777778,116.4075,135237,46,20.0
VMS,Precambrian,34.384781223876,100.11875336329,135298,41,24.0
Porphyry,Cenozoic,29.5111111111,90.0,135329,21,17.0
Porphyry,Unknown,45.3563888889,-113.993611111,136123,4,4.0
Porphyry,Cenozoic,29.5,91.4055555556,142172,18,14.0
Porphyry,Cenozoic,30.0,98.5,142173,21,14.0
Porphyry,Cenozoic,31.2333333333,97.8666666667,142174,10,9.0
Porphyry,Cenozoic,31.1666666667,97.8583333333,142183,13,11.0
Porphyry,Cenozoic,30.4666666667,98.5,142185,22,15.0
Porphyry,Cenozoic,31.4833333333,97.35,142186,3,3.0
Porphyry,Cenozoic,29.4916666667,90.9222222222,142189,10,9.0
Porphyry,Cenozoic,31.25,97.7333333333,142195,13,10.0
Porphyry,Paleozoic,42.0666666667,92.5333333333,142686,18,15.0
Porphyry,Paleozoic,42.1166666667,92.6166666667,142687,33,21.0
Porphyry,Paleozoic,42.3583333333,94.7555555556,142688,14,12.0
Porphyry,Paleozoic,42.1666666667,92.85,142689,12,11.0
Porphyry,Paleozoic,42.2,92.9666666667,142690,13,12.0
Porphyry,Paleozoic,42.5333333333,91.9166666667,142691,15,12.0
Porphyry,Mesozoic,28.038611111111,99.989722222222,142692,35,20.0
Porphyry,Paleozoic,42.25,112.5,142695,24,18.0
Porphyry,Mesozoic,49.425,117.298888889,142696,32,20.0
Porphyry,Mesozoic,32.0666666667,119.1,142697,29,19.0
Porphyry,Paleozoic,50.1313888889,125.786111111,142698,29,19.0
Porphyry,Mesozoic,29.8172222222,115.4525,142699,29,17.0
Porphyry,Precambrian,35.3166666667,111.666666667,142700,32,19.0
Porphyry,Cenozoic,29.65,87.479166666667,142703,15,13.0
Magmatic sulfide,Unknown,42.866666666667,127.375,143447,16,15.0
Magmatic sulfide,Unknown,41.670833333333,125.70833333333,143624,32,16.0
Magmatic sulfide,Mesozoic,43.3027777778,127.419444444,143633,4,3.0
Magmatic sulfide,Mesozoic,42.8833333333,126.5,143648,16,8.0
Magmatic sulfide,Unknown,43.1291666667,129.668055556,143685,4,3.0
Porphyry,Unknown,-32.7227777778,148.195,143718,23,17.0
VMS,Paleozoic,42.35,113.433333333,143888,19,13.0
Porphyry,Paleozoic,-32.9669601279,147.758734576,143892,27,20.0
Magmatic sulfide,Paleozoic,46.7575,89.6763888889,143975,77,22.0
Magmatic sulfide,Paleozoic,42.3367557,94.73407634,144051,44,16.0
VMS,Paleozoic,42.280555555556,89.5225,144055,37,22.0
Magmatic sulfide,Paleozoic,42.25,94.1166666667,144069,17,12.0
Magmatic sulfide,Paleozoic,42.15,94.2666666667,144070,3,3.0
Magmatic sulfide,Paleozoic,42.29718102,94.60404525,144071,11,5.0
Magmatic sulfide,Paleozoic,42.2166666667,94.6833333333,144072,6,5.0
Magmatic sulfide,Paleozoic,42.39329096,94.58143114,144073,41,18.0
Magmatic sulfide,Paleozoic,42.70423487,95.70082923,144081,7,5.0
Magmatic sulfide,Unknown,41.92970185,94.98848499,144083,31,16.0
IOCG,Paleozoic,46.8480555556,89.7130555556,144270,26,15.0
VMS,Paleozoic,47.3527777778,89.1983333333,144272,32,18.0
Magmatic sulfide,Unknown,45.1277777778,131.344444444,144450,21,12.0
IOCG,Precambrian,25.5472222222,102.229166667,144548,38,22.0
Magmatic sulfide,Unknown,36.05,102.2,144713,15,9.0
VMS,Mesozoic,31.25,99.5666666667,144903,18,12.0
VMS,Paleozoic,36.6427777778,104.262222222,144955,23,18.0
VMS,Paleozoic,36.6577777778,104.229444444,144957,26,16.0
VMS,Paleozoic,36.783333333333,103.7,144964,13,10.0
VMS,Paleozoic,36.64905,104.25845,144966,8,7.0
VMS,Precambrian,34.9,106.483333333,145027,14,10.0
VMS,Paleozoic,37.4,101.1,145060,12,9.0
VMS,Precambrian,29.9333333333,120.5,145237,17,15.0
IOCG,Precambrian,-5.7878388888889,-50.537411111111,145877,49,22.0
IOCG,Precambrian,-6.43083773729,-50.068699121475,145879,42,22.0
IOCG,Unknown,-6.382435109319,-49.547460855723,145884,28,16.0
VMS,Mesozoic,44.2083333333,142.702777778,146259,15,10.0
Porphyry,Mesozoic,39.1438888889,46.1377777778,146855,41,23.0
VMS,Mesozoic,31.1844444444,99.5386111111,146933,49,24.0
Magmatic sulfide,Paleozoic,26.3166666667,102.083333333,147060,3,3.0
Magmatic sulfide,Unknown,26.7952777778,101.575,147067,7,5.0
VMS,Paleozoic,59.349836,5.232108,147142,5,5.0
VMS,Precambrian,28.4938888889,101.688888889,147151,19,13.0
Sediment-Hosted,Mesozoic,26.5225,102.2,153539,28,14.0
Sediment-Hosted,Precambrian,24.116666666667,102.16666666667,155468,14,10.0
Magmatic sulfide,Unknown,25.05,100.866666667,155526,47,14.0
Sediment-Hosted,Precambrian,24.15,102.16666666667,155678,20,13.0
Porphyry,Paleozoic,50.6166666667,19.3666666667,155764,44,26.0
Magmatic sulfide,Paleozoic,25.7833333333,101.9,155865,14,8.0
Porphyry,Mesozoic,-38.25,-70.5833333333,155867,17,12.0
Porphyry,Cenozoic,29.6833333333,88.9333333333,155898,11,9.0
Porphyry,Cenozoic,8.63333333333,-82.2,155979,9,8.0
VMS,Paleozoic,45.3191666667,-71.9202777778,156937,20,14.0
Magmatic sulfide,Precambrian,24.975,108.758333333,157684,17,9.0
Porphyry,Cenozoic,31.112474953211,-110.43371371659,158068,54,19.0
VMS,Paleozoic,37.585133778547,-7.1153895556927,158668,14,5.0
Porphyry,Cenozoic,23.4333333333,121.45,158696,16,15.0
IOCG,Unknown,-26.558435795857,-70.325290753794,158934,18,14.0
IOCG,Unknown,67.769281,20.146252,158941,16,12.0
VMS,Cenozoic,40.278527979238,140.67520582896,159565,19,14.0
Porphyry,Cenozoic,47.0258333333,-112.36,162015,17,13.0
Sediment-Hosted,Unknown,48.0694444444,-115.637777778,163419,9,5.0
Sediment-Hosted,Precambrian,48.2294444444,-115.898611111,164790,24,14.0
Magmatic sulfide,Unknown,47.7502777778,-91.8177777778,166723,25,12.0
VMS,Cenozoic,40.25,140.6,171360,19,13.0
VMS,Paleozoic,51.47,58.49,175692,48,19.0
Porphyry,Cenozoic,40.615907067831,-111.40513630613,183025,15,11.0
Porphyry,Cenozoic,39.8580555556,-112.125,183459,9,7.0
Sediment-Hosted,Precambrian,-10.815,26.5886111111,185349,4,4.0
Porphyry,Cenozoic,22.815784307634,103.02956451205,185556,32,18.0
Porphyry,Cenozoic,22.8833333333,102.583333333,185558,15,12.0
VMS,Paleozoic,57.384914,61.535013,185726,37,20.0
Magmatic sulfide,Unknown,41.86751307,94.92629621,185761,32,20.0
Magmatic sulfide,Unknown,40.21668356,91.51722021,185767,17,9.0
Sediment-Hosted,Cenozoic,-18.181922222222,-68.192369444444,185781,10,8.0
VMS,Paleozoic,54.12,59.33,185841,36,20.0
VMS,Mesozoic,31.5666666667,99.3,186441,17,12.0
VMS,Paleozoic,24.3333333333,99.75,186761,8,6.0
VMS,Precambrian,49.7694444444,-77.5705555556,186817,8,5.0
VMS,Precambrian,49.7891666667,-77.8355555556,186819,6,5.0
VMS,Precambrian,49.7755555556,-77.6575,186820,7,6.0
VMS,Precambrian,49.7269444444,-77.7455555556,186826,6,5.0
VMS,Precambrian,49.71,-77.7077777778,186827,7,6.0
Sediment-Hosted,Unknown,27.95,110.116666667,187080,3,3.0
Sediment-Hosted,Cenozoic,26.5416666667,112.475,187092,19,16.0
Porphyry,Cenozoic,18.9166666667,102.933333333,187465,15,11.0
VMS,Cenozoic,60.0583333333,-147.903333333,187984,19,13.0
VMS,Cenozoic,60.02175,-147.91921,187986,7,7.0
VMS,Cenozoic,60.8947222222,-146.701388889,187989,8,7.0
VMS,Cenozoic,60.8533333333,-146.5375,187990,9,8.0
Porphyry,Cenozoic,-21.00168271738,-68.808583068848,188053,56,26.0
VMS,Cenozoic,40.323333333333,140.55333333333,188080,17,13.0
Sediment-Hosted,Mesozoic,-27.7583333333,-70.1916666667,188137,31,17.0
Sediment-Hosted,Unknown,-8.8968317923421,28.268504280197,188882,20,13.0
Porphyry,Cenozoic,-20.9927777778,-68.6372222222,189175,22,16.0
VMS,Paleozoic,54.166353512661,59.293088063831,190419,27,14.0
VMS,Paleozoic,51.42382079,60.20430834,190420,13,10.0
Magmatic sulfide,Unknown,-21.212079647903,27.765530415137,190656,18,12.0
IOCG,Precambrian,-6.4192737725761,-50.063018153994,190718,33,18.0
IOCG,Unknown,-6.3972321230049,-50.1044117399,190736,44,24.0
Porphyry,Cenozoic,-6.4,-49.6166666667,191095,14,11.0
IOCG,Unknown,-27.526505311158,-70.294626892646,191196,26,16.0
Porphyry,Cenozoic,-23.8883333333,-69.3141666667,191199,18,12.0
Porphyry,Cenozoic,-23.410833,-68.818888,191200,12,9.0
IOCG,Precambrian,-20.4442714432,140.705879402,191789,37,22.0
IOCG,Precambrian,-22.0933175,140.572909,191790,17,11.0
Porphyry,Precambrian,28.033333,-113.56666,191823,24,18.0
IOCG,Unknown,65.082098723874,-134.25716069779,191825,12,10.0
IOCG,Unknown,64.995973603824,-133.998246987,191826,20,14.0
IOCG,Unknown,65.04972402761,-138.13556224874,191827,8,7.0
IOCG,Unknown,65.046936236276,-134.62832740633,191828,13,9.0
IOCG,Unknown,64.973060423158,-134.40582926709,191829,13,11.0
IOCG,Unknown,65.026038635097,-134.41257478951,191830,10,8.0
VMS,Mesozoic,35.4333333333,99.6833333333,191851,17,12.0
Porphyry,Paleozoic,53.4333333333,96.6666666667,191957,28,20.0
Porphyry,Cenozoic,-7.01666666667,-78.3166666667,191971,24,17.0
Porphyry,Cenozoic,-7.0383782713972,-78.321445428196,191972,37,22.0
Porphyry,Cenozoic,-6.915,-78.3594444444,191973,20,14.0
Magmatic sulfide,Unknown,36.6,100.866666667,192016,4,3.0
VMS,Paleozoic,38.247394,100.02285,192017,11,9.0
VMS,Paleozoic,37.4166666667,102.0,192018,5,4.0
Porphyry,Paleozoic,-39.1833333333,-70.6333333333,192115,13,11.0
VMS,Paleozoic,61.426944444444,-130.13222222222,192116,15,10.0
VMS,Paleozoic,61.883333333333,-131.41666666667,192120,15,13.0
VMS,Mesozoic,40.6175,39.347777777778,192198,11,9.0
Sediment-Hosted,Mesozoic,25.8583333333,101.391666667,192407,16,11.0
Magmatic sulfide,Precambrian,24.995422222222,108.77481388889,192786,11,5.0
Magmatic sulfide,Precambrian,24.991786111111,108.85221944444,192788,11,5.0
VMS,Precambrian,54.860116666667,-99.994002777778,193448,10,6.0
VMS,Unknown,41.2517,41.5811,193482,24,17.0
VMS,Mesozoic,40.87,38.6666,193486,8,7.0
VMS,Paleozoic,53.107081,55.367362,193982,29,15.0
VMS,Paleozoic,56.71,60.09,194033,12,9.0
VMS,Unknown,58.363056,52.362778,194041,18,15.0
VMS,Paleozoic,49.811686111111,-55.805925,194178,3,3.0
Porphyry,Cenozoic,46.15,22.8,194183,32,14.0
Porphyry,Mesozoic,38.96,-119.27,194553,48,23.0
VMS,Precambrian,49.0008333333,-79.3663888889,194599,14,10.0
Porphyry,Cenozoic,34.55,49.2666666667,194690,7,6.0
Porphyry,Cenozoic,32.7508333333,-110.475833333,194728,41,21.0
Porphyry,Mesozoic,1.24166666667,-76.6666666667,194773,28,17.0
VMS,Paleozoic,31.868106326343,-8.1770946993493,195124,29,17.0
Porphyry,Cenozoic,54.9463888889,-126.156666667,195133,18,14.0
Porphyry,Cenozoic,55.1944444444,-126.315277778,195134,24,15.0
VMS,Precambrian,54.702085362391,-101.71880722046,195346,7,6.0
VMS,Mesozoic,40.75,40.25,195350,13,10.0
VMS,Precambrian,51.1111111111,-92.6722222222,195374,12,11.0
Porphyry,Unknown,-13.766666,-75.716666,195392,18,14.0
VMS,Precambrian,54.854261111111,-100.493675,195437,6,5.0
VMS,Precambrian,54.8594181364,-99.9136161804,195439,3,3.0
VMS,Precambrian,54.7775,-101.8825,195445,9,8.0
VMS,Precambrian,54.702555555556,-101.67497222222,195447,6,6.0
VMS,Precambrian,54.726944444444,-101.83222222222,195451,3,3.0
VMS,Precambrian,54.676944444444,-102.02861111111,195453,5,4.0
VMS,Mesozoic,41.1269,41.126,195460,18,15.0
VMS,Paleozoic,37.709724,-6.8515252527005,195554,6,6.0
Porphyry,Mesozoic,57.125,-131.45,195671,33,21.0
VMS,Mesozoic,60.121,-152.954,195712,13,13.0
IOCG,Unknown,-29.7194444444,135.583333333,195768,21,15.0
Porphyry,Cenozoic,-20.175,-69.0833333333,195846,11,10.0
Porphyry,Cenozoic,-19.8097222222,-69.2805555556,196016,13,11.0
VMS,Paleozoic,67.1738888889,-156.386944444,196312,13,11.0
Porphyry,Mesozoic,62.1052777778,-141.215833333,196390,7,7.0
Porphyry,Cenozoic,56.5116666667,-158.384722222,196445,15,14.0
Sediment-Hosted,Unknown,63.2127777778,-149.650833333,196547,9,8.0
Sediment-Hosted,Unknown,61.515,-142.836944444,196592,20,10.0
Porphyry,Unknown,62.1977777778,-142.702777778,196596,10,10.0
Sediment-Hosted,Unknown,63.2227777778,-149.638888889,196701,4,3.0
VMS,Cenozoic,60.3522222222,-147.65,197027,9,7.0
VMS,Paleozoic,63.2683333333,-144.265,197159,12,11.0
VMS,Paleozoic,67.1247222222,-155.956944444,198217,8,7.0
Porphyry,Cenozoic,60.36,-154.32,198360,11,9.0
Sediment-Hosted,Unknown,63.2077777778,-149.652777778,198517,6,6.0
Sediment-Hosted,Unknown,63.2258333333,-149.623888889,198681,3,3.0
Porphyry,Cenozoic,59.0194444444,-137.083333333,198741,11,10.0
Porphyry,Unknown,58.99,-136.102777778,199212,15,12.0
Porphyry,Mesozoic,62.2038888889,-142.844722222,199265,12,10.0
Porphyry,Mesozoic,59.8969444444,-155.294722222,199343,21,17.0
Sediment-Hosted,Unknown,65.1769444444,-141.052777778,199407,4,4.0
Porphyry,Cenozoic,55.6297222222,-160.67,199526,17,14.0
Sediment-Hosted,Unknown,63.2397222222,-149.61,199695,7,6.0
Porphyry,Cenozoic,64.1333333333,-157.05,199759,24,16.0
Sediment-Hosted,Unknown,63.1638888889,-149.785833333,199951,3,3.0
VMS,Paleozoic,67.0702777778,-155.042777778,200220,15,11.0
Porphyry,Mesozoic,63.5208333333,-141.323611111,200298,25,18.0
VMS,Unknown,35.041434061824,33.107964992523,203361,6,6.0
VMS,Mesozoic,34.976388888889,33.346388888889,203368,4,4.0
Porphyry,Paleozoic,-33.4666666667,149.0,203397,23,15.0
VMS,Precambrian,48.5341666667,-81.5608333333,203668,7,6.0
VMS,Unknown,48.5911111111,-81.605,203671,6,5.0
Porphyry,Mesozoic,56.4675,-130.268888889,203679,14,12.0
Porphyry,Mesozoic,56.5,-130.266666667,203680,26,19.0
Porphyry,Mesozoic,56.6666666667,-131.1,203681,13,10.0
Porphyry,Cenozoic,-5.9666666,150.38333,203737,23,17.0
Porphyry,Cenozoic,-5.1666666,151.71666,203740,17,14.0
Sediment-Hosted,Precambrian,-32.5255555556,138.485833333,203795,28,15.0
VMS,Paleozoic,38.234867,-8.4652,204066,26,17.0
VMS,Paleozoic,37.775328150648,-6.8592882195662,204443,6,6.0
Porphyry,Paleozoic,54.936212607143,61.234102249146,204650,9,7.0
Porphyry,Paleozoic,54.9963888889,61.0880555556,204651,22,15.0
Sediment-Hosted,Paleozoic,51.215080401552,15.733901222229,204813,35,17.0
VMS,Paleozoic,37.799351372967,-6.966848151502,204930,20,11.0
VMS,Paleozoic,37.77543,-8.649542,204949,10,10.0
Porphyry,Cenozoic,38.701,46.705,205026,35,21.0
IOCG,Unknown,67.4957308,23.9213719,205327,10,9.0
IOCG,Unknown,67.556883240796,23.979828357697,205328,9,7.0
VMS,Unknown,45.7666666667,135.966666667,205423,6,5.0
Porphyry,Precambrian,-14.229609307099,-49.372732004979,205449,25,15.0
VMS,Precambrian,48.3552777778,-79.1175,205483,30,14.0
VMS,Cenozoic,37.3880555556,139.441666667,205615,10,9.0
Porphyry,Cenozoic,53.9166666667,157.383333333,205740,7,6.0
Porphyry,Paleozoic,67.8666666667,66.3333333333,205742,12,9.0
Porphyry,Paleozoic,54.9611111111,61.1255555556,205743,9,7.0
Porphyry,Unknown,52.9333333333,96.7833333333,205745,8,7.0
Porphyry,Unknown,29.88,55.8994444444,205747,27,18.0
Porphyry,Cenozoic,30.4205555556,55.1672222222,205749,26,19.0
Porphyry,Cenozoic,28.9,57.2333333333,205750,11,8.0
Porphyry,Paleozoic,48.7083333333,98.3416666667,205756,8,8.0
Porphyry,Mesozoic,46.6833333333,104.883333333,205760,28,18.0
Porphyry,Paleozoic,44.0,106.166666667,205761,23,19.0
Porphyry,Paleozoic,48.7166666667,98.3416666667,205763,6,6.0
Porphyry,Precambrian,-12.6072222222,27.8819444444,205764,10,8.0
Porphyry,Cenozoic,-3.15833333333,119.483333333,205766,13,11.0
Porphyry,Cenozoic,0.951944444444,121.770555556,205767,26,19.0
Porphyry,Cenozoic,0.345277777778,123.402222222,205768,27,18.0
Porphyry,Cenozoic,0.516666666667,123.216666667,205769,21,16.0
Porphyry,Cenozoic,-0.611666666667,128.091666667,205772,3,3.0
Porphyry,Unknown,-0.516666666667,127.583333333,205773,14,10.0
Porphyry,Cenozoic,-7.22,106.56,205784,3,3.0
Porphyry,Unknown,-1.7,101.25,205785,3,3.0
Porphyry,Cenozoic,5.03333333333,95.95,205792,15,11.0
Porphyry,Mesozoic,42.3422222222,26.2958333333,205795,18,13.0
Porphyry,Mesozoic,42.35097,24.213907,205796,29,21.0
Porphyry,Mesozoic,42.3552777778,24.3391666667,205797,23,18.0
Porphyry,Mesozoic,41.9741666667,27.5344444444,205798,24,19.0
Porphyry,Mesozoic,42.4833333333,23.4166666667,205799,13,11.0
Porphyry,Precambrian,-17.5333333333,-51.6,205844,13,10.0
Porphyry,Paleozoic,-37.5736111111,148.008611111,205845,3,3.0
Porphyry,Paleozoic,-37.6113888889,142.6075,205846,10,9.0
Porphyry,Paleozoic,-32.7183333333,140.208888889,205847,22,14.0
Porphyry,Precambrian,-20.890332290252,120.10404179858,205849,19,12.0
Porphyry,Cenozoic,45.9833333333,23.0333333333,205854,35,22.0
Porphyry,Cenozoic,-28.6333333333,-69.8833333333,205857,21,14.0
Porphyry,Cenozoic,-22.9666666667,-69.0583333333,205858,18,12.0
Porphyry,Cenozoic,-27.7833333333,-69.2333333333,205859,17,14.0
Porphyry,Cenozoic,-22.975463130546,-69.061440941728,205860,7,7.0
Porphyry,Cenozoic,-21.9538888889,-68.7355555556,205861,6,6.0
Porphyry,Cenozoic,-20.9016666667,-68.8852777778,205862,21,13.0
Porphyry,Cenozoic,-22.9877777778,-69.0763888889,205864,7,6.0
Porphyry,Cenozoic,-27.2666666667,-66.65,205923,9,9.0
Porphyry,Cenozoic,-27.4,-66.55,205926,10,8.0
Porphyry,Cenozoic,-27.2833333333,-66.5666666667,205927,17,12.0
Porphyry,Cenozoic,-26.3,-67.9,205928,5,4.0
Porphyry,Unknown,-27.3833333333,-66.2166666667,205929,10,8.0
Porphyry,Paleozoic,-30.0,-69.1666666667,205930,10,9.0
Porphyry,Unknown,-30.9333333333,-69.6333333333,205932,4,4.0
Porphyry,Cenozoic,-31.2416666667,-70.1766666667,205933,4,4.0
Porphyry,Cenozoic,-18.1066666667,178.178333333,205935,8,6.0
Porphyry,Cenozoic,39.8116666667,25.1922222222,205936,21,16.0
Porphyry,Cenozoic,41.019946,25.746143,205937,49,24.0
Porphyry,Unknown,41.089063397424,23.130098848306,205938,8,7.0
Porphyry,Unknown,18.5166666667,-70.25,205939,5,5.0
Porphyry,Cenozoic,-22.4666666667,-68.9666666667,205942,4,3.0
Porphyry,Cenozoic,-23.3,-69.2333333333,205943,7,7.0
Porphyry,Cenozoic,-22.37964284915,-68.914602851868,205944,18,12.0
Porphyry,Cenozoic,-21.9166666667,-69.8333333333,205945,3,3.0
Porphyry,Cenozoic,-22.4166666667,-68.95,205947,38,11.0
Porphyry,Cenozoic,-32.4075,-70.425,205949,21,13.0
Porphyry,Mesozoic,-46.0333333333,-72.15,205950,7,7.0
Porphyry,Unknown,-18.5933333333,-69.45,205951,4,4.0
Porphyry,Cenozoic,-28.5,-70.3,205952,13,11.0
Porphyry,Mesozoic,31.6591666667,53.8497222222,205978,25,18.0
Porphyry,Cenozoic,31.5763888889,53.8233333333,205979,13,10.0
Porphyry,Paleozoic,46.9897222222,74.9872222222,205981,37,19.0
Porphyry,Paleozoic,49.1591666667,75.6008333333,205982,19,15.0
Porphyry,Unknown,52.3333333333,62.1833333333,205983,13,11.0
Porphyry,Paleozoic,50.152366,73.004547,205984,26,17.0
Porphyry,Precambrian,51.846900508083,74.291111826897,205985,39,25.0
Porphyry,Mesozoic,19.3833333333,-100.683333333,205986,8,6.0
Porphyry,Precambrian,19.1166666667,-102.916666667,205987,6,6.0
Porphyry,Cenozoic,19.0013888889,-101.955555556,205988,11,10.0
Porphyry,Cenozoic,15.3188888889,-92.3305555556,205989,7,7.0
Porphyry,Mesozoic,27.0516666667,-108.341111111,205991,8,7.0
Porphyry,Cenozoic,26.2522222222,-107.329444444,205992,8,8.0
Porphyry,Cenozoic,19.45,-96.85,205993,8,7.0
Porphyry,Cenozoic,31.0555555556,-110.420833333,205994,12,9.0
Porphyry,Cenozoic,25.6680555556,-107.351111111,205996,9,7.0
Porphyry,Cenozoic,26.7236111111,-108.233333333,205998,8,7.0
Porphyry,Unknown,-5.715,-79.2069444444,206003,9,7.0
Porphyry,Unknown,-13.9291666667,-75.35,206004,11,7.0
Porphyry,Cenozoic,-17.097725754867,-70.627246168525,206005,19,16.0
Porphyry,Cenozoic,-14.9083333333,-71.3133333333,206008,19,12.0
Porphyry,Cenozoic,-6.08333333333,-79.2833333333,206009,24,16.0
Porphyry,Mesozoic,44.095,22.0941666667,206012,35,20.0
Porphyry,Cenozoic,43.2333333333,20.7166666667,206013,5,5.0
VMS,Precambrian,-21.304821351187,119.27789306641,206050,30,19.0
VMS,Precambrian,-21.122252058441,119.25905055786,206052,15,12.0
IOCG,Precambrian,-21.8,140.716666667,206070,6,6.0
Porphyry,Cenozoic,45.869722222222,22.870833333333,206132,14,9.0
Porphyry,Unknown,44.75,21.95,206134,7,6.0
Porphyry,Mesozoic,45.5666666667,22.2333333333,206135,4,4.0
Porphyry,Cenozoic,46.2666666667,22.15,206136,18,13.0
Porphyry,Unknown,44.75,22.0,206137,4,4.0
Porphyry,Unknown,45.55,22.35,206138,4,4.0
Porphyry,Cenozoic,46.15,22.85,206139,21,17.0
Porphyry,Cenozoic,46.0611111111,22.9666666667,206140,11,9.0
Porphyry,Cenozoic,46.1666666667,22.9,206141,8,8.0
Porphyry,Unknown,50.4666666667,19.6166666667,206142,17,15.0
Porphyry,Unknown,50.1166666667,19.95,206143,12,11.0
Porphyry,Mesozoic,58.9666666667,152.683333333,206145,25,16.0
Porphyry,Mesozoic,66.6,164.566666667,206147,42,23.0
Porphyry,Cenozoic,66.4833333333,164.733333333,206148,42,24.0
Porphyry,Cenozoic,54.2833333333,157.666666667,206152,13,9.0
Porphyry,Mesozoic,59.7166666667,150.316666667,206153,7,6.0
Porphyry,Mesozoic,59.25,153.766666667,206154,8,6.0
Porphyry,Cenozoic,53.75,126.616666667,206156,12,10.0
Porphyry,Paleozoic,54.05,89.5666666667,206157,5,5.0
Porphyry,Paleozoic,53.2333333333,60.5666666667,206158,7,5.0
Porphyry,Paleozoic,53.0875,57.4683333333,206159,20,14.0
Porphyry,Paleozoic,54.7166666667,61.0666666667,206160,9,8.0
Porphyry,Unknown,41.0977777778,70.1258333333,206163,8,7.0
Porphyry,Paleozoic,40.7986111111,69.7061111111,206167,8,7.0
Porphyry,Paleozoic,40.7769444444,69.7791666667,206169,10,9.0
Porphyry,Cenozoic,-9.61194,160.16424,206170,17,13.0
Porphyry,Cenozoic,-9.36666666667,159.733333333,206171,9,7.0
Porphyry,Cenozoic,-9.43333333333,159.833333333,206172,7,6.0
Porphyry,Cenozoic,-8.08333333333,157.516666667,206173,7,5.0
Porphyry,Mesozoic,66.525,19.8136111111,206176,10,9.0
Porphyry,Unknown,10.1333333333,124.25,206180,9,9.0
Porphyry,Cenozoic,11.8166666667,125.25,206190,6,6.0
Porphyry,Cenozoic,9.43333333333,122.7,206191,10,7.0
Porphyry,Cenozoic,9.58333333333,122.566666667,206195,20,13.0
Porphyry,Unknown,9.56666666667,122.633333333,206196,5,4.0
Porphyry,Unknown,13.5,121.883333333,206199,16,11.0
Porphyry,Cenozoic,13.424352095715,121.98377421588,206202,30,18.0
Porphyry,Cenozoic,9.6002021352618,125.55099008653,206205,10,8.0
Porphyry,Unknown,7.55,126.166666667,206207,5,4.0
Porphyry,Unknown,7.59166666667,126.066666667,206208,9,6.0
Porphyry,Cenozoic,7.35,126.016666667,206210,8,7.0
Porphyry,Unknown,6.56666666667,124.4,206211,8,8.0
Porphyry,Cenozoic,40.8566666667,39.6530555556,206212,16,13.0
Porphyry,Mesozoic,41.8333333333,27.6783333333,206213,6,5.0
