Deposit_type,age_category,Latitude,Longitude,Mindat_id,mapped_species_count,present_family_count
Porphyry,Mesozoic,41.9333333333,27.45,206214,20,13.0
Porphyry,Mesozoic,41.9113888889,27.3166666667,206217,13,10.0
Porphyry,Mesozoic,41.2229,41.9574,206218,6,6.0
Porphyry,Cenozoic,39.2666666667,39.6,206219,9,8.0
Porphyry,Cenozoic,40.9261111111,35.44,206220,10,9.0
Porphyry,Unknown,39.630195375142,27.106821860005,206222,43,20.0
Porphyry,Cenozoic,40.5775,40.9045,206223,17,14.0
Porphyry,Cenozoic,38.9219444444,46.1883333333,206293,25,17.0
Porphyry,Mesozoic,41.1047222222,44.8566666667,206294,27,19.0
Porphyry,Mesozoic,39.1,46.4666666667,206295,17,11.0
Porphyry,Cenozoic,39.375,46.0227777778,206296,36,21.0
Porphyry,Paleozoic,41.8,22.8666666667,206299,6,5.0
Porphyry,Cenozoic,41.3666666667,22.8166666667,206300,12,10.0
Porphyry,Cenozoic,41.6166666667,22.8833333333,206301,49,25.0
Porphyry,Cenozoic,-2.01666666667,146.883333333,206303,10,9.0
Porphyry,Cenozoic,-2.11666666667,146.95,206304,8,7.0
Porphyry,Cenozoic,-5.01666666667,141.216666667,206306,12,9.0
Porphyry,Cenozoic,-5.06666666667,141.333333333,206307,15,11.0
Porphyry,Unknown,-6.75,146.283333333,206308,16,11.0
Porphyry,Cenozoic,-9.3,147.583333333,206309,15,12.0
Porphyry,Unknown,-24.1333333333,-66.6,206311,5,4.0
Porphyry,Cenozoic,-25.1444444444,-66.7625,206312,14,12.0
Porphyry,Cenozoic,-24.5666666667,-67.7833333333,206314,19,14.0
Porphyry,Cenozoic,-24.5833333333,-67.7333333333,206315,16,12.0
Porphyry,Paleozoic,-32.1377777778,-69.4391666667,206317,16,13.0
Porphyry,Mesozoic,-32.25,-69.4333333333,206318,36,24.0
Porphyry,Cenozoic,-37.4325,-70.4666666667,206319,12,9.0
Porphyry,Cenozoic,-32.4166666667,-69.0833333333,206321,14,9.0
Porphyry,Cenozoic,-32.4833333333,-69.1,206322,20,13.0
Porphyry,Mesozoic,40.0166666667,46.75,206323,16,10.0
Porphyry,Mesozoic,40.6333333333,45.85,206324,10,8.0
Porphyry,Cenozoic,40.575991933259,45.803415911642,206325,15,11.0
Porphyry,Mesozoic,40.5134,46.0806,206326,12,12.0
Porphyry,Unknown,22.1166666667,-80.0333333333,206328,3,3.0
Porphyry,Unknown,9.69722222222,-83.3583333333,206330,15,11.0
Porphyry,Unknown,9.36944444444,-82.9763888889,206331,12,11.0
Porphyry,Precambrian,-28.053341290713,16.895548619208,206332,11,9.0
Porphyry,Precambrian,-28.697125,17.887326,206333,28,18.0
Porphyry,Unknown,23.7083333333,95.5166666667,206334,4,4.0
Porphyry,Precambrian,49.845,-91.085,206377,10,8.0
Porphyry,Precambrian,47.0430555556,-84.6152777778,206378,9,9.0
Porphyry,Precambrian,48.2527777778,-79.0686111111,206380,8,7.0
Porphyry,Precambrian,46.085,-60.3541666667,206381,21,14.0
Porphyry,Unknown,62.3416666667,-136.691666667,206382,20,14.0
Porphyry,Mesozoic,62.7361111111,-138.829166667,206383,31,18.0
Porphyry,Mesozoic,62.4166666667,-137.616666667,206384,19,12.0
Porphyry,Cenozoic,49.2555555556,-125.983333333,206394,30,17.0
Porphyry,Unknown,49.5125,-123.36777777778,206395,13,11.0
Porphyry,Mesozoic,53.6811111111,-127.178055556,206396,16,11.0
Porphyry,Mesozoic,57.06,-126.759444444,206397,15,11.0
Porphyry,Mesozoic,57.0058333333,-126.750833333,206398,24,18.0
Porphyry,Unknown,51.313333333333,-121.08888888889,206399,20,12.0
Porphyry,Mesozoic,50.450727661956,-121.03843802177,206400,21,14.0
Porphyry,Mesozoic,51.1044444444,-123.4,206402,17,13.0
Porphyry,Mesozoic,57.3641666667,-130.990277778,206403,17,12.0
Porphyry,Unknown,50.643333333333,-120.42444444444,206419,10,7.0
Porphyry,Mesozoic,50.6141666667,-120.530833333,206420,14,9.0
Porphyry,Mesozoic,49.6483333333,-120.526111111,206423,12,9.0
Porphyry,Mesozoic,50.4941666667,-120.996666667,206425,30,19.0
Porphyry,Unknown,49.2933333333,-120.759444444,206428,4,4.0
Porphyry,Mesozoic,53.7583333333,-127.215,206429,11,9.0
Porphyry,Mesozoic,49.8833333333,-117.366666667,206430,11,8.0
Porphyry,Mesozoic,58.4838888889,-129.107222222,206434,11,9.0
Porphyry,Mesozoic,52.5180555556,-122.2875,206435,17,11.0
Porphyry,Unknown,50.430071782043,-120.99992603737,206436,20,13.0
Porphyry,Unknown,54.852222222222,-127.68972222222,206437,27,19.0
Porphyry,Mesozoic,52.5544444444,-121.641666667,206438,18,12.0
Porphyry,Mesozoic,53.6736111111,-127.056944444,206439,18,12.0
Porphyry,Mesozoic,56.6666666667,-131.0925,206448,3,3.0
Porphyry,Mesozoic,53.535,-127.2375,206449,19,14.0
Porphyry,Unknown,58.253611111111,-129.82666666667,206451,15,11.0
Porphyry,Mesozoic,55.126128299635,-124.02642917616,206452,26,18.0
Porphyry,Cenozoic,54.809722222222,-126.89611111111,206453,21,17.0
Porphyry,Mesozoic,54.0166666667,-126.99,206454,8,7.0
Porphyry,Mesozoic,55.915833333333,-125.51361111111,206455,16,12.0
Porphyry,Cenozoic,53.8036111111,-127.435,206456,31,18.0
Porphyry,Cenozoic,51.1333333333,-122.614166667,206458,24,15.0
Porphyry,Unknown,50.710555555556,-127.97222222222,206459,27,16.0
Porphyry,Mesozoic,57.736346377519,-129.75351309812,206460,33,17.0
Porphyry,Mesozoic,55.9269444444,-125.431111111,206462,14,9.0
Porphyry,Cenozoic,55.2477777778,-126.166388889,206464,12,7.0
Porphyry,Unknown,50.5833333333,-120.966666667,206465,10,9.0
Porphyry,Unknown,49.148055555556,-117.33694444444,206466,27,18.0
Porphyry,Mesozoic,57.2166666667,-126.716666667,206467,15,10.0
VMS,Paleozoic,49.198825,-56.157344444444,206690,12,7.0
Porphyry,Cenozoic,0.333055555556,-78.5830555556,206850,16,11.0
Porphyry,Mesozoic,-3.6,-78.5,206851,12,10.0
Porphyry,Cenozoic,-1.56638888889,-79.1330555556,206852,5,5.0
Porphyry,Mesozoic,-3.78305555556,-78.6,206853,7,7.0
Porphyry,Cenozoic,-4.33305555556,-80.0,206854,4,4.0
Porphyry,Cenozoic,-4.2,-79.5830555556,206855,4,4.0
Porphyry,Cenozoic,-2.93305555556,-79.4163888889,206856,23,14.0
Porphyry,Cenozoic,-3.58305555556,-79.3330555556,206858,18,13.0
Porphyry,Cenozoic,-3.05,-79.683333,206859,18,14.0
Porphyry,Cenozoic,-1.38305555556,-79.1163888889,206860,5,5.0
Porphyry,Mesozoic,-23.6897222222,150.629722222,206889,9,9.0
Porphyry,Mesozoic,-23.6,150.4,206890,18,12.0
Porphyry,Paleozoic,-20.5697222222,148.26,206892,4,4.0
Porphyry,Mesozoic,-25.242444561942,151.6252116256,206893,4,4.0
Porphyry,Mesozoic,-24.8072222222,150.872777778,206895,11,11.0
Porphyry,Paleozoic,-20.4244444444,146.778333333,206896,8,8.0
Porphyry,Mesozoic,-23.6108333333,150.4575,206897,6,6.0
Porphyry,Mesozoic,-24.8163888889,151.366388889,206898,10,8.0
Porphyry,Mesozoic,-25.6434,151.8514,206900,25,18.0
Porphyry,Mesozoic,-24.6680555556,150.876111111,206901,6,6.0
Porphyry,Paleozoic,-18.2533333333,143.423333333,206902,13,11.0
Porphyry,Paleozoic,-20.5783333333,146.9775,206903,7,7.0
Porphyry,Unknown,-20.2,147.95,206905,5,5.0
Porphyry,Unknown,-20.9166666667,148.0,206906,4,4.0
Porphyry,Cenozoic,29.2705555556,61.5844444444,206908,45,21.0
Porphyry,Cenozoic,29.554444,64.504166,206910,28,18.0
Porphyry,Cenozoic,29.1225,62.194166,206911,8,7.0
Porphyry,Cenozoic,-11.6,-76.133333,206942,15,11.0
Porphyry,Cenozoic,-6.76138888889,-78.6055555556,206943,13,9.0
Porphyry,Cenozoic,-16.5455555556,-71.5525,206944,16,11.0
Porphyry,Cenozoic,-17.6813888889,-69.9005555556,206945,4,4.0
Porphyry,Cenozoic,-14.07164,-72.33606,206946,8,7.0
Porphyry,Cenozoic,-8.21527777778,-77.7713888889,206947,11,9.0
Porphyry,Cenozoic,-14.9797222222,-71.3063888889,206948,18,13.0
Porphyry,Unknown,-7.11777777778,-78.5752777778,206949,5,5.0
Porphyry,Cenozoic,-14.4613888889,-72.9930555556,206950,5,5.0
Porphyry,Cenozoic,-14.1577777778,-73.1330555556,206951,18,11.0
Porphyry,Cenozoic,-15.6247222222,-70.9913888889,206952,6,5.0
Porphyry,Cenozoic,-14.9519444444,-71.2625,206953,19,13.0
Porphyry,Cenozoic,-14.181111,-72.348055,206956,17,14.0
Porphyry,Cenozoic,-14.96,-71.3463888889,206957,16,13.0
Porphyry,Mesozoic,-6.725,-78.6691666667,206958,10,10.0
Porphyry,Unknown,-13.6858333333,-75.0927777778,206959,11,8.0
Porphyry,Unknown,-13.2344444444,-75.9163888889,206960,12,11.0
Porphyry,Cenozoic,-8.775,-77.991666666667,206962,15,11.0
Porphyry,Unknown,-16.7733333333,-71.3575,207056,15,11.0
Porphyry,Cenozoic,-6.35805555556,-79.1191666667,207057,19,14.0
Porphyry,Unknown,-12.9755555556,-76.1391666667,207058,10,9.0
Porphyry,Cenozoic,-4.94416666667,-79.3080555556,207059,17,12.0
Porphyry,Unknown,-8.16666666667,-78.1833333333,207060,14,11.0
Porphyry,Cenozoic,-8.55944444444,-77.8963888889,207061,6,4.0
Porphyry,Unknown,-14.2,-74.45,207062,6,6.0
Porphyry,Unknown,-14.1830555556,-75.1480555556,207063,6,4.0
Porphyry,Cenozoic,-11.4794444444,-76.0841666667,207064,4,4.0
Porphyry,Unknown,-5.70444444444,-79.2805555556,207065,13,10.0
Porphyry,Unknown,17.7666666667,121.233333333,207164,6,5.0
Porphyry,Cenozoic,16.75,121.35,207165,22,16.0
Porphyry,Cenozoic,14.2333333333,122.733333333,207166,15,10.0
Porphyry,Cenozoic,15.0083333333,120.366666667,207167,9,8.0
Porphyry,Unknown,16.7333333333,120.766666667,207169,8,6.0
Porphyry,Unknown,17.3,121.01,207170,12,9.0
Porphyry,Unknown,16.75,120.7,207172,16,11.0
Porphyry,Cenozoic,13.8,121.133333333,207174,24,17.0
Porphyry,Unknown,14.7666666667,121.316666667,207175,19,12.0
Porphyry,Unknown,17.4,120.866666667,207177,3,2.0
Porphyry,Cenozoic,14.9736111111,120.204166667,207179,28,20.0
Porphyry,Cenozoic,16.3205555556,121.291388889,207181,14,11.0
Porphyry,Cenozoic,-23.4277777778,-69.5113888889,207289,32,16.0
Porphyry,Cenozoic,-18.2897222222,-69.7213888889,207309,4,4.0
Porphyry,Cenozoic,-19.8666666667,-68.9666666667,207310,8,8.0
Porphyry,Cenozoic,6.1,116.466666667,207312,10,9.0
Porphyry,Cenozoic,27.1677777778,-109.019166667,207315,42,21.0
Porphyry,Cenozoic,28.4111111111,-109.802777778,207316,5,5.0
Porphyry,Cenozoic,30.4816666667,-109.7525,207317,11,9.0
Porphyry,Unknown,62.051111,-141.21805,207355,6,6.0
IOCG,Unknown,67.516666666667,20.9,207467,4,4.0
VMS,Precambrian,49.4530555556,-78.3525,207910,9,5.0
VMS,Precambrian,49.6833333333,-78.95,207911,24,14.0
Porphyry,Mesozoic,17.3333333333,101.5,208266,7,7.0
Porphyry,Mesozoic,17.5,101.666666667,208267,5,5.0
Porphyry,Mesozoic,18.1166666667,102.083333333,208268,25,15.0
Porphyry,Paleozoic,49.1333333333,103.65,208271,11,8.0
Porphyry,Paleozoic,45.7833333333,100.6,208273,9,7.0
Porphyry,Paleozoic,48.5833333333,97.7833333333,208275,7,7.0
Porphyry,Paleozoic,44.2333333333,108.033333333,208276,4,3.0
Porphyry,Unknown,44.5741666667,109.435555556,208277,6,4.0
Porphyry,Paleozoic,44.1666666667,107.5,208279,9,7.0
Porphyry,Unknown,48.775,104.21126,208280,9,8.0
Porphyry,Cenozoic,8.4875,-77.3211111111,208328,6,6.0
Porphyry,Cenozoic,7.05,-76.75,208330,6,6.0
Porphyry,Cenozoic,2.1,-76.8833333333,208331,4,4.0
Porphyry,Mesozoic,7.31666666667,-72.8666666667,208332,7,7.0
Porphyry,Paleozoic,46.95157188965,79.864566853136,208333,36,20.0
Porphyry,Paleozoic,48.6833333333,73.7,208334,24,16.0
Porphyry,Paleozoic,51.7666666667,61.75,208335,23,16.0
Porphyry,Paleozoic,51.95,72.3333333333,208336,21,13.0
Porphyry,Unknown,53.0166666667,62.5666666667,208337,18,11.0
Porphyry,Unknown,48.924797990484,58.673687628615,208338,29,18.0
Porphyry,Paleozoic,44.45,78.4333333333,208339,26,17.0
Porphyry,Unknown,46.65,73.6333333333,208340,12,9.0
Porphyry,Paleozoic,43.62,74.2666666667,208341,14,13.0
Porphyry,Cenozoic,49.368737,75.708303,208343,16,14.0
Porphyry,Paleozoic,50.1619444444,76.1619444444,208346,17,11.0
Porphyry,Paleozoic,47.5333333333,84.4166666667,208348,14,11.0
Porphyry,Paleozoic,48.2263888889,76.2719444444,208390,17,12.0
Porphyry,Paleozoic,47.1844444444,74.7113888889,208391,20,13.0
Porphyry,Paleozoic,52.8833333333,61.4166666667,208392,20,15.0
Porphyry,Unknown,47.5,75.1,208393,8,7.0
Porphyry,Unknown,46.6,74.4166666667,208394,15,11.0
Porphyry,Unknown,46.2563888889,73.1983333333,208396,15,11.0
Porphyry,Paleozoic,47.9166666667,79.3333333333,208397,17,13.0
Porphyry,Paleozoic,47.3833333333,75.2333333333,208398,8,7.0
Porphyry,Cenozoic,-6.88333320617676,146.449996948242,208474,22,13.0
Porphyry,Cenozoic,-5.75,145.166666667,208475,15,12.0
Porphyry,Precambrian,-5.71666666667,150.016666667,208477,6,5.0
Porphyry,Mesozoic,-5.98333333333,150.466666667,208478,6,5.0
Porphyry,Cenozoic,16.8583333333,120.783333333,208484,24,17.0
Porphyry,Cenozoic,16.3833333333,120.983333333,208930,15,11.0
Porphyry,Cenozoic,7.16666666667,125.991666667,208931,15,10.0
Porphyry,Cenozoic,6.475,125.05,208932,22,16.0
Porphyry,Unknown,7.93333333333,123.3,208933,10,9.0
Porphyry,Mesozoic,8.12222222222,126.381666667,208934,4,4.0
Porphyry,Cenozoic,16.45,120.866666667,208935,16,12.0
Porphyry,Unknown,17.1666666667,120.733333333,208936,5,4.0
Porphyry,Cenozoic,16.490278,120.65556,208937,13,11.0
VMS,Precambrian,48.9786111111,-87.375,209445,18,11.0
Porphyry,Mesozoic,-3.65,-78.416667,209628,20,11.0
Porphyry,Mesozoic,-4.1155371964011,-78.583557670277,209836,8,8.0
Porphyry,Cenozoic,-1.66666666667,-79.15,209837,8,7.0
Porphyry,Cenozoic,29.1227777778,62.0788888889,209839,13,10.0
IOCG,Precambrian,-21.5489204585,140.497315894,209868,5,4.0
VMS,Precambrian,45.8025,-71.2866666667,209909,6,6.0
Porphyry,Paleozoic,29.516666666667,88.566666666667,210060,11,10.0
Sediment-Hosted,Unknown,-17.1927777778,-46.8780555556,210140,19,13.0
VMS,Precambrian,39.3391666667,97.9422222222,210265,21,13.0
VMS,Unknown,66.334072,14.083099,210267,6,6.0
Magmatic sulfide,Precambrian,46.4927777778,-81.0688888889,210332,37,14.0
IOCG,Precambrian,-20.7752777778,140.043888889,210493,32,14.0
Sediment-Hosted,Precambrian,26.257930555556,102.46292222222,211939,16,11.0
VMS,Cenozoic,41.2644444444,140.994444444,212179,8,8.0
Sediment-Hosted,Paleozoic,52.8838888889,-8.86055555556,212605,9,7.0
Sediment-Hosted,Precambrian,-16.9444444444,30.2958333333,212969,10,8.0
Sediment-Hosted,Precambrian,-17.2655555556,30.0444444444,212971,5,4.0
VMS,Paleozoic,67.140521,16.138064,214669,6,4.0
VMS,Paleozoic,67.149939,16.004646,214670,8,8.0
VMS,Unknown,67.137544,16.114855,214671,6,5.0
VMS,Paleozoic,67.119864,16.012537,214679,7,5.0
IOCG,Unknown,30.35,117.377222222,216983,8,8.0
VMS,Paleozoic,-20.343977777778,145.76904444444,217008,18,16.0
VMS,Cenozoic,43.0083333333,140.658333333,217330,5,5.0
VMS,Unknown,41.1933333333,140.894444444,217344,6,6.0
VMS,Cenozoic,37.3416666667,139.333333333,217350,5,5.0
VMS,Paleozoic,49.5080555556,-55.7197222222,220728,9,9.0
VMS,Mesozoic,18.881666666667,-70.245,222130,29,19.0
Porphyry,Unknown,-29.8394444444,152.371388889,222961,11,11.0
VMS,Paleozoic,33.7963888889,133.252777778,224829,4,4.0
Magmatic sulfide,Precambrian,-25.742962,30.61667,225030,57,21.0
Sediment-Hosted,Precambrian,34.2666666667,69.4,226441,3,2.0
Sediment-Hosted,Precambrian,34.3980555556,69.3055555556,226455,4,3.0
Sediment-Hosted,Precambrian,34.4069444444,69.2597222222,226456,3,2.0
Sediment-Hosted,Precambrian,34.4313888889,69.3786111111,226488,6,3.0
Sediment-Hosted,Precambrian,34.3158333333,69.3027777778,226501,11,7.0
Porphyry,Cenozoic,-4.7,141.783333333,226944,31,19.0
Porphyry,Paleozoic,-33.4292120574,148.800007394,227886,19,12.0
Porphyry,Paleozoic,-34.275393028984,148.84150783535,227904,10,9.0
Porphyry,Mesozoic,38.7816666667,-117.949722222,227973,6,5.0
Porphyry,Cenozoic,44.0288888889,-109.683055556,227974,10,9.0
Porphyry,Mesozoic,38.4919444444,-118.075,227976,7,6.0
Porphyry,Mesozoic,38.3333333333,-117.5,227979,12,9.0
Porphyry,Mesozoic,40.4166666667,-117.216666667,228007,6,5.0
Porphyry,Cenozoic,40.2666666667,-117.75,228008,8,8.0
Porphyry,Unknown,39.8,-115.15,228015,9,6.0
Porphyry,Cenozoic,9.25833333333,125.523333333,228019,4,3.0
Porphyry,Unknown,7.54333333333,126.1,228020,11,7.0
Porphyry,Cenozoic,18.25,-66.8166666667,228021,20,14.0
Porphyry,Cenozoic,18.25,-66.4166666667,228022,8,8.0
Porphyry,Cenozoic,8.63333333333,-77.5666666667,228029,10,9.0
Porphyry,Cenozoic,8.83333333333,-80.6666666667,228031,22,17.0
Porphyry,Mesozoic,57.1166666667,-131.345,228045,12,9.0
Porphyry,Mesozoic,50.675,-127.858333333,228046,15,12.0
Porphyry,Paleozoic,-33.9666666667,147.416666667,228053,4,4.0
Porphyry,Unknown,50.5666666667,-121.0,228066,10,9.0
Porphyry,Unknown,49.767777777778,-120.47472222222,228067,25,17.0
Porphyry,Cenozoic,28.3861111111,-109.656944444,228088,10,9.0
Porphyry,Paleozoic,-32.7666666667,148.666666667,228106,18,14.0
Porphyry,Mesozoic,55.260555555556,-124.54305555556,228123,19,13.0
Porphyry,Mesozoic,49.163611111111,-121.02472222222,228124,33,20.0
Porphyry,Mesozoic,3.35,-75.0333333333,228128,6,6.0
Porphyry,Mesozoic,6.7,-76.5,228131,6,5.0
Sediment-Hosted,Mesozoic,32.200677777778,-6.2988888888889,228164,11,8.0
Sediment-Hosted,Precambrian,15.1666666667,-9.98333333333,228182,3,3.0
Sediment-Hosted,Precambrian,12.2666666667,-11.35,228184,25,17.0
Sediment-Hosted,Precambrian,-10.602738864377,26.134671612671,228186,18,10.0
Sediment-Hosted,Precambrian,-10.609825464404,26.300497171316,228187,10,7.0
Sediment-Hosted,Mesozoic,-11.0833333333,14.0944444444,228191,9,5.0
Sediment-Hosted,Mesozoic,-12.5111111111,13.5166666667,228192,3,2.0
Sediment-Hosted,Precambrian,-12.0163888889,27.9005555556,228195,3,3.0
Sediment-Hosted,Precambrian,-12.2752777778,27.9672222222,228202,17,13.0
Sediment-Hosted,Precambrian,-12.92889211011,28.07190557013,228255,4,4.0
Sediment-Hosted,Precambrian,-12.8544444444,28.2125,228257,16,11.0
Sediment-Hosted,Precambrian,-20.5,26.5583333333,228258,3,3.0
Sediment-Hosted,Precambrian,-20.75,23.1,228259,3,2.0
Sediment-Hosted,Precambrian,-21.0833333333,26.75,228261,5,4.0
Sediment-Hosted,Precambrian,-21.7280555556,21.6119444444,228263,7,6.0
Sediment-Hosted,Precambrian,-22.3833333333,18.5333333333,228264,12,9.0
Sediment-Hosted,Precambrian,66.5166666667,87.55,228282,11,7.0
Sediment-Hosted,Paleozoic,61.25,137.5,228308,6,5.0
Sediment-Hosted,Mesozoic,56.5,50.75,228326,4,2.0
Sediment-Hosted,Precambrian,56.4166666667,118.666666667,228328,12,10.0
Sediment-Hosted,Paleozoic,55.5,103.75,228329,4,4.0
Sediment-Hosted,Precambrian,24.183333333333,102.16666666667,228361,11,9.0
Sediment-Hosted,Mesozoic,25.998888888889,103.12055555556,228363,4,3.0
Sediment-Hosted,Mesozoic,23.75,103.58333333333,228364,16,12.0
Sediment-Hosted,Mesozoic,26.05,101.333333333,228365,6,5.0
Sediment-Hosted,Mesozoic,-38.85,-69.0,229581,15,13.0
IOCG,Unknown,32.516666666667,80.85,229882,43,24.0
Porphyry,Paleozoic,43.866666666667,108.33333333333,230046,22,16.0
VMS,Paleozoic,37.500555555556,-6.0933333333333,230048,20,11.0
IOCG,Unknown,14.294551397102,122.64926851543,230442,22,14.0
IOCG,Unknown,46.466666666667,90.1,230718,29,19.0
VMS,Mesozoic,22.03,-80.15,231161,13,12.0
VMS,Paleozoic,64.85622,13.434215,231326,10,9.0
VMS,Unknown,50.6333333333,-117.4,231677,9,8.0
Magmatic sulfide,Precambrian,-19.15,29.8,231947,4,3.0
IOCG,Unknown,-15.2833333333,-75.1083333333,232161,20,13.0
Magmatic sulfide,Paleozoic,42.5363888889,95.7016666667,232236,9,7.0
Porphyry,Cenozoic,25.516666666667,100.43333333333,232876,47,23.0
Magmatic sulfide,Unknown,41.839961111111,109.99635555556,232939,28,15.0
IOCG,Unknown,-34.5302777778,137.870277778,233025,22,17.0
Sediment-Hosted,Precambrian,70.513759246927,24.106634126953,233347,17,10.0
VMS,Precambrian,48.302533333333,-79.055944444444,233725,19,13.0
Porphyry,Cenozoic,46.225277777778,23.186388888889,236806,24,14.0
VMS,Mesozoic,41.807943359521,33.688893314322,237746,22,13.0
VMS,Mesozoic,41.805094059629,33.68852612482,237747,4,3.0
IOCG,Mesozoic,-12.698055555556,-76.6225,238301,25,16.0
Sediment-Hosted,Precambrian,-31.449280808735,137.17378686567,239423,14,9.0
VMS,Paleozoic,-37.004386111111,147.88663333333,239474,5,5.0
VMS,Paleozoic,-36.989305555556,147.91134444444,239475,7,7.0
VMS,Paleozoic,51.1444444444,-119.809444444,241607,6,6.0
IOCG,Unknown,-34.0558333333,137.614166667,241797,17,13.0
Sediment-Hosted,Mesozoic,23.5,103.91666666667,242440,6,5.0
VMS,Paleozoic,45.7038888889,-71.3727777778,242867,12,9.0
VMS,Precambrian,54.765555555556,-101.6175,243349,7,6.0
VMS,Precambrian,48.9780555556,-87.3647222222,243676,5,4.0
VMS,Precambrian,49.8669444444,-91.0369444444,243680,4,4.0
VMS,Precambrian,49.8769444444,-90.8830555556,243681,8,7.0
VMS,Precambrian,49.8869444444,-90.89,243684,14,12.0
VMS,Precambrian,49.1566666667,-85.8252777778,244258,13,10.0
VMS,Precambrian,48.379080555556,-78.909311111111,244581,13,12.0
VMS,Precambrian,48.298380555556,-79.152322222222,244583,10,9.0
VMS,Precambrian,48.2211272811,-79.2380332947,244584,13,9.0
VMS,Paleozoic,50.5330555556,81.8755555556,244626,19,13.0
VMS,Precambrian,48.356066666667,-79.058297222222,244917,6,5.0
VMS,Precambrian,48.440833333333,-79.350833333333,244919,3,2.0
VMS,Paleozoic,42.8525,-8.48833333333,246047,24,12.0
Magmatic sulfide,Unknown,-18.4677777778,29.4522222222,247872,25,14.0
Magmatic sulfide,Precambrian,-31.2,121.666666667,248178,90,27.0
VMS,Cenozoic,11.8004,125.2658,248675,3,3.0
VMS,Cenozoic,8.0008,117.0493,248677,3,3.0
VMS,Precambrian,48.339563888889,-79.089980555556,248824,10,7.0
VMS,Paleozoic,48.825,-56.8763888889,248876,22,14.0
VMS,Paleozoic,48.8330555556,-56.8836111111,248877,26,15.0
VMS,Paleozoic,49.6561111111,-56.0322222222,248892,5,4.0
Sediment-Hosted,Paleozoic,34.5166666667,-99.5497222222,250732,20,13.0
IOCG,Unknown,67.559079055992,23.969422121644,250907,6,5.0
VMS,Paleozoic,51.19784851042,82.196097169946,251086,5,4.0
VMS,Precambrian,54.8434578678,-100.110855103,252865,16,11.0
VMS,Precambrian,46.2069444444,-82.6491666667,254752,5,4.0
VMS,Unknown,49.1647222222,-85.8463888889,254956,5,4.0
VMS,Precambrian,49.1758333333,-85.8838888889,254957,6,5.0
VMS,Precambrian,48.2641666667,-79.0219444444,256822,3,3.0
VMS,Precambrian,48.2547222222,-78.4347222222,256957,21,10.0
VMS,Precambrian,48.0997222222,-77.5163888889,257036,12,10.0
VMS,Precambrian,48.0877777778,-77.6102777778,257043,12,10.0
VMS,Precambrian,48.0758333333,-77.5772222222,257044,9,7.0
VMS,Precambrian,48.1011111111,-77.6611111111,257046,7,6.0
Sediment-Hosted,Unknown,52.203,-8.747,258149,3,2.0
VMS,Cenozoic,40.2818,140.565,258979,11,9.0
VMS,Mesozoic,56.211111,-130.345,259043,16,12.0
Magmatic sulfide,Unknown,-25.4630555556,27.1283333333,259234,20,11.0
IOCG,Unknown,-19.4855876738,133.902166053,259639,24,17.0
Magmatic sulfide,Mesozoic,36.4930555556,93.3611111111,260009,18,8.0
VMS,Paleozoic,54.302602637933,85.778760139051,262768,4,3.0
IOCG,Unknown,-19.4298868594,134.066779815,263387,29,18.0
IOCG,Precambrian,62.76,22.8433333333,263633,17,10.0
IOCG,Precambrian,-20.4414901528,140.786361694,265550,14,11.0
Porphyry,Unknown,33.2916666667,-111.058333333,265644,33,18.0
Magmatic sulfide,Unknown,56.316666666667,157.2,266410,19,11.0
Sediment-Hosted,Cenozoic,-29.8754904,137.8166906,270268,7,7.0
VMS,Unknown,42.879131583385,-8.3512287975163,270647,14,6.0
VMS,Paleozoic,49.409222,76.11543,272287,22,14.0
VMS,Unknown,-20.8807773753,117.809023778,272685,18,14.0
IOCG,Precambrian,-21.0483333333,139.966944444,273386,15,12.0
Porphyry,Unknown,32.869822832797,-109.54275431436,274837,31,19.0
Porphyry,Mesozoic,-23.1352276233,150.746036275,285574,5,5.0
VMS,Unknown,51.583055555556,81.593055555556,289643,8,8.0
Sediment-Hosted,Unknown,50.3546614597,4.06150817871,290467,4,3.0
Sediment-Hosted,Unknown,-22.7225,-68.2344444444,292624,9,5.0
IOCG,Unknown,-19.6725644632,134.26372524,292660,31,16.0
VMS,Mesozoic,22.2138888889,-80.0805555556,295016,18,13.0
VMS,Unknown,50.4799095249,59.1083021376,296327,21,15.0
IOCG,Unknown,-9.66881,-36.73712,297726,12,7.0
Magmatic sulfide,Precambrian,-17.332132591184,31.281606261019,298078,11,6.0
VMS,Unknown,-20.336366185142,145.77473397006,301111,26,14.0
Porphyry,Unknown,51.451151835756,-123.61036212384,301415,22,15.0
VMS,Unknown,47.28362,-65.87829,302291,23,16.0
IOCG,Unknown,38.94021,-119.05178,302499,18,8.0
VMS,Unknown,51.5,-119.83333333333,302593,31,20.0
Magmatic sulfide,Unknown,-17.966666666667,29.8,302747,16,8.0
VMS,Unknown,59.8,59.666666666667,308054,15,9.0
VMS,Unknown,49.240279126543,86.622313510478,308438,35,20.0
VMS,Unknown,-31.395552935688,146.72125220105,308609,14,9.0
VMS,Unknown,63.452777777778,-110.91805555556,310457,4,4.0
VMS,Unknown,-4.9166666666667,-80.166666666667,332884,8,6.0
VMS,Unknown,38.49834,67.65078,333667,5,5.0
IOCG,Unknown,-21.756948825209,140.44782145846,339708,11,9.0
IOCG,Unknown,26.191666666667,101.95,344977,13,10.0
