likelihood,source,prior_setting,primary_ratio_min_across_seeds,strict_ratio_min_across_seeds,seed_topic_cosine_mean,seed_topic_cosine_min,count_topic_cosine_median,dominant_topic_agreement_with_count_median,robustness_flag
bernoulli,GLiM,equal_high,4.245728454660442,3.969734799088401,0.9984081870033628,0.9912610054016113,0.5483627255473819,0.6612772837510105,effect_direction_robust_topics_partly_sensitive
bernoulli,GLiM,original,4.131355742480949,3.9174318542093576,0.9997398342405047,0.9981291890144348,0.541246086359024,0.6459175424413904,effect_direction_robust_topics_partly_sensitive
bernoulli,Macrostrat,equal_high,3.5122631308449397,3.327641512197778,0.9998029101462591,0.9987375140190125,0.5437733275549752,0.3556992724333064,effect_direction_robust_topics_partly_sensitive
bernoulli,Macrostrat,original,3.4909832372656475,3.3631369800776376,0.9998300472895304,0.9989410638809204,0.5349284346614566,0.26839126919967665,effect_direction_robust_topics_partly_sensitive
binary_dm,GLiM,equal_high,4.922283219959255,4.8467845579518345,0.9979315456889924,0.9832583069801331,0.6389280134545905,0.6491511721907841,effect_direction_robust_topics_partly_sensitive
binary_dm,GLiM,original,4.266965905784167,4.132071649463117,0.9929916234243483,0.8721259236335754,0.623172535427979,0.645109135004042,effect_direction_robust_topics_partly_sensitive
binary_dm,Macrostrat,equal_high,4.800686977984048,4.7154572773496515,0.9979606639771235,0.9905785918235779,0.6071253355060305,0.12772837510105092,effect_direction_robust_topics_partly_sensitive
binary_dm,Macrostrat,original,4.463582593981615,4.364381080798685,0.9990151893524897,0.9964614510536194,0.613833020308188,0.08649959579628133,effect_direction_robust_topics_partly_sensitive
