likelihood,source,prior_setting,seed,topic,rank,family,profile_value
binary_dm,GLiM,equal_high,42,7,9,Other_silicates,0.0003923279291484505
binary_dm,GLiM,equal_high,42,7,10,Fe_oxides_hydroxides,0.00033543407334946096
binary_dm,GLiM,equal_high,123,1,1,Mo_sulfides,0.19951891899108887
binary_dm,GLiM,equal_high,123,1,2,Clay_minerals,0.1843382865190506
binary_dm,GLiM,equal_high,123,1,3,Evaporite_sulfates,0.1346694827079773
binary_dm,GLiM,equal_high,123,1,4,Micas_sericite,0.10731791704893112
binary_dm,GLiM,equal_high,123,1,5,Skarn_calc_silicates,0.09570402652025223
binary_dm,GLiM,equal_high,123,1,6,Sulfates_other,0.05815749987959862
binary_dm,GLiM,equal_high,123,1,7,Cu_sulfides_supergene,0.057940930128097534
binary_dm,GLiM,equal_high,123,1,8,Cu_sulfides_primary,0.045522939413785934
binary_dm,GLiM,equal_high,123,1,9,Fe_sulfides,0.04109825938940048
binary_dm,GLiM,equal_high,123,1,10,Fe_oxides_hydroxides,0.0393347442150116
binary_dm,GLiM,equal_high,123,2,1,Cu_carbonates_silicates,0.3359402120113373
binary_dm,GLiM,equal_high,123,2,2,Cu_oxides,0.18175891041755676
binary_dm,GLiM,equal_high,123,2,3,Native_elements_misc,0.11652850359678268
binary_dm,GLiM,equal_high,123,2,4,Cu_sulfides_supergene,0.0993218645453453
binary_dm,GLiM,equal_high,123,2,5,Carbonates,0.047267816960811615
binary_dm,GLiM,equal_high,123,2,6,Quartz,0.01986115239560604
binary_dm,GLiM,equal_high,123,2,7,Cu_sulfides_primary,0.019075119867920876
binary_dm,GLiM,equal_high,123,2,8,Other_silicates,0.013434462249279022
binary_dm,GLiM,equal_high,123,2,9,Fe_sulfides,0.011972353793680668
binary_dm,GLiM,equal_high,123,2,10,Fe_oxides_hydroxides,0.01048507820814848
binary_dm,GLiM,equal_high,123,3,1,Pb_sulfides,0.3135185241699219
binary_dm,GLiM,equal_high,123,3,2,Zn_sulfides,0.3018117845058441
binary_dm,GLiM,equal_high,123,3,3,Barite,0.2598505914211273
binary_dm,GLiM,equal_high,123,3,4,Evaporite_sulfates,0.022599225863814354
binary_dm,GLiM,equal_high,123,3,5,Micas_sericite,0.014914954081177711
binary_dm,GLiM,equal_high,123,3,6,Quartz,0.011822077445685863
binary_dm,GLiM,equal_high,123,3,7,Fe_sulfides,0.008983282372355461
binary_dm,GLiM,equal_high,123,3,8,Cu_sulfides_primary,0.008681054227054119
binary_dm,GLiM,equal_high,123,3,9,Sulfates_other,0.00834246538579464
binary_dm,GLiM,equal_high,123,3,10,Au_Ag_native,0.007014342118054628
binary_dm,GLiM,equal_high,123,4,1,Ni_Co_sulfides_arsenides,0.15146321058273315
binary_dm,GLiM,equal_high,123,4,2,Cu_sulfides_primary,0.09114065766334534
binary_dm,GLiM,equal_high,123,4,3,Quartz,0.0776466652750969
binary_dm,GLiM,equal_high,123,4,4,Carbonates,0.07622016221284866
binary_dm,GLiM,equal_high,123,4,5,Fe_sulfides,0.07604748010635376
binary_dm,GLiM,equal_high,123,4,6,As_Sb_Bi_sulfosalts,0.06286292523145676
binary_dm,GLiM,equal_high,123,4,7,Other_silicates,0.05669664964079857
binary_dm,GLiM,equal_high,123,4,8,Zn_sulfides,0.05357532575726509
binary_dm,GLiM,equal_high,123,4,9,Native_elements_misc,0.052729200571775436
binary_dm,GLiM,equal_high,123,4,10,Sulfides_misc,0.0509207658469677
binary_dm,GLiM,equal_high,123,5,1,Fe_sulfides,0.08905013650655746
binary_dm,GLiM,equal_high,123,5,2,Cu_sulfides_primary,0.08466560393571854
binary_dm,GLiM,equal_high,123,5,3,Fe_oxides_hydroxides,0.066554956138134
binary_dm,GLiM,equal_high,123,5,4,Micas_sericite,0.05873329937458038
binary_dm,GLiM,equal_high,123,5,5,Zn_sulfides,0.055395547300577164
binary_dm,GLiM,equal_high,123,5,6,Cu_sulfides_supergene,0.05413029342889786
binary_dm,GLiM,equal_high,123,5,7,Pb_sulfides,0.051675617694854736
binary_dm,GLiM,equal_high,123,5,8,Quartz,0.050665758550167084
binary_dm,GLiM,equal_high,123,5,9,Other_silicates,0.050257280468940735
binary_dm,GLiM,equal_high,123,5,10,Skarn_calc_silicates,0.04247098043560982
binary_dm,GLiM,equal_high,123,6,1,Fe_sulfides,0.1932942271232605
binary_dm,GLiM,equal_high,123,6,2,Cu_sulfides_primary,0.13289804756641388
binary_dm,GLiM,equal_high,123,6,3,Micas_sericite,0.08955302834510803
binary_dm,GLiM,equal_high,123,6,4,Fe_oxides_hydroxides,0.06282373517751694
binary_dm,GLiM,equal_high,123,6,5,Quartz,0.0464998297393322
binary_dm,GLiM,equal_high,123,6,6,Zn_sulfides,0.03411688283085823
binary_dm,GLiM,equal_high,123,6,7,Mo_sulfides,0.033758196979761124
binary_dm,GLiM,equal_high,123,6,8,Skarn_calc_silicates,0.0333828367292881
binary_dm,GLiM,equal_high,123,6,9,Pb_sulfides,0.033349934965372086
binary_dm,GLiM,equal_high,123,6,10,Carbonates,0.03223671391606331
binary_dm,GLiM,equal_high,123,7,1,Cu_oxides,0.5273288488388062
binary_dm,GLiM,equal_high,123,7,2,Halides_other,0.24605999886989594
binary_dm,GLiM,equal_high,123,7,3,Phosphates_other,0.216183602809906
binary_dm,GLiM,equal_high,123,7,4,Cu_carbonates_silicates,0.0005700741894543171
binary_dm,GLiM,equal_high,123,7,5,Sulfates_other,0.0005658732843585312
binary_dm,GLiM,equal_high,123,7,6,Native_elements_misc,0.0004887859104201198
binary_dm,GLiM,equal_high,123,7,7,Other_silicates,0.00039172288961708546
binary_dm,GLiM,equal_high,123,7,8,Cu_sulfides_supergene,0.0003598810872063041
binary_dm,GLiM,equal_high,123,7,9,Carbonates,0.00035071239108219743
binary_dm,GLiM,equal_high,123,7,10,Halides_fluorite,0.0003473263350315392
binary_dm,GLiM,equal_high,7,1,1,Mo_sulfides,0.19937987625598907
binary_dm,GLiM,equal_high,7,1,2,Clay_minerals,0.1773906648159027
binary_dm,GLiM,equal_high,7,1,3,Evaporite_sulfates,0.1361762136220932
binary_dm,GLiM,equal_high,7,1,4,Micas_sericite,0.10970073193311691
binary_dm,GLiM,equal_high,7,1,5,Skarn_calc_silicates,0.09515807032585144
binary_dm,GLiM,equal_high,7,1,6,Cu_sulfides_supergene,0.06451024860143661
binary_dm,GLiM,equal_high,7,1,7,Sulfates_other,0.05743161961436272
binary_dm,GLiM,equal_high,7,1,8,Fe_oxides_hydroxides,0.03887586295604706
binary_dm,GLiM,equal_high,7,1,9,Cu_sulfides_primary,0.03572196885943413
binary_dm,GLiM,equal_high,7,1,10,Fe_sulfides,0.03493857383728027
binary_dm,GLiM,equal_high,7,2,1,Cu_carbonates_silicates,0.3671221137046814
binary_dm,GLiM,equal_high,7,2,2,Cu_sulfides_supergene,0.19379922747612
binary_dm,GLiM,equal_high,7,2,3,Native_elements_misc,0.0908474326133728
binary_dm,GLiM,equal_high,7,2,4,Cu_oxides,0.08858057856559753
binary_dm,GLiM,equal_high,7,2,5,Carbonates,0.06980158388614655
binary_dm,GLiM,equal_high,7,2,6,Quartz,0.021502934396266937
binary_dm,GLiM,equal_high,7,2,7,Cu_sulfides_primary,0.013972929678857327
binary_dm,GLiM,equal_high,7,2,8,Other_silicates,0.010130863636732101
binary_dm,GLiM,equal_high,7,2,9,Fe_sulfides,0.009234325960278511
binary_dm,GLiM,equal_high,7,2,10,Fe_oxides_hydroxides,0.007985701784491539
binary_dm,GLiM,equal_high,7,3,1,Pb_sulfides,0.32880523800849915
binary_dm,GLiM,equal_high,7,3,2,Zn_sulfides,0.28367283940315247
binary_dm,GLiM,equal_high,7,3,3,Barite,0.2701549530029297
binary_dm,GLiM,equal_high,7,3,4,Evaporite_sulfates,0.020005086436867714
binary_dm,GLiM,equal_high,7,3,5,Quartz,0.012838833034038544
binary_dm,GLiM,equal_high,7,3,6,Micas_sericite,0.012205122970044613
binary_dm,GLiM,equal_high,7,3,7,Fe_sulfides,0.00864640437066555
binary_dm,GLiM,equal_high,7,3,8,Cu_sulfides_primary,0.008200190961360931
binary_dm,GLiM,equal_high,7,3,9,Sulfates_other,0.008056026883423328
binary_dm,GLiM,equal_high,7,3,10,Sulfides_misc,0.006144998595118523
binary_dm,GLiM,equal_high,7,4,1,Ni_Co_sulfides_arsenides,0.15141761302947998
binary_dm,GLiM,equal_high,7,4,2,Cu_sulfides_primary,0.08777867257595062
binary_dm,GLiM,equal_high,7,4,3,Quartz,0.0787033960223198
binary_dm,GLiM,equal_high,7,4,4,Fe_sulfides,0.0760844349861145
binary_dm,GLiM,equal_high,7,4,5,Carbonates,0.07221832871437073
binary_dm,GLiM,equal_high,7,4,6,As_Sb_Bi_sulfosalts,0.05995585396885872
binary_dm,GLiM,equal_high,7,4,7,Other_silicates,0.056982506066560745
binary_dm,GLiM,equal_high,7,4,8,Zn_sulfides,0.05537652224302292
binary_dm,GLiM,equal_high,7,4,9,Native_elements_misc,0.0518152080476284
binary_dm,GLiM,equal_high,7,4,10,Sulfides_misc,0.047917306423187256
binary_dm,GLiM,equal_high,7,5,1,Cu_sulfides_primary,0.09082306176424026
binary_dm,GLiM,equal_high,7,5,2,Fe_sulfides,0.09008226543664932
binary_dm,GLiM,equal_high,7,5,3,Fe_oxides_hydroxides,0.06658506393432617
binary_dm,GLiM,equal_high,7,5,4,Micas_sericite,0.05816759914159775
binary_dm,GLiM,equal_high,7,5,5,Zn_sulfides,0.05499167740345001
binary_dm,GLiM,equal_high,7,5,6,Cu_sulfides_supergene,0.05328742042183876
binary_dm,GLiM,equal_high,7,5,7,Quartz,0.050128158181905746
binary_dm,GLiM,equal_high,7,5,8,Other_silicates,0.049826692789793015
binary_dm,GLiM,equal_high,7,5,9,Pb_sulfides,0.049059294164180756
binary_dm,GLiM,equal_high,7,5,10,Skarn_calc_silicates,0.04313413053750992
binary_dm,GLiM,equal_high,7,6,1,Fe_sulfides,0.16691507399082184
binary_dm,GLiM,equal_high,7,6,2,Cu_sulfides_primary,0.14657947421073914
binary_dm,GLiM,equal_high,7,6,3,Micas_sericite,0.08499753475189209
binary_dm,GLiM,equal_high,7,6,4,Fe_oxides_hydroxides,0.06705422699451447
binary_dm,GLiM,equal_high,7,6,5,Quartz,0.041206665337085724
binary_dm,GLiM,equal_high,7,6,6,Zn_sulfides,0.03583020716905594
binary_dm,GLiM,equal_high,7,6,7,Skarn_calc_silicates,0.03542681410908699
binary_dm,GLiM,equal_high,7,6,8,Pb_sulfides,0.03501775488257408
binary_dm,GLiM,equal_high,7,6,9,Mo_sulfides,0.0317746065557003
binary_dm,GLiM,equal_high,7,6,10,Au_Ag_native,0.028201965615153313
binary_dm,GLiM,equal_high,7,7,1,Cu_oxides,0.5436740517616272
binary_dm,GLiM,equal_high,7,7,2,Halides_other,0.23351004719734192
binary_dm,GLiM,equal_high,7,7,3,Phosphates_other,0.21329152584075928
binary_dm,GLiM,equal_high,7,7,4,Cu_carbonates_silicates,0.0005108493496663868
binary_dm,GLiM,equal_high,7,7,5,Sulfates_other,0.0004708129563368857
binary_dm,GLiM,equal_high,7,7,6,Native_elements_misc,0.0004612454504240304
binary_dm,GLiM,equal_high,7,7,7,Other_silicates,0.00036781252129003406
binary_dm,GLiM,equal_high,7,7,8,Cu_sulfides_supergene,0.0003328160382807255
binary_dm,GLiM,equal_high,7,7,9,Oxides_misc,0.0003247677523177117
binary_dm,GLiM,equal_high,7,7,10,Mo_sulfides,0.0003062192117795348
bernoulli,Macrostrat,original,42,1,1,Fe_sulfides,0.07555143535137177
bernoulli,Macrostrat,original,42,1,2,Cu_sulfides_primary,0.07553129643201828
bernoulli,Macrostrat,original,42,1,3,Micas_sericite,0.06674372404813766
bernoulli,Macrostrat,original,42,1,4,Mo_sulfides,0.06005951017141342
bernoulli,Macrostrat,original,42,1,5,Fe_oxides_hydroxides,0.05949326604604721
bernoulli,Macrostrat,original,42,1,6,Cu_sulfides_supergene,0.055075064301490784
bernoulli,Macrostrat,original,42,1,7,Skarn_calc_silicates,0.05135996639728546
bernoulli,Macrostrat,original,42,1,8,Zn_sulfides,0.044909171760082245
bernoulli,Macrostrat,original,42,1,9,Other_silicates,0.04359233006834984
bernoulli,Macrostrat,original,42,1,10,Pb_sulfides,0.041623421013355255
bernoulli,Macrostrat,original,42,2,1,Cu_carbonates_silicates,0.11265043169260025
bernoulli,Macrostrat,original,42,2,2,Fe_sulfides,0.1104230135679245
bernoulli,Macrostrat,original,42,2,3,Cu_sulfides_primary,0.10757086426019669
bernoulli,Macrostrat,original,42,2,4,Cu_sulfides_supergene,0.09954921901226044
bernoulli,Macrostrat,original,42,2,5,Fe_oxides_hydroxides,0.07432089745998383
bernoulli,Macrostrat,original,42,2,6,Halides_other,0.06285681575536728
bernoulli,Macrostrat,original,42,2,7,Carbonates,0.053825367242097855
bernoulli,Macrostrat,original,42,2,8,Cu_oxides,0.044355522841215134
bernoulli,Macrostrat,original,42,2,9,Other_silicates,0.042062416672706604
bernoulli,Macrostrat,original,42,2,10,Quartz,0.027102792635560036
bernoulli,Macrostrat,original,42,3,1,Cu_sulfides_primary,0.04323859140276909
bernoulli,Macrostrat,original,42,3,2,Fe_sulfides,0.042041026055812836
bernoulli,Macrostrat,original,42,3,3,Zn_sulfides,0.04176706820726395
bernoulli,Macrostrat,original,42,3,4,Cu_sulfides_other,0.0412558950483799
bernoulli,Macrostrat,original,42,3,5,Au_Ag_native,0.04106738045811653
bernoulli,Macrostrat,original,42,3,6,Cu_sulfides_supergene,0.04032010957598686
bernoulli,Macrostrat,original,42,3,7,Sulfates_other,0.03999435901641846
bernoulli,Macrostrat,original,42,3,8,Clay_minerals,0.039757467806339264
bernoulli,Macrostrat,original,42,3,9,Native_elements_misc,0.0395706407725811
bernoulli,Macrostrat,original,42,3,10,Pb_sulfides,0.03956287354230881
bernoulli,Macrostrat,original,42,4,1,Barite,0.04544089362025261
bernoulli,Macrostrat,original,42,4,2,Fe_sulfides,0.045291732996702194
bernoulli,Macrostrat,original,42,4,3,As_Sb_Bi_sulfosalts,0.0445280484855175
bernoulli,Macrostrat,original,42,4,4,Cu_sulfides_other,0.04388844221830368
bernoulli,Macrostrat,original,42,4,5,Zn_sulfides,0.0436750091612339
bernoulli,Macrostrat,original,42,4,6,Sulfides_misc,0.0434553436934948
bernoulli,Macrostrat,original,42,4,7,Au_Ag_native,0.04260481894016266
bernoulli,Macrostrat,original,42,4,8,Pb_sulfides,0.0425431989133358
bernoulli,Macrostrat,original,42,4,9,Micas_sericite,0.04225706681609154
bernoulli,Macrostrat,original,42,4,10,Other_silicates,0.03946589305996895
bernoulli,Macrostrat,original,42,5,1,Native_elements_misc,0.045099787414073944
bernoulli,Macrostrat,original,42,5,2,Other_silicates,0.044314511120319366
bernoulli,Macrostrat,original,42,5,3,Quartz,0.0442073829472065
bernoulli,Macrostrat,original,42,5,4,Cu_sulfides_other,0.043847426772117615
bernoulli,Macrostrat,original,42,5,5,Au_Ag_native,0.04377829656004906
bernoulli,Macrostrat,original,42,5,6,Carbonates,0.0432749018073082
bernoulli,Macrostrat,original,42,5,7,Cu_sulfides_supergene,0.042925093322992325
bernoulli,Macrostrat,original,42,5,8,Ni_Co_sulfides_arsenides,0.0427689366042614
bernoulli,Macrostrat,original,42,5,9,Cu_sulfides_primary,0.04231126233935356
bernoulli,Macrostrat,original,42,5,10,Pb_sulfides,0.04134976863861084
bernoulli,Macrostrat,original,42,6,1,Cu_sulfides_primary,0.09724391251802444
bernoulli,Macrostrat,original,42,6,2,Fe_sulfides,0.09596624970436096
bernoulli,Macrostrat,original,42,6,3,Zn_sulfides,0.07181814312934875
bernoulli,Macrostrat,original,42,6,4,Quartz,0.06543314456939697
bernoulli,Macrostrat,original,42,6,5,Fe_oxides_hydroxides,0.06407300382852554
bernoulli,Macrostrat,original,42,6,6,Pb_sulfides,0.05786701664328575
bernoulli,Macrostrat,original,42,6,7,Ni_Co_sulfides_arsenides,0.05717945471405983
bernoulli,Macrostrat,original,42,6,8,Carbonates,0.054318010807037354
bernoulli,Macrostrat,original,42,6,9,Other_silicates,0.0505022332072258
bernoulli,Macrostrat,original,42,6,10,Micas_sericite,0.042969685047864914
bernoulli,Macrostrat,original,42,7,1,Cu_sulfides_primary,0.03309812396764755
bernoulli,Macrostrat,original,42,7,2,Fe_sulfides,0.03293194994330406
bernoulli,Macrostrat,original,42,7,3,Feldspars,0.032497718930244446
bernoulli,Macrostrat,original,42,7,4,Mo_sulfides,0.03211072087287903
bernoulli,Macrostrat,original,42,7,5,Zn_sulfides,0.031847890466451645
bernoulli,Macrostrat,original,42,7,6,Au_Ag_native,0.03131336718797684
bernoulli,Macrostrat,original,42,7,7,Halides_fluorite,0.03123673051595688
bernoulli,Macrostrat,original,42,7,8,Sulfates_other,0.031225940212607384
bernoulli,Macrostrat,original,42,7,9,Oxides_misc,0.031017770990729332
bernoulli,Macrostrat,original,42,7,10,Halides_other,0.031009849160909653
bernoulli,Macrostrat,original,123,1,1,Fe_sulfides,0.07579948753118515
bernoulli,Macrostrat,original,123,1,2,Cu_sulfides_primary,0.07575184106826782
bernoulli,Macrostrat,original,123,1,3,Micas_sericite,0.06685931235551834
bernoulli,Macrostrat,original,123,1,4,Mo_sulfides,0.06014082580804825
bernoulli,Macrostrat,original,123,1,5,Fe_oxides_hydroxides,0.05975646153092384
bernoulli,Macrostrat,original,123,1,6,Cu_sulfides_supergene,0.054730430245399475
bernoulli,Macrostrat,original,123,1,7,Skarn_calc_silicates,0.05181698501110077
bernoulli,Macrostrat,original,123,1,8,Zn_sulfides,0.04508057236671448
bernoulli,Macrostrat,original,123,1,9,Other_silicates,0.04294808954000473
bernoulli,Macrostrat,original,123,1,10,Pb_sulfides,0.04176566004753113
bernoulli,Macrostrat,original,123,2,1,Cu_carbonates_silicates,0.11265522241592407
bernoulli,Macrostrat,original,123,2,2,Fe_sulfides,0.1096443459391594
bernoulli,Macrostrat,original,123,2,3,Cu_sulfides_primary,0.10778773576021194
bernoulli,Macrostrat,original,123,2,4,Cu_sulfides_supergene,0.09740757942199707
bernoulli,Macrostrat,original,123,2,5,Fe_oxides_hydroxides,0.07493267208337784
bernoulli,Macrostrat,original,123,2,6,Halides_other,0.06466496735811234
bernoulli,Macrostrat,original,123,2,7,Carbonates,0.05355449765920639
bernoulli,Macrostrat,original,123,2,8,Cu_oxides,0.044757597148418427
bernoulli,Macrostrat,original,123,2,9,Other_silicates,0.041334521025419235
bernoulli,Macrostrat,original,123,2,10,Quartz,0.02687380276620388
bernoulli,Macrostrat,original,123,3,1,Cu_sulfides_primary,0.04348355904221535
bernoulli,Macrostrat,original,123,3,2,Fe_sulfides,0.04188485071063042
bernoulli,Macrostrat,original,123,3,3,Zn_sulfides,0.041810572147369385
bernoulli,Macrostrat,original,123,3,4,Cu_sulfides_other,0.04167996719479561
bernoulli,Macrostrat,original,123,3,5,Au_Ag_native,0.04148116707801819
bernoulli,Macrostrat,original,123,3,6,Sulfates_other,0.040336377918720245
bernoulli,Macrostrat,original,123,3,7,Evaporite_sulfates,0.04017174616456032
bernoulli,Macrostrat,original,123,3,8,Cu_sulfides_supergene,0.040049873292446136
bernoulli,Macrostrat,original,123,3,9,Pb_sulfides,0.03966934233903885
bernoulli,Macrostrat,original,123,3,10,Clay_minerals,0.039616528898477554
bernoulli,Macrostrat,original,123,4,1,Fe_sulfides,0.04578300938010216
bernoulli,Macrostrat,original,123,4,2,Zn_sulfides,0.04487573355436325
bernoulli,Macrostrat,original,123,4,3,Barite,0.0448409728705883
bernoulli,Macrostrat,original,123,4,4,As_Sb_Bi_sulfosalts,0.04434897005558014
bernoulli,Macrostrat,original,123,4,5,Cu_sulfides_other,0.04365312680602074
bernoulli,Macrostrat,original,123,4,6,Micas_sericite,0.04331207647919655
bernoulli,Macrostrat,original,123,4,7,Sulfides_misc,0.0432492196559906
bernoulli,Macrostrat,original,123,4,8,Au_Ag_native,0.04277139529585838
bernoulli,Macrostrat,original,123,4,9,Pb_sulfides,0.04276541247963905
bernoulli,Macrostrat,original,123,4,10,Other_silicates,0.039967652410268784
bernoulli,Macrostrat,original,123,5,1,Native_elements_misc,0.045209307223558426
bernoulli,Macrostrat,original,123,5,2,Other_silicates,0.044427771121263504
bernoulli,Macrostrat,original,123,5,3,Quartz,0.044062573462724686
bernoulli,Macrostrat,original,123,5,4,Cu_sulfides_other,0.04382970929145813
bernoulli,Macrostrat,original,123,5,5,Au_Ag_native,0.043649688363075256
bernoulli,Macrostrat,original,123,5,6,Carbonates,0.043394844979047775
bernoulli,Macrostrat,original,123,5,7,Cu_sulfides_supergene,0.04322641342878342
bernoulli,Macrostrat,original,123,5,8,Ni_Co_sulfides_arsenides,0.04313995689153671
bernoulli,Macrostrat,original,123,5,9,Cu_sulfides_primary,0.04274171218276024
bernoulli,Macrostrat,original,123,5,10,Pb_sulfides,0.041896793991327286
bernoulli,Macrostrat,original,123,6,1,Cu_sulfides_primary,0.09743542224168777
bernoulli,Macrostrat,original,123,6,2,Fe_sulfides,0.09638062119483948
bernoulli,Macrostrat,original,123,6,3,Zn_sulfides,0.0720783993601799
bernoulli,Macrostrat,original,123,6,4,Fe_oxides_hydroxides,0.0647662803530693
bernoulli,Macrostrat,original,123,6,5,Quartz,0.06462427228689194
bernoulli,Macrostrat,original,123,6,6,Pb_sulfides,0.05830426514148712
bernoulli,Macrostrat,original,123,6,7,Ni_Co_sulfides_arsenides,0.05536026135087013
bernoulli,Macrostrat,original,123,6,8,Carbonates,0.05442358925938606
bernoulli,Macrostrat,original,123,6,9,Other_silicates,0.05043390393257141
bernoulli,Macrostrat,original,123,6,10,Micas_sericite,0.042451389133930206
bernoulli,Macrostrat,original,123,7,1,Halides_fluorite,0.03363129496574402
bernoulli,Macrostrat,original,123,7,2,Au_Ag_native,0.03270871192216873
bernoulli,Macrostrat,original,123,7,3,Oxides_misc,0.03268522769212723
bernoulli,Macrostrat,original,123,7,4,Cu_sulfides_primary,0.03268058970570564
bernoulli,Macrostrat,original,123,7,5,Native_elements_misc,0.031647782772779465
bernoulli,Macrostrat,original,123,7,6,Fe_sulfides,0.03164316341280937
bernoulli,Macrostrat,original,123,7,7,Halides_other,0.03154141455888748
bernoulli,Macrostrat,original,123,7,8,Sulfates_other,0.03124777413904667
bernoulli,Macrostrat,original,123,7,9,Ti_oxides,0.0311264730989933
bernoulli,Macrostrat,original,123,7,10,Zn_sulfides,0.030652234330773354
bernoulli,Macrostrat,original,7,1,1,Fe_sulfides,0.07544464617967606
bernoulli,Macrostrat,original,7,1,2,Cu_sulfides_primary,0.0753873810172081
bernoulli,Macrostrat,original,7,1,3,Micas_sericite,0.06664082407951355
bernoulli,Macrostrat,original,7,1,4,Mo_sulfides,0.0600455142557621
bernoulli,Macrostrat,original,7,1,5,Fe_oxides_hydroxides,0.0592028871178627
bernoulli,Macrostrat,original,7,1,6,Cu_sulfides_supergene,0.05534840747714043
bernoulli,Macrostrat,original,7,1,7,Skarn_calc_silicates,0.052295368164777756
bernoulli,Macrostrat,original,7,1,8,Zn_sulfides,0.04489739239215851
bernoulli,Macrostrat,original,7,1,9,Other_silicates,0.04353422299027443
bernoulli,Macrostrat,original,7,1,10,Pb_sulfides,0.041337378323078156
bernoulli,Macrostrat,original,7,2,1,Cu_carbonates_silicates,0.11292605102062225
bernoulli,Macrostrat,original,7,2,2,Fe_sulfides,0.10619106888771057
bernoulli,Macrostrat,original,7,2,3,Cu_sulfides_primary,0.10526234656572342
bernoulli,Macrostrat,original,7,2,4,Cu_sulfides_supergene,0.10073252767324448
bernoulli,Macrostrat,original,7,2,5,Fe_oxides_hydroxides,0.07179547846317291
bernoulli,Macrostrat,original,7,2,6,Halides_other,0.06545379012823105
bernoulli,Macrostrat,original,7,2,7,Carbonates,0.053937263786792755
bernoulli,Macrostrat,original,7,2,8,Cu_oxides,0.04588792845606804
bernoulli,Macrostrat,original,7,2,9,Other_silicates,0.04256953299045563
bernoulli,Macrostrat,original,7,2,10,Quartz,0.026722760871052742
bernoulli,Macrostrat,original,7,3,1,Cu_sulfides_primary,0.04338794946670532
bernoulli,Macrostrat,original,7,3,2,Fe_sulfides,0.04215485230088234
bernoulli,Macrostrat,original,7,3,3,Zn_sulfides,0.04181847721338272
bernoulli,Macrostrat,original,7,3,4,Cu_sulfides_other,0.041074953973293304
bernoulli,Macrostrat,original,7,3,5,Au_Ag_native,0.04083619639277458
bernoulli,Macrostrat,original,7,3,6,Evaporite_sulfates,0.040063999593257904
bernoulli,Macrostrat,original,7,3,7,Cu_sulfides_supergene,0.040036171674728394
bernoulli,Macrostrat,original,7,3,8,Sulfates_other,0.039705924689769745
bernoulli,Macrostrat,original,7,3,9,Mo_sulfides,0.039683349430561066
bernoulli,Macrostrat,original,7,3,10,Clay_minerals,0.03957885876297951
bernoulli,Macrostrat,original,7,4,1,Fe_sulfides,0.04575657844543457
bernoulli,Macrostrat,original,7,4,2,Barite,0.04542240500450134
bernoulli,Macrostrat,original,7,4,3,Zn_sulfides,0.04431283846497536
bernoulli,Macrostrat,original,7,4,4,As_Sb_Bi_sulfosalts,0.04411878436803818
bernoulli,Macrostrat,original,7,4,5,Cu_sulfides_other,0.04363120347261429
bernoulli,Macrostrat,original,7,4,6,Micas_sericite,0.043147627264261246
bernoulli,Macrostrat,original,7,4,7,Sulfides_misc,0.04295242950320244
bernoulli,Macrostrat,original,7,4,8,Au_Ag_native,0.042844049632549286
bernoulli,Macrostrat,original,7,4,9,Pb_sulfides,0.04137822240591049
bernoulli,Macrostrat,original,7,4,10,Other_silicates,0.04047820717096329
bernoulli,Macrostrat,original,7,5,1,Native_elements_misc,0.04500262439250946
bernoulli,Macrostrat,original,7,5,2,Other_silicates,0.04444640129804611
bernoulli,Macrostrat,original,7,5,3,Quartz,0.04391244053840637
bernoulli,Macrostrat,original,7,5,4,Au_Ag_native,0.04355432093143463
bernoulli,Macrostrat,original,7,5,5,Cu_sulfides_other,0.043495722115039825
bernoulli,Macrostrat,original,7,5,6,Ni_Co_sulfides_arsenides,0.04329004883766174
bernoulli,Macrostrat,original,7,5,7,Carbonates,0.0430908277630806
bernoulli,Macrostrat,original,7,5,8,Cu_sulfides_supergene,0.0430438406765461
bernoulli,Macrostrat,original,7,5,9,Cu_sulfides_primary,0.04256416857242584
bernoulli,Macrostrat,original,7,5,10,Pb_sulfides,0.041624028235673904
bernoulli,Macrostrat,original,7,6,1,Cu_sulfides_primary,0.09745842218399048
bernoulli,Macrostrat,original,7,6,2,Fe_sulfides,0.09646032005548477
bernoulli,Macrostrat,original,7,6,3,Zn_sulfides,0.0715923085808754
bernoulli,Macrostrat,original,7,6,4,Quartz,0.06454731523990631
bernoulli,Macrostrat,original,7,6,5,Fe_oxides_hydroxides,0.06453979015350342
bernoulli,Macrostrat,original,7,6,6,Pb_sulfides,0.057713210582733154
bernoulli,Macrostrat,original,7,6,7,Ni_Co_sulfides_arsenides,0.05590303614735603
bernoulli,Macrostrat,original,7,6,8,Carbonates,0.05459308624267578
bernoulli,Macrostrat,original,7,6,9,Other_silicates,0.05027925595641136
bernoulli,Macrostrat,original,7,6,10,Micas_sericite,0.04325432330369949
bernoulli,Macrostrat,original,7,7,1,Halides_fluorite,0.03413594514131546
bernoulli,Macrostrat,original,7,7,2,Fe_sulfides,0.03236442059278488
bernoulli,Macrostrat,original,7,7,3,Mo_sulfides,0.032058656215667725
bernoulli,Macrostrat,original,7,7,4,Cu_sulfides_primary,0.0317906029522419
bernoulli,Macrostrat,original,7,7,5,Phosphates_apatite,0.03178729489445686
bernoulli,Macrostrat,original,7,7,6,Au_Ag_native,0.03145478665828705
bernoulli,Macrostrat,original,7,7,7,Oxides_misc,0.03136065602302551
