likelihood,source,prior_setting,seed,topic,rank,family,profile_value
binary_dm,Macrostrat,equal_high,123,7,4,Cu_carbonates_silicates,0.0005070142215117812
binary_dm,Macrostrat,equal_high,123,7,5,Sulfates_other,0.0004548023280221969
binary_dm,Macrostrat,equal_high,123,7,6,Native_elements_misc,0.0004379268502816558
binary_dm,Macrostrat,equal_high,123,7,7,Other_silicates,0.0003574951842892915
binary_dm,Macrostrat,equal_high,123,7,8,Oxides_misc,0.0003197604964952916
binary_dm,Macrostrat,equal_high,123,7,9,Carbonates,0.00031663247500546277
binary_dm,Macrostrat,equal_high,123,7,10,Evaporite_sulfates,0.0003158743493258953
binary_dm,Macrostrat,equal_high,7,1,1,Mo_sulfides,0.12352346628904343
binary_dm,Macrostrat,equal_high,7,1,2,Micas_sericite,0.11065199226140976
binary_dm,Macrostrat,equal_high,7,1,3,Fe_sulfides,0.10725545883178711
binary_dm,Macrostrat,equal_high,7,1,4,Clay_minerals,0.09523377567529678
binary_dm,Macrostrat,equal_high,7,1,5,Cu_sulfides_primary,0.0944809764623642
binary_dm,Macrostrat,equal_high,7,1,6,Skarn_calc_silicates,0.08884233236312866
binary_dm,Macrostrat,equal_high,7,1,7,Fe_oxides_hydroxides,0.08001195639371872
binary_dm,Macrostrat,equal_high,7,1,8,Cu_sulfides_supergene,0.07816246151924133
binary_dm,Macrostrat,equal_high,7,1,9,Evaporite_sulfates,0.06806531548500061
binary_dm,Macrostrat,equal_high,7,1,10,Other_silicates,0.05888604372739792
binary_dm,Macrostrat,equal_high,7,2,1,Cu_carbonates_silicates,0.49608784914016724
binary_dm,Macrostrat,equal_high,7,2,2,Cu_sulfides_supergene,0.342886745929718
binary_dm,Macrostrat,equal_high,7,2,3,Cu_oxides,0.02396233379840851
binary_dm,Macrostrat,equal_high,7,2,4,Cu_sulfides_primary,0.017193542793393135
binary_dm,Macrostrat,equal_high,7,2,5,Carbonates,0.014722422696650028
binary_dm,Macrostrat,equal_high,7,2,6,Other_silicates,0.009587245061993599
binary_dm,Macrostrat,equal_high,7,2,7,Native_elements_misc,0.009284085594117641
binary_dm,Macrostrat,equal_high,7,2,8,Cu_sulfides_other,0.008562654256820679
binary_dm,Macrostrat,equal_high,7,2,9,Fe_sulfides,0.007067443802952766
binary_dm,Macrostrat,equal_high,7,2,10,Quartz,0.004491592291742563
binary_dm,Macrostrat,equal_high,7,3,1,Zn_sulfides,0.3203982710838318
binary_dm,Macrostrat,equal_high,7,3,2,Barite,0.2778104245662689
binary_dm,Macrostrat,equal_high,7,3,3,Pb_sulfides,0.27412813901901245
binary_dm,Macrostrat,equal_high,7,3,4,Evaporite_sulfates,0.02288067527115345
binary_dm,Macrostrat,equal_high,7,3,5,Cu_sulfides_primary,0.020455755293369293
binary_dm,Macrostrat,equal_high,7,3,6,Fe_sulfides,0.018494723364710808
binary_dm,Macrostrat,equal_high,7,3,7,Quartz,0.01276804693043232
binary_dm,Macrostrat,equal_high,7,3,8,Micas_sericite,0.011391885578632355
binary_dm,Macrostrat,equal_high,7,3,9,Sulfates_other,0.00911968294531107
binary_dm,Macrostrat,equal_high,7,3,10,Cu_sulfides_supergene,0.0048104990273714066
binary_dm,Macrostrat,equal_high,7,4,1,Fe_sulfides,0.12378057837486267
binary_dm,Macrostrat,equal_high,7,4,2,Cu_sulfides_primary,0.12048586457967758
binary_dm,Macrostrat,equal_high,7,4,3,Ni_Co_sulfides_arsenides,0.1114354133605957
binary_dm,Macrostrat,equal_high,7,4,4,Fe_oxides_hydroxides,0.082259900867939
binary_dm,Macrostrat,equal_high,7,4,5,Other_silicates,0.07496408373117447
binary_dm,Macrostrat,equal_high,7,4,6,Quartz,0.06562408059835434
binary_dm,Macrostrat,equal_high,7,4,7,Carbonates,0.055573105812072754
binary_dm,Macrostrat,equal_high,7,4,8,As_Sb_Bi_sulfosalts,0.04641261696815491
binary_dm,Macrostrat,equal_high,7,4,9,Zn_sulfides,0.04517107456922531
binary_dm,Macrostrat,equal_high,7,4,10,Sulfides_misc,0.03302104026079178
binary_dm,Macrostrat,equal_high,7,5,1,Fe_sulfides,0.2983361780643463
binary_dm,Macrostrat,equal_high,7,5,2,Cu_sulfides_primary,0.23333068192005157
binary_dm,Macrostrat,equal_high,7,5,3,Fe_oxides_hydroxides,0.09194077551364899
binary_dm,Macrostrat,equal_high,7,5,4,Carbonates,0.07907125353813171
binary_dm,Macrostrat,equal_high,7,5,5,Quartz,0.04090926796197891
binary_dm,Macrostrat,equal_high,7,5,6,Micas_sericite,0.028526967391371727
binary_dm,Macrostrat,equal_high,7,5,7,Skarn_calc_silicates,0.027120189741253853
binary_dm,Macrostrat,equal_high,7,5,8,Other_silicates,0.02434583753347397
binary_dm,Macrostrat,equal_high,7,5,9,Zn_sulfides,0.021469425410032272
binary_dm,Macrostrat,equal_high,7,5,10,Pb_sulfides,0.020046010613441467
binary_dm,Macrostrat,equal_high,7,6,1,Zn_sulfides,0.06631901860237122
binary_dm,Macrostrat,equal_high,7,6,2,Cu_sulfides_primary,0.06483066827058792
binary_dm,Macrostrat,equal_high,7,6,3,Pb_sulfides,0.0624467134475708
binary_dm,Macrostrat,equal_high,7,6,4,Fe_sulfides,0.057065218687057495
binary_dm,Macrostrat,equal_high,7,6,5,Quartz,0.05668787658214569
binary_dm,Macrostrat,equal_high,7,6,6,Au_Ag_native,0.05292810872197151
binary_dm,Macrostrat,equal_high,7,6,7,Cu_sulfides_supergene,0.04984080791473389
binary_dm,Macrostrat,equal_high,7,6,8,Fe_oxides_hydroxides,0.048767492175102234
binary_dm,Macrostrat,equal_high,7,6,9,Carbonates,0.04841425269842148
binary_dm,Macrostrat,equal_high,7,6,10,Cu_sulfides_other,0.04791717976331711
binary_dm,Macrostrat,equal_high,7,7,1,Cu_oxides,0.5372531414031982
binary_dm,Macrostrat,equal_high,7,7,2,Halides_other,0.23937174677848816
binary_dm,Macrostrat,equal_high,7,7,3,Phosphates_other,0.213154137134552
binary_dm,Macrostrat,equal_high,7,7,4,Sulfates_other,0.0005728778778575361
binary_dm,Macrostrat,equal_high,7,7,5,Cu_carbonates_silicates,0.0005277792806737125
binary_dm,Macrostrat,equal_high,7,7,6,Native_elements_misc,0.0004672279756050557
binary_dm,Macrostrat,equal_high,7,7,7,Carbonates,0.00038322238833643496
binary_dm,Macrostrat,equal_high,7,7,8,As_Sb_Bi_sulfosalts,0.000375131843611598
binary_dm,Macrostrat,equal_high,7,7,9,Other_silicates,0.00037189837894402444
binary_dm,Macrostrat,equal_high,7,7,10,Cu_sulfides_supergene,0.0003419751883484423
binary_dm,GLiM,original,42,1,1,Mo_sulfides,0.20040825009346008
binary_dm,GLiM,original,42,1,2,Clay_minerals,0.17635129392147064
binary_dm,GLiM,original,42,1,3,Evaporite_sulfates,0.13367995619773865
binary_dm,GLiM,original,42,1,4,Micas_sericite,0.10897505283355713
binary_dm,GLiM,original,42,1,5,Skarn_calc_silicates,0.09421098232269287
binary_dm,GLiM,original,42,1,6,Cu_sulfides_supergene,0.06569141149520874
binary_dm,GLiM,original,42,1,7,Sulfates_other,0.059804532676935196
binary_dm,GLiM,original,42,1,8,Cu_sulfides_primary,0.04058501496911049
binary_dm,GLiM,original,42,1,9,Fe_sulfides,0.03929823264479637
binary_dm,GLiM,original,42,1,10,Fe_oxides_hydroxides,0.03737376630306244
binary_dm,GLiM,original,42,2,1,Cu_carbonates_silicates,0.3178705871105194
binary_dm,GLiM,original,42,2,2,Cu_sulfides_supergene,0.16046248376369476
binary_dm,GLiM,original,42,2,3,Cu_oxides,0.13421714305877686
binary_dm,GLiM,original,42,2,4,Native_elements_misc,0.11122660338878632
binary_dm,GLiM,original,42,2,5,Carbonates,0.04926370829343796
binary_dm,GLiM,original,42,2,6,Quartz,0.02006966806948185
binary_dm,GLiM,original,42,2,7,Cu_sulfides_primary,0.019157610833644867
binary_dm,GLiM,original,42,2,8,Other_silicates,0.012799558229744434
binary_dm,GLiM,original,42,2,9,Fe_sulfides,0.01076371781527996
binary_dm,GLiM,original,42,2,10,Fe_oxides_hydroxides,0.00971937831491232
binary_dm,GLiM,original,42,3,1,Pb_sulfides,0.32376956939697266
binary_dm,GLiM,original,42,3,2,Zn_sulfides,0.30927178263664246
binary_dm,GLiM,original,42,3,3,Barite,0.2616681456565857
binary_dm,GLiM,original,42,3,4,Evaporite_sulfates,0.01694876328110695
binary_dm,GLiM,original,42,3,5,Quartz,0.010961898602545261
binary_dm,GLiM,original,42,3,6,Micas_sericite,0.010341644287109375
binary_dm,GLiM,original,42,3,7,Cu_sulfides_primary,0.007137982174754143
binary_dm,GLiM,original,42,3,8,Sulfates_other,0.0070822215639054775
binary_dm,GLiM,original,42,3,9,Fe_sulfides,0.006956350523978472
binary_dm,GLiM,original,42,3,10,Sulfides_misc,0.006021073088049889
binary_dm,GLiM,original,42,4,1,Ni_Co_sulfides_arsenides,0.15520897507667542
binary_dm,GLiM,original,42,4,2,Cu_sulfides_primary,0.08874410390853882
binary_dm,GLiM,original,42,4,3,Fe_sulfides,0.07614130526781082
binary_dm,GLiM,original,42,4,4,Carbonates,0.07597219944000244
binary_dm,GLiM,original,42,4,5,Quartz,0.07290098816156387
binary_dm,GLiM,original,42,4,6,As_Sb_Bi_sulfosalts,0.06027775630354881
binary_dm,GLiM,original,42,4,7,Zn_sulfides,0.05881315469741821
binary_dm,GLiM,original,42,4,8,Other_silicates,0.058162085711956024
binary_dm,GLiM,original,42,4,9,Native_elements_misc,0.0518011599779129
binary_dm,GLiM,original,42,4,10,Sulfides_misc,0.04990088939666748
binary_dm,GLiM,original,42,5,1,Fe_sulfides,0.0900191217660904
binary_dm,GLiM,original,42,5,2,Cu_sulfides_primary,0.08748607337474823
binary_dm,GLiM,original,42,5,3,Fe_oxides_hydroxides,0.06675434112548828
binary_dm,GLiM,original,42,5,4,Micas_sericite,0.058471858501434326
binary_dm,GLiM,original,42,5,5,Zn_sulfides,0.0558270663022995
binary_dm,GLiM,original,42,5,6,Pb_sulfides,0.051078781485557556
binary_dm,GLiM,original,42,5,7,Cu_sulfides_supergene,0.0510447695851326
binary_dm,GLiM,original,42,5,8,Other_silicates,0.05052850767970085
binary_dm,GLiM,original,42,5,9,Quartz,0.04872853308916092
binary_dm,GLiM,original,42,5,10,Skarn_calc_silicates,0.04293730854988098
binary_dm,GLiM,original,42,6,1,Fe_sulfides,0.17380006611347198
binary_dm,GLiM,original,42,6,2,Cu_sulfides_primary,0.14851070940494537
binary_dm,GLiM,original,42,6,3,Micas_sericite,0.08592048287391663
binary_dm,GLiM,original,42,6,4,Fe_oxides_hydroxides,0.06333638727664948
binary_dm,GLiM,original,42,6,5,Mo_sulfides,0.03784632682800293
binary_dm,GLiM,original,42,6,6,Quartz,0.036894261837005615
binary_dm,GLiM,original,42,6,7,Zn_sulfides,0.03667180985212326
binary_dm,GLiM,original,42,6,8,Pb_sulfides,0.032609403133392334
binary_dm,GLiM,original,42,6,9,Skarn_calc_silicates,0.031876277178525925
binary_dm,GLiM,original,42,6,10,Au_Ag_native,0.028207577764987946
binary_dm,GLiM,original,42,7,1,Cu_oxides,0.5276808738708496
binary_dm,GLiM,original,42,7,2,Halides_other,0.24748370051383972
binary_dm,GLiM,original,42,7,3,Phosphates_other,0.2148958295583725
binary_dm,GLiM,original,42,7,4,Cu_carbonates_silicates,0.0006004760507494211
binary_dm,GLiM,original,42,7,5,Sulfates_other,0.0005547417094931006
binary_dm,GLiM,original,42,7,6,Native_elements_misc,0.000476624583825469
binary_dm,GLiM,original,42,7,7,Other_silicates,0.0004169402818661183
binary_dm,GLiM,original,42,7,8,Cu_sulfides_supergene,0.00036128744250163436
binary_dm,GLiM,original,42,7,9,Carbonates,0.0003239511570427567
binary_dm,GLiM,original,42,7,10,Fe_sulfides,0.0003233076713513583
binary_dm,GLiM,original,123,1,1,Mo_sulfides,0.19956248998641968
binary_dm,GLiM,original,123,1,2,Clay_minerals,0.1781621277332306
binary_dm,GLiM,original,123,1,3,Evaporite_sulfates,0.13061536848545074
binary_dm,GLiM,original,123,1,4,Micas_sericite,0.11106494069099426
binary_dm,GLiM,original,123,1,5,Skarn_calc_silicates,0.09642539173364639
binary_dm,GLiM,original,123,1,6,Cu_sulfides_supergene,0.06487486511468887
binary_dm,GLiM,original,123,1,7,Sulfates_other,0.060706719756126404
binary_dm,GLiM,original,123,1,8,Fe_sulfides,0.04498397931456566
binary_dm,GLiM,original,123,1,9,Fe_oxides_hydroxides,0.042800404131412506
binary_dm,GLiM,original,123,1,10,Cu_sulfides_primary,0.04130823165178299
binary_dm,GLiM,original,123,2,1,Cu_carbonates_silicates,0.4056626856327057
binary_dm,GLiM,original,123,2,2,Cu_oxides,0.38000500202178955
binary_dm,GLiM,original,123,2,3,Native_elements_misc,0.11478966474533081
binary_dm,GLiM,original,123,2,4,Cu_sulfides_supergene,0.03732948377728462
binary_dm,GLiM,original,123,2,5,Carbonates,0.00637539429590106
binary_dm,GLiM,original,123,2,6,Cu_sulfides_primary,0.005640178453177214
binary_dm,GLiM,original,123,2,7,Quartz,0.003900467185303569
binary_dm,GLiM,original,123,2,8,Other_silicates,0.0037239708472043276
binary_dm,GLiM,original,123,2,9,Fe_oxides_hydroxides,0.003151242621243
binary_dm,GLiM,original,123,2,10,Fe_sulfides,0.0030346340499818325
binary_dm,GLiM,original,123,3,1,Pb_sulfides,0.3167774975299835
binary_dm,GLiM,original,123,3,2,Zn_sulfides,0.3002326786518097
binary_dm,GLiM,original,123,3,3,Barite,0.259234219789505
binary_dm,GLiM,original,123,3,4,Evaporite_sulfates,0.018728483468294144
binary_dm,GLiM,original,123,3,5,Micas_sericite,0.013632945716381073
binary_dm,GLiM,original,123,3,6,Quartz,0.012807740829885006
binary_dm,GLiM,original,123,3,7,Fe_sulfides,0.01015368103981018
binary_dm,GLiM,original,123,3,8,Cu_sulfides_primary,0.009329480119049549
binary_dm,GLiM,original,123,3,9,Sulfates_other,0.008257709443569183
binary_dm,GLiM,original,123,3,10,Sulfides_misc,0.00810961052775383
binary_dm,GLiM,original,123,4,1,Ni_Co_sulfides_arsenides,0.15556566417217255
binary_dm,GLiM,original,123,4,2,Cu_sulfides_primary,0.08808274567127228
binary_dm,GLiM,original,123,4,3,Fe_sulfides,0.07780749350786209
binary_dm,GLiM,original,123,4,4,Carbonates,0.07595320791006088
binary_dm,GLiM,original,123,4,5,Quartz,0.075087770819664
binary_dm,GLiM,original,123,4,6,As_Sb_Bi_sulfosalts,0.0647817999124527
binary_dm,GLiM,original,123,4,7,Other_silicates,0.05652528628706932
binary_dm,GLiM,original,123,4,8,Native_elements_misc,0.05642770230770111
binary_dm,GLiM,original,123,4,9,Zn_sulfides,0.054426055401563644
binary_dm,GLiM,original,123,4,10,Sulfides_misc,0.05302441120147705
binary_dm,GLiM,original,123,5,1,Fe_sulfides,0.08735319972038269
binary_dm,GLiM,original,123,5,2,Cu_sulfides_primary,0.08729270845651627
binary_dm,GLiM,original,123,5,3,Fe_oxides_hydroxides,0.06739284843206406
binary_dm,GLiM,original,123,5,4,Zn_sulfides,0.05799947306513786
binary_dm,GLiM,original,123,5,5,Micas_sericite,0.05641225725412369
binary_dm,GLiM,original,123,5,6,Cu_sulfides_supergene,0.05248912051320076
binary_dm,GLiM,original,123,5,7,Pb_sulfides,0.0520806722342968
binary_dm,GLiM,original,123,5,8,Quartz,0.05023474991321564
binary_dm,GLiM,original,123,5,9,Other_silicates,0.048924606293439865
binary_dm,GLiM,original,123,5,10,Skarn_calc_silicates,0.04373140260577202
binary_dm,GLiM,original,123,6,1,Fe_sulfides,0.17877097427845
binary_dm,GLiM,original,123,6,2,Cu_sulfides_primary,0.14016024768352509
binary_dm,GLiM,original,123,6,3,Micas_sericite,0.08958267420530319
binary_dm,GLiM,original,123,6,4,Fe_oxides_hydroxides,0.06687790900468826
binary_dm,GLiM,original,123,6,5,Quartz,0.03985993191599846
binary_dm,GLiM,original,123,6,6,Zn_sulfides,0.03610127046704292
binary_dm,GLiM,original,123,6,7,Pb_sulfides,0.03202320262789726
binary_dm,GLiM,original,123,6,8,Skarn_calc_silicates,0.031711380928754807
binary_dm,GLiM,original,123,6,9,Carbonates,0.031659673899412155
binary_dm,GLiM,original,123,6,10,Mo_sulfides,0.0297846682369709
binary_dm,GLiM,original,123,7,1,Cu_oxides,0.4967927634716034
binary_dm,GLiM,original,123,7,2,Halides_other,0.2599128186702728
binary_dm,GLiM,original,123,7,3,Phosphates_other,0.23286795616149902
binary_dm,GLiM,original,123,7,4,Cu_carbonates_silicates,0.0005104325828142464
binary_dm,GLiM,original,123,7,5,Sulfates_other,0.000491225509904325
binary_dm,GLiM,original,123,7,6,Native_elements_misc,0.00047702036681585014
binary_dm,GLiM,original,123,7,7,Other_silicates,0.00039216384175233543
binary_dm,GLiM,original,123,7,8,As_Sb_Bi_sulfosalts,0.00036765687400475144
binary_dm,GLiM,original,123,7,9,Oxides_misc,0.0003475249686744064
binary_dm,GLiM,original,123,7,10,Cu_sulfides_supergene,0.0003448791103437543
binary_dm,GLiM,original,7,1,1,Mo_sulfides,0.2135857492685318
binary_dm,GLiM,original,7,1,2,Clay_minerals,0.19857516884803772
binary_dm,GLiM,original,7,1,3,Evaporite_sulfates,0.14799506962299347
binary_dm,GLiM,original,7,1,4,Micas_sericite,0.10765986889600754
binary_dm,GLiM,original,7,1,5,Skarn_calc_silicates,0.09030642360448837
binary_dm,GLiM,original,7,1,6,Sulfates_other,0.058946963399648666
binary_dm,GLiM,original,7,1,7,Cu_sulfides_supergene,0.054119959473609924
binary_dm,GLiM,original,7,1,8,Fe_sulfides,0.03251880779862404
binary_dm,GLiM,original,7,1,9,Cu_sulfides_primary,0.031171107664704323
binary_dm,GLiM,original,7,1,10,Fe_oxides_hydroxides,0.026572536677122116
binary_dm,GLiM,original,7,2,1,Cu_carbonates_silicates,0.3100444972515106
binary_dm,GLiM,original,7,2,2,Cu_sulfides_supergene,0.16848720610141754
binary_dm,GLiM,original,7,2,3,Native_elements_misc,0.10501585900783539
binary_dm,GLiM,original,7,2,4,Cu_oxides,0.0964115709066391
binary_dm,GLiM,original,7,2,5,Carbonates,0.06000542268157005
binary_dm,GLiM,original,7,2,6,Quartz,0.023947380483150482
binary_dm,GLiM,original,7,2,7,Cu_sulfides_primary,0.019791066646575928
binary_dm,GLiM,original,7,2,8,Other_silicates,0.014307131990790367
binary_dm,GLiM,original,7,2,9,Fe_sulfides,0.013391882181167603
binary_dm,GLiM,original,7,2,10,Cu_sulfides_other,0.011777225881814957
binary_dm,GLiM,original,7,3,1,Pb_sulfides,0.3137187957763672
binary_dm,GLiM,original,7,3,2,Zn_sulfides,0.30449891090393066
binary_dm,GLiM,original,7,3,3,Barite,0.2589418292045593
binary_dm,GLiM,original,7,3,4,Evaporite_sulfates,0.02140682376921177
binary_dm,GLiM,original,7,3,5,Micas_sericite,0.012041295878589153
binary_dm,GLiM,original,7,3,6,Quartz,0.011686073616147041
binary_dm,GLiM,original,7,3,7,Sulfates_other,0.009474159218370914
binary_dm,GLiM,original,7,3,8,Fe_sulfides,0.009447694756090641
binary_dm,GLiM,original,7,3,9,Cu_sulfides_primary,0.008710835129022598
binary_dm,GLiM,original,7,3,10,Sulfides_misc,0.00792587362229824
binary_dm,GLiM,original,7,4,1,Ni_Co_sulfides_arsenides,0.14654242992401123
binary_dm,GLiM,original,7,4,2,Cu_sulfides_primary,0.08963048458099365
binary_dm,GLiM,original,7,4,3,Quartz,0.07920898497104645
binary_dm,GLiM,original,7,4,4,Carbonates,0.07574202120304108
binary_dm,GLiM,original,7,4,5,Fe_sulfides,0.07523821294307709
binary_dm,GLiM,original,7,4,6,As_Sb_Bi_sulfosalts,0.05944596603512764
binary_dm,GLiM,original,7,4,7,Zn_sulfides,0.05648062750697136
binary_dm,GLiM,original,7,4,8,Other_silicates,0.05567506328225136
binary_dm,GLiM,original,7,4,9,Native_elements_misc,0.05175120756030083
binary_dm,GLiM,original,7,4,10,Sulfides_misc,0.04942996799945831
binary_dm,GLiM,original,7,5,1,Cu_sulfides_primary,0.09051328897476196
binary_dm,GLiM,original,7,5,2,Fe_sulfides,0.08933504670858383
binary_dm,GLiM,original,7,5,3,Fe_oxides_hydroxides,0.06882846355438232
binary_dm,GLiM,original,7,5,4,Micas_sericite,0.0592493899166584
binary_dm,GLiM,original,7,5,5,Cu_sulfides_supergene,0.0548732653260231
binary_dm,GLiM,original,7,5,6,Zn_sulfides,0.05429203063249588
binary_dm,GLiM,original,7,5,7,Pb_sulfides,0.05066587030887604
binary_dm,GLiM,original,7,5,8,Other_silicates,0.04884464666247368
binary_dm,GLiM,original,7,5,9,Quartz,0.04847463220357895
binary_dm,GLiM,original,7,5,10,Skarn_calc_silicates,0.04267207160592079
binary_dm,GLiM,original,7,6,1,Fe_sulfides,0.17783035337924957
binary_dm,GLiM,original,7,6,2,Cu_sulfides_primary,0.15482287108898163
binary_dm,GLiM,original,7,6,3,Micas_sericite,0.07673943787813187
binary_dm,GLiM,original,7,6,4,Fe_oxides_hydroxides,0.06154501438140869
binary_dm,GLiM,original,7,6,5,Quartz,0.041093308478593826
binary_dm,GLiM,original,7,6,6,Pb_sulfides,0.03509598597884178
binary_dm,GLiM,original,7,6,7,Zn_sulfides,0.03399491682648659
binary_dm,GLiM,original,7,6,8,Carbonates,0.033828508108854294
binary_dm,GLiM,original,7,6,9,Mo_sulfides,0.03263626620173454
binary_dm,GLiM,original,7,6,10,Skarn_calc_silicates,0.029939884319901466
binary_dm,GLiM,original,7,7,1,Cu_oxides,0.5367416143417358
binary_dm,GLiM,original,7,7,2,Halides_other,0.2382095456123352
binary_dm,GLiM,original,7,7,3,Phosphates_other,0.21477361023426056
binary_dm,GLiM,original,7,7,4,Sulfates_other,0.000610003771726042
binary_dm,GLiM,original,7,7,5,Cu_carbonates_silicates,0.0005961513379588723
binary_dm,GLiM,original,7,7,6,Native_elements_misc,0.0005364477401599288
binary_dm,GLiM,original,7,7,7,Other_silicates,0.00040387982153333724
binary_dm,GLiM,original,7,7,8,Cu_sulfides_supergene,0.0003896953130606562
binary_dm,GLiM,original,7,7,9,Carbonates,0.00034072858397848904
binary_dm,GLiM,original,7,7,10,Evaporite_sulfates,0.00033111771335825324
binary_dm,GLiM,equal_high,42,1,1,Mo_sulfides,0.20838183164596558
binary_dm,GLiM,equal_high,42,1,2,Clay_minerals,0.18308506906032562
binary_dm,GLiM,equal_high,42,1,3,Evaporite_sulfates,0.1373494267463684
binary_dm,GLiM,equal_high,42,1,4,Micas_sericite,0.10714972764253616
binary_dm,GLiM,equal_high,42,1,5,Skarn_calc_silicates,0.09322554618120193
binary_dm,GLiM,equal_high,42,1,6,Cu_sulfides_supergene,0.06673157960176468
binary_dm,GLiM,equal_high,42,1,7,Sulfates_other,0.05924665927886963
binary_dm,GLiM,equal_high,42,1,8,Cu_sulfides_primary,0.03480017930269241
binary_dm,GLiM,equal_high,42,1,9,Fe_sulfides,0.03349415957927704
binary_dm,GLiM,equal_high,42,1,10,Fe_oxides_hydroxides,0.03229022026062012
binary_dm,GLiM,equal_high,42,2,1,Cu_carbonates_silicates,0.31713059544563293
binary_dm,GLiM,equal_high,42,2,2,Cu_sulfides_supergene,0.13420289754867554
binary_dm,GLiM,equal_high,42,2,3,Cu_oxides,0.13331305980682373
binary_dm,GLiM,equal_high,42,2,4,Native_elements_misc,0.09530412405729294
binary_dm,GLiM,equal_high,42,2,5,Carbonates,0.054998304694890976
binary_dm,GLiM,equal_high,42,2,6,Quartz,0.021936817094683647
binary_dm,GLiM,equal_high,42,2,7,Cu_sulfides_primary,0.018364762887358665
binary_dm,GLiM,equal_high,42,2,8,Other_silicates,0.015258200466632843
binary_dm,GLiM,equal_high,42,2,9,Fe_oxides_hydroxides,0.0130788404494524
binary_dm,GLiM,equal_high,42,2,10,Fe_sulfides,0.012030218727886677
binary_dm,GLiM,equal_high,42,3,1,Pb_sulfides,0.3270350396633148
binary_dm,GLiM,equal_high,42,3,2,Zn_sulfides,0.3125098943710327
binary_dm,GLiM,equal_high,42,3,3,Barite,0.25411415100097656
binary_dm,GLiM,equal_high,42,3,4,Evaporite_sulfates,0.017272768542170525
binary_dm,GLiM,equal_high,42,3,5,Micas_sericite,0.011740308254957199
binary_dm,GLiM,equal_high,42,3,6,Quartz,0.011247689835727215
binary_dm,GLiM,equal_high,42,3,7,Fe_sulfides,0.00826753955334425
binary_dm,GLiM,equal_high,42,3,8,Cu_sulfides_primary,0.007019465323537588
binary_dm,GLiM,equal_high,42,3,9,Sulfates_other,0.006442333571612835
binary_dm,GLiM,equal_high,42,3,10,Au_Ag_native,0.005839172750711441
binary_dm,GLiM,equal_high,42,4,1,Ni_Co_sulfides_arsenides,0.15848319232463837
binary_dm,GLiM,equal_high,42,4,2,Cu_sulfides_primary,0.08851712942123413
binary_dm,GLiM,equal_high,42,4,3,Quartz,0.07943711429834366
binary_dm,GLiM,equal_high,42,4,4,Carbonates,0.07563619315624237
binary_dm,GLiM,equal_high,42,4,5,Fe_sulfides,0.07317017018795013
binary_dm,GLiM,equal_high,42,4,6,As_Sb_Bi_sulfosalts,0.06887470185756683
binary_dm,GLiM,equal_high,42,4,7,Other_silicates,0.05659737065434456
binary_dm,GLiM,equal_high,42,4,8,Zn_sulfides,0.05537652596831322
binary_dm,GLiM,equal_high,42,4,9,Native_elements_misc,0.054362889379262924
binary_dm,GLiM,equal_high,42,4,10,Sulfides_misc,0.052527960389852524
binary_dm,GLiM,equal_high,42,5,1,Cu_sulfides_primary,0.08938242495059967
binary_dm,GLiM,equal_high,42,5,2,Fe_sulfides,0.08912467211484909
binary_dm,GLiM,equal_high,42,5,3,Fe_oxides_hydroxides,0.06856277585029602
binary_dm,GLiM,equal_high,42,5,4,Micas_sericite,0.05666240677237511
binary_dm,GLiM,equal_high,42,5,5,Zn_sulfides,0.054848454892635345
binary_dm,GLiM,equal_high,42,5,6,Pb_sulfides,0.05202788487076759
binary_dm,GLiM,equal_high,42,5,7,Cu_sulfides_supergene,0.05170900374650955
binary_dm,GLiM,equal_high,42,5,8,Quartz,0.050558410584926605
binary_dm,GLiM,equal_high,42,5,9,Other_silicates,0.05044278874993324
binary_dm,GLiM,equal_high,42,5,10,Skarn_calc_silicates,0.04279530420899391
binary_dm,GLiM,equal_high,42,6,1,Fe_sulfides,0.19200432300567627
binary_dm,GLiM,equal_high,42,6,2,Cu_sulfides_primary,0.13435354828834534
binary_dm,GLiM,equal_high,42,6,3,Micas_sericite,0.08282426744699478
binary_dm,GLiM,equal_high,42,6,4,Fe_oxides_hydroxides,0.06470757722854614
binary_dm,GLiM,equal_high,42,6,5,Quartz,0.04342620447278023
binary_dm,GLiM,equal_high,42,6,6,Zn_sulfides,0.03750668466091156
binary_dm,GLiM,equal_high,42,6,7,Pb_sulfides,0.036074861884117126
binary_dm,GLiM,equal_high,42,6,8,Skarn_calc_silicates,0.033265370875597
binary_dm,GLiM,equal_high,42,6,9,Carbonates,0.03139212355017662
binary_dm,GLiM,equal_high,42,6,10,Au_Ag_native,0.02836262248456478
binary_dm,GLiM,equal_high,42,7,1,Cu_oxides,0.535466194152832
binary_dm,GLiM,equal_high,42,7,2,Halides_other,0.24046120047569275
binary_dm,GLiM,equal_high,42,7,3,Phosphates_other,0.2133847177028656
binary_dm,GLiM,equal_high,42,7,4,Cu_carbonates_silicates,0.000621098093688488
binary_dm,GLiM,equal_high,42,7,5,Sulfates_other,0.0005654968554154038
binary_dm,GLiM,equal_high,42,7,6,Native_elements_misc,0.0005538492114283144
binary_dm,GLiM,equal_high,42,7,7,Cu_sulfides_supergene,0.0004077492922078818
binary_dm,GLiM,equal_high,42,7,8,Carbonates,0.00039383984403684735
