likelihood,source,prior_setting,seed,reference,topic,topic_cosine,top10_jaccard,is_topic_7
bernoulli,GLiM,original,42,count_HGCTM,2,0.5671597123146057,0.6666666666666666,False
bernoulli,GLiM,original,42,count_HGCTM,3,0.2274506837129593,0.17647058823529413,False
bernoulli,GLiM,original,42,count_HGCTM,4,0.36077359318733215,0.5384615384615384,False
bernoulli,GLiM,original,42,count_HGCTM,5,0.7940887212753296,0.5384615384615384,False
bernoulli,GLiM,original,42,count_HGCTM,6,0.8062886595726013,0.5384615384615384,False
bernoulli,GLiM,original,42,count_HGCTM,7,0.21824036538600922,0.3333333333333333,True
bernoulli,GLiM,original,123,count_HGCTM,1,0.8152042627334595,0.5384615384615384,False
bernoulli,GLiM,original,123,count_HGCTM,2,0.5695499181747437,0.8181818181818182,False
bernoulli,GLiM,original,123,count_HGCTM,3,0.22429312765598297,0.3333333333333333,False
bernoulli,GLiM,original,123,count_HGCTM,4,0.3575235903263092,0.42857142857142855,False
bernoulli,GLiM,original,123,count_HGCTM,5,0.7882527112960815,0.42857142857142855,False
bernoulli,GLiM,original,123,count_HGCTM,6,0.8068596124649048,0.5384615384615384,False
bernoulli,GLiM,original,123,count_HGCTM,7,0.22449590265750885,0.3333333333333333,True
bernoulli,GLiM,original,7,count_HGCTM,1,0.8070123195648193,0.5384615384615384,False
bernoulli,GLiM,original,7,count_HGCTM,2,0.5729606747627258,0.8181818181818182,False
bernoulli,GLiM,original,7,count_HGCTM,3,0.22722914814949036,0.05263157894736842,False
bernoulli,GLiM,original,7,count_HGCTM,4,0.3793240189552307,0.5384615384615384,False
bernoulli,GLiM,original,7,count_HGCTM,5,0.7481629848480225,0.42857142857142855,False
bernoulli,GLiM,original,7,count_HGCTM,6,0.8229916095733643,0.5384615384615384,False
bernoulli,GLiM,original,7,count_HGCTM,7,0.23992645740509033,0.17647058823529413,True
bernoulli,GLiM,equal_high,42,count_HGCTM,1,0.8262224793434143,0.6666666666666666,False
bernoulli,GLiM,equal_high,42,count_HGCTM,2,0.5796778798103333,0.8181818181818182,False
bernoulli,GLiM,equal_high,42,count_HGCTM,3,0.2195032387971878,0.17647058823529413,False
bernoulli,GLiM,equal_high,42,count_HGCTM,4,0.37561577558517456,0.42857142857142855,False
bernoulli,GLiM,equal_high,42,count_HGCTM,5,0.7804014682769775,0.42857142857142855,False
bernoulli,GLiM,equal_high,42,count_HGCTM,6,0.808621346950531,0.5384615384615384,False
bernoulli,GLiM,equal_high,42,count_HGCTM,7,0.2484968900680542,0.1111111111111111,True
bernoulli,GLiM,equal_high,123,count_HGCTM,1,0.8219023942947388,0.5384615384615384,False
bernoulli,GLiM,equal_high,123,count_HGCTM,2,0.5758174061775208,0.8181818181818182,False
bernoulli,GLiM,equal_high,123,count_HGCTM,3,0.22309455275535583,0.25,False
bernoulli,GLiM,equal_high,123,count_HGCTM,4,0.38310039043426514,0.5384615384615384,False
bernoulli,GLiM,equal_high,123,count_HGCTM,5,0.7705008387565613,0.42857142857142855,False
bernoulli,GLiM,equal_high,123,count_HGCTM,6,0.8113166093826294,0.5384615384615384,False
bernoulli,GLiM,equal_high,123,count_HGCTM,7,0.24126316606998444,0.17647058823529413,True
bernoulli,GLiM,equal_high,7,count_HGCTM,1,0.8258683681488037,0.6666666666666666,False
bernoulli,GLiM,equal_high,7,count_HGCTM,2,0.5857182741165161,0.8181818181818182,False
bernoulli,GLiM,equal_high,7,count_HGCTM,3,0.2226891815662384,0.1111111111111111,False
bernoulli,GLiM,equal_high,7,count_HGCTM,4,0.37266805768013,0.5384615384615384,False
bernoulli,GLiM,equal_high,7,count_HGCTM,5,0.7629237771034241,0.42857142857142855,False
bernoulli,GLiM,equal_high,7,count_HGCTM,6,0.8146360516548157,0.5384615384615384,False
bernoulli,GLiM,equal_high,7,count_HGCTM,7,0.2658723294734955,0.25,True
