Mindat_id,Deposit_type,age_category,Macrostrat_model_lithology,GLiM_model_lithology,mapped_species_count,present_family_count,Mindat_id,documentation_rank_within_type,documentation_percentile_within_type,remove_top_documented
191973,Porphyry,Cenozoic,other,carbonate,20,14.0,191973,219,0.3680672268907563,False
192016,Magmatic sulfide,Unknown,other,metamorphic,4,3.0,192016,78,0.9629629629629629,False
192017,VMS,Paleozoic,other,volcanic,11,9.0,192017,219,0.6422287390029325,False
192018,VMS,Paleozoic,mafic,volcanic,5,4.0,192018,311,0.9120234604105572,False
192115,Porphyry,Paleozoic,other,felsic,13,11.0,192115,354,0.5949579831932773,False
192116,VMS,Paleozoic,siliciclastic,metamorphic,15,10.0,192116,173,0.5073313782991202,False
192120,VMS,Paleozoic,mafic,volcanic,15,13.0,192120,164,0.4809384164222874,False
192198,VMS,Mesozoic,volcanic,volcanic,11,9.0,192198,220,0.6451612903225806,False
192407,Sediment-Hosted,Mesozoic,other,siliciclastic,16,11.0,192407,50,0.36231884057971014,False
19265,VMS,Paleozoic,felsic,volcanic,15,14.0,19265,162,0.4750733137829912,False
192786,Magmatic sulfide,Precambrian,mafic,volcanic,11,5.0,192786,64,0.7901234567901234,False
192788,Magmatic sulfide,Precambrian,mafic,volcanic,11,5.0,192788,65,0.8024691358024691,False
193448,VMS,Precambrian,mafic,volcanic,10,6.0,193448,233,0.6832844574780058,False
193482,VMS,Unknown,volcanic,volcanic,24,17.0,193482,83,0.2434017595307918,False
193486,VMS,Mesozoic,volcanic,volcanic,8,7.0,193486,255,0.7478005865102639,False
193982,VMS,Paleozoic,carbonate,other,29,15.0,193982,58,0.17008797653958943,False
194033,VMS,Paleozoic,mafic,metamorphic,12,9.0,194033,214,0.6275659824046921,False
194041,VMS,Unknown,carbonate,other,18,15.0,194041,133,0.39002932551319647,False
194178,VMS,Paleozoic,mafic,volcanic,3,3.0,194178,334,0.9794721407624634,False
194183,Porphyry,Cenozoic,carbonate,siliciclastic,32,14.0,194183,100,0.16806722689075632,False
19429,VMS,Paleozoic,other,volcanic,45,21.0,19429,19,0.05571847507331378,True
194553,Porphyry,Mesozoic,volcanic,felsic,48,23.0,194553,32,0.05378151260504202,True
194599,VMS,Precambrian,volcanic,volcanic,14,10.0,194599,183,0.5366568914956011,False
194690,Porphyry,Cenozoic,other,carbonate,7,6.0,194690,512,0.8605042016806723,False
194728,Porphyry,Cenozoic,felsic,felsic,41,21.0,194728,60,0.10084033613445378,True
194773,Porphyry,Mesozoic,felsic,volcanic,28,17.0,194773,129,0.21680672268907564,False
19493,VMS,Paleozoic,felsic,metamorphic,19,15.0,19493,119,0.3489736070381232,False
195124,VMS,Paleozoic,other,carbonate,29,17.0,195124,55,0.16129032258064516,False
195133,Porphyry,Cenozoic,volcanic,felsic,18,14.0,195133,246,0.4134453781512605,False
195134,Porphyry,Cenozoic,volcanic,siliciclastic,24,15.0,195134,168,0.2823529411764706,False
195346,VMS,Precambrian,mafic,mafic,7,6.0,195346,271,0.7947214076246334,False
195350,VMS,Mesozoic,volcanic,metamorphic,13,10.0,195350,197,0.5777126099706745,False
195374,VMS,Precambrian,volcanic,volcanic,12,11.0,195374,204,0.5982404692082112,False
195392,Porphyry,Unknown,other,mafic,18,14.0,195392,247,0.4151260504201681,False
195437,VMS,Precambrian,mafic,mafic,6,5.0,195437,293,0.8592375366568915,False
195439,VMS,Precambrian,mafic,volcanic,3,3.0,195439,335,0.9824046920821115,False
195445,VMS,Precambrian,volcanic,metamorphic,9,8.0,195445,240,0.7038123167155426,False
195447,VMS,Precambrian,volcanic,volcanic,6,6.0,195447,282,0.8269794721407625,False
195451,VMS,Precambrian,volcanic,volcanic,3,3.0,195451,336,0.9853372434017595,False
195453,VMS,Precambrian,volcanic,volcanic,5,4.0,195453,312,0.9149560117302052,False
195460,VMS,Mesozoic,volcanic,volcanic,18,15.0,195460,134,0.39296187683284456,False
195554,VMS,Paleozoic,volcanic,volcanic,6,6.0,195554,283,0.8299120234604106,False
195671,Porphyry,Mesozoic,volcanic,other,33,21.0,195671,86,0.14453781512605043,False
195712,VMS,Mesozoic,felsic,other,13,13.0,195712,187,0.5483870967741935,False
195768,IOCG,Unknown,siliciclastic,siliciclastic,21,15.0,195768,45,0.5487804878048781,False
195846,Porphyry,Cenozoic,felsic,felsic,11,10.0,195846,395,0.6638655462184874,False
196016,Porphyry,Cenozoic,other,felsic,13,11.0,196016,355,0.5966386554621849,False
196312,VMS,Paleozoic,metamorphic,other,13,11.0,196312,192,0.5630498533724341,False
196390,Porphyry,Mesozoic,felsic,volcanic,7,7.0,196390,501,0.8420168067226891,False
196445,Porphyry,Cenozoic,volcanic,siliciclastic,15,14.0,196445,307,0.5159663865546219,False
196547,Sediment-Hosted,Unknown,siliciclastic,siliciclastic,9,8.0,196547,86,0.6231884057971014,False
196592,Sediment-Hosted,Unknown,mafic,volcanic,20,10.0,196592,36,0.2608695652173913,False
196596,Porphyry,Unknown,felsic,other,10,10.0,196596,416,0.6991596638655462,False
196701,Sediment-Hosted,Unknown,siliciclastic,siliciclastic,4,3.0,196701,120,0.8695652173913043,False
197027,VMS,Cenozoic,mafic,volcanic,9,7.0,197027,244,0.7155425219941349,False
197159,VMS,Paleozoic,metamorphic,other,12,11.0,197159,205,0.6011730205278593,False
198217,VMS,Paleozoic,metamorphic,other,8,7.0,198217,256,0.750733137829912,False
198360,Porphyry,Cenozoic,felsic,siliciclastic,11,9.0,198360,402,0.6756302521008404,False
198517,Sediment-Hosted,Unknown,siliciclastic,siliciclastic,6,6.0,198517,100,0.7246376811594203,False
198681,Sediment-Hosted,Unknown,mafic,siliciclastic,3,3.0,198681,128,0.927536231884058,False
198741,Porphyry,Cenozoic,metamorphic,unknown,11,10.0,198741,396,0.6655462184873949,False
199212,Porphyry,Unknown,metamorphic,metamorphic,15,12.0,199212,313,0.5260504201680672,False
199265,Porphyry,Mesozoic,felsic,volcanic,12,10.0,199265,378,0.6352941176470588,False
199343,Porphyry,Mesozoic,mafic,volcanic,21,17.0,199343,197,0.3310924369747899,False
199407,Sediment-Hosted,Unknown,carbonate,other,4,4.0,199407,117,0.8478260869565217,False
19949,Porphyry,Cenozoic,volcanic,metamorphic,14,10.0,19949,345,0.5798319327731093,False
199526,Porphyry,Cenozoic,felsic,siliciclastic,17,14.0,199526,268,0.4504201680672269,False
19966,VMS,Precambrian,felsic,felsic,21,14.0,19966,103,0.3020527859237537,False
199695,Sediment-Hosted,Unknown,volcanic,siliciclastic,7,6.0,199695,97,0.7028985507246377,False
19975,VMS,Precambrian,other,metamorphic,26,16.0,19975,71,0.20821114369501467,False
199759,Porphyry,Cenozoic,mafic,volcanic,24,16.0,199759,165,0.2773109243697479,False
199951,Sediment-Hosted,Unknown,volcanic,other,3,3.0,199951,129,0.9347826086956522,False
200220,VMS,Paleozoic,metamorphic,other,15,11.0,200220,170,0.49853372434017595,False
200298,Porphyry,Mesozoic,felsic,metamorphic,25,18.0,200298,147,0.24705882352941178,False
20111,Sediment-Hosted,Precambrian,other,metamorphic,34,18.0,20111,14,0.10144927536231885,True
20269,VMS,Paleozoic,other,carbonate,33,22.0,20269,42,0.12316715542521994,False
203361,VMS,Unknown,mafic,felsic,6,6.0,203361,284,0.8328445747800587,False
203368,VMS,Mesozoic,mafic,felsic,4,4.0,203368,322,0.9442815249266863,False
203397,Porphyry,Paleozoic,mafic,other,23,15.0,203397,180,0.3025210084033613,False
203668,VMS,Precambrian,felsic,volcanic,7,6.0,203668,272,0.7976539589442815,False
203671,VMS,Unknown,mafic,volcanic,6,5.0,203671,294,0.8621700879765396,False
203679,Porphyry,Mesozoic,volcanic,other,14,12.0,203679,339,0.5697478991596638,False
203680,Porphyry,Mesozoic,volcanic,other,26,19.0,203680,138,0.2319327731092437,False
203681,Porphyry,Mesozoic,volcanic,other,13,10.0,203681,364,0.611764705882353,False
203737,Porphyry,Cenozoic,other,carbonate,23,17.0,203737,177,0.29747899159663865,False
203740,Porphyry,Cenozoic,other,carbonate,17,14.0,203740,269,0.45210084033613446,False
203795,Sediment-Hosted,Precambrian,carbonate,other,28,15.0,203795,18,0.13043478260869565,False
204066,VMS,Paleozoic,other,other,26,17.0,204066,69,0.20234604105571846,False
204443,VMS,Paleozoic,volcanic,volcanic,6,6.0,204443,285,0.8357771260997068,False
204650,Porphyry,Paleozoic,mafic,carbonate,9,7.0,204650,461,0.7747899159663866,False
204651,Porphyry,Paleozoic,mafic,volcanic,22,15.0,204651,192,0.3226890756302521,False
204813,Sediment-Hosted,Paleozoic,metamorphic,other,35,17.0,204813,13,0.09420289855072464,True
204930,VMS,Paleozoic,volcanic,volcanic,20,11.0,204930,114,0.3343108504398827,False
204949,VMS,Paleozoic,carbonate,volcanic,10,10.0,204949,222,0.6510263929618768,False
205026,Porphyry,Cenozoic,volcanic,volcanic,35,21.0,205026,77,0.12941176470588237,False
205327,IOCG,Unknown,felsic,felsic,10,9.0,205327,72,0.8780487804878049,False
205328,IOCG,Unknown,mafic,other,9,7.0,205328,75,0.9146341463414634,False
205423,VMS,Unknown,other,other,6,5.0,205423,295,0.8651026392961877,False
205449,Porphyry,Precambrian,metamorphic,other,25,15.0,205449,153,0.2571428571428571,False
205483,VMS,Precambrian,volcanic,volcanic,30,14.0,205483,53,0.15542521994134897,False
205615,VMS,Cenozoic,volcanic,other,10,9.0,205615,227,0.6656891495601173,False
205740,Porphyry,Cenozoic,metamorphic,metamorphic,7,6.0,205740,513,0.8621848739495799,False
205742,Porphyry,Paleozoic,siliciclastic,other,12,9.0,205742,383,0.6436974789915967,False
205743,Porphyry,Paleozoic,mafic,carbonate,9,7.0,205743,462,0.7764705882352941,False
205745,Porphyry,Unknown,other,felsic,8,7.0,205745,480,0.8067226890756303,False
205747,Porphyry,Unknown,volcanic,volcanic,27,18.0,205747,133,0.2235294117647059,False
205749,Porphyry,Cenozoic,mafic,volcanic,26,19.0,205749,139,0.23361344537815126,False
205750,Porphyry,Cenozoic,carbonate,other,11,8.0,205750,409,0.6873949579831933,False
205756,Porphyry,Paleozoic,other,mafic,8,8.0,205756,470,0.7899159663865546,False
205760,Porphyry,Mesozoic,felsic,siliciclastic,28,18.0,205760,126,0.21176470588235294,False
205761,Porphyry,Paleozoic,other,felsic,23,19.0,205761,172,0.28907563025210087,False
205763,Porphyry,Paleozoic,other,other,6,6.0,205763,522,0.8773109243697479,False
205764,Porphyry,Precambrian,metamorphic,metamorphic,10,8.0,205764,437,0.7344537815126051,False
205766,Porphyry,Cenozoic,mafic,felsic,13,11.0,205766,356,0.5983193277310924,False
205767,Porphyry,Cenozoic,mafic,volcanic,26,19.0,205767,140,0.23529411764705882,False
205768,Porphyry,Cenozoic,mafic,volcanic,27,18.0,205768,134,0.22521008403361345,False
205769,Porphyry,Cenozoic,mafic,volcanic,21,16.0,205769,202,0.33949579831932775,False
205772,Porphyry,Cenozoic,other,siliciclastic,3,3.0,205772,588,0.9882352941176471,False
205773,Porphyry,Unknown,mafic,volcanic,14,10.0,205773,347,0.5831932773109244,False
205784,Porphyry,Cenozoic,other,other,3,3.0,205784,589,0.9899159663865547,False
205785,Porphyry,Unknown,mafic,volcanic,3,3.0,205785,590,0.9915966386554622,False
205792,Porphyry,Cenozoic,metamorphic,volcanic,15,11.0,205792,320,0.5378151260504201,False
205795,Porphyry,Mesozoic,felsic,other,18,13.0,205795,253,0.42521008403361343,False
205796,Porphyry,Mesozoic,felsic,felsic,29,21.0,205796,114,0.1915966386554622,False
205797,Porphyry,Mesozoic,siliciclastic,felsic,23,18.0,205797,174,0.292436974789916,False
205798,Porphyry,Mesozoic,metamorphic,other,24,19.0,205798,156,0.26218487394957984,False
205799,Porphyry,Mesozoic,felsic,felsic,13,11.0,205799,357,0.6,False
205844,Porphyry,Precambrian,other,other,13,10.0,205844,365,0.6134453781512605,False
205845,Porphyry,Paleozoic,siliciclastic,other,3,3.0,205845,591,0.9932773109243698,False
205846,Porphyry,Paleozoic,volcanic,siliciclastic,10,9.0,205846,421,0.7075630252100841,False
205847,Porphyry,Paleozoic,felsic,felsic,22,14.0,205847,194,0.32605042016806723,False
205849,Porphyry,Precambrian,mafic,siliciclastic,19,12.0,205849,239,0.4016806722689076,False
205854,Porphyry,Cenozoic,carbonate,siliciclastic,35,22.0,205854,76,0.12773109243697478,False
205857,Porphyry,Cenozoic,other,other,21,14.0,205857,210,0.35294117647058826,False
205858,Porphyry,Cenozoic,other,other,18,12.0,205858,259,0.43529411764705883,False
205859,Porphyry,Cenozoic,other,siliciclastic,17,14.0,205859,270,0.453781512605042,False
205860,Porphyry,Cenozoic,other,other,7,7.0,205860,502,0.8436974789915966,False
205861,Porphyry,Cenozoic,other,volcanic,6,6.0,205861,523,0.8789915966386554,False
205862,Porphyry,Cenozoic,other,siliciclastic,21,13.0,205862,213,0.35798319327731093,False
205864,Porphyry,Cenozoic,other,felsic,7,6.0,205864,514,0.8638655462184874,False
205923,Porphyry,Cenozoic,other,volcanic,9,9.0,205923,449,0.7546218487394958,False
205926,Porphyry,Cenozoic,other,metamorphic,10,8.0,205926,438,0.7361344537815127,False
205927,Porphyry,Cenozoic,other,other,17,12.0,205927,281,0.4722689075630252,False
205928,Porphyry,Cenozoic,other,other,5,4.0,205928,558,0.9378151260504202,False
205929,Porphyry,Unknown,other,felsic,10,8.0,205929,439,0.7378151260504202,False
205930,Porphyry,Paleozoic,other,other,10,9.0,205930,422,0.7092436974789916,False
205932,Porphyry,Unknown,volcanic,volcanic,4,4.0,205932,564,0.9478991596638655,False
205933,Porphyry,Cenozoic,volcanic,volcanic,4,4.0,205933,565,0.9495798319327731,False
205935,Porphyry,Cenozoic,mafic,volcanic,8,6.0,205935,496,0.8336134453781513,False
205936,Porphyry,Cenozoic,volcanic,volcanic,21,16.0,205936,203,0.3411764705882353,False
205937,Porphyry,Cenozoic,metamorphic,volcanic,49,24.0,205937,31,0.052100840336134456,True
205938,Porphyry,Unknown,carbonate,metamorphic,8,7.0,205938,481,0.8084033613445378,False
205939,Porphyry,Unknown,volcanic,siliciclastic,5,5.0,205939,547,0.9193277310924369,False
205942,Porphyry,Cenozoic,other,other,4,3.0,205942,584,0.9815126050420168,False
205943,Porphyry,Cenozoic,other,siliciclastic,7,7.0,205943,503,0.8453781512605042,False
205944,Porphyry,Cenozoic,other,other,18,12.0,205944,260,0.4369747899159664,False
205945,Porphyry,Cenozoic,other,siliciclastic,3,3.0,205945,592,0.9949579831932773,False
205947,Porphyry,Cenozoic,other,other,38,11.0,205947,66,0.11092436974789915,False
205949,Porphyry,Cenozoic,other,volcanic,21,13.0,205949,214,0.3596638655462185,False
205950,Porphyry,Mesozoic,volcanic,volcanic,7,7.0,205950,504,0.8470588235294118,False
205951,Porphyry,Unknown,felsic,volcanic,4,4.0,205951,566,0.9512605042016806,False
205952,Porphyry,Cenozoic,other,felsic,13,11.0,205952,358,0.6016806722689075,False
205978,Porphyry,Mesozoic,felsic,other,25,18.0,205978,148,0.24873949579831933,False
205979,Porphyry,Cenozoic,carbonate,other,13,10.0,205979,366,0.6151260504201681,False
205981,Porphyry,Paleozoic,other,felsic,37,19.0,205981,70,0.11764705882352941,False
205982,Porphyry,Paleozoic,felsic,other,19,15.0,205982,233,0.3915966386554622,False
205983,Porphyry,Unknown,other,other,13,11.0,205983,359,0.6033613445378151,False
205984,Porphyry,Paleozoic,felsic,other,26,17.0,205984,142,0.23865546218487396,False
205985,Porphyry,Precambrian,other,other,39,25.0,205985,62,0.10420168067226891,False
205986,Porphyry,Mesozoic,volcanic,volcanic,8,6.0,205986,497,0.8352941176470589,False
205987,Porphyry,Precambrian,volcanic,carbonate,6,6.0,205987,524,0.880672268907563,False
205988,Porphyry,Cenozoic,volcanic,felsic,11,10.0,205988,397,0.6672268907563025,False
205989,Porphyry,Cenozoic,metamorphic,volcanic,7,7.0,205989,505,0.8487394957983193,False
205991,Porphyry,Mesozoic,felsic,volcanic,8,7.0,205991,482,0.8100840336134454,False
205992,Porphyry,Cenozoic,felsic,other,8,8.0,205992,471,0.7915966386554621,False
205993,Porphyry,Cenozoic,mafic,volcanic,8,7.0,205993,483,0.8117647058823529,False
205994,Porphyry,Cenozoic,felsic,felsic,12,9.0,205994,384,0.6453781512605042,False
205996,Porphyry,Cenozoic,felsic,volcanic,9,7.0,205996,463,0.7781512605042017,False
205998,Porphyry,Cenozoic,volcanic,volcanic,8,7.0,205998,484,0.8134453781512605,False
206003,Porphyry,Unknown,other,felsic,9,7.0,206003,464,0.7798319327731092,False
206004,Porphyry,Unknown,other,volcanic,11,7.0,206004,413,0.6941176470588235,False
206005,Porphyry,Cenozoic,other,volcanic,19,16.0,206005,231,0.38823529411764707,False
206008,Porphyry,Cenozoic,volcanic,volcanic,19,12.0,206008,240,0.40336134453781514,False
206009,Porphyry,Cenozoic,other,volcanic,24,16.0,206009,166,0.27899159663865547,False
206012,Porphyry,Mesozoic,felsic,volcanic,35,20.0,206012,79,0.13277310924369748,False
206013,Porphyry,Cenozoic,volcanic,volcanic,5,5.0,206013,548,0.9210084033613445,False
206050,VMS,Precambrian,mafic,other,30,19.0,206050,48,0.14076246334310852,False
206052,VMS,Precambrian,metamorphic,siliciclastic,15,12.0,206052,167,0.4897360703812317,False
206070,IOCG,Precambrian,felsic,other,6,6.0,206070,79,0.9634146341463414,False
206132,Porphyry,Cenozoic,carbonate,carbonate,14,9.0,206132,348,0.584873949579832,False
206134,Porphyry,Unknown,carbonate,metamorphic,7,6.0,206134,515,0.865546218487395,False
206135,Porphyry,Mesozoic,other,carbonate,4,4.0,206135,567,0.9529411764705882,False
206136,Porphyry,Cenozoic,volcanic,metamorphic,18,13.0,206136,254,0.426890756302521,False
206137,Porphyry,Unknown,metamorphic,metamorphic,4,4.0,206137,568,0.9546218487394958,False
206138,Porphyry,Unknown,other,carbonate,4,4.0,206138,569,0.9563025210084034,False
206139,Porphyry,Cenozoic,carbonate,volcanic,21,17.0,206139,198,0.33277310924369746,False
206140,Porphyry,Cenozoic,carbonate,siliciclastic,11,9.0,206140,403,0.6773109243697479,False
206141,Porphyry,Cenozoic,carbonate,carbonate,8,8.0,206141,472,0.7932773109243697,False
206142,Porphyry,Unknown,other,carbonate,17,15.0,206142,266,0.4470588235294118,False
206143,Porphyry,Unknown,carbonate,other,12,11.0,206143,375,0.6302521008403361,False
206145,Porphyry,Mesozoic,other,unknown,25,16.0,206145,152,0.25546218487394956,False
206147,Porphyry,Mesozoic,siliciclastic,other,42,23.0,206147,53,0.08907563025210084,True
206148,Porphyry,Cenozoic,siliciclastic,volcanic,42,24.0,206148,51,0.08571428571428572,True
206152,Porphyry,Cenozoic,other,felsic,13,9.0,206152,370,0.6218487394957983,False
206153,Porphyry,Mesozoic,other,unknown,7,6.0,206153,516,0.8672268907563025,False
206154,Porphyry,Mesozoic,other,unknown,8,6.0,206154,498,0.8369747899159664,False
206156,Porphyry,Cenozoic,other,volcanic,12,10.0,206156,379,0.6369747899159663,False
206157,Porphyry,Paleozoic,other,siliciclastic,5,5.0,206157,549,0.9226890756302522,False
206158,Porphyry,Paleozoic,felsic,felsic,7,5.0,206158,519,0.8722689075630252,False
206159,Porphyry,Paleozoic,felsic,other,20,14.0,206159,220,0.3697478991596639,False
206160,Porphyry,Paleozoic,carbonate,carbonate,9,8.0,206160,455,0.7647058823529411,False
206163,Porphyry,Unknown,other,volcanic,8,7.0,206163,485,0.8151260504201681,False
206167,Porphyry,Paleozoic,volcanic,carbonate,8,7.0,206167,486,0.8168067226890756,False
206169,Porphyry,Paleozoic,other,felsic,10,9.0,206169,423,0.7109243697478992,False
206170,Porphyry,Cenozoic,mafic,other,17,13.0,206170,275,0.46218487394957986,False
206171,Porphyry,Cenozoic,mafic,volcanic,9,7.0,206171,465,0.7815126050420168,False
206172,Porphyry,Cenozoic,mafic,other,7,6.0,206172,517,0.8689075630252101,False
206173,Porphyry,Cenozoic,mafic,volcanic,7,5.0,206173,520,0.8739495798319328,False
206176,Porphyry,Mesozoic,siliciclastic,metamorphic,10,9.0,206176,424,0.7126050420168067,False
206180,Porphyry,Unknown,mafic,siliciclastic,9,9.0,206180,450,0.7563025210084033,False
206190,Porphyry,Cenozoic,other,other,6,6.0,206190,525,0.8823529411764706,False
206191,Porphyry,Cenozoic,other,other,10,7.0,206191,445,0.7478991596638656,False
206195,Porphyry,Cenozoic,other,felsic,20,13.0,206195,224,0.3764705882352941,False
206196,Porphyry,Unknown,other,felsic,5,4.0,206196,559,0.9394957983193277,False
206199,Porphyry,Unknown,other,other,16,11.0,206199,300,0.5042016806722689,False
206202,Porphyry,Cenozoic,other,other,30,18.0,206202,112,0.18823529411764706,False
206205,Porphyry,Cenozoic,other,other,10,8.0,206205,440,0.7394957983193278,False
206207,Porphyry,Unknown,other,other,5,4.0,206207,560,0.9411764705882353,False
206208,Porphyry,Unknown,other,other,9,6.0,206208,468,0.7865546218487395,False
206210,Porphyry,Cenozoic,other,other,8,7.0,206210,487,0.8184873949579832,False
206211,Porphyry,Unknown,other,other,8,8.0,206211,473,0.7949579831932773,False
206212,Porphyry,Cenozoic,volcanic,volcanic,16,13.0,206212,291,0.4890756302521008,False
206213,Porphyry,Mesozoic,metamorphic,metamorphic,6,5.0,206213,534,0.8974789915966387,False
206214,Porphyry,Mesozoic,metamorphic,carbonate,20,13.0,206214,225,0.37815126050420167,False
206217,Porphyry,Mesozoic,metamorphic,carbonate,13,10.0,206217,367,0.6168067226890757,False
206218,Porphyry,Mesozoic,volcanic,metamorphic,6,6.0,206218,526,0.8840336134453781,False
206219,Porphyry,Cenozoic,metamorphic,other,9,8.0,206219,456,0.7663865546218488,False
206220,Porphyry,Cenozoic,volcanic,volcanic,10,9.0,206220,425,0.7142857142857143,False
206222,Porphyry,Unknown,felsic,metamorphic,43,20.0,206222,49,0.08235294117647059,True
206223,Porphyry,Cenozoic,other,felsic,17,14.0,206223,271,0.45546218487394957,False
206293,Porphyry,Cenozoic,felsic,felsic,25,17.0,206293,150,0.25210084033613445,False
206294,Porphyry,Mesozoic,felsic,volcanic,27,19.0,206294,131,0.22016806722689075,False
206295,Porphyry,Mesozoic,felsic,volcanic,17,11.0,206295,285,0.4789915966386555,False
206296,Porphyry,Cenozoic,other,volcanic,36,21.0,206296,74,0.12436974789915967,False
206299,Porphyry,Paleozoic,metamorphic,siliciclastic,6,5.0,206299,535,0.8991596638655462,False
206300,Porphyry,Cenozoic,metamorphic,metamorphic,12,10.0,206300,380,0.6386554621848739,False
206301,Porphyry,Cenozoic,metamorphic,metamorphic,49,25.0,206301,30,0.05042016806722689,True
206303,Porphyry,Cenozoic,felsic,volcanic,10,9.0,206303,426,0.7159663865546219,False
206304,Porphyry,Cenozoic,felsic,carbonate,8,7.0,206304,488,0.8201680672268907,False
206306,Porphyry,Cenozoic,other,carbonate,12,9.0,206306,385,0.6470588235294118,False
206307,Porphyry,Cenozoic,other,other,15,11.0,206307,321,0.5394957983193277,False
206308,Porphyry,Unknown,volcanic,carbonate,16,11.0,206308,301,0.5058823529411764,False
206309,Porphyry,Cenozoic,volcanic,metamorphic,15,12.0,206309,314,0.5277310924369748,False
206311,Porphyry,Unknown,felsic,other,5,4.0,206311,561,0.9428571428571428,False
206312,Porphyry,Cenozoic,felsic,other,14,12.0,206312,340,0.5714285714285714,False
206314,Porphyry,Cenozoic,felsic,felsic,19,14.0,206314,234,0.39327731092436974,False
206315,Porphyry,Cenozoic,felsic,felsic,16,12.0,206315,297,0.4991596638655462,False
206317,Porphyry,Paleozoic,other,siliciclastic,16,13.0,206317,292,0.4907563025210084,False
206318,Porphyry,Mesozoic,other,siliciclastic,36,24.0,206318,72,0.12100840336134454,False
206319,Porphyry,Cenozoic,volcanic,other,12,9.0,206319,386,0.6487394957983194,False
206321,Porphyry,Cenozoic,other,siliciclastic,14,9.0,206321,349,0.5865546218487395,False
206322,Porphyry,Cenozoic,other,siliciclastic,20,13.0,206322,226,0.3798319327731092,False
206323,Porphyry,Mesozoic,volcanic,other,16,10.0,206323,306,0.5142857142857142,False
206324,Porphyry,Mesozoic,volcanic,volcanic,10,8.0,206324,441,0.7411764705882353,False
206325,Porphyry,Cenozoic,volcanic,volcanic,15,11.0,206325,322,0.5411764705882353,False
206326,Porphyry,Mesozoic,volcanic,volcanic,12,12.0,206326,372,0.6252100840336134,False
206328,Porphyry,Unknown,mafic,carbonate,3,3.0,206328,593,0.9966386554621849,False
206330,Porphyry,Unknown,other,volcanic,15,11.0,206330,323,0.5428571428571428,False
206331,Porphyry,Unknown,felsic,volcanic,12,11.0,206331,376,0.6319327731092437,False
206332,Porphyry,Precambrian,metamorphic,volcanic,11,9.0,206332,404,0.6789915966386555,False
206333,Porphyry,Precambrian,metamorphic,felsic,28,18.0,206333,127,0.2134453781512605,False
206334,Porphyry,Unknown,other,mafic,4,4.0,206334,570,0.957983193277311,False
206377,Porphyry,Precambrian,felsic,volcanic,10,8.0,206377,442,0.7428571428571429,False
206378,Porphyry,Precambrian,mafic,volcanic,9,9.0,206378,451,0.7579831932773109,False
206380,Porphyry,Precambrian,volcanic,volcanic,8,7.0,206380,489,0.8218487394957983,False
206381,Porphyry,Precambrian,volcanic,volcanic,21,14.0,206381,211,0.3546218487394958,False
206382,Porphyry,Unknown,felsic,felsic,20,14.0,206382,221,0.37142857142857144,False
206383,Porphyry,Mesozoic,felsic,felsic,31,18.0,206383,108,0.1815126050420168,False
206384,Porphyry,Mesozoic,felsic,other,19,12.0,206384,241,0.4050420168067227,False
206394,Porphyry,Cenozoic,felsic,other,30,17.0,206394,113,0.1899159663865546,False
206395,Porphyry,Unknown,volcanic,other,13,11.0,206395,360,0.6050420168067226,False
206396,Porphyry,Mesozoic,volcanic,volcanic,16,11.0,206396,302,0.507563025210084,False
206397,Porphyry,Mesozoic,volcanic,other,15,11.0,206397,324,0.5445378151260504,False
206398,Porphyry,Mesozoic,volcanic,siliciclastic,24,18.0,206398,160,0.2689075630252101,False
206399,Porphyry,Unknown,mafic,other,20,12.0,206399,229,0.38487394957983195,False
206400,Porphyry,Mesozoic,felsic,felsic,21,14.0,206400,212,0.3563025210084034,False
206402,Porphyry,Mesozoic,volcanic,volcanic,17,13.0,206402,276,0.4638655462184874,False
206403,Porphyry,Mesozoic,volcanic,volcanic,17,12.0,206403,282,0.47394957983193275,False
206419,Porphyry,Unknown,felsic,other,10,7.0,206419,446,0.7495798319327731,False
206420,Porphyry,Mesozoic,mafic,volcanic,14,9.0,206420,350,0.5882352941176471,False
206423,Porphyry,Mesozoic,volcanic,other,12,9.0,206423,387,0.6504201680672269,False
206425,Porphyry,Mesozoic,felsic,felsic,30,19.0,206425,111,0.1865546218487395,False
206428,Porphyry,Unknown,volcanic,metamorphic,4,4.0,206428,571,0.9596638655462185,False
206429,Porphyry,Mesozoic,volcanic,volcanic,11,9.0,206429,405,0.680672268907563,False
206430,Porphyry,Mesozoic,felsic,other,11,8.0,206430,410,0.6890756302521008,False
206434,Porphyry,Mesozoic,volcanic,volcanic,11,9.0,206434,406,0.6823529411764706,False
206435,Porphyry,Mesozoic,felsic,felsic,17,11.0,206435,286,0.48067226890756304,False
206436,Porphyry,Unknown,felsic,felsic,20,13.0,206436,227,0.3815126050420168,False
206437,Porphyry,Unknown,felsic,other,27,19.0,206437,132,0.2218487394957983,False
206438,Porphyry,Mesozoic,felsic,other,18,12.0,206438,261,0.43865546218487395,False
206439,Porphyry,Mesozoic,volcanic,volcanic,18,12.0,206439,262,0.4403361344537815,False
206448,Porphyry,Mesozoic,volcanic,other,3,3.0,206448,594,0.9983193277310924,False
206449,Porphyry,Mesozoic,other,other,19,14.0,206449,235,0.3949579831932773,False
206451,Porphyry,Unknown,volcanic,volcanic,15,11.0,206451,325,0.5462184873949579,False
