Mindat_id,Deposit_type,age_category,Macrostrat_model_lithology,GLiM_model_lithology,mapped_species_count,present_family_count,Mindat_id,documentation_rank_within_type,documentation_percentile_within_type,remove_top_documented
206452,Porphyry,Mesozoic,volcanic,other,26,18.0,206452,141,0.23697478991596638,False
206453,Porphyry,Cenozoic,volcanic,other,21,17.0,206453,199,0.334453781512605,False
206454,Porphyry,Mesozoic,volcanic,volcanic,8,7.0,206454,490,0.8235294117647058,False
206455,Porphyry,Mesozoic,felsic,other,16,12.0,206455,298,0.5008403361344538,False
206456,Porphyry,Cenozoic,felsic,felsic,31,18.0,206456,109,0.18319327731092436,False
206458,Porphyry,Cenozoic,siliciclastic,other,24,15.0,206458,169,0.28403361344537814,False
206459,Porphyry,Unknown,felsic,felsic,27,16.0,206459,137,0.23025210084033612,False
206460,Porphyry,Mesozoic,volcanic,other,33,17.0,206460,92,0.1546218487394958,False
206462,Porphyry,Mesozoic,felsic,other,14,9.0,206462,351,0.5899159663865546,False
206464,Porphyry,Cenozoic,carbonate,felsic,12,7.0,206464,392,0.6588235294117647,False
206465,Porphyry,Unknown,felsic,felsic,10,9.0,206465,427,0.7176470588235294,False
206466,Porphyry,Unknown,mafic,volcanic,27,18.0,206466,135,0.226890756302521,False
206467,Porphyry,Mesozoic,volcanic,other,15,10.0,206467,333,0.5596638655462185,False
206690,VMS,Paleozoic,mafic,volcanic,12,7.0,206690,216,0.6334310850439883,False
206850,Porphyry,Cenozoic,other,felsic,16,11.0,206850,303,0.5092436974789916,False
206851,Porphyry,Mesozoic,other,carbonate,12,10.0,206851,381,0.6403361344537815,False
206852,Porphyry,Cenozoic,other,felsic,5,5.0,206852,550,0.9243697478991597,False
206853,Porphyry,Mesozoic,other,siliciclastic,7,7.0,206853,506,0.8504201680672269,False
206854,Porphyry,Cenozoic,other,felsic,4,4.0,206854,572,0.9613445378151261,False
206855,Porphyry,Cenozoic,other,volcanic,4,4.0,206855,573,0.9630252100840336,False
206856,Porphyry,Cenozoic,other,felsic,23,14.0,206856,181,0.3042016806722689,False
206858,Porphyry,Cenozoic,other,volcanic,18,13.0,206858,255,0.42857142857142855,False
206859,Porphyry,Cenozoic,other,volcanic,18,14.0,206859,248,0.41680672268907565,False
206860,Porphyry,Cenozoic,other,volcanic,5,5.0,206860,551,0.9260504201680673,False
206889,Porphyry,Mesozoic,carbonate,other,9,9.0,206889,452,0.7596638655462185,False
206890,Porphyry,Mesozoic,felsic,other,18,12.0,206890,263,0.44201680672268906,False
206892,Porphyry,Paleozoic,felsic,felsic,4,4.0,206892,574,0.9647058823529412,False
206893,Porphyry,Mesozoic,felsic,felsic,4,4.0,206893,575,0.9663865546218487,False
206895,Porphyry,Mesozoic,felsic,felsic,11,11.0,206895,393,0.6605042016806723,False
206896,Porphyry,Paleozoic,felsic,felsic,8,8.0,206896,474,0.7966386554621848,False
206897,Porphyry,Mesozoic,felsic,other,6,6.0,206897,527,0.8857142857142857,False
206898,Porphyry,Mesozoic,felsic,other,10,8.0,206898,443,0.7445378151260504,False
206900,Porphyry,Mesozoic,mafic,metamorphic,25,18.0,206900,149,0.2504201680672269,False
206901,Porphyry,Mesozoic,mafic,felsic,6,6.0,206901,528,0.8873949579831932,False
206902,Porphyry,Paleozoic,felsic,other,13,11.0,206902,361,0.6067226890756302,False
206903,Porphyry,Paleozoic,carbonate,volcanic,7,7.0,206903,507,0.8521008403361344,False
206905,Porphyry,Unknown,felsic,felsic,5,5.0,206905,552,0.9277310924369748,False
206906,Porphyry,Unknown,siliciclastic,siliciclastic,4,4.0,206906,576,0.9680672268907563,False
206908,Porphyry,Cenozoic,other,other,45,21.0,206908,40,0.06722689075630252,True
206910,Porphyry,Cenozoic,other,volcanic,28,18.0,206910,128,0.21512605042016808,False
206911,Porphyry,Cenozoic,other,other,8,7.0,206911,491,0.8252100840336134,False
206942,Porphyry,Cenozoic,other,other,15,11.0,206942,326,0.5478991596638656,False
206943,Porphyry,Cenozoic,other,carbonate,13,9.0,206943,371,0.6235294117647059,False
206944,Porphyry,Cenozoic,other,felsic,16,11.0,206944,304,0.5109243697478991,False
206945,Porphyry,Cenozoic,other,felsic,4,4.0,206945,577,0.9697478991596639,False
206946,Porphyry,Cenozoic,volcanic,felsic,8,7.0,206946,492,0.826890756302521,False
206947,Porphyry,Cenozoic,other,carbonate,11,9.0,206947,407,0.6840336134453782,False
206948,Porphyry,Cenozoic,volcanic,other,18,13.0,206948,256,0.43025210084033616,False
206949,Porphyry,Unknown,other,carbonate,5,5.0,206949,553,0.9294117647058824,False
206950,Porphyry,Cenozoic,other,felsic,5,5.0,206950,554,0.9310924369747899,False
206951,Porphyry,Cenozoic,volcanic,carbonate,18,11.0,206951,264,0.4436974789915966,False
206952,Porphyry,Cenozoic,volcanic,volcanic,6,5.0,206952,536,0.9008403361344538,False
206953,Porphyry,Cenozoic,volcanic,volcanic,19,13.0,206953,237,0.3983193277310924,False
206956,Porphyry,Cenozoic,volcanic,other,17,14.0,206956,272,0.45714285714285713,False
206957,Porphyry,Cenozoic,volcanic,other,16,13.0,206957,293,0.492436974789916,False
206958,Porphyry,Mesozoic,other,volcanic,10,10.0,206958,417,0.7008403361344537,False
206959,Porphyry,Unknown,other,volcanic,11,8.0,206959,411,0.6907563025210084,False
206960,Porphyry,Unknown,other,felsic,12,11.0,206960,377,0.6336134453781512,False
206962,Porphyry,Cenozoic,other,other,15,11.0,206962,327,0.5495798319327732,False
207056,Porphyry,Unknown,other,other,15,11.0,207056,328,0.5512605042016807,False
207057,Porphyry,Cenozoic,other,other,19,14.0,207057,236,0.39663865546218485,False
207058,Porphyry,Unknown,other,felsic,10,9.0,207058,428,0.719327731092437,False
207059,Porphyry,Cenozoic,other,siliciclastic,17,12.0,207059,283,0.4756302521008403,False
207060,Porphyry,Unknown,volcanic,volcanic,14,11.0,207060,342,0.5747899159663865,False
207061,Porphyry,Cenozoic,other,other,6,4.0,207061,543,0.9126050420168067,False
207062,Porphyry,Unknown,volcanic,volcanic,6,6.0,207062,529,0.8890756302521008,False
207063,Porphyry,Unknown,other,other,6,4.0,207063,544,0.9142857142857143,False
207064,Porphyry,Cenozoic,other,carbonate,4,4.0,207064,578,0.9714285714285714,False
207065,Porphyry,Unknown,other,volcanic,13,10.0,207065,368,0.6184873949579832,False
207164,Porphyry,Unknown,other,other,6,5.0,207164,537,0.9025210084033614,False
207165,Porphyry,Cenozoic,other,other,22,16.0,207165,187,0.3142857142857143,False
207166,Porphyry,Cenozoic,mafic,unknown,15,10.0,207166,334,0.561344537815126,False
207167,Porphyry,Cenozoic,mafic,volcanic,9,8.0,207167,457,0.7680672268907563,False
207169,Porphyry,Unknown,other,felsic,8,6.0,207169,499,0.838655462184874,False
207170,Porphyry,Unknown,other,other,12,9.0,207170,388,0.6521008403361345,False
207172,Porphyry,Unknown,other,other,16,11.0,207172,305,0.5126050420168067,False
207174,Porphyry,Cenozoic,other,other,24,17.0,207174,163,0.2739495798319328,False
207175,Porphyry,Unknown,volcanic,other,19,12.0,207175,242,0.40672268907563025,False
207177,Porphyry,Unknown,other,felsic,3,2.0,207177,595,1.0,False
207179,Porphyry,Cenozoic,other,mafic,28,20.0,207179,124,0.20840336134453782,False
207181,Porphyry,Cenozoic,volcanic,other,14,11.0,207181,343,0.5764705882352941,False
207289,Porphyry,Cenozoic,other,felsic,32,16.0,207289,99,0.16638655462184873,False
207309,Porphyry,Cenozoic,felsic,other,4,4.0,207309,579,0.973109243697479,False
207310,Porphyry,Cenozoic,felsic,felsic,8,8.0,207310,475,0.7983193277310925,False
207312,Porphyry,Cenozoic,carbonate,other,10,9.0,207312,429,0.7210084033613445,False
207315,Porphyry,Cenozoic,other,other,42,21.0,207315,56,0.09411764705882353,True
207316,Porphyry,Cenozoic,volcanic,felsic,5,5.0,207316,555,0.9327731092436975,False
207317,Porphyry,Cenozoic,felsic,felsic,11,9.0,207317,408,0.6857142857142857,False
207355,Porphyry,Unknown,carbonate,other,6,6.0,207355,530,0.8907563025210085,False
207467,IOCG,Unknown,siliciclastic,felsic,4,4.0,207467,82,1.0,False
207910,VMS,Precambrian,volcanic,volcanic,9,5.0,207910,247,0.7243401759530792,False
207911,VMS,Precambrian,metamorphic,other,24,14.0,207911,85,0.24926686217008798,False
208266,Porphyry,Mesozoic,other,other,7,7.0,208266,508,0.853781512605042,False
208267,Porphyry,Mesozoic,other,carbonate,5,5.0,208267,556,0.934453781512605,False
208268,Porphyry,Mesozoic,other,volcanic,25,15.0,208268,154,0.25882352941176473,False
208271,Porphyry,Paleozoic,volcanic,felsic,11,8.0,208271,412,0.692436974789916,False
208273,Porphyry,Paleozoic,other,other,9,7.0,208273,466,0.7831932773109244,False
208275,Porphyry,Paleozoic,other,other,7,7.0,208275,509,0.8554621848739495,False
208276,Porphyry,Paleozoic,felsic,volcanic,4,3.0,208276,585,0.9831932773109243,False
208277,Porphyry,Unknown,felsic,volcanic,6,4.0,208277,545,0.9159663865546218,False
208279,Porphyry,Paleozoic,felsic,other,9,7.0,208279,467,0.7848739495798319,False
208280,Porphyry,Unknown,other,carbonate,9,8.0,208280,458,0.7697478991596639,False
208328,Porphyry,Cenozoic,other,other,6,6.0,208328,531,0.892436974789916,False
208330,Porphyry,Cenozoic,metamorphic,other,6,6.0,208330,532,0.8941176470588236,False
208331,Porphyry,Cenozoic,metamorphic,siliciclastic,4,4.0,208331,580,0.9747899159663865,False
208332,Porphyry,Mesozoic,volcanic,metamorphic,7,7.0,208332,510,0.8571428571428571,False
208333,Porphyry,Paleozoic,other,volcanic,36,20.0,208333,75,0.12605042016806722,False
208334,Porphyry,Paleozoic,felsic,other,24,16.0,208334,167,0.280672268907563,False
208335,Porphyry,Paleozoic,felsic,siliciclastic,23,16.0,208335,178,0.2991596638655462,False
208336,Porphyry,Paleozoic,other,other,21,13.0,208336,215,0.36134453781512604,False
208337,Porphyry,Unknown,other,other,18,11.0,208337,265,0.44537815126050423,False
208338,Porphyry,Unknown,mafic,other,29,18.0,208338,119,0.2,False
208339,Porphyry,Paleozoic,volcanic,other,26,17.0,208339,143,0.24033613445378152,False
208340,Porphyry,Unknown,felsic,other,12,9.0,208340,389,0.653781512605042,False
208341,Porphyry,Paleozoic,volcanic,siliciclastic,14,13.0,208341,337,0.5663865546218487,False
208343,Porphyry,Cenozoic,felsic,metamorphic,16,14.0,208343,290,0.48739495798319327,False
208346,Porphyry,Paleozoic,other,volcanic,17,11.0,208346,287,0.4823529411764706,False
208348,Porphyry,Paleozoic,other,metamorphic,14,11.0,208348,344,0.5781512605042017,False
208390,Porphyry,Paleozoic,felsic,other,17,12.0,208390,284,0.4773109243697479,False
208391,Porphyry,Paleozoic,volcanic,volcanic,20,13.0,208391,228,0.3831932773109244,False
208392,Porphyry,Paleozoic,metamorphic,metamorphic,20,15.0,208392,217,0.36470588235294116,False
208393,Porphyry,Unknown,volcanic,metamorphic,8,7.0,208393,493,0.8285714285714286,False
208394,Porphyry,Unknown,felsic,other,15,11.0,208394,329,0.5529411764705883,False
208396,Porphyry,Unknown,felsic,carbonate,15,11.0,208396,330,0.5546218487394958,False
208397,Porphyry,Paleozoic,felsic,volcanic,17,13.0,208397,277,0.46554621848739497,False
208398,Porphyry,Paleozoic,other,felsic,8,7.0,208398,494,0.8302521008403362,False
208474,Porphyry,Cenozoic,volcanic,metamorphic,22,13.0,208474,195,0.3277310924369748,False
208475,Porphyry,Cenozoic,mafic,felsic,15,12.0,208475,315,0.5294117647058824,False
208477,Porphyry,Precambrian,felsic,felsic,6,5.0,208477,538,0.9042016806722689,False
208478,Porphyry,Mesozoic,other,volcanic,6,5.0,208478,539,0.9058823529411765,False
208484,Porphyry,Cenozoic,other,felsic,24,17.0,208484,164,0.27563025210084036,False
208930,Porphyry,Cenozoic,other,other,15,11.0,208930,331,0.5563025210084034,False
208931,Porphyry,Cenozoic,other,siliciclastic,15,10.0,208931,335,0.5630252100840336,False
208932,Porphyry,Cenozoic,volcanic,other,22,16.0,208932,188,0.31596638655462184,False
208933,Porphyry,Unknown,other,other,10,9.0,208933,430,0.7226890756302521,False
208934,Porphyry,Mesozoic,other,siliciclastic,4,4.0,208934,581,0.9764705882352941,False
208935,Porphyry,Cenozoic,other,other,16,12.0,208935,299,0.5025210084033613,False
208936,Porphyry,Unknown,other,other,5,4.0,208936,562,0.9445378151260504,False
208937,Porphyry,Cenozoic,other,felsic,13,11.0,208937,362,0.6084033613445378,False
209445,VMS,Precambrian,mafic,mafic,18,11.0,209445,145,0.4252199413489736,False
209628,Porphyry,Mesozoic,other,felsic,20,11.0,209628,230,0.3865546218487395,False
209836,Porphyry,Mesozoic,other,felsic,8,8.0,209836,476,0.8,False
209837,Porphyry,Cenozoic,other,felsic,8,7.0,209837,495,0.8319327731092437,False
209839,Porphyry,Cenozoic,other,other,13,10.0,209839,369,0.6201680672268908,False
209868,IOCG,Precambrian,felsic,metamorphic,5,4.0,209868,81,0.9878048780487805,False
209909,VMS,Precambrian,volcanic,volcanic,6,6.0,209909,286,0.8387096774193549,False
210060,Porphyry,Paleozoic,felsic,felsic,11,10.0,210060,398,0.66890756302521,False
210140,Sediment-Hosted,Unknown,metamorphic,metamorphic,19,13.0,210140,39,0.2826086956521739,False
210265,VMS,Precambrian,volcanic,other,21,13.0,210265,105,0.30791788856304986,False
210267,VMS,Unknown,carbonate,metamorphic,6,6.0,210267,287,0.841642228739003,False
210332,Magmatic sulfide,Precambrian,felsic,volcanic,37,14.0,210332,20,0.24691358024691357,False
210493,IOCG,Precambrian,felsic,other,32,14.0,210493,21,0.25609756097560976,False
21099,Porphyry,Mesozoic,felsic,felsic,18,12.0,21099,257,0.4319327731092437,False
21132,Magmatic sulfide,Unknown,metamorphic,metamorphic,19,11.0,21132,39,0.48148148148148145,False
211939,Sediment-Hosted,Precambrian,other,carbonate,16,11.0,211939,51,0.3695652173913043,False
2120,Porphyry,Cenozoic,carbonate,other,37,22.0,2120,67,0.11260504201680673,False
212179,VMS,Cenozoic,volcanic,volcanic,8,8.0,212179,248,0.7272727272727273,False
212605,Sediment-Hosted,Paleozoic,carbonate,carbonate,9,7.0,212605,87,0.6304347826086957,False
212969,Sediment-Hosted,Precambrian,metamorphic,metamorphic,10,8.0,212969,82,0.5942028985507246,False
212971,Sediment-Hosted,Precambrian,volcanic,metamorphic,5,4.0,212971,113,0.8188405797101449,False
214669,VMS,Paleozoic,volcanic,metamorphic,6,4.0,214669,299,0.8768328445747801,False
214670,VMS,Paleozoic,carbonate,metamorphic,8,8.0,214670,249,0.7302052785923754,False
214671,VMS,Unknown,volcanic,metamorphic,6,5.0,214671,296,0.8680351906158358,False
214679,VMS,Paleozoic,carbonate,metamorphic,7,5.0,214679,276,0.8093841642228738,False
21538,Porphyry,Cenozoic,other,other,37,18.0,21538,71,0.11932773109243698,False
21589,Porphyry,Cenozoic,felsic,other,61,22.0,21589,15,0.025210084033613446,True
21603,VMS,Paleozoic,other,metamorphic,15,11.0,21603,169,0.49560117302052786,False
21605,VMS,Precambrian,volcanic,volcanic,14,12.0,21605,177,0.5190615835777126,False
21638,Magmatic sulfide,Precambrian,volcanic,metamorphic,4,3.0,21638,75,0.9259259259259259,False
216983,IOCG,Unknown,other,other,8,8.0,216983,77,0.9390243902439024,False
217008,VMS,Paleozoic,siliciclastic,other,18,16.0,217008,132,0.3870967741935484,False
217330,VMS,Cenozoic,volcanic,other,5,5.0,217330,303,0.8885630498533724,False
217344,VMS,Unknown,volcanic,volcanic,6,6.0,217344,288,0.844574780058651,False
217350,VMS,Cenozoic,volcanic,other,5,5.0,217350,304,0.8914956011730205,False
21755,VMS,Mesozoic,volcanic,volcanic,35,20.0,21755,35,0.10263929618768329,True
220728,VMS,Paleozoic,unknown,volcanic,9,9.0,220728,234,0.6862170087976539,False
22091,Magmatic sulfide,Unknown,volcanic,metamorphic,38,17.0,22091,19,0.2345679012345679,False
22183,Porphyry,Mesozoic,felsic,felsic,17,12.0,22183,278,0.4672268907563025,False
22204,Porphyry,Mesozoic,felsic,volcanic,22,16.0,22204,185,0.31092436974789917,False
222130,VMS,Mesozoic,mafic,metamorphic,29,19.0,222130,54,0.15835777126099707,False
222961,Porphyry,Unknown,carbonate,other,11,11.0,222961,394,0.6621848739495798,False
224829,VMS,Paleozoic,other,metamorphic,4,4.0,224829,323,0.9472140762463344,False
225030,Magmatic sulfide,Precambrian,volcanic,carbonate,57,21.0,225030,8,0.09876543209876543,True
22531,Sediment-Hosted,Mesozoic,siliciclastic,siliciclastic,29,17.0,22531,17,0.12318840579710146,False
226441,Sediment-Hosted,Precambrian,carbonate,metamorphic,3,2.0,226441,134,0.9710144927536232,False
226455,Sediment-Hosted,Precambrian,carbonate,metamorphic,4,3.0,226455,121,0.8768115942028986,False
226456,Sediment-Hosted,Precambrian,carbonate,other,3,2.0,226456,135,0.9782608695652174,False
226488,Sediment-Hosted,Precambrian,carbonate,other,6,3.0,226488,109,0.7898550724637681,False
226501,Sediment-Hosted,Precambrian,carbonate,other,11,7.0,226501,78,0.5652173913043478,False
226944,Porphyry,Cenozoic,other,other,31,19.0,226944,105,0.17647058823529413,False
22701,Sediment-Hosted,Unknown,other,other,20,13.0,22701,31,0.2246376811594203,False
227886,Porphyry,Paleozoic,mafic,felsic,19,12.0,227886,243,0.4084033613445378,False
227904,Porphyry,Paleozoic,felsic,volcanic,10,9.0,227904,431,0.7243697478991596,False
227973,Porphyry,Mesozoic,felsic,other,6,5.0,227973,540,0.907563025210084,False
227974,Porphyry,Cenozoic,felsic,other,10,9.0,227974,432,0.7260504201680672,False
227976,Porphyry,Mesozoic,volcanic,siliciclastic,7,6.0,227976,518,0.8705882352941177,False
227979,Porphyry,Mesozoic,mafic,other,12,9.0,227979,390,0.6554621848739496,False
228007,Porphyry,Mesozoic,felsic,volcanic,6,5.0,228007,541,0.9092436974789916,False
228008,Porphyry,Cenozoic,felsic,volcanic,8,8.0,228008,477,0.8016806722689076,False
228015,Porphyry,Unknown,other,other,9,6.0,228015,469,0.788235294117647,False
228019,Porphyry,Cenozoic,other,other,4,3.0,228019,586,0.984873949579832,False
228020,Porphyry,Unknown,other,other,11,7.0,228020,414,0.6957983193277311,False
228021,Porphyry,Cenozoic,volcanic,volcanic,20,14.0,228021,222,0.373109243697479,False
228022,Porphyry,Cenozoic,volcanic,other,8,8.0,228022,478,0.8033613445378152,False
228029,Porphyry,Cenozoic,mafic,volcanic,10,9.0,228029,433,0.7277310924369748,False
228031,Porphyry,Cenozoic,felsic,felsic,22,17.0,228031,183,0.30756302521008405,False
228045,Porphyry,Mesozoic,volcanic,volcanic,12,9.0,228045,391,0.6571428571428571,False
228046,Porphyry,Mesozoic,felsic,volcanic,15,12.0,228046,316,0.5310924369747899,False
228053,Porphyry,Paleozoic,metamorphic,other,4,4.0,228053,582,0.9781512605042016,False
228066,Porphyry,Unknown,felsic,felsic,10,9.0,228066,434,0.7294117647058823,False
228067,Porphyry,Unknown,mafic,volcanic,25,17.0,228067,151,0.253781512605042,False
228088,Porphyry,Cenozoic,felsic,volcanic,10,9.0,228088,435,0.7310924369747899,False
228106,Porphyry,Paleozoic,mafic,other,18,14.0,228106,249,0.4184873949579832,False
228123,Porphyry,Mesozoic,volcanic,other,19,13.0,228123,238,0.4,False
228124,Porphyry,Mesozoic,siliciclastic,siliciclastic,33,20.0,228124,88,0.14789915966386555,False
228128,Porphyry,Mesozoic,volcanic,volcanic,6,6.0,228128,533,0.8957983193277311,False
228131,Porphyry,Mesozoic,felsic,other,6,5.0,228131,542,0.9109243697478991,False
228164,Sediment-Hosted,Mesozoic,other,carbonate,11,8.0,228164,77,0.5579710144927537,False
228182,Sediment-Hosted,Precambrian,volcanic,volcanic,3,3.0,228182,130,0.9420289855072463,False
228184,Sediment-Hosted,Precambrian,other,volcanic,25,17.0,228184,20,0.14492753623188406,False
228186,Sediment-Hosted,Precambrian,other,metamorphic,18,10.0,228186,44,0.3188405797101449,False
228187,Sediment-Hosted,Precambrian,other,metamorphic,10,7.0,228187,83,0.6014492753623188,False
228191,Sediment-Hosted,Mesozoic,metamorphic,carbonate,9,5.0,228191,89,0.644927536231884,False
228192,Sediment-Hosted,Mesozoic,other,carbonate,3,2.0,228192,136,0.9855072463768116,False
228195,Sediment-Hosted,Precambrian,other,metamorphic,3,3.0,228195,131,0.9492753623188406,False
228202,Sediment-Hosted,Precambrian,other,metamorphic,17,13.0,228202,45,0.32608695652173914,False
228255,Sediment-Hosted,Precambrian,metamorphic,metamorphic,4,4.0,228255,118,0.855072463768116,False
228257,Sediment-Hosted,Precambrian,volcanic,metamorphic,16,11.0,228257,52,0.37681159420289856,False
228258,Sediment-Hosted,Precambrian,other,metamorphic,3,3.0,228258,132,0.9565217391304348,False
228259,Sediment-Hosted,Precambrian,other,other,3,2.0,228259,137,0.9927536231884058,False
228261,Sediment-Hosted,Precambrian,metamorphic,metamorphic,5,4.0,228261,114,0.8260869565217391,False
228263,Sediment-Hosted,Precambrian,volcanic,metamorphic,7,6.0,228263,98,0.7101449275362319,False
228264,Sediment-Hosted,Precambrian,volcanic,metamorphic,12,9.0,228264,73,0.5289855072463768,False
228282,Sediment-Hosted,Precambrian,carbonate,carbonate,11,7.0,228282,79,0.572463768115942,False
228308,Sediment-Hosted,Paleozoic,carbonate,carbonate,6,5.0,228308,104,0.7536231884057971,False
228326,Sediment-Hosted,Mesozoic,siliciclastic,other,4,2.0,228326,124,0.8985507246376812,False
228328,Sediment-Hosted,Precambrian,metamorphic,other,12,10.0,228328,70,0.5072463768115942,False
228329,Sediment-Hosted,Paleozoic,other,carbonate,4,4.0,228329,119,0.8623188405797102,False
228361,Sediment-Hosted,Precambrian,mafic,other,11,9.0,228361,76,0.5507246376811594,False
228363,Sediment-Hosted,Mesozoic,mafic,other,4,3.0,228363,122,0.8840579710144928,False
228364,Sediment-Hosted,Mesozoic,other,volcanic,16,12.0,228364,48,0.34782608695652173,False
228365,Sediment-Hosted,Mesozoic,other,siliciclastic,6,5.0,228365,105,0.7608695652173914,False
22945,Porphyry,Cenozoic,volcanic,siliciclastic,21,16.0,22945,200,0.33613445378151263,False
229581,Sediment-Hosted,Mesozoic,other,siliciclastic,15,13.0,229581,54,0.391304347826087,False
22987,VMS,Mesozoic,metamorphic,other,10,7.0,22987,230,0.6744868035190615,False
229882,IOCG,Unknown,felsic,other,43,24.0,229882,10,0.12195121951219512,False
230046,Porphyry,Paleozoic,other,other,22,16.0,230046,189,0.3176470588235294,False
230048,VMS,Paleozoic,carbonate,carbonate,20,11.0,230048,115,0.33724340175953077,False
230442,IOCG,Unknown,other,other,22,14.0,230442,42,0.5121951219512195,False
230718,IOCG,Unknown,other,carbonate,29,19.0,230718,25,0.3048780487804878,False
231,VMS,Precambrian,mafic,siliciclastic,65,27.0,231,8,0.02346041055718475,True
231161,VMS,Mesozoic,other,carbonate,13,12.0,231161,189,0.5542521994134897,False
23128,VMS,Paleozoic,metamorphic,metamorphic,14,11.0,23128,179,0.5249266862170088,False
231326,VMS,Paleozoic,metamorphic,metamorphic,10,9.0,231326,228,0.6686217008797654,False
231677,VMS,Unknown,carbonate,carbonate,9,8.0,231677,241,0.7067448680351907,False
231947,Magmatic sulfide,Precambrian,mafic,metamorphic,4,3.0,231947,79,0.9753086419753086,False
23197,VMS,Paleozoic,volcanic,volcanic,24,12.0,23197,86,0.25219941348973607,False
232161,IOCG,Unknown,metamorphic,felsic,20,13.0,232161,48,0.5853658536585366,False
232236,Magmatic sulfide,Paleozoic,other,siliciclastic,9,7.0,232236,66,0.8148148148148148,False
232876,Porphyry,Cenozoic,other,felsic,47,23.0,232876,35,0.058823529411764705,True
232939,Magmatic sulfide,Unknown,other,other,28,15.0,232939,31,0.38271604938271603,False
233025,IOCG,Unknown,metamorphic,other,22,17.0,233025,40,0.4878048780487805,False
233347,Sediment-Hosted,Precambrian,mafic,unknown,17,10.0,233347,47,0.34057971014492755,False
23362,Porphyry,Cenozoic,other,other,43,19.0,23362,50,0.08403361344537816,True
23365,VMS,Precambrian,mafic,volcanic,18,11.0,23365,144,0.4222873900293255,False
233725,VMS,Precambrian,volcanic,volcanic,19,13.0,233725,127,0.3724340175953079,False
23547,VMS,Mesozoic,carbonate,volcanic,30,16.0,23547,52,0.15249266862170088,False
2355,Porphyry,Cenozoic,felsic,volcanic,32,19.0,2355,94,0.15798319327731092,False
236806,Porphyry,Cenozoic,carbonate,carbonate,24,14.0,236806,171,0.28739495798319326,False
237746,VMS,Mesozoic,carbonate,carbonate,22,13.0,237746,99,0.2903225806451613,False
237747,VMS,Mesozoic,carbonate,carbonate,4,3.0,237747,329,0.9648093841642229,False
238301,IOCG,Mesozoic,other,other,25,16.0,238301,36,0.43902439024390244,False
239423,Sediment-Hosted,Precambrian,carbonate,siliciclastic,14,9.0,239423,62,0.4492753623188406,False
239474,VMS,Paleozoic,metamorphic,other,5,5.0,239474,305,0.8944281524926686,False
239475,VMS,Paleozoic,metamorphic,other,7,7.0,239475,267,0.782991202346041,False
241607,VMS,Paleozoic,metamorphic,metamorphic,6,6.0,241607,289,0.8475073313782991,False
241797,IOCG,Unknown,felsic,other,17,13.0,241797,53,0.6463414634146342,False
242440,Sediment-Hosted,Mesozoic,other,carbonate,6,5.0,242440,106,0.7681159420289855,False
242867,VMS,Paleozoic,volcanic,volcanic,12,9.0,242867,215,0.6304985337243402,False
243349,VMS,Precambrian,volcanic,volcanic,7,6.0,243349,273,0.8005865102639296,False
243676,VMS,Precambrian,felsic,mafic,5,4.0,243676,313,0.9178885630498533,False
243680,VMS,Precambrian,mafic,volcanic,4,4.0,243680,324,0.9501466275659824,False
243681,VMS,Precambrian,mafic,volcanic,8,7.0,243681,257,0.7536656891495601,False
243684,VMS,Precambrian,mafic,volcanic,14,12.0,243684,178,0.5219941348973607,False
244258,VMS,Precambrian,volcanic,volcanic,13,10.0,244258,198,0.5806451612903226,False
244581,VMS,Precambrian,volcanic,volcanic,13,12.0,244581,190,0.5571847507331378,False
244583,VMS,Precambrian,volcanic,felsic,10,9.0,244583,229,0.6715542521994134,False
244584,VMS,Precambrian,volcanic,volcanic,13,9.0,244584,200,0.5865102639296188,False
244626,VMS,Paleozoic,other,other,19,13.0,244626,128,0.375366568914956,False
244917,VMS,Precambrian,volcanic,volcanic,6,5.0,244917,297,0.8709677419354839,False
244919,VMS,Precambrian,volcanic,volcanic,3,2.0,244919,341,1.0,False
24511,Sediment-Hosted,Unknown,volcanic,metamorphic,24,16.0,24511,21,0.15217391304347827,False
246047,VMS,Paleozoic,siliciclastic,metamorphic,24,12.0,246047,87,0.25513196480938416,False
2461,VMS,Precambrian,volcanic,volcanic,38,19.0,2461,26,0.07624633431085044,True
247872,Magmatic sulfide,Unknown,volcanic,metamorphic,25,14.0,247872,32,0.3950617283950617,False
248178,Magmatic sulfide,Precambrian,mafic,volcanic,90,27.0,248178,2,0.024691358024691357,True
248675,VMS,Cenozoic,other,other,3,3.0,248675,337,0.9882697947214076,False
248677,VMS,Cenozoic,other,siliciclastic,3,3.0,248677,338,0.9912023460410557,False
248824,VMS,Precambrian,volcanic,volcanic,10,7.0,248824,231,0.6774193548387096,False
248876,VMS,Paleozoic,mafic,volcanic,22,14.0,248876,97,0.2844574780058651,False
248877,VMS,Paleozoic,mafic,volcanic,26,15.0,248877,73,0.21407624633431085,False
248892,VMS,Paleozoic,mafic,metamorphic,5,4.0,248892,314,0.9208211143695014,False
24995,IOCG,Precambrian,felsic,metamorphic,67,27.0,24995,3,0.036585365853658534,True
250732,Sediment-Hosted,Paleozoic,other,other,20,13.0,250732,34,0.2463768115942029,False
250907,IOCG,Unknown,felsic,felsic,6,5.0,250907,80,0.975609756097561,False
251086,VMS,Paleozoic,other,volcanic,5,4.0,251086,315,0.9237536656891495,False
