Mindat_id,Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Macrostrat_raw_lithology,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_model_lithology
60100,VMS,Mesozoic,-0.39,-78.925,89.45,other,other,volcanic,volcanic
60101,VMS,Mesozoic,-0.925533,-79.061604,117.45,other,other,carbonate,carbonate
60164,Porphyry,Mesozoic,40.6119444444,-117.036111111,86.0,carbonate,carbonate,siliciclastic,siliciclastic
62514,Porphyry,Unknown,33.0666666667,-110.796111111,,mafic,mafic,other,other
63180,Porphyry,Mesozoic,35.4833333333,-115.133333333,72.5,volcanic,volcanic,metamorphic,metamorphic
63563,Porphyry,Unknown,33.535833,54.544444,,other,other,other,other
64347,Porphyry,Unknown,39.03,-119.18,,other,other,other,other
64578,VMS,Mesozoic,41.416934906985,44.542694091797,90.0,carbonate,carbonate,volcanic,volcanic
64759,Porphyry,Cenozoic,29.9997222222,114.837777778,17.83,other,other,carbonate,carbonate
65223,Sediment-Hosted,Cenozoic,-17.68,-68.37,45.0,other,other,other,other
65283,VMS,Precambrian,60.229,23.539,1520.5,felsic,felsic,volcanic,volcanic
65285,IOCG,Precambrian,-20.739163888889,140.65382222222,1532.5,mafic,mafic,other,other
66858,VMS,Precambrian,34.50232,-83.9593,850.0,volcanic,volcanic,metamorphic,metamorphic
66898,VMS,Precambrian,33.75774,-84.93281,850.0,metamorphic,metamorphic,metamorphic,metamorphic
68115,Sediment-Hosted,Precambrian,62.691902777778,-126.665375,699.0,carbonate,carbonate,other,other
68188,VMS,Paleozoic,-20.7303225905,140.420393451,477.5,metamorphic,metamorphic,mafic,mafic
68700,Porphyry,Unknown,32.5891666667,-112.053888889,,carbonate,carbonate,siliciclastic,siliciclastic
69552,Porphyry,Cenozoic,9.8035347634699,122.45720684612,30.0,other,other,other,other
71511,Sediment-Hosted,Precambrian,30.0944444444,-8.35,900.0,mafic,mafic,metamorphic,metamorphic
73136,VMS,Cenozoic,42.475,141.05,15.0,felsic,felsic,volcanic,volcanic
73255,VMS,Mesozoic,19.036683507473,-100.22958260237,120.0,metamorphic,metamorphic,metamorphic,metamorphic
75449,VMS,Mesozoic,37.9763888889,-120.642777778,170.0,felsic,felsic,volcanic,volcanic
81928,VMS,Mesozoic,37.6013888889,-120.315833333,170.0,volcanic,volcanic,volcanic,volcanic
84746,VMS,Mesozoic,39.1155555556,-121.270555556,170.0,felsic,felsic,volcanic,volcanic
85223,VMS,Mesozoic,39.0308333333,-121.288055556,170.0,felsic,felsic,volcanic,volcanic
86332,Porphyry,Mesozoic,40.2166666667,-120.783333333,100.0,felsic,felsic,felsic,felsic
92443,VMS,Paleozoic,40.7252777778,-122.498055556,390.0,felsic,felsic,volcanic,volcanic
92495,VMS,Paleozoic,40.7991666667,-122.202777778,260.0,felsic,felsic,volcanic,volcanic
93923,VMS,Mesozoic,41.95,-123.1,159.0,metamorphic,metamorphic,siliciclastic,siliciclastic
98618,VMS,Mesozoic,39.175,-121.291666667,150.0,felsic,felsic,volcanic,volcanic
105775,Sediment-Hosted,Mesozoic,32.75,-0.583333333333,115.0,other,other,carbonate,carbonate
107252,Porphyry,Cenozoic,46.0108333333,-112.48,60.5,felsic,felsic,felsic,felsic
108163,VMS,Cenozoic,35.1644444444,132.441666667,15.0,felsic,felsic,other,other
108197,Porphyry,Cenozoic,-20.0447222222,-69.2597222222,51.8,felsic,felsic,felsic,felsic
109677,VMS,Precambrian,-28.7780555556,116.962777778,3250.0,felsic,felsic,siliciclastic,siliciclastic
109688,VMS,Precambrian,-27.046141130114,117.71221058717,3200.0,mafic,mafic,mafic,mafic
114858,Porphyry,Mesozoic,37.4063888889,-108.088333333,67.5,siliciclastic,siliciclastic,siliciclastic,siliciclastic
122228,Porphyry,Cenozoic,-31.7138888889,-70.4888888889,9.8,volcanic,volcanic,volcanic,volcanic
122266,IOCG,Unknown,31.8333333333,59.0,,felsic,felsic,volcanic,volcanic
122759,Magmatic sulfide,Precambrian,-27.8152777778,120.704166667,2705.0,mafic,mafic,siliciclastic,siliciclastic
122767,Magmatic sulfide,Precambrian,-26.8833333333,120.383333333,2705.0,mafic,mafic,other,other
122804,Porphyry,Mesozoic,50.480831312986,-121.0142405168,196.0,felsic,felsic,felsic,felsic
122945,Porphyry,Cenozoic,-9.797208,160.022208,1.95,mafic,mafic,other,other
122949,VMS,Precambrian,-21.0805555556,116.925,3200.0,mafic,mafic,volcanic,volcanic
122950,Porphyry,Precambrian,-21.65937462058,119.97837714324,2500.0,felsic,felsic,siliciclastic,siliciclastic
122951,Porphyry,Precambrian,-21.788877237102,119.87376717439,2500.0,mafic,mafic,volcanic,volcanic
123105,Sediment-Hosted,Precambrian,-13.1325,28.3925,900.0,metamorphic,metamorphic,metamorphic,metamorphic
123423,Magmatic sulfide,Unknown,47.7208333333,-91.8241666667,,mafic,mafic,mafic,mafic
124002,Sediment-Hosted,Precambrian,46.8333333333,-87.75,2000.0,siliciclastic,siliciclastic,siliciclastic,siliciclastic
125608,VMS,Mesozoic,35.036111111111,33.116388888889,100.0,mafic,mafic,felsic,felsic
126508,Sediment-Hosted,Precambrian,-23.7894444444,16.6438888889,602.5,metamorphic,metamorphic,metamorphic,metamorphic
126948,Sediment-Hosted,Precambrian,-30.5233954,138.5314475,630.0,carbonate,carbonate,other,other
127294,IOCG,Precambrian,-20.625,140.688333333,1532.5,metamorphic,metamorphic,metamorphic,metamorphic
127444,Porphyry,Paleozoic,43.00348378007,106.85218868256,368.1,felsic,felsic,felsic,felsic
131133,Porphyry,Cenozoic,41.1218,41.9498,37.3,volcanic,volcanic,volcanic,volcanic
131315,VMS,Paleozoic,45.7719444444,-71.31,464.5,volcanic,volcanic,volcanic,volcanic
131316,VMS,Unknown,40.3472222222,140.766666667,,volcanic,volcanic,volcanic,volcanic
132210,Porphyry,Unknown,48.23,-121.5658,,metamorphic,metamorphic,metamorphic,metamorphic
132305,Sediment-Hosted,Cenozoic,-17.4789,-68.356,45.0,other,other,siliciclastic,siliciclastic
132814,Porphyry,Precambrian,19.7,-97.8166666667,1880.5,carbonate,carbonate,volcanic,volcanic
133117,Porphyry,Cenozoic,-22.5333333333,-69.9166666667,65.7,other,other,volcanic,volcanic
134565,Porphyry,Cenozoic,29.4694444444,90.0277777778,15.5,felsic,felsic,felsic,felsic
134575,Porphyry,Cenozoic,29.6294444444,91.5988888889,14.15,other,other,felsic,felsic
134599,Magmatic sulfide,Precambrian,22.8583333333,102.966666667,945.0,other,other,siliciclastic,siliciclastic
134605,VMS,Precambrian,24.1,101.683333333,1850.0,other,other,siliciclastic,siliciclastic
134676,Porphyry,Mesozoic,31.1416666667,117.283333333,148.0,volcanic,volcanic,felsic,felsic
134745,IOCG,Precambrian,26.183333333333,102.98333333333,1500.0,mafic,mafic,other,other
135092,Sediment-Hosted,Cenozoic,-17.329166666667,-68.407777777778,45.0,other,other,siliciclastic,siliciclastic
135234,Sediment-Hosted,Unknown,-31.1130555556,137.153055556,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
135235,IOCG,Unknown,-31.2144444444,137.497222222,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
135329,Porphyry,Cenozoic,29.5111111111,90.0,13.765,felsic,felsic,felsic,felsic
136123,Porphyry,Unknown,45.3563888889,-113.993611111,,siliciclastic,siliciclastic,metamorphic,metamorphic
142172,Porphyry,Cenozoic,29.5,91.4055555556,13.45,other,other,felsic,felsic
142173,Porphyry,Cenozoic,30.0,98.5,38.0,other,other,siliciclastic,siliciclastic
142174,Porphyry,Cenozoic,31.2333333333,97.8666666667,37.5,other,other,other,other
142183,Porphyry,Cenozoic,31.1666666667,97.8583333333,36.0,other,other,other,other
142185,Porphyry,Cenozoic,30.4666666667,98.5,43.5,other,other,other,other
142186,Porphyry,Cenozoic,31.4833333333,97.35,42.0,other,other,other,other
142189,Porphyry,Cenozoic,29.4916666667,90.9222222222,14.67,other,other,felsic,felsic
142195,Porphyry,Cenozoic,31.25,97.7333333333,38.5,other,other,other,other
142686,Porphyry,Paleozoic,42.0666666667,92.5333333333,343.0,other,other,other,other
142687,Porphyry,Paleozoic,42.1166666667,92.6166666667,344.6,other,other,siliciclastic,siliciclastic
142688,Porphyry,Paleozoic,42.3583333333,94.7555555556,367.0,other,other,siliciclastic,siliciclastic
142689,Porphyry,Paleozoic,42.1666666667,92.85,357.5,other,other,other,other
142690,Porphyry,Paleozoic,42.2,92.9666666667,373.0,other,other,other,other
142691,Porphyry,Paleozoic,42.5333333333,91.9166666667,348.0,other,other,other,other
142692,Porphyry,Mesozoic,28.038611111111,99.989722222222,213.0,other,other,felsic,felsic
142695,Porphyry,Paleozoic,42.25,112.5,430.5,other,other,siliciclastic,siliciclastic
142696,Porphyry,Mesozoic,49.425,117.298888889,178.0,other,other,felsic,felsic
142697,Porphyry,Mesozoic,32.0666666667,119.1,114.5,volcanic,volcanic,other,other
142698,Porphyry,Paleozoic,50.1313888889,125.786111111,390.5,other,other,volcanic,volcanic
142699,Porphyry,Mesozoic,29.8172222222,115.4525,106.05,other,other,carbonate,carbonate
142700,Porphyry,Precambrian,35.3166666667,111.666666667,2150.0,felsic,felsic,other,other
142703,Porphyry,Cenozoic,29.65,87.479166666667,25.3,other,other,volcanic,volcanic
143447,Magmatic sulfide,Unknown,42.866666666667,127.375,,metamorphic,metamorphic,felsic,felsic
143624,Magmatic sulfide,Unknown,41.670833333333,125.70833333333,,felsic,felsic,felsic,felsic
143633,Magmatic sulfide,Mesozoic,43.3027777778,127.419444444,196.0,other,other,other,other
143648,Magmatic sulfide,Mesozoic,42.8833333333,126.5,208.0,other,other,metamorphic,metamorphic
143685,Magmatic sulfide,Unknown,43.1291666667,129.668055556,,other,other,other,other
143718,Porphyry,Unknown,-32.7227777778,148.195,,mafic,mafic,volcanic,volcanic
143888,VMS,Paleozoic,42.35,113.433333333,288.0,other,other,other,other
143892,Porphyry,Paleozoic,-32.9669601279,147.758734576,447.0,felsic,felsic,other,other
144051,Magmatic sulfide,Paleozoic,42.3367557,94.73407634,268.35,other,other,siliciclastic,siliciclastic
144069,Magmatic sulfide,Paleozoic,42.25,94.1166666667,268.35,other,other,siliciclastic,siliciclastic
144070,Magmatic sulfide,Paleozoic,42.15,94.2666666667,268.35,other,other,siliciclastic,siliciclastic
144071,Magmatic sulfide,Paleozoic,42.29718102,94.60404525,285.0,other,other,other,other
144072,Magmatic sulfide,Paleozoic,42.2166666667,94.6833333333,268.35,other,other,siliciclastic,siliciclastic
144073,Magmatic sulfide,Paleozoic,42.39329096,94.58143114,268.35,other,other,siliciclastic,siliciclastic
144081,Magmatic sulfide,Paleozoic,42.70423487,95.70082923,283.0,other,other,other,other
144083,Magmatic sulfide,Unknown,41.92970185,94.98848499,,other,other,felsic,felsic
144270,IOCG,Paleozoic,46.8480555556,89.7130555556,275.5,other,other,felsic,felsic
144272,VMS,Paleozoic,47.3527777778,89.1983333333,373.0,other,other,felsic,felsic
144450,Magmatic sulfide,Unknown,45.1277777778,131.344444444,,other,other,mafic,mafic
144548,IOCG,Precambrian,25.5472222222,102.229166667,1520.5,mafic,mafic,other,other
144713,Magmatic sulfide,Unknown,36.05,102.2,,mafic,mafic,felsic,felsic
144903,VMS,Mesozoic,31.25,99.5666666667,233.0,other,other,carbonate,carbonate
144955,VMS,Paleozoic,36.6427777778,104.262222222,445.0,mafic,mafic,volcanic,volcanic
144957,VMS,Paleozoic,36.6577777778,104.229444444,515.0,mafic,mafic,volcanic,volcanic
144964,VMS,Paleozoic,36.783333333333,103.7,515.0,mafic,mafic,other,other
144966,VMS,Paleozoic,36.64905,104.25845,515.0,mafic,mafic,volcanic,volcanic
145027,VMS,Precambrian,34.9,106.483333333,750.0,metamorphic,metamorphic,other,other
145060,VMS,Paleozoic,37.4,101.1,445.0,mafic,mafic,metamorphic,metamorphic
145237,VMS,Precambrian,29.9333333333,120.5,889.0,other,other,other,other
145879,IOCG,Precambrian,-6.43083773729,-50.068699121475,2675.0,felsic,felsic,felsic,felsic
145884,IOCG,Unknown,-6.382435109319,-49.547460855723,,metamorphic,metamorphic,metamorphic,metamorphic
146259,VMS,Mesozoic,44.2083333333,142.702777778,100.0,mafic,mafic,siliciclastic,siliciclastic
147060,Magmatic sulfide,Paleozoic,26.3166666667,102.083333333,263.0,other,other,siliciclastic,siliciclastic
147067,Magmatic sulfide,Unknown,26.7952777778,101.575,,other,other,metamorphic,metamorphic
147142,VMS,Paleozoic,59.349836,5.232108,464.5,volcanic,volcanic,metamorphic,metamorphic
147151,VMS,Precambrian,28.4938888889,101.688888889,1900.0,other,other,metamorphic,metamorphic
153539,Sediment-Hosted,Mesozoic,26.5225,102.2,100.0,other,other,other,other
155468,Sediment-Hosted,Precambrian,24.116666666667,102.16666666667,1500.0,mafic,mafic,siliciclastic,siliciclastic
155526,Magmatic sulfide,Unknown,25.05,100.866666667,,mafic,mafic,other,other
155678,Sediment-Hosted,Precambrian,24.15,102.16666666667,1500.0,mafic,mafic,siliciclastic,siliciclastic
155865,Magmatic sulfide,Paleozoic,25.7833333333,101.9,261.0,other,other,other,other
155867,Porphyry,Mesozoic,-38.25,-70.5833333333,74.0,volcanic,volcanic,other,other
155898,Porphyry,Cenozoic,29.6833333333,88.9333333333,35.55,other,other,felsic,felsic
155979,Porphyry,Cenozoic,8.63333333333,-82.2,3.95,felsic,felsic,volcanic,volcanic
156937,VMS,Paleozoic,45.3191666667,-71.9202777778,470.0,siliciclastic,siliciclastic,metamorphic,metamorphic
157684,Magmatic sulfide,Precambrian,24.975,108.758333333,1064.0,mafic,mafic,siliciclastic,siliciclastic
158668,VMS,Paleozoic,37.585133778547,-7.1153895556927,353.0,carbonate,carbonate,other,other
158696,Porphyry,Cenozoic,23.4333333333,121.45,21.5,felsic,felsic,volcanic,volcanic
158934,IOCG,Unknown,-26.558435795857,-70.325290753794,,other,other,other,other
158941,IOCG,Unknown,67.769281,20.146252,,volcanic,volcanic,volcanic,volcanic
159565,VMS,Cenozoic,40.278527979238,140.67520582896,15.0,volcanic,volcanic,volcanic,volcanic
162015,Porphyry,Cenozoic,47.0258333333,-112.36,46.0,carbonate,carbonate,siliciclastic,siliciclastic
163419,Sediment-Hosted,Unknown,48.0694444444,-115.637777778,,carbonate,carbonate,siliciclastic,siliciclastic
164790,Sediment-Hosted,Precambrian,48.2294444444,-115.898611111,1500.0,carbonate,carbonate,siliciclastic,siliciclastic
166723,Magmatic sulfide,Unknown,47.7502777778,-91.8177777778,,felsic,felsic,felsic,felsic
171360,VMS,Cenozoic,40.25,140.6,15.0,volcanic,volcanic,volcanic,volcanic
183025,Porphyry,Cenozoic,40.615907067831,-111.40513630613,33.0,felsic,felsic,other,other
183459,Porphyry,Cenozoic,39.8580555556,-112.125,35.5,felsic,felsic,siliciclastic,siliciclastic
185349,Sediment-Hosted,Precambrian,-10.815,26.5886111111,900.0,other,other,metamorphic,metamorphic
185556,Porphyry,Cenozoic,22.815784307634,103.02956451205,36.0,other,other,other,other
185558,Porphyry,Cenozoic,22.8833333333,102.583333333,34.05,other,other,other,other
185761,Magmatic sulfide,Unknown,41.86751307,94.92629621,,other,other,other,other
185767,Magmatic sulfide,Unknown,40.21668356,91.51722021,,other,other,other,other
185781,Sediment-Hosted,Cenozoic,-18.181922222222,-68.192369444444,45.0,other,other,other,other
186441,VMS,Mesozoic,31.5666666667,99.3,217.0,other,other,carbonate,carbonate
186761,VMS,Paleozoic,24.3333333333,99.75,300.0,metamorphic,metamorphic,siliciclastic,siliciclastic
186817,VMS,Precambrian,49.7694444444,-77.5705555556,2725.0,felsic,felsic,mafic,mafic
186819,VMS,Precambrian,49.7891666667,-77.8355555556,2725.0,volcanic,volcanic,volcanic,volcanic
186820,VMS,Precambrian,49.7755555556,-77.6575,3250.0,volcanic,volcanic,volcanic,volcanic
186826,VMS,Precambrian,49.7269444444,-77.7455555556,3250.0,volcanic,volcanic,volcanic,volcanic
186827,VMS,Precambrian,49.71,-77.7077777778,3250.0,volcanic,volcanic,volcanic,volcanic
187080,Sediment-Hosted,Unknown,27.95,110.116666667,,other,other,other,other
187092,Sediment-Hosted,Cenozoic,26.5416666667,112.475,64.0,other,other,carbonate,carbonate
187465,Porphyry,Cenozoic,18.9166666667,102.933333333,53.0,metamorphic,metamorphic,felsic,felsic
187984,VMS,Cenozoic,60.0583333333,-147.903333333,20.0,volcanic,volcanic,unknown,unknown
187986,VMS,Cenozoic,60.02175,-147.91921,60.0,carbonate,carbonate,siliciclastic,siliciclastic
187989,VMS,Cenozoic,60.8947222222,-146.701388889,60.0,carbonate,carbonate,siliciclastic,siliciclastic
187990,VMS,Cenozoic,60.8533333333,-146.5375,49.95,mafic,mafic,volcanic,volcanic
188080,VMS,Cenozoic,40.323333333333,140.55333333333,14.15,volcanic,volcanic,other,other
188137,Sediment-Hosted,Mesozoic,-27.7583333333,-70.1916666667,121.0,volcanic,volcanic,volcanic,volcanic
188882,Sediment-Hosted,Unknown,-8.8968317923421,28.268504280197,,other,other,metamorphic,metamorphic
189175,Porphyry,Cenozoic,-20.9927777778,-68.6372222222,34.95,other,other,siliciclastic,siliciclastic
190419,VMS,Paleozoic,54.166353512661,59.293088063831,390.5,mafic,mafic,volcanic,volcanic
190420,VMS,Paleozoic,51.42382079,60.20430834,375.0,felsic,felsic,carbonate,carbonate
190656,Magmatic sulfide,Unknown,-21.212079647903,27.765530415137,,volcanic,volcanic,metamorphic,metamorphic
190718,IOCG,Precambrian,-6.4192737725761,-50.063018153994,2675.0,felsic,felsic,metamorphic,metamorphic
191095,Porphyry,Cenozoic,-6.4,-49.6166666667,19.5,felsic,felsic,felsic,felsic
191196,IOCG,Unknown,-27.526505311158,-70.294626892646,,other,other,other,other
191199,Porphyry,Cenozoic,-23.8883333333,-69.3141666667,56.835,other,other,volcanic,volcanic
191200,Porphyry,Cenozoic,-23.410833,-68.818888,42.0,other,other,siliciclastic,siliciclastic
191789,IOCG,Precambrian,-20.4442714432,140.705879402,1518.5,felsic,felsic,other,other
191790,IOCG,Precambrian,-22.0933175,140.572909,1532.5,siliciclastic,siliciclastic,other,other
191823,Porphyry,Precambrian,28.033333,-113.56666,785.5,siliciclastic,siliciclastic,other,other
191825,IOCG,Unknown,65.082098723874,-134.25716069779,,carbonate,carbonate,other,other
191826,IOCG,Unknown,64.995973603824,-133.998246987,,carbonate,carbonate,other,other
191827,IOCG,Unknown,65.04972402761,-138.13556224874,,carbonate,carbonate,other,other
191828,IOCG,Unknown,65.046936236276,-134.62832740633,,siliciclastic,siliciclastic,other,other
191829,IOCG,Unknown,64.973060423158,-134.40582926709,,carbonate,carbonate,siliciclastic,siliciclastic
191830,IOCG,Unknown,65.026038635097,-134.41257478951,,siliciclastic,siliciclastic,other,other
191851,VMS,Mesozoic,35.4333333333,99.6833333333,250.0,other,other,other,other
191957,Porphyry,Paleozoic,53.4333333333,96.6666666667,400.0,other,other,carbonate,carbonate
191971,Porphyry,Cenozoic,-7.01666666667,-78.3166666667,17.0,other,other,other,other
191972,Porphyry,Cenozoic,-7.0383782713972,-78.321445428196,20.020000000000003,other,other,carbonate,carbonate
191973,Porphyry,Cenozoic,-6.915,-78.3594444444,15.675,other,other,carbonate,carbonate
192016,Magmatic sulfide,Unknown,36.6,100.866666667,,other,other,metamorphic,metamorphic
192017,VMS,Paleozoic,38.247394,100.02285,515.0,other,other,volcanic,volcanic
192018,VMS,Paleozoic,37.4166666667,102.0,480.0,mafic,mafic,volcanic,volcanic
192115,Porphyry,Paleozoic,-39.1833333333,-70.6333333333,281.0,other,other,felsic,felsic
192116,VMS,Paleozoic,61.426944444444,-130.13222222222,360.0,siliciclastic,siliciclastic,metamorphic,metamorphic
192120,VMS,Paleozoic,61.883333333333,-131.41666666667,390.0,mafic,mafic,volcanic,volcanic
192198,VMS,Mesozoic,40.6175,39.347777777778,83.0,volcanic,volcanic,volcanic,volcanic
192407,Sediment-Hosted,Mesozoic,25.8583333333,101.391666667,70.0,other,other,siliciclastic,siliciclastic
192786,Magmatic sulfide,Precambrian,24.995422222222,108.77481388889,1004.0,mafic,mafic,volcanic,volcanic
192788,Magmatic sulfide,Precambrian,24.991786111111,108.85221944444,962.0,mafic,mafic,volcanic,volcanic
193448,VMS,Precambrian,54.860116666667,-99.994002777778,1800.0,mafic,mafic,volcanic,volcanic
193482,VMS,Unknown,41.2517,41.5811,,volcanic,volcanic,volcanic,volcanic
193486,VMS,Mesozoic,40.87,38.6666,80.0,volcanic,volcanic,volcanic,volcanic
193982,VMS,Paleozoic,53.107081,55.367362,381.5,carbonate,carbonate,other,other
194033,VMS,Paleozoic,56.71,60.09,410.0,mafic,mafic,metamorphic,metamorphic
194041,VMS,Unknown,58.363056,52.362778,,carbonate,carbonate,other,other
194178,VMS,Paleozoic,49.811686111111,-55.805925,488.0,mafic,mafic,volcanic,volcanic
194183,Porphyry,Cenozoic,46.15,22.8,12.8,carbonate,carbonate,siliciclastic,siliciclastic
194599,VMS,Precambrian,49.0008333333,-79.3663888889,3250.0,volcanic,volcanic,volcanic,volcanic
194690,Porphyry,Cenozoic,34.55,49.2666666667,15.9,other,other,carbonate,carbonate
194773,Porphyry,Mesozoic,1.24166666667,-76.6666666667,166.0,felsic,felsic,volcanic,volcanic
195124,VMS,Paleozoic,31.868106326343,-8.1770946993493,350.0,other,other,carbonate,carbonate
195133,Porphyry,Cenozoic,54.9463888889,-126.156666667,51.0,volcanic,volcanic,felsic,felsic
195134,Porphyry,Cenozoic,55.1944444444,-126.315277778,50.0,volcanic,volcanic,siliciclastic,siliciclastic
195346,VMS,Precambrian,54.702085362391,-101.71880722046,1800.0,mafic,mafic,mafic,mafic
195350,VMS,Mesozoic,40.75,40.25,80.0,volcanic,volcanic,metamorphic,metamorphic
195374,VMS,Precambrian,51.1111111111,-92.6722222222,2740.0,volcanic,volcanic,volcanic,volcanic
195392,Porphyry,Unknown,-13.766666,-75.716666,,other,other,mafic,mafic
195437,VMS,Precambrian,54.854261111111,-100.493675,1800.0,mafic,mafic,mafic,mafic
195439,VMS,Precambrian,54.8594181364,-99.9136161804,1520.5,mafic,mafic,volcanic,volcanic
195445,VMS,Precambrian,54.7775,-101.8825,1800.0,volcanic,volcanic,metamorphic,metamorphic
195447,VMS,Precambrian,54.702555555556,-101.67497222222,1800.0,volcanic,volcanic,volcanic,volcanic
195451,VMS,Precambrian,54.726944444444,-101.83222222222,1800.0,volcanic,volcanic,volcanic,volcanic
195453,VMS,Precambrian,54.676944444444,-102.02861111111,1800.0,volcanic,volcanic,volcanic,volcanic
195460,VMS,Mesozoic,41.1269,41.126,80.0,volcanic,volcanic,volcanic,volcanic
195554,VMS,Paleozoic,37.709724,-6.8515252527005,340.0,volcanic,volcanic,volcanic,volcanic
195671,Porphyry,Mesozoic,57.125,-131.45,207.5,volcanic,volcanic,other,other
195712,VMS,Mesozoic,60.121,-152.954,190.0,felsic,felsic,other,other
195768,IOCG,Unknown,-29.7194444444,135.583333333,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
195846,Porphyry,Cenozoic,-20.175,-69.0833333333,31.0,felsic,felsic,felsic,felsic
196016,Porphyry,Cenozoic,-19.8097222222,-69.2805555556,58.0,other,other,felsic,felsic
196312,VMS,Paleozoic,67.1738888889,-156.386944444,360.0,metamorphic,metamorphic,other,other
196390,Porphyry,Mesozoic,62.1052777778,-141.215833333,111.0,felsic,felsic,volcanic,volcanic
196445,Porphyry,Cenozoic,56.5116666667,-158.384722222,3.6,volcanic,volcanic,siliciclastic,siliciclastic
196547,Sediment-Hosted,Unknown,63.2127777778,-149.650833333,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
196592,Sediment-Hosted,Unknown,61.515,-142.836944444,,mafic,mafic,volcanic,volcanic
196596,Porphyry,Unknown,62.1977777778,-142.702777778,,felsic,felsic,other,other
196701,Sediment-Hosted,Unknown,63.2227777778,-149.638888889,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
197027,VMS,Cenozoic,60.3522222222,-147.65,60.0,mafic,mafic,volcanic,volcanic
197159,VMS,Paleozoic,63.2683333333,-144.265,390.0,metamorphic,metamorphic,other,other
198217,VMS,Paleozoic,67.1247222222,-155.956944444,371.0,metamorphic,metamorphic,other,other
198360,Porphyry,Cenozoic,60.36,-154.32,59.5,felsic,felsic,siliciclastic,siliciclastic
198517,Sediment-Hosted,Unknown,63.2077777778,-149.652777778,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
198681,Sediment-Hosted,Unknown,63.2258333333,-149.623888889,,mafic,mafic,siliciclastic,siliciclastic
198741,Porphyry,Cenozoic,59.0194444444,-137.083333333,34.05,metamorphic,metamorphic,unknown,unknown
199212,Porphyry,Unknown,58.99,-136.102777778,,metamorphic,metamorphic,metamorphic,metamorphic
199265,Porphyry,Mesozoic,62.2038888889,-142.844722222,105.0,felsic,felsic,volcanic,volcanic
199343,Porphyry,Mesozoic,59.8969444444,-155.294722222,88.0,mafic,mafic,volcanic,volcanic
199407,Sediment-Hosted,Unknown,65.1769444444,-141.052777778,,carbonate,carbonate,other,other
199526,Porphyry,Cenozoic,55.6297222222,-160.67,6.4,felsic,felsic,siliciclastic,siliciclastic
199695,Sediment-Hosted,Unknown,63.2397222222,-149.61,,volcanic,volcanic,siliciclastic,siliciclastic
199759,Porphyry,Cenozoic,64.1333333333,-157.05,40.0,mafic,mafic,volcanic,volcanic
199951,Sediment-Hosted,Unknown,63.1638888889,-149.785833333,,volcanic,volcanic,other,other
200220,VMS,Paleozoic,67.0702777778,-155.042777778,371.0,metamorphic,metamorphic,other,other
200298,Porphyry,Mesozoic,63.5208333333,-141.323611111,68.5,felsic,felsic,metamorphic,metamorphic
203361,VMS,Unknown,35.041434061824,33.107964992523,,mafic,mafic,felsic,felsic
203368,VMS,Mesozoic,34.976388888889,33.346388888889,100.0,mafic,mafic,felsic,felsic
203397,Porphyry,Paleozoic,-33.4666666667,149.0,440.0,mafic,mafic,other,other
203668,VMS,Precambrian,48.5341666667,-81.5608333333,2707.0,felsic,felsic,volcanic,volcanic
203671,VMS,Unknown,48.5911111111,-81.605,,mafic,mafic,volcanic,volcanic
203679,Porphyry,Mesozoic,56.4675,-130.268888889,193.5,volcanic,volcanic,other,other
203680,Porphyry,Mesozoic,56.5,-130.266666667,193.5,volcanic,volcanic,other,other
203681,Porphyry,Mesozoic,56.6666666667,-131.1,195.0,volcanic,volcanic,other,other
203737,Porphyry,Cenozoic,-5.9666666,150.38333,24.0,other,other,carbonate,carbonate
203740,Porphyry,Cenozoic,-5.1666666,151.71666,25.0,other,other,carbonate,carbonate
203795,Sediment-Hosted,Precambrian,-32.5255555556,138.485833333,630.0,carbonate,carbonate,other,other
204066,VMS,Paleozoic,38.234867,-8.4652,356.35,other,other,other,other
204443,VMS,Paleozoic,37.775328150648,-6.8592882195662,329.0,volcanic,volcanic,volcanic,volcanic
204650,Porphyry,Paleozoic,54.936212607143,61.234102249146,342.0,mafic,mafic,carbonate,carbonate
204651,Porphyry,Paleozoic,54.9963888889,61.0880555556,347.0,mafic,mafic,volcanic,volcanic
204930,VMS,Paleozoic,37.799351372967,-6.966848151502,320.0,volcanic,volcanic,volcanic,volcanic
204949,VMS,Paleozoic,37.77543,-8.649542,340.0,carbonate,carbonate,volcanic,volcanic
205026,Porphyry,Cenozoic,38.701,46.705,14.15,volcanic,volcanic,volcanic,volcanic
205327,IOCG,Unknown,67.4957308,23.9213719,,felsic,felsic,felsic,felsic
205328,IOCG,Unknown,67.556883240796,23.979828357697,,mafic,mafic,other,other
205423,VMS,Unknown,45.7666666667,135.966666667,,other,other,other,other
205449,Porphyry,Precambrian,-14.229609307099,-49.372732004979,726.0,metamorphic,metamorphic,other,other
