Mindat_id,Deposit_type,age_category,Latitude,Longitude,age_midpoint_ma,Macrostrat_raw_lithology,Macrostrat_model_lithology,GLiM_raw_lithology,GLiM_model_lithology
205483,VMS,Precambrian,48.3552777778,-79.1175,2698.0,volcanic,volcanic,volcanic,volcanic
205615,VMS,Cenozoic,37.3880555556,139.441666667,14.15,volcanic,volcanic,other,other
205740,Porphyry,Cenozoic,53.9166666667,157.383333333,14.15,metamorphic,metamorphic,metamorphic,metamorphic
205742,Porphyry,Paleozoic,67.8666666667,66.3333333333,315.0,siliciclastic,siliciclastic,other,other
205743,Porphyry,Paleozoic,54.9611111111,61.1255555556,342.0,mafic,mafic,carbonate,carbonate
205745,Porphyry,Unknown,52.9333333333,96.7833333333,,other,other,felsic,felsic
205747,Porphyry,Unknown,29.88,55.8994444444,,volcanic,volcanic,volcanic,volcanic
205749,Porphyry,Cenozoic,30.4205555556,55.1672222222,11.0,mafic,mafic,volcanic,volcanic
205750,Porphyry,Cenozoic,28.9,57.2333333333,12.0,carbonate,carbonate,other,other
205756,Porphyry,Paleozoic,48.7083333333,98.3416666667,252.5,other,other,mafic,mafic
205760,Porphyry,Mesozoic,46.6833333333,104.883333333,222.0,felsic,felsic,siliciclastic,siliciclastic
205761,Porphyry,Paleozoic,44.0,106.166666667,330.0,other,other,felsic,felsic
205763,Porphyry,Paleozoic,48.7166666667,98.3416666667,275.0,other,other,other,other
205764,Porphyry,Precambrian,-12.6072222222,27.8819444444,1964.0,metamorphic,metamorphic,metamorphic,metamorphic
205766,Porphyry,Cenozoic,-3.15833333333,119.483333333,10.6,mafic,mafic,felsic,felsic
205767,Porphyry,Cenozoic,0.951944444444,121.770555556,8.75,mafic,mafic,volcanic,volcanic
205768,Porphyry,Cenozoic,0.345277777778,123.402222222,3.0,mafic,mafic,volcanic,volcanic
205769,Porphyry,Cenozoic,0.516666666667,123.216666667,3.75,mafic,mafic,volcanic,volcanic
205772,Porphyry,Cenozoic,-0.611666666667,128.091666667,3.95,other,other,siliciclastic,siliciclastic
205773,Porphyry,Unknown,-0.516666666667,127.583333333,,mafic,mafic,volcanic,volcanic
205784,Porphyry,Cenozoic,-7.22,106.56,3.1,other,other,other,other
205785,Porphyry,Unknown,-1.7,101.25,,mafic,mafic,volcanic,volcanic
205792,Porphyry,Cenozoic,5.03333333333,95.95,11.0,metamorphic,metamorphic,volcanic,volcanic
205795,Porphyry,Mesozoic,42.3422222222,26.2958333333,81.0,felsic,felsic,other,other
205796,Porphyry,Mesozoic,42.35097,24.213907,128.135,felsic,felsic,felsic,felsic
205797,Porphyry,Mesozoic,42.3552777778,24.3391666667,90.0,siliciclastic,siliciclastic,felsic,felsic
205798,Porphyry,Mesozoic,41.9741666667,27.5344444444,80.5,metamorphic,metamorphic,other,other
205799,Porphyry,Mesozoic,42.4833333333,23.4166666667,76.0,felsic,felsic,felsic,felsic
205844,Porphyry,Precambrian,-17.5333333333,-51.6,771.0,other,other,other,other
205845,Porphyry,Paleozoic,-37.5736111111,148.008611111,407.0,siliciclastic,siliciclastic,other,other
205846,Porphyry,Paleozoic,-37.6113888889,142.6075,515.0,volcanic,volcanic,siliciclastic,siliciclastic
205847,Porphyry,Paleozoic,-32.7183333333,140.208888889,440.0,felsic,felsic,felsic,felsic
205849,Porphyry,Precambrian,-20.890332290252,120.10404179858,3234.0,mafic,mafic,siliciclastic,siliciclastic
205854,Porphyry,Cenozoic,45.9833333333,23.0333333333,10.0,carbonate,carbonate,siliciclastic,siliciclastic
205857,Porphyry,Cenozoic,-28.6333333333,-69.8833333333,33.5,other,other,other,other
205858,Porphyry,Cenozoic,-22.9666666667,-69.0583333333,41.55,other,other,other,other
205859,Porphyry,Cenozoic,-27.7833333333,-69.2333333333,13.89,other,other,siliciclastic,siliciclastic
205860,Porphyry,Cenozoic,-22.975463130546,-69.061440941728,44.3,other,other,other,other
205861,Porphyry,Cenozoic,-21.9538888889,-68.7355555556,33.2,other,other,volcanic,volcanic
205862,Porphyry,Cenozoic,-20.9016666667,-68.8852777778,35.0,other,other,siliciclastic,siliciclastic
205864,Porphyry,Cenozoic,-22.9877777778,-69.0763888889,36.69,other,other,felsic,felsic
205923,Porphyry,Cenozoic,-27.2666666667,-66.65,8.5,other,other,volcanic,volcanic
205926,Porphyry,Cenozoic,-27.4,-66.55,7.1,other,other,metamorphic,metamorphic
205927,Porphyry,Cenozoic,-27.2833333333,-66.5666666667,7.9,other,other,other,other
205928,Porphyry,Cenozoic,-26.3,-67.9,14.15,other,other,other,other
205929,Porphyry,Unknown,-27.3833333333,-66.2166666667,,other,other,felsic,felsic
205930,Porphyry,Paleozoic,-30.0,-69.1666666667,261.0,other,other,other,other
205932,Porphyry,Unknown,-30.9333333333,-69.6333333333,,volcanic,volcanic,volcanic,volcanic
205933,Porphyry,Cenozoic,-31.2416666667,-70.1766666667,65.0,volcanic,volcanic,volcanic,volcanic
205935,Porphyry,Cenozoic,-18.1066666667,178.178333333,6.0,mafic,mafic,volcanic,volcanic
205936,Porphyry,Cenozoic,39.8116666667,25.1922222222,52.5,volcanic,volcanic,volcanic,volcanic
205938,Porphyry,Unknown,41.089063397424,23.130098848306,,carbonate,carbonate,metamorphic,metamorphic
205939,Porphyry,Unknown,18.5166666667,-70.25,,volcanic,volcanic,siliciclastic,siliciclastic
205942,Porphyry,Cenozoic,-22.4666666667,-68.9666666667,35.5,other,other,other,other
205943,Porphyry,Cenozoic,-23.3,-69.2333333333,63.5,other,other,siliciclastic,siliciclastic
205944,Porphyry,Cenozoic,-22.37964284915,-68.914602851868,33.5,other,other,other,other
205945,Porphyry,Cenozoic,-21.9166666667,-69.8333333333,15.99,other,other,siliciclastic,siliciclastic
205947,Porphyry,Cenozoic,-22.4166666667,-68.95,37.900000000000006,other,other,other,other
205949,Porphyry,Cenozoic,-32.4075,-70.425,11.35,other,other,volcanic,volcanic
205950,Porphyry,Mesozoic,-46.0333333333,-72.15,85.0,volcanic,volcanic,volcanic,volcanic
205951,Porphyry,Unknown,-18.5933333333,-69.45,,felsic,felsic,volcanic,volcanic
205952,Porphyry,Cenozoic,-28.5,-70.3,64.0,other,other,felsic,felsic
205978,Porphyry,Mesozoic,31.6591666667,53.8497222222,112.0,felsic,felsic,other,other
205979,Porphyry,Cenozoic,31.5763888889,53.8233333333,29.0,carbonate,carbonate,other,other
205981,Porphyry,Paleozoic,46.9897222222,74.9872222222,329.5,other,other,felsic,felsic
205982,Porphyry,Paleozoic,49.1591666667,75.6008333333,308.5,felsic,felsic,other,other
205983,Porphyry,Unknown,52.3333333333,62.1833333333,,other,other,other,other
205984,Porphyry,Paleozoic,50.152366,73.004547,410.0,felsic,felsic,other,other
205985,Porphyry,Precambrian,51.846900508083,74.291111826897,552.5,other,other,other,other
205986,Porphyry,Mesozoic,19.3833333333,-100.683333333,136.0,volcanic,volcanic,volcanic,volcanic
205987,Porphyry,Precambrian,19.1166666667,-102.916666667,1012.45,volcanic,volcanic,carbonate,carbonate
205988,Porphyry,Cenozoic,19.0013888889,-101.955555556,32.5,volcanic,volcanic,felsic,felsic
205989,Porphyry,Cenozoic,15.3188888889,-92.3305555556,5.8,metamorphic,metamorphic,volcanic,volcanic
205991,Porphyry,Mesozoic,27.0516666667,-108.341111111,200.0,felsic,felsic,volcanic,volcanic
205992,Porphyry,Cenozoic,26.2522222222,-107.329444444,46.3,felsic,felsic,other,other
205993,Porphyry,Cenozoic,19.45,-96.85,3.95,mafic,mafic,volcanic,volcanic
205994,Porphyry,Cenozoic,31.0555555556,-110.420833333,63.0,felsic,felsic,felsic,felsic
205996,Porphyry,Cenozoic,25.6680555556,-107.351111111,53.7,felsic,felsic,volcanic,volcanic
205998,Porphyry,Cenozoic,26.7236111111,-108.233333333,57.2,volcanic,volcanic,volcanic,volcanic
206003,Porphyry,Unknown,-5.715,-79.2069444444,,other,other,felsic,felsic
206004,Porphyry,Unknown,-13.9291666667,-75.35,,other,other,volcanic,volcanic
206005,Porphyry,Cenozoic,-17.097725754867,-70.627246168525,54.0,other,other,volcanic,volcanic
206008,Porphyry,Cenozoic,-14.9083333333,-71.3133333333,33.0,volcanic,volcanic,volcanic,volcanic
206009,Porphyry,Cenozoic,-6.08333333333,-79.2833333333,15.0,other,other,volcanic,volcanic
206012,Porphyry,Mesozoic,44.095,22.0941666667,85.07,felsic,felsic,volcanic,volcanic
206013,Porphyry,Cenozoic,43.2333333333,20.7166666667,28.45,volcanic,volcanic,volcanic,volcanic
206050,VMS,Precambrian,-21.304821351187,119.27789306641,3250.0,mafic,mafic,other,other
206052,VMS,Precambrian,-21.122252058441,119.25905055786,3250.0,metamorphic,metamorphic,siliciclastic,siliciclastic
206070,IOCG,Precambrian,-21.8,140.716666667,1532.5,felsic,felsic,other,other
206132,Porphyry,Cenozoic,45.869722222222,22.870833333333,12.8,carbonate,carbonate,carbonate,carbonate
206134,Porphyry,Unknown,44.75,21.95,,carbonate,carbonate,metamorphic,metamorphic
206135,Porphyry,Mesozoic,45.5666666667,22.2333333333,76.555,other,other,carbonate,carbonate
206136,Porphyry,Cenozoic,46.2666666667,22.15,8.45,volcanic,volcanic,metamorphic,metamorphic
206137,Porphyry,Unknown,44.75,22.0,,metamorphic,metamorphic,metamorphic,metamorphic
206138,Porphyry,Unknown,45.55,22.35,,other,other,carbonate,carbonate
206139,Porphyry,Cenozoic,46.15,22.85,11.355,carbonate,carbonate,volcanic,volcanic
206140,Porphyry,Cenozoic,46.0611111111,22.9666666667,11.335,carbonate,carbonate,siliciclastic,siliciclastic
206141,Porphyry,Cenozoic,46.1666666667,22.9,14.15,carbonate,carbonate,carbonate,carbonate
206142,Porphyry,Unknown,50.4666666667,19.6166666667,,other,other,carbonate,carbonate
206143,Porphyry,Unknown,50.1166666667,19.95,,carbonate,carbonate,other,other
206145,Porphyry,Mesozoic,58.9666666667,152.683333333,115.475,other,other,unknown,unknown
206152,Porphyry,Cenozoic,54.2833333333,157.666666667,14.15,other,other,felsic,felsic
206153,Porphyry,Mesozoic,59.7166666667,150.316666667,94.5,other,other,unknown,unknown
206154,Porphyry,Mesozoic,59.25,153.766666667,122.55,other,other,unknown,unknown
206156,Porphyry,Cenozoic,53.75,126.616666667,10.5,other,other,volcanic,volcanic
206157,Porphyry,Paleozoic,54.05,89.5666666667,355.5,other,other,siliciclastic,siliciclastic
206158,Porphyry,Paleozoic,53.2333333333,60.5666666667,340.0,felsic,felsic,felsic,felsic
206159,Porphyry,Paleozoic,53.0875,57.4683333333,351.5,felsic,felsic,other,other
206160,Porphyry,Paleozoic,54.7166666667,61.0666666667,338.5,carbonate,carbonate,carbonate,carbonate
206163,Porphyry,Unknown,41.0977777778,70.1258333333,,other,other,volcanic,volcanic
206167,Porphyry,Paleozoic,40.7986111111,69.7061111111,347.5,volcanic,volcanic,carbonate,carbonate
206169,Porphyry,Paleozoic,40.7769444444,69.7791666667,289.5,other,other,felsic,felsic
206170,Porphyry,Cenozoic,-9.61194,160.16424,28.45,mafic,mafic,other,other
206171,Porphyry,Cenozoic,-9.36666666667,159.733333333,2.655,mafic,mafic,volcanic,volcanic
206172,Porphyry,Cenozoic,-9.43333333333,159.833333333,24.4,mafic,mafic,other,other
206173,Porphyry,Cenozoic,-8.08333333333,157.516666667,3.95,mafic,mafic,volcanic,volcanic
206176,Porphyry,Mesozoic,66.525,19.8136111111,94.5,siliciclastic,siliciclastic,metamorphic,metamorphic
206180,Porphyry,Unknown,10.1333333333,124.25,,mafic,mafic,siliciclastic,siliciclastic
206190,Porphyry,Cenozoic,11.8166666667,125.25,10.65,other,other,other,other
206191,Porphyry,Cenozoic,9.43333333333,122.7,19.5,other,other,other,other
206195,Porphyry,Cenozoic,9.58333333333,122.566666667,17.5,other,other,felsic,felsic
206196,Porphyry,Unknown,9.56666666667,122.633333333,,other,other,felsic,felsic
206199,Porphyry,Unknown,13.5,121.883333333,,other,other,other,other
206202,Porphyry,Cenozoic,13.424352095715,121.98377421588,20.5,other,other,other,other
206205,Porphyry,Cenozoic,9.6002021352618,125.55099008653,3.95,other,other,other,other
206207,Porphyry,Unknown,7.55,126.166666667,,other,other,other,other
206208,Porphyry,Unknown,7.59166666667,126.066666667,,other,other,other,other
206210,Porphyry,Cenozoic,7.35,126.016666667,10.65,other,other,other,other
206211,Porphyry,Unknown,6.56666666667,124.4,,other,other,other,other
206212,Porphyry,Cenozoic,40.8566666667,39.6530555556,60.65,volcanic,volcanic,volcanic,volcanic
206213,Porphyry,Mesozoic,41.8333333333,27.6783333333,75.0,metamorphic,metamorphic,metamorphic,metamorphic
206214,Porphyry,Mesozoic,41.9333333333,27.45,81.69999999999999,metamorphic,metamorphic,carbonate,carbonate
206217,Porphyry,Mesozoic,41.9113888889,27.3166666667,73.95,metamorphic,metamorphic,carbonate,carbonate
206218,Porphyry,Mesozoic,41.2229,41.9574,123.565,volcanic,volcanic,metamorphic,metamorphic
206219,Porphyry,Cenozoic,39.2666666667,39.6,36.0,metamorphic,metamorphic,other,other
206220,Porphyry,Cenozoic,40.9261111111,35.44,37.9,volcanic,volcanic,volcanic,volcanic
206223,Porphyry,Cenozoic,40.5775,40.9045,60.65,other,other,felsic,felsic
206293,Porphyry,Cenozoic,38.9219444444,46.1883333333,39.5,felsic,felsic,felsic,felsic
206294,Porphyry,Mesozoic,41.1047222222,44.8566666667,145.5,felsic,felsic,volcanic,volcanic
206295,Porphyry,Mesozoic,39.1,46.4666666667,143.5,felsic,felsic,volcanic,volcanic
206296,Porphyry,Cenozoic,39.375,46.0227777778,22.0,other,other,volcanic,volcanic
206299,Porphyry,Paleozoic,41.8,22.8666666667,315.0,metamorphic,metamorphic,siliciclastic,siliciclastic
206300,Porphyry,Cenozoic,41.3666666667,22.8166666667,35.599999999999994,metamorphic,metamorphic,metamorphic,metamorphic
206303,Porphyry,Cenozoic,-2.01666666667,146.883333333,15.0,felsic,felsic,volcanic,volcanic
206304,Porphyry,Cenozoic,-2.11666666667,146.95,13.5,felsic,felsic,carbonate,carbonate
206306,Porphyry,Cenozoic,-5.01666666667,141.216666667,3.95,other,other,carbonate,carbonate
206307,Porphyry,Cenozoic,-5.06666666667,141.333333333,3.65,other,other,other,other
206308,Porphyry,Unknown,-6.75,146.283333333,,volcanic,volcanic,carbonate,carbonate
206309,Porphyry,Cenozoic,-9.3,147.583333333,4.42,volcanic,volcanic,metamorphic,metamorphic
206311,Porphyry,Unknown,-24.1333333333,-66.6,,felsic,felsic,other,other
206312,Porphyry,Cenozoic,-25.1444444444,-66.7625,15.0,felsic,felsic,other,other
206314,Porphyry,Cenozoic,-24.5666666667,-67.7833333333,29.0,felsic,felsic,felsic,felsic
206315,Porphyry,Cenozoic,-24.5833333333,-67.7333333333,31.3,felsic,felsic,felsic,felsic
206317,Porphyry,Paleozoic,-32.1377777778,-69.4391666667,263.5,other,other,siliciclastic,siliciclastic
206318,Porphyry,Mesozoic,-32.25,-69.4333333333,144.0,other,other,siliciclastic,siliciclastic
206319,Porphyry,Cenozoic,-37.4325,-70.4666666667,45.0,volcanic,volcanic,other,other
206321,Porphyry,Cenozoic,-32.4166666667,-69.0833333333,13.75,other,other,siliciclastic,siliciclastic
206322,Porphyry,Cenozoic,-32.4833333333,-69.1,13.75,other,other,siliciclastic,siliciclastic
206323,Porphyry,Mesozoic,40.0166666667,46.75,135.0,volcanic,volcanic,other,other
206324,Porphyry,Mesozoic,40.6333333333,45.85,135.0,volcanic,volcanic,volcanic,volcanic
206325,Porphyry,Cenozoic,40.575991933259,45.803415911642,44.85,volcanic,volcanic,volcanic,volcanic
206326,Porphyry,Mesozoic,40.5134,46.0806,135.0,volcanic,volcanic,volcanic,volcanic
206328,Porphyry,Unknown,22.1166666667,-80.0333333333,,mafic,mafic,carbonate,carbonate
206330,Porphyry,Unknown,9.69722222222,-83.3583333333,,other,other,volcanic,volcanic
206331,Porphyry,Unknown,9.36944444444,-82.9763888889,,felsic,felsic,volcanic,volcanic
206332,Porphyry,Precambrian,-28.053341290713,16.895548619208,1930.0,metamorphic,metamorphic,volcanic,volcanic
206333,Porphyry,Precambrian,-28.697125,17.887326,1800.0,metamorphic,metamorphic,felsic,felsic
206334,Porphyry,Unknown,23.7083333333,95.5166666667,,other,other,mafic,mafic
206377,Porphyry,Precambrian,49.845,-91.085,2500.0,felsic,felsic,volcanic,volcanic
206378,Porphyry,Precambrian,47.0430555556,-84.6152777778,1070.0,mafic,mafic,volcanic,volcanic
206380,Porphyry,Precambrian,48.2527777778,-79.0686111111,2700.0,volcanic,volcanic,volcanic,volcanic
206381,Porphyry,Precambrian,46.085,-60.3541666667,621.0,volcanic,volcanic,volcanic,volcanic
206382,Porphyry,Unknown,62.3416666667,-136.691666667,,felsic,felsic,felsic,felsic
206383,Porphyry,Mesozoic,62.7361111111,-138.829166667,73.66499999999999,felsic,felsic,felsic,felsic
206384,Porphyry,Mesozoic,62.4166666667,-137.616666667,76.43,felsic,felsic,other,other
206394,Porphyry,Cenozoic,49.2555555556,-125.983333333,44.85,felsic,felsic,other,other
206395,Porphyry,Unknown,49.5125,-123.36777777778,,volcanic,volcanic,other,other
206396,Porphyry,Mesozoic,53.6811111111,-127.178055556,82.0,volcanic,volcanic,volcanic,volcanic
206397,Porphyry,Mesozoic,57.06,-126.759444444,202.7,volcanic,volcanic,other,other
206398,Porphyry,Mesozoic,57.0058333333,-126.750833333,199.6,volcanic,volcanic,siliciclastic,siliciclastic
206399,Porphyry,Unknown,51.313333333333,-121.08888888889,,mafic,mafic,other,other
206400,Porphyry,Mesozoic,50.450727661956,-121.03843802177,197.0,felsic,felsic,felsic,felsic
206402,Porphyry,Mesozoic,51.1044444444,-123.4,85.0,volcanic,volcanic,volcanic,volcanic
206403,Porphyry,Mesozoic,57.3641666667,-130.990277778,220.0,volcanic,volcanic,volcanic,volcanic
206419,Porphyry,Unknown,50.643333333333,-120.42444444444,,felsic,felsic,other,other
206420,Porphyry,Mesozoic,50.6141666667,-120.530833333,205.5,mafic,mafic,volcanic,volcanic
206423,Porphyry,Mesozoic,49.6483333333,-120.526111111,173.55,volcanic,volcanic,other,other
206425,Porphyry,Mesozoic,50.4941666667,-120.996666667,200.0,felsic,felsic,felsic,felsic
206428,Porphyry,Unknown,49.2933333333,-120.759444444,,volcanic,volcanic,metamorphic,metamorphic
206429,Porphyry,Mesozoic,53.7583333333,-127.215,82.5,volcanic,volcanic,volcanic,volcanic
206430,Porphyry,Mesozoic,49.8833333333,-117.366666667,183.0,felsic,felsic,other,other
206434,Porphyry,Mesozoic,58.4838888889,-129.107222222,186.0,volcanic,volcanic,volcanic,volcanic
206435,Porphyry,Mesozoic,52.5180555556,-122.2875,210.0,felsic,felsic,felsic,felsic
206436,Porphyry,Unknown,50.430071782043,-120.99992603737,,felsic,felsic,felsic,felsic
206437,Porphyry,Unknown,54.852222222222,-127.68972222222,,felsic,felsic,other,other
206438,Porphyry,Mesozoic,52.5544444444,-121.641666667,202.0,felsic,felsic,other,other
206439,Porphyry,Mesozoic,53.6736111111,-127.056944444,84.0,volcanic,volcanic,volcanic,volcanic
206448,Porphyry,Mesozoic,56.6666666667,-131.0925,195.0,volcanic,volcanic,other,other
206449,Porphyry,Mesozoic,53.535,-127.2375,86.0,other,other,other,other
206451,Porphyry,Unknown,58.253611111111,-129.82666666667,,volcanic,volcanic,volcanic,volcanic
206452,Porphyry,Mesozoic,55.126128299635,-124.02642917616,185.5,volcanic,volcanic,other,other
206453,Porphyry,Cenozoic,54.809722222222,-126.89611111111,52.5,volcanic,volcanic,other,other
206454,Porphyry,Mesozoic,54.0166666667,-126.99,73.5,volcanic,volcanic,volcanic,volcanic
206455,Porphyry,Mesozoic,55.915833333333,-125.51361111111,172.0,felsic,felsic,other,other
206456,Porphyry,Cenozoic,53.8036111111,-127.435,49.5,felsic,felsic,felsic,felsic
206458,Porphyry,Cenozoic,51.1333333333,-122.614166667,56.5,siliciclastic,siliciclastic,other,other
206459,Porphyry,Unknown,50.710555555556,-127.97222222222,,felsic,felsic,felsic,felsic
206460,Porphyry,Mesozoic,57.736346377519,-129.75351309812,202.5,volcanic,volcanic,other,other
206462,Porphyry,Mesozoic,55.9269444444,-125.431111111,184.0,felsic,felsic,other,other
206464,Porphyry,Cenozoic,55.2477777778,-126.166388889,50.0,carbonate,carbonate,felsic,felsic
206465,Porphyry,Unknown,50.5833333333,-120.966666667,,felsic,felsic,felsic,felsic
206466,Porphyry,Unknown,49.148055555556,-117.33694444444,,mafic,mafic,volcanic,volcanic
206467,Porphyry,Mesozoic,57.2166666667,-126.716666667,250.0,volcanic,volcanic,other,other
206690,VMS,Paleozoic,49.198825,-56.157344444444,445.0,mafic,mafic,volcanic,volcanic
206850,Porphyry,Cenozoic,0.333055555556,-78.5830555556,6.5,other,other,felsic,felsic
206851,Porphyry,Mesozoic,-3.6,-78.5,173.55,other,other,carbonate,carbonate
206852,Porphyry,Cenozoic,-1.56638888889,-79.1330555556,15.0,other,other,felsic,felsic
206853,Porphyry,Mesozoic,-3.78305555556,-78.6,173.55,other,other,siliciclastic,siliciclastic
206854,Porphyry,Cenozoic,-4.33305555556,-80.0,14.15,other,other,felsic,felsic
206855,Porphyry,Cenozoic,-4.2,-79.5830555556,14.15,other,other,volcanic,volcanic
206856,Porphyry,Cenozoic,-2.93305555556,-79.4163888889,10.74,other,other,felsic,felsic
206858,Porphyry,Cenozoic,-3.58305555556,-79.3330555556,9.6,other,other,volcanic,volcanic
206859,Porphyry,Cenozoic,-3.05,-79.683333,19.3,other,other,volcanic,volcanic
206860,Porphyry,Cenozoic,-1.38305555556,-79.1163888889,20.0,other,other,volcanic,volcanic
206889,Porphyry,Mesozoic,-23.6897222222,150.629722222,246.0,carbonate,carbonate,other,other
206890,Porphyry,Mesozoic,-23.6,150.4,245.0,felsic,felsic,other,other
206892,Porphyry,Paleozoic,-20.5697222222,148.26,265.0,felsic,felsic,felsic,felsic
206893,Porphyry,Mesozoic,-25.242444561942,151.6252116256,250.0,felsic,felsic,felsic,felsic
206895,Porphyry,Mesozoic,-24.8072222222,150.872777778,235.0,felsic,felsic,felsic,felsic
206896,Porphyry,Paleozoic,-20.4244444444,146.778333333,285.0,felsic,felsic,felsic,felsic
206897,Porphyry,Mesozoic,-23.6108333333,150.4575,250.0,felsic,felsic,other,other
206898,Porphyry,Mesozoic,-24.8163888889,151.366388889,235.0,felsic,felsic,other,other
206900,Porphyry,Mesozoic,-25.6434,151.8514,235.0,mafic,mafic,metamorphic,metamorphic
206901,Porphyry,Mesozoic,-24.6680555556,150.876111111,235.0,mafic,mafic,felsic,felsic
206902,Porphyry,Paleozoic,-18.2533333333,143.423333333,310.0,felsic,felsic,other,other
206903,Porphyry,Paleozoic,-20.5783333333,146.9775,285.0,carbonate,carbonate,volcanic,volcanic
206905,Porphyry,Unknown,-20.2,147.95,,felsic,felsic,felsic,felsic
206906,Porphyry,Unknown,-20.9166666667,148.0,,siliciclastic,siliciclastic,siliciclastic,siliciclastic
206910,Porphyry,Cenozoic,29.554444,64.504166,21.0,other,other,volcanic,volcanic
206911,Porphyry,Cenozoic,29.1225,62.194166,14.9,other,other,other,other
206942,Porphyry,Cenozoic,-11.6,-76.133333,7.5,other,other,other,other
206943,Porphyry,Cenozoic,-6.76138888889,-78.6055555556,10.5,other,other,carbonate,carbonate
206944,Porphyry,Cenozoic,-16.5455555556,-71.5525,57.0,other,other,felsic,felsic
206945,Porphyry,Cenozoic,-17.6813888889,-69.9005555556,60.65,other,other,felsic,felsic
206946,Porphyry,Cenozoic,-14.07164,-72.33606,35.6,volcanic,volcanic,felsic,felsic
206947,Porphyry,Cenozoic,-8.21527777778,-77.7713888889,15.3,other,other,carbonate,carbonate
206948,Porphyry,Cenozoic,-14.9797222222,-71.3063888889,38.0,volcanic,volcanic,other,other
206949,Porphyry,Unknown,-7.11777777778,-78.5752777778,,other,other,carbonate,carbonate
206950,Porphyry,Cenozoic,-14.4613888889,-72.9930555556,35.9,other,other,felsic,felsic
206951,Porphyry,Cenozoic,-14.1577777778,-73.1330555556,32.0,volcanic,volcanic,carbonate,carbonate
206952,Porphyry,Cenozoic,-15.6247222222,-70.9913888889,12.8,volcanic,volcanic,volcanic,volcanic
206953,Porphyry,Cenozoic,-14.9519444444,-71.2625,31.0,volcanic,volcanic,volcanic,volcanic
206956,Porphyry,Cenozoic,-14.181111,-72.348055,14.15,volcanic,volcanic,other,other
206957,Porphyry,Cenozoic,-14.96,-71.3463888889,36.2,volcanic,volcanic,other,other
206958,Porphyry,Mesozoic,-6.725,-78.6691666667,165.2,other,other,volcanic,volcanic
206959,Porphyry,Unknown,-13.6858333333,-75.0927777778,,other,other,volcanic,volcanic
206960,Porphyry,Unknown,-13.2344444444,-75.9163888889,,other,other,felsic,felsic
206962,Porphyry,Cenozoic,-8.775,-77.991666666667,14.7,other,other,other,other
207056,Porphyry,Unknown,-16.7733333333,-71.3575,,other,other,other,other
207057,Porphyry,Cenozoic,-6.35805555556,-79.1191666667,12.0,other,other,other,other
207058,Porphyry,Unknown,-12.9755555556,-76.1391666667,,other,other,felsic,felsic
207059,Porphyry,Cenozoic,-4.94416666667,-79.3080555556,16.0,other,other,siliciclastic,siliciclastic
207060,Porphyry,Unknown,-8.16666666667,-78.1833333333,,volcanic,volcanic,volcanic,volcanic
207061,Porphyry,Cenozoic,-8.55944444444,-77.8963888889,12.8,other,other,other,other
207062,Porphyry,Unknown,-14.2,-74.45,,volcanic,volcanic,volcanic,volcanic
207063,Porphyry,Unknown,-14.1830555556,-75.1480555556,,other,other,other,other
207064,Porphyry,Cenozoic,-11.4794444444,-76.0841666667,7.0,other,other,carbonate,carbonate
207065,Porphyry,Unknown,-5.70444444444,-79.2805555556,,other,other,volcanic,volcanic
207164,Porphyry,Unknown,17.7666666667,121.233333333,,other,other,other,other
207165,Porphyry,Cenozoic,16.75,121.35,25.0,other,other,other,other
207166,Porphyry,Cenozoic,14.2333333333,122.733333333,19.5,mafic,mafic,unknown,unknown
207167,Porphyry,Cenozoic,15.0083333333,120.366666667,2.145,mafic,mafic,volcanic,volcanic
207169,Porphyry,Unknown,16.7333333333,120.766666667,,other,other,felsic,felsic
207170,Porphyry,Unknown,17.3,121.01,,other,other,other,other
207172,Porphyry,Unknown,16.75,120.7,,other,other,other,other
207174,Porphyry,Cenozoic,13.8,121.133333333,7.3,other,other,other,other
207175,Porphyry,Unknown,14.7666666667,121.316666667,,volcanic,volcanic,other,other
207177,Porphyry,Unknown,17.4,120.866666667,,other,other,felsic,felsic
207179,Porphyry,Cenozoic,14.9736111111,120.204166667,2.7,other,other,mafic,mafic
207181,Porphyry,Cenozoic,16.3205555556,121.291388889,23.2,volcanic,volcanic,other,other
207289,Porphyry,Cenozoic,-23.4277777778,-69.5113888889,57.1,other,other,felsic,felsic
207309,Porphyry,Cenozoic,-18.2897222222,-69.7213888889,14.15,felsic,felsic,other,other
207310,Porphyry,Cenozoic,-19.8666666667,-68.9666666667,36.0,felsic,felsic,felsic,felsic
207312,Porphyry,Cenozoic,6.1,116.466666667,8.0,carbonate,carbonate,other,other
207316,Porphyry,Cenozoic,28.4111111111,-109.802777778,56.95,volcanic,volcanic,felsic,felsic
207317,Porphyry,Cenozoic,30.4816666667,-109.7525,56.8,felsic,felsic,felsic,felsic
207355,Porphyry,Unknown,62.051111,-141.21805,,carbonate,carbonate,other,other
207467,IOCG,Unknown,67.516666666667,20.9,,siliciclastic,siliciclastic,felsic,felsic
207910,VMS,Precambrian,49.4530555556,-78.3525,2728.0,volcanic,volcanic,volcanic,volcanic
207911,VMS,Precambrian,49.6833333333,-78.95,3250.0,metamorphic,metamorphic,other,other
208266,Porphyry,Mesozoic,17.3333333333,101.5,230.0,other,other,other,other
