source,n_seeds,n_full,n_removed,n_retained,ratio_weighted_nonmissing_primary_mean,ratio_weighted_nonmissing_primary_median,ratio_weighted_nonmissing_primary_min,ratio_weighted_nonmissing_primary_max,ratio_weighted_nonmissing_primary_std,ratio_weighted_strict_mean,ratio_weighted_strict_median,ratio_weighted_strict_min,ratio_weighted_strict_max,ratio_weighted_strict_std,full_ratio_weighted_nonmissing_primary_mean,full_ratio_weighted_nonmissing_primary_median,full_ratio_weighted_nonmissing_primary_min,full_ratio_weighted_nonmissing_primary_max,full_ratio_weighted_nonmissing_primary_std,full_ratio_weighted_strict_mean,full_ratio_weighted_strict_median,full_ratio_weighted_strict_min,full_ratio_weighted_strict_max,full_ratio_weighted_strict_std,trim_minus_full_primary_ratio_mean,trim_minus_full_primary_ratio_median,trim_minus_full_primary_ratio_min,trim_minus_full_primary_ratio_max,trim_minus_full_primary_ratio_std,omega_a_mean,omega_a_median,omega_a_min,omega_a_max,omega_a_std,tau_mean_mean,tau_mean_median,tau_mean_min,tau_mean_max,tau_mean_std,log_prob_per_binary_cell_mean,log_prob_per_binary_cell_median,log_prob_per_binary_cell_min,log_prob_per_binary_cell_max,log_prob_per_binary_cell_std,brier_score_mean,brier_score_median,brier_score_min,brier_score_max,brier_score_std,marginal_baseline_log_prob_per_binary_cell_mean,marginal_baseline_log_prob_per_binary_cell_median,marginal_baseline_log_prob_per_binary_cell_min,marginal_baseline_log_prob_per_binary_cell_max,marginal_baseline_log_prob_per_binary_cell_std,marginal_baseline_brier_score_mean,marginal_baseline_brier_score_median,marginal_baseline_brier_score_min,marginal_baseline_brier_score_max,marginal_baseline_brier_score_std,mean_topic_cosine_to_full_mean,mean_topic_cosine_to_full_median,mean_topic_cosine_to_full_min,mean_topic_cosine_to_full_max,mean_topic_cosine_to_full_std,minimum_topic_cosine_to_full_mean,minimum_topic_cosine_to_full_median,minimum_topic_cosine_to_full_min,minimum_topic_cosine_to_full_max,minimum_topic_cosine_to_full_std,mean_top10_jaccard_to_full_mean,mean_top10_jaccard_to_full_median,mean_top10_jaccard_to_full_min,mean_top10_jaccard_to_full_max,mean_top10_jaccard_to_full_std,minimum_top10_jaccard_to_full_mean,minimum_top10_jaccard_to_full_median,minimum_top10_jaccard_to_full_min,minimum_top10_jaccard_to_full_max,minimum_top10_jaccard_to_full_std,dominant_topic_agreement_on_retained_deposits_mean,dominant_topic_agreement_on_retained_deposits_median,dominant_topic_agreement_on_retained_deposits_min,dominant_topic_agreement_on_retained_deposits_max,dominant_topic_agreement_on_retained_deposits_std,mean_absolute_theta_difference_from_full_mean,mean_absolute_theta_difference_from_full_median,mean_absolute_theta_difference_from_full_min,mean_absolute_theta_difference_from_full_max,mean_absolute_theta_difference_from_full_std,topic7_cosine_to_full_mean,topic7_cosine_to_full_median,topic7_cosine_to_full_min,topic7_cosine_to_full_max,topic7_cosine_to_full_std,topic7_top10_jaccard_to_full_mean,topic7_top10_jaccard_to_full_median,topic7_top10_jaccard_to_full_min,topic7_top10_jaccard_to_full_max,topic7_top10_jaccard_to_full_std,trimmed_primary_ratio_all_seeds_gt_1,trimmed_strict_ratio_all_seeds_gt_1
GLiM,3,1237,127,1110,4.069165372753844,4.178408246617469,3.8048828554853107,4.224205016158753,0.18780889706551693,3.9938383033713136,4.0934418046869645,3.7390544787556452,4.149018626671332,0.1815824766688888,4.427611675814693,4.469903304319897,4.245728454660442,4.567203268463739,0.1346054737834059,4.2309359674373805,4.298864056814226,3.969734799088401,4.424209046409515,0.1916548622990726,-0.3584463030608487,-0.291495057702428,-0.7623204129784287,-0.021523438501689363,0.3061120614957375,0.314563450185396,0.3157671833800407,0.30495451583294947,0.3229686513431978,0.007403332571588491,0.22616852323214212,0.22405345737934113,0.2233932614326477,0.23105885088443756,0.003468471621344826,-0.4436778958412839,-0.4436671493260677,-0.44373081734779884,-0.44363572084998515,3.955967362585647e-05,0.14624840021133423,0.14624786376953125,0.1462312638759613,0.14626607298851013,1.4215822322685218e-05,-0.46019860386076084,-0.46019860386076084,-0.46019860386076084,-0.46019860386076084,0.0,0.15251880884170532,0.15251880884170532,0.15251880884170532,0.15251880884170532,0.0,0.9748611393428984,0.9749065296990531,0.9747430256434849,0.9749338626861572,8.426113195641976e-05,0.9104780952135721,0.91301429271698,0.9053487181663513,0.9130712747573853,0.003627091893666272,0.632126588008941,0.6280239368474663,0.6186868686868687,0.649668958492488,0.012976807057090383,0.15468409586056645,0.17647058823529413,0.1111111111111111,0.17647058823529413,0.030810752992877895,0.8786786786786785,0.8639639639639639,0.8252252252252252,0.9468468468468468,0.05073031199930213,0.031289407362540565,0.03149478882551193,0.030565820634365082,0.031807612627744675,0.0005273506093069459,0.9967687527338663,0.9969962239265442,0.9961181879043579,0.997191846370697,0.00046689969173197086,0.22549019607843138,0.25,0.17647058823529413,0.25,0.03466209711698762,True,True
Macrostrat,3,1237,127,1110,3.1222554500419064,3.0524359895577424,3.0134067286455153,3.300923631922462,0.12733829016761114,2.7654751710485406,2.6985080668462196,2.684963841891798,2.912953604407605,0.10442949052490547,3.817595803087596,3.752881692466195,3.5122631308449397,4.187642585951654,0.27949393455577254,3.605460019118611,3.5806302901366482,3.327641512197778,3.9081082550214066,0.2376240678916405,-0.6953403530456895,-0.4988564021994244,-1.1352065963939113,-0.451958060543733,0.31162113497051863,0.4452098001211758,0.4419013556759303,0.4413114986443892,0.45241654604320786,0.005101625421893111,0.24297963082790375,0.24247556924819946,0.24072982370853424,0.24573349952697754,0.002073604186132451,-0.4452638578920373,-0.4452496796821338,-0.4453067139098262,-0.4452351800841519,3.087650974392116e-05,0.14691253999869028,0.14690770208835602,0.14690576493740082,0.14692415297031403,8.249604875634017e-06,-0.46019860386076084,-0.46019860386076084,-0.46019860386076084,-0.46019860386076084,0.0,0.15251880884170532,0.15251880884170532,0.15251880884170532,0.15251880884170532,0.0,0.9518754482269287,0.9522327780723572,0.9506763901029315,0.9527171765054975,0.0008706188408444556,0.8132117390632629,0.8130314946174622,0.8095630407333374,0.8170406818389893,0.003055393610367858,0.545616148557325,0.550949050949051,0.5285400873636167,0.5573593073593074,0.012354938182221234,0.22549019607843138,0.25,0.17647058823529413,0.25,0.03466209711698762,0.9513513513513514,0.9540540540540541,0.9459459459459459,0.9540540540540541,0.0038221988172245946,0.03807449589172999,0.03830915689468384,0.03715106099843979,0.038763269782066345,0.0006787751862637753,0.9932253360748291,0.9931665658950806,0.9925758242607117,0.9939336180686951,0.0005558725613965074,0.25,0.25,0.25,0.25,0.0,True,True
