source_1,source_2,mean_topic_cosine,minimum_topic_cosine,topic_1_cosine,topic_2_cosine,topic_3_cosine,topic_4_cosine,topic_5_cosine,topic_6_cosine,topic_7_cosine
Macrostrat,Macrostrat,1.000000034059797,0.9999999403953552,1.0,0.9999999403953552,1.0000001192092896,1.0000001192092896,1.0,1.0000001192092896,0.9999999403953552
Macrostrat,GLiM,0.9823857971600124,0.9508371353149414,0.996803343296051,0.9508371353149414,0.9999632835388184,0.9771189093589783,0.9854416251182556,0.9913593530654907,0.9751769304275513
Macrostrat,Combined,0.9965588365282331,0.9898505210876465,0.9959476590156555,0.99847012758255,0.9984326958656311,0.9991218447685242,0.9992097020149231,0.9948793053627014,0.9898505210876465
GLiM,Macrostrat,0.9823857971600124,0.9508371353149414,0.996803343296051,0.9508371353149414,0.9999632835388184,0.9771189093589783,0.9854416251182556,0.9913593530654907,0.9751769304275513
GLiM,GLiM,1.0000000596046448,0.9999999403953552,1.0000001192092896,1.0,1.0000001192092896,1.0000001192092896,0.9999999403953552,1.0,1.0000001192092896
GLiM,Combined,0.9810335295540946,0.9382051229476929,0.9914864897727966,0.9382051229476929,0.9988541007041931,0.9760561585426331,0.9844416379928589,0.9823289513587952,0.9958622455596924
Combined,Macrostrat,0.9965588365282331,0.9898505210876465,0.9959476590156555,0.99847012758255,0.9984326958656311,0.9991218447685242,0.9992097020149231,0.9948793053627014,0.9898505210876465
Combined,GLiM,0.9810335295540946,0.9382051229476929,0.9914864897727966,0.9382051229476929,0.9988541007041931,0.9760561585426331,0.9844416379928589,0.9823289513587952,0.9958622455596924
Combined,Combined,1.0,0.9999999403953552,1.0,1.0,1.0000001192092896,1.0,0.9999999403953552,1.0,0.9999999403953552
