Mindat_id,n_minerals_total,n_minerals_mapped,n_families_primary,n_families_copper,pct_mapped
205936.0,21,21,7,16,100.0
205937.0,49,49,7,24,100.0
205938.0,8,8,2,7,100.0
205939.0,5,5,2,5,100.0
205942.0,4,4,1,3,100.0
205943.0,7,7,4,7,100.0
205944.0,18,18,6,12,100.0
205945.0,3,3,3,3,100.0
205947.0,38,38,6,11,100.0
205949.0,21,21,6,13,100.0
205950.0,7,7,4,7,100.0
205951.0,4,4,2,4,100.0
205952.0,13,13,6,11,100.0
205978.0,25,25,7,18,100.0
205979.0,13,13,5,10,100.0
205981.0,37,37,7,19,100.0
205982.0,19,19,6,15,100.0
205983.0,13,13,3,11,100.0
205984.0,26,26,6,17,100.0
205985.0,39,39,8,25,100.0
205986.0,8,8,2,6,100.0
205987.0,6,6,4,6,100.0
205988.0,11,11,4,10,100.0
205989.0,7,7,4,7,100.0
205991.0,8,8,3,7,100.0
205992.0,8,8,3,8,100.0
205993.0,8,8,4,7,100.0
205994.0,12,12,6,9,100.0
205996.0,9,9,4,7,100.0
205998.0,8,8,4,7,100.0
206003.0,9,9,4,7,100.0
206004.0,11,11,3,7,100.0
206005.0,19,19,8,16,100.0
206008.0,19,19,6,12,100.0
206009.0,24,24,7,16,100.0
206012.0,35,35,7,20,100.0
206013.0,5,5,3,5,100.0
206050.0,30,30,8,19,100.0
206052.0,15,15,6,12,100.0
206070.0,6,6,4,6,100.0
206132.0,14,14,4,9,100.0
206134.0,7,7,3,6,100.0
206135.0,4,4,2,4,100.0
206136.0,18,18,5,13,100.0
206137.0,4,4,2,4,100.0
206138.0,4,4,2,4,100.0
206139.0,21,21,7,17,100.0
206140.0,11,11,5,9,100.0
206141.0,8,8,4,8,100.0
206142.0,17,17,5,15,100.0
206143.0,12,12,5,11,100.0
206145.0,25,25,7,16,100.0
206147.0,42,42,7,23,100.0
206148.0,42,42,8,24,100.0
206152.0,13,13,3,9,100.0
206153.0,7,7,3,6,100.0
206154.0,8,8,3,6,100.0
206156.0,12,12,3,10,100.0
206157.0,5,5,3,5,100.0
206158.0,7,7,2,5,100.0
206159.0,20,20,5,14,100.0
206160.0,9,9,3,8,100.0
206163.0,8,8,4,7,100.0
206167.0,8,8,4,7,100.0
206169.0,10,10,4,9,100.0
206170.0,17,17,6,13,100.0
206171.0,9,9,4,7,100.0
206172.0,7,7,3,6,100.0
206173.0,7,7,2,5,100.0
206176.0,10,10,4,9,100.0
206180.0,9,9,6,9,100.0
206190.0,6,6,2,6,100.0
206191.0,10,10,4,7,100.0
206195.0,20,20,6,13,100.0
206196.0,5,5,2,4,100.0
206199.0,16,16,6,11,100.0
206202.0,30,30,6,18,100.0
206205.0,10,10,5,8,100.0
206207.0,5,5,3,4,100.0
206208.0,9,9,5,6,100.0
206210.0,8,8,3,7,100.0
206211.0,8,8,6,8,100.0
206212.0,16,16,5,13,100.0
206213.0,6,6,3,5,100.0
206214.0,20,20,6,13,100.0
206217.0,13,13,5,10,100.0
206218.0,6,6,3,6,100.0
206219.0,9,9,3,8,100.0
206220.0,10,10,4,9,100.0
206222.0,43,43,7,20,100.0
206223.0,17,17,5,14,100.0
206293.0,25,25,6,17,100.0
206294.0,27,27,8,19,100.0
206295.0,17,17,4,11,100.0
206296.0,36,36,7,21,100.0
206299.0,6,6,2,5,100.0
206300.0,12,12,6,10,100.0
206301.0,49,49,7,25,100.0
206303.0,10,10,5,9,100.0
206304.0,8,8,4,7,100.0
206306.0,12,12,4,9,100.0
206307.0,15,15,5,11,100.0
206308.0,16,16,4,11,100.0
206309.0,15,15,5,12,100.0
206311.0,5,5,2,4,100.0
206312.0,14,14,7,12,100.0
206313.0,2,2,1,2,100.0
206314.0,19,19,5,14,100.0
206315.0,16,16,6,12,100.0
206317.0,16,16,6,13,100.0
206318.0,36,36,7,24,100.0
206319.0,12,12,4,9,100.0
206321.0,14,14,4,9,100.0
206322.0,20,20,6,13,100.0
206323.0,16,16,5,10,100.0
206324.0,10,10,4,8,100.0
206325.0,15,15,4,11,100.0
206326.0,12,12,4,12,100.0
206328.0,3,3,2,3,100.0
206329.0,2,2,1,2,100.0
206330.0,15,15,5,11,100.0
206331.0,12,12,4,11,100.0
206332.0,11,11,6,9,100.0
206333.0,28,28,7,18,100.0
206334.0,4,4,2,4,100.0
206377.0,10,10,5,8,100.0
206378.0,9,9,4,9,100.0
206380.0,8,8,3,7,100.0
206381.0,21,21,5,14,100.0
206382.0,20,20,6,14,100.0
206383.0,31,31,6,18,100.0
206384.0,19,19,6,12,100.0
206394.0,30,30,5,17,100.0
206395.0,13,13,5,11,100.0
206396.0,16,16,7,11,100.0
206397.0,15,15,6,11,100.0
206398.0,24,24,7,18,100.0
206399.0,20,20,5,12,100.0
206400.0,21,21,6,14,100.0
206402.0,17,17,6,13,100.0
206403.0,17,17,5,12,100.0
206419.0,10,10,4,7,100.0
206420.0,14,14,5,9,100.0
206423.0,12,12,4,9,100.0
206425.0,30,30,7,19,100.0
206428.0,4,4,2,4,100.0
206429.0,11,11,4,9,100.0
206430.0,11,11,5,8,100.0
206431.0,2,2,1,2,100.0
206432.0,2,2,1,2,100.0
206434.0,11,11,4,9,100.0
206435.0,17,17,5,11,100.0
206436.0,20,20,5,13,100.0
206437.0,27,27,7,19,100.0
206438.0,18,18,6,12,100.0
206439.0,18,18,5,12,100.0
206448.0,3,3,2,3,100.0
206449.0,19,19,5,14,100.0
206451.0,15,15,5,11,100.0
206452.0,26,26,7,18,100.0
206453.0,21,21,6,17,100.0
206454.0,8,8,4,7,100.0
206455.0,16,16,5,12,100.0
206456.0,31,31,8,18,100.0
206458.0,24,24,6,15,100.0
206459.0,27,27,7,16,100.0
206460.0,33,33,6,17,100.0
206462.0,14,14,4,9,100.0
206464.0,12,12,4,7,100.0
206465.0,10,10,5,9,100.0
206466.0,27,27,7,18,100.0
206467.0,15,15,5,10,100.0
206690.0,12,12,3,7,100.0
206849.0,2,2,2,2,100.0
206850.0,16,16,4,11,100.0
206851.0,12,12,4,10,100.0
206852.0,5,5,3,5,100.0
206853.0,7,7,3,7,100.0
206854.0,4,4,3,4,100.0
206855.0,4,4,3,4,100.0
206856.0,23,23,6,14,100.0
206858.0,18,18,6,13,100.0
206859.0,18,18,6,14,100.0
206860.0,5,5,3,5,100.0
206889.0,9,9,4,9,100.0
206890.0,18,18,5,12,100.0
206892.0,4,4,2,4,100.0
206893.0,4,4,2,4,100.0
206895.0,11,11,4,11,100.0
206896.0,8,8,3,8,100.0
206897.0,6,6,3,6,100.0
206898.0,10,10,3,8,100.0
206900.0,25,25,8,18,100.0
206901.0,6,6,3,6,100.0
206902.0,13,13,4,11,100.0
206903.0,7,7,2,7,100.0
206905.0,5,5,2,5,100.0
206906.0,4,4,2,4,100.0
206908.0,45,45,6,21,100.0
206910.0,28,28,7,18,100.0
206911.0,8,8,4,7,100.0
206942.0,15,15,5,11,100.0
206943.0,13,13,4,9,100.0
206944.0,16,16,5,11,100.0
206945.0,4,4,2,4,100.0
206946.0,8,8,4,7,100.0
206947.0,11,11,2,9,100.0
206948.0,18,18,7,13,100.0
206949.0,5,5,3,5,100.0
206950.0,5,5,2,5,100.0
206951.0,18,18,5,11,100.0
206952.0,6,6,3,5,100.0
206953.0,19,19,4,13,100.0
206956.0,17,17,5,14,100.0
206957.0,16,16,6,13,100.0
206958.0,10,10,6,10,100.0
206959.0,11,11,5,8,100.0
206960.0,12,12,4,11,100.0
206961.0,1,1,1,1,100.0
206962.0,15,15,4,11,100.0
207056.0,15,15,7,11,100.0
207057.0,19,19,5,14,100.0
207058.0,10,10,4,9,100.0
207059.0,17,17,5,12,100.0
207060.0,14,14,5,11,100.0
207061.0,6,6,2,4,100.0
207062.0,6,6,3,6,100.0
207063.0,6,6,2,4,100.0
207064.0,4,4,3,4,100.0
207065.0,13,13,5,10,100.0
207164.0,6,6,3,5,100.0
207165.0,22,22,6,16,100.0
207166.0,15,15,4,10,100.0
207167.0,9,9,5,8,100.0
207169.0,8,8,5,6,100.0
207170.0,12,12,4,9,100.0
207172.0,16,16,6,11,100.0
207174.0,24,24,6,17,100.0
207175.0,19,19,6,12,100.0
207177.0,3,3,1,2,100.0
207179.0,28,28,7,20,100.0
207181.0,14,14,4,11,100.0
207288.0,2,2,1,1,100.0
207289.0,32,32,8,16,100.0
207309.0,4,4,2,4,100.0
207310.0,8,8,4,8,100.0
207311.0,1,1,1,1,100.0
207312.0,10,10,6,9,100.0
207314.0,2,2,1,2,100.0
207315.0,42,42,9,21,100.0
207316.0,5,5,2,5,100.0
207317.0,11,11,5,9,100.0
207355.0,6,6,3,6,100.0
207467.0,4,4,4,4,100.0
207910.0,9,9,3,5,100.0
207911.0,24,24,5,14,100.0
208266.0,7,7,4,7,100.0
208267.0,5,5,3,5,100.0
208268.0,25,25,6,15,100.0
208271.0,11,11,4,8,100.0
208273.0,9,9,3,7,100.0
208275.0,7,7,3,7,100.0
208276.0,4,4,1,3,100.0
208277.0,6,6,3,4,100.0
208279.0,9,9,4,7,100.0
208280.0,9,9,4,8,100.0
208328.0,6,6,3,6,100.0
208330.0,6,6,4,6,100.0
208331.0,4,4,3,4,100.0
208332.0,7,7,4,7,100.0
208333.0,36,36,7,20,100.0
208334.0,24,24,7,16,100.0
208335.0,23,23,5,16,100.0
208336.0,21,21,6,13,100.0
208337.0,18,18,5,11,100.0
208338.0,29,29,7,18,100.0
208339.0,26,26,7,17,100.0
208340.0,12,12,3,9,100.0
208341.0,14,14,6,13,100.0
208343.0,16,16,5,14,100.0
208346.0,17,17,5,11,100.0
208348.0,14,14,6,11,100.0
208390.0,17,17,6,12,100.0
208391.0,20,20,5,13,100.0
208392.0,20,20,7,15,100.0
208393.0,8,8,3,7,100.0
208394.0,15,15,7,11,100.0
208396.0,15,15,4,11,100.0
208397.0,17,17,5,13,100.0
208398.0,8,8,3,7,100.0
208474.0,22,22,6,13,100.0
208475.0,15,15,5,12,100.0
208476.0,2,2,1,2,100.0
208477.0,6,6,2,5,100.0
208478.0,6,6,3,5,100.0
208484.0,24,24,6,17,100.0
208930.0,15,15,5,11,100.0
208931.0,15,15,5,10,100.0
208932.0,22,22,5,16,100.0
208933.0,10,10,4,9,100.0
208934.0,4,4,2,4,100.0
208935.0,16,16,6,12,100.0
208936.0,5,5,2,4,100.0
208937.0,13,13,5,11,100.0
209445.0,18,18,4,11,100.0
209628.0,20,20,3,11,100.0
209671.0,20,20,6,13,100.0
209836.0,8,8,3,8,100.0
209837.0,8,8,3,7,100.0
209838.0,2,2,1,2,100.0
209839.0,13,13,4,10,100.0
209868.0,5,5,2,4,100.0
209909.0,6,6,3,6,100.0
210060.0,11,11,4,10,100.0
210140.0,19,19,6,13,100.0
210265.0,21,21,6,13,100.0
210267.0,6,6,3,6,100.0
210332.0,37,37,5,14,100.0
210493.0,32,32,6,14,100.0
211939.0,16,16,6,11,100.0
211957.0,13,13,6,7,100.0
212179.0,8,8,5,8,100.0
212605.0,9,9,3,7,100.0
212969.0,10,10,3,8,100.0
212971.0,5,5,2,4,100.0
212975.0,2,2,2,2,100.0
212976.0,2,2,2,2,100.0
212977.0,2,2,2,2,100.0
212978.0,2,2,2,2,100.0
214669.0,6,6,3,4,100.0
214670.0,8,8,5,8,100.0
214671.0,6,6,3,5,100.0
214679.0,7,7,2,5,100.0
216983.0,8,8,4,8,100.0
217008.0,18,18,7,16,100.0
217330.0,5,5,2,5,100.0
217344.0,6,6,2,6,100.0
217350.0,5,5,2,5,100.0
218987.0,5,5,3,3,100.0
220728.0,9,9,4,9,100.0
222130.0,29,29,8,19,100.0
222961.0,11,11,5,11,100.0
224829.0,4,4,3,4,100.0
225030.0,57,57,7,21,100.0
226338.0,2,2,2,2,100.0
226441.0,3,3,1,2,100.0
226455.0,4,4,2,3,100.0
226456.0,3,3,1,2,100.0
226488.0,6,6,2,3,100.0
226501.0,11,11,3,7,100.0
226944.0,31,31,7,19,100.0
227886.0,19,19,5,12,100.0
227904.0,10,10,3,9,100.0
227973.0,6,6,4,5,100.0
227974.0,10,10,4,9,100.0
227976.0,7,7,5,6,100.0
227979.0,12,12,4,9,100.0
227991.0,2,2,1,2,100.0
228007.0,6,6,2,5,100.0
228008.0,8,8,4,8,100.0
228015.0,9,9,4,6,100.0
228019.0,4,4,1,3,100.0
228020.0,11,11,5,7,100.0
228021.0,20,20,5,14,100.0
228022.0,8,8,3,8,100.0
228029.0,10,10,4,9,100.0
228031.0,22,22,5,17,100.0
228045.0,12,12,6,9,100.0
228046.0,15,15,6,12,100.0
228053.0,4,4,3,4,100.0
228066.0,10,10,5,9,100.0
228067.0,25,25,6,17,100.0
228088.0,10,10,6,9,100.0
228106.0,18,18,6,14,100.0
228123.0,19,19,5,13,100.0
228124.0,33,33,7,20,100.0
228126.0,10,10,4,8,100.0
228128.0,6,6,4,6,100.0
228131.0,6,6,3,5,100.0
228164.0,11,11,5,8,100.0
228169.0,1,1,1,1,100.0
228182.0,3,3,3,3,100.0
228184.0,25,25,7,17,100.0
228186.0,18,18,7,10,100.0
228187.0,10,10,4,7,100.0
228188.0,1,1,1,1,100.0
228191.0,9,9,3,5,100.0
228192.0,3,3,1,2,100.0
228193.0,2,2,1,1,100.0
228195.0,3,3,2,3,100.0
228202.0,17,17,6,13,100.0
228206.0,10,10,3,6,100.0
228255.0,4,4,2,4,100.0
228257.0,16,16,4,11,100.0
228258.0,3,3,2,3,100.0
228259.0,3,3,1,2,100.0
228261.0,5,5,1,4,100.0
228263.0,7,7,2,6,100.0
228264.0,12,12,4,9,100.0
228282.0,11,11,4,7,100.0
228308.0,6,6,3,5,100.0
228326.0,4,4,1,2,100.0
228328.0,12,12,4,10,100.0
228329.0,4,4,2,4,100.0
228351.0,2,2,2,2,100.0
228356.0,16,16,6,10,100.0
228361.0,11,11,6,9,100.0
228363.0,4,4,1,3,100.0
228364.0,16,16,6,12,100.0
228365.0,6,6,3,5,100.0
228368.0,1,1,1,1,100.0
229581.0,15,15,7,13,100.0
229882.0,44,44,9,25,100.0
230046.0,22,22,5,16,100.0
230048.0,20,20,6,11,100.0
230442.0,22,22,5,14,100.0
230718.0,29,29,8,19,100.0
231161.0,13,13,4,12,100.0
231326.0,10,10,4,9,100.0
231677.0,9,9,4,8,100.0
231947.0,4,4,1,3,100.0
232161.0,20,20,6,13,100.0
232236.0,9,9,3,7,100.0
232876.0,47,47,8,23,100.0
232935.0,13,13,6,12,100.0
232939.0,28,28,5,15,100.0
232947.0,4,4,2,3,100.0
232948.0,4,4,2,3,100.0
233025.0,22,22,7,17,100.0
233107.0,1,1,1,1,100.0
233347.0,17,17,4,10,100.0
233725.0,19,19,6,13,100.0
234066.0,3,3,1,3,100.0
234067.0,3,3,1,3,100.0
234528.0,9,9,4,7,100.0
234529.0,9,9,4,7,100.0
235751.0,7,7,4,6,100.0
236806.0,24,24,6,14,100.0
237746.0,22,22,4,13,100.0
237747.0,4,4,1,3,100.0
237940.0,1,1,1,1,100.0
238301.0,25,25,7,16,100.0
239423.0,14,14,5,9,100.0
239474.0,5,5,2,5,100.0
239475.0,7,7,4,7,100.0
240070.0,53,53,8,25,100.0
241607.0,6,6,2,6,100.0
241797.0,17,17,4,13,100.0
242440.0,6,6,3,5,100.0
242867.0,12,12,4,9,100.0
243349.0,7,7,2,6,100.0
243607.0,2,2,2,2,100.0
243676.0,5,5,2,4,100.0
243680.0,4,4,1,4,100.0
243681.0,8,8,4,7,100.0
243684.0,14,14,6,12,100.0
244258.0,13,13,4,10,100.0
244581.0,13,13,6,12,100.0
244583.0,10,10,4,9,100.0
244584.0,13,13,4,9,100.0
244626.0,19,19,6,13,100.0
244917.0,6,6,2,5,100.0
244919.0,3,3,1,2,100.0
246047.0,24,24,4,12,100.0
247015.0,1,1,1,1,100.0
247872.0,25,25,4,14,100.0
248178.0,90,90,9,27,100.0
248675.0,3,3,1,3,100.0
248677.0,3,3,1,3,100.0
248824.0,10,10,4,7,100.0
248876.0,22,22,6,14,100.0
248877.0,26,26,7,15,100.0
248892.0,5,5,1,4,100.0
250732.0,20,20,6,13,100.0
250844.0,38,38,8,18,100.0
250907.0,6,6,4,5,100.0
250908.0,8,8,4,7,100.0
251086.0,5,5,1,4,100.0
251681.0,22,22,5,14,100.0
251683.0,21,21,7,15,100.0
252247.0,68,68,9,23,100.0
252865.0,16,16,6,11,100.0
254752.0,5,5,3,4,100.0
254843.0,2,2,1,2,100.0
254956.0,5,5,1,4,100.0
254957.0,6,6,2,5,100.0
255031.0,6,6,3,6,100.0
256822.0,3,3,2,3,100.0
256957.0,21,21,4,10,100.0
257036.0,12,12,5,10,100.0
257043.0,12,12,5,10,100.0
257044.0,9,9,5,7,100.0
257046.0,7,7,3,6,100.0
258149.0,3,3,1,2,100.0
258979.0,11,11,4,9,100.0
259043.0,16,16,7,12,100.0
259234.0,20,20,5,11,100.0
259639.0,24,24,8,17,100.0
260009.0,18,18,4,8,100.0
260898.0,10,10,3,8,100.0
262768.0,4,4,3,3,100.0
263387.0,29,29,7,18,100.0
263633.0,17,17,5,10,100.0
265550.0,14,14,7,11,100.0
265644.0,33,33,7,18,100.0
265657.0,14,14,6,6,100.0
266410.0,19,19,5,11,100.0
266579.0,7,7,5,5,100.0
270268.0,7,7,5,7,100.0
270647.0,14,14,2,6,100.0
270836.0,3,3,2,3,100.0
272287.0,22,22,6,14,100.0
272577.0,16,16,6,12,100.0
272685.0,18,18,5,14,100.0
273386.0,15,15,5,12,100.0
274837.0,31,31,8,19,100.0
274995.0,18,18,5,14,100.0
275332.0,25,25,6,17,100.0
276086.0,58,58,7,25,100.0
279364.0,9,9,2,9,100.0
280334.0,12,12,4,11,100.0
284245.0,2,2,1,1,100.0
285574.0,5,5,2,5,100.0
289643.0,8,8,4,8,100.0
290390.0,12,12,5,7,100.0
290467.0,4,4,3,3,100.0
292624.0,9,9,3,5,100.0
292660.0,31,31,7,16,100.0
295016.0,18,18,5,13,100.0
295017.0,11,11,4,8,100.0
295917.0,20,20,6,8,100.0
296327.0,21,21,5,15,100.0
297726.0,12,12,5,7,100.0
298078.0,11,11,3,6,100.0
301111.0,26,26,5,14,100.0
301415.0,22,22,7,15,100.0
302291.0,23,23,7,16,100.0
302499.0,18,18,5,8,100.0
302593.0,31,31,7,20,100.0
302747.0,16,16,4,8,100.0
308054.0,15,15,4,9,100.0
308438.0,35,35,8,20,100.0
308609.0,14,14,5,9,100.0
310457.0,4,4,3,4,100.0
332884.0,8,8,3,6,100.0
333667.0,5,5,2,5,100.0
339708.0,11,11,6,9,100.0
341109.0,12,12,4,9,100.0
344977.0,13,13,5,10,100.0
359845.0,43,43,7,15,100.0
405074.0,15,15,3,6,100.0
412590.0,18,18,5,13,100.0
413049.0,15,15,3,9,100.0
413086.0,37,37,8,17,100.0
413873.0,44,44,9,27,100.0
417880.0,13,13,6,10,100.0
418454.0,20,20,7,11,100.0
423314.0,13,13,5,10,100.0
424161.0,21,21,7,16,100.0
424355.0,5,5,2,2,100.0
424703.0,27,27,5,11,100.0
425517.0,13,13,4,8,100.0
426034.0,43,43,8,21,100.0
426693.0,17,17,5,10,100.0
427366.0,19,19,8,15,100.0
432887.0,35,35,5,15,100.0
433058.0,7,7,2,6,100.0
433522.0,44,44,6,19,100.0
435447.0,3,3,1,3,100.0
437536.0,24,24,6,13,100.0
440458.0,18,18,5,13,100.0
441900.0,13,13,5,10,100.0
442201.0,12,12,6,9,100.0
442215.0,19,19,3,11,100.0
442509.0,20,20,6,12,100.0
442519.0,16,16,5,11,100.0
443145.0,16,16,5,12,100.0
444000.0,5,5,3,4,100.0
444013.0,4,4,2,4,100.0
444419.0,8,8,4,8,100.0
445529.0,2,2,2,2,100.0
446146.0,22,22,5,12,100.0
446485.0,1,1,1,1,100.0
446710.0,20,20,5,11,100.0
446953.0,9,9,3,6,100.0
448213.0,5,5,2,5,100.0
454720.0,31,31,7,15,100.0
455407.0,7,7,1,2,100.0
455829.0,21,21,6,17,100.0
