Mindat_id,Amphiboles_pyroxenes,As_Sb_Bi_sulfosalts,Au_Ag_native,Barite,Borates,Carbonates,Clay_minerals,Cu_carbonates_silicates,Cu_oxides,Cu_sulfides_other,Cu_sulfides_primary,Cu_sulfides_supergene,Epidote_group,Evaporite_sulfates,Fe_oxides_hydroxides,Fe_sulfides,Feldspars,Halides_fluorite,Halides_other,Micas_sericite,Mn_oxides,Mo_sulfides,Native_elements_misc,Ni_Co_sulfides_arsenides,Other_accessory,Other_silicates,Oxides_misc,PGE_alloys_intermetallics,Pb_sulfides,Phosphates_apatite,Phosphates_other,Quartz,REE_accessory,Skarn_calc_silicates,Sulfates_other,Sulfides_misc,Ti_oxides,Zn_sulfides
14050.0,0,0,0,0,0,1,0,2,0,0,2,0,1,1,2,2,1,0,0,1,0,0,1,1,0,3,0,0,1,0,0,1,0,2,5,0,1,1
14096.0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,2,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14115.0,0,0,0,0,0,1,1,2,0,0,2,2,0,2,2,2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
14297.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14351.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
14413.0,0,8,2,1,0,4,1,0,0,7,2,0,1,2,3,2,1,2,0,1,0,1,5,7,0,12,2,0,7,0,0,1,0,2,1,3,1,1
14738.0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0
14752.0,0,7,1,1,0,4,1,0,0,19,2,0,0,0,2,2,0,0,0,1,0,0,2,6,0,2,1,0,3,0,0,1,0,0,0,3,1,1
14853.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,3,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1
15187.0,0,0,1,0,0,2,0,2,2,7,2,3,0,1,4,2,1,1,2,1,0,1,1,2,0,1,2,0,0,0,0,1,0,1,6,0,0,1
15213.0,0,1,2,0,0,1,0,2,0,2,2,2,0,0,3,2,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,1
15217.0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15806.0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,1,1
15930.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15963.0,0,0,2,0,0,2,0,0,0,0,2,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1
15998.0,0,0,2,0,0,7,2,2,2,2,2,3,0,2,4,2,1,0,1,1,0,1,1,5,0,26,2,0,1,0,1,1,0,3,2,0,3,1
16033.0,0,2,1,0,0,0,0,2,2,5,2,3,0,2,5,2,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,2,1,1,1,1
16144.0,0,0,0,1,0,1,0,2,1,1,2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,1,0
16242.0,0,0,1,1,0,6,0,3,0,0,2,2,0,1,3,2,2,0,0,1,0,1,0,1,0,9,1,0,3,0,1,1,0,2,5,0,1,1
16397.0,0,3,1,0,0,1,0,0,0,3,2,2,0,0,2,1,0,0,2,0,0,0,1,9,0,6,2,2,2,0,0,0,0,2,0,3,0,1
16404.0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16510.0,0,0,0,1,0,1,1,0,0,1,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0
16722.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1
16723.0,0,0,2,1,0,1,0,0,0,0,2,2,0,0,2,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,0,0,1
16762.0,0,0,0,1,0,0,0,2,2,0,1,3,0,0,1,3,0,0,1,0,0,0,1,1,0,2,0,0,1,0,6,1,0,0,1,0,0,1
17046.0,0,1,0,1,0,4,1,2,0,1,2,1,0,2,2,3,1,0,0,1,0,0,0,10,0,10,0,0,1,0,0,1,0,3,0,0,0,1
17053.0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17055.0,0,4,2,0,0,1,0,0,0,2,1,0,0,0,3,3,1,3,0,1,0,0,3,4,0,8,3,0,2,0,0,1,0,4,1,0,0,1
17154.0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17175.0,0,0,1,0,0,0,1,2,2,1,2,2,0,0,3,3,0,0,0,1,0,1,0,0,0,4,0,0,1,0,1,1,0,3,0,1,1,1
17373.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
17460.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,1,1,0,7,1,0,1,0,0,1,0,1,0,0,1,1
17539.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0
17692.0,0,1,2,1,0,3,0,3,0,1,1,2,1,0,1,3,0,1,1,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,4,1,0,1
17816.0,0,0,1,0,0,3,1,2,1,1,1,2,0,0,1,3,0,0,0,1,0,1,2,2,0,1,0,0,1,0,0,1,0,1,1,0,0,1
18255.0,0,0,1,1,0,2,0,2,0,0,1,2,0,0,0,2,0,0,0,1,0,1,0,1,0,2,0,0,2,0,0,1,0,2,0,0,0,1
18270.0,0,2,0,1,0,2,1,0,0,1,2,0,0,0,0,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,1,0,1,1,0,0,1
18379.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0
18441.0,0,0,0,1,0,1,0,2,0,0,1,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1
18571.0,0,2,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1
18578.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,1
18580.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
18581.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1,1,0,3,0,0,1,0,0,1,0,1,0,0,0,1
18583.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,1,1,3,0,2,1,0,2,0,0,1,0,0,0,6,1,1
18672.0,0,3,1,0,0,0,0,0,0,4,1,0,0,0,1,3,0,0,0,0,0,0,1,2,0,1,0,0,5,0,0,0,0,0,0,1,1,1
18705.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18790.0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,6,1,0,1
18837.0,0,3,1,0,0,0,0,0,0,5,2,2,0,0,2,1,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
18839.0,0,1,2,0,0,6,2,3,1,3,1,0,0,0,1,2,0,0,3,1,1,0,1,1,0,6,0,0,2,0,1,1,0,0,7,0,0,1
18963.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19036.0,0,0,1,0,0,2,1,2,1,0,1,0,0,0,1,3,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1
19062.0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,2,1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,2,0,0,1,1
19089.0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19265.0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,1
19429.0,0,4,2,1,0,3,0,3,1,3,2,2,0,0,2,2,0,0,1,1,1,0,3,1,0,0,0,0,2,0,0,1,0,0,6,3,0,1
19493.0,0,1,0,1,0,1,0,1,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,1,0,1
19949.0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19966.0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,2,2,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,1,0,0,1,1
19975.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,2,0,2,2,0,2,0,0,0,0,0,0,3,3,1
20111.0,0,0,1,0,0,1,0,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,8,1,0,0,3,1,1,0
20202.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
20269.0,0,0,2,1,0,2,2,1,0,3,2,1,0,0,1,3,1,1,0,1,1,0,0,1,0,2,0,0,1,0,0,1,0,2,0,2,1,1
21099.0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,1,1,0,0,0
21132.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,0,0,3,0,3,0,0
21217.0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,5,0,1,0,1,1,0,0,1,0,1,0,4,0,0
21221.0,0,2,1,0,0,1,0,2,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0
21538.0,0,3,2,0,0,1,0,2,0,0,2,3,0,2,2,2,0,0,0,1,0,1,0,1,0,4,0,0,2,0,0,1,0,2,0,5,0,1
21589.0,0,0,1,0,0,1,2,2,2,2,2,3,0,2,4,2,2,0,3,1,0,1,1,0,0,3,0,0,1,0,0,1,0,1,23,0,0,1
21603.0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1
21605.0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,1
21638.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21755.0,0,0,1,1,0,4,2,1,0,0,2,2,0,1,5,3,1,0,0,1,0,0,0,1,0,3,1,0,1,0,0,1,0,2,0,0,1,1
22091.0,0,5,1,0,0,2,0,2,0,2,2,0,0,0,2,2,0,0,0,0,0,1,0,5,0,5,0,0,2,0,0,1,0,1,2,2,0,1
22183.0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
22204.0,0,0,0,0,0,0,2,2,0,0,2,1,0,1,2,2,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0
22531.0,0,0,1,1,0,2,1,4,1,6,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1
22701.0,0,0,1,1,0,1,0,3,1,3,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22945.0,0,0,0,0,0,1,0,1,2,0,2,1,0,2,1,2,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,1
22987.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23128.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
23197.0,0,2,1,0,0,2,0,0,0,6,2,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1
23362.0,0,0,1,1,0,0,1,1,0,12,2,2,0,2,2,3,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4,5,0,1
23365.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,4,1,0,3,0,0,1,0,1,0,1,0,1
23547.0,0,4,1,1,0,0,1,0,0,4,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,2,4,0,1
24322.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24511.0,0,0,0,1,0,3,0,2,1,1,2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,4,1,0,1,0,0,1,0
24995.0,0,0,2,1,0,4,1,2,1,0,2,3,0,0,3,2,1,1,0,1,4,1,1,2,0,13,5,0,2,0,4,1,2,2,2,3,0,1
25120.0,0,2,2,1,0,1,1,2,2,8,2,3,0,2,3,3,1,2,0,1,0,1,1,3,0,5,1,0,3,0,0,1,1,1,8,7,0,1
25121.0,0,8,2,1,0,5,1,2,0,10,2,2,0,0,3,3,1,1,0,1,0,1,2,10,0,1,1,0,3,0,0,1,0,2,0,8,1,1
25286.0,0,0,0,1,0,2,2,1,0,0,1,1,0,1,1,1,0,0,2,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,2,0,0,0
25293.0,0,0,1,1,0,2,0,2,1,1,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
25303.0,0,5,2,0,0,1,0,0,0,9,1,2,0,0,3,3,1,0,0,1,0,1,1,3,0,9,4,0,3,0,0,1,0,2,0,2,1,1
25368.0,0,0,0,0,0,2,1,0,0,4,2,2,0,2,2,1,1,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,1,1,0,1,1
25411.0,0,2,0,0,0,2,0,0,0,0,2,2,0,2,2,2,0,1,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,1,4,0,0,1
25444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
25473.0,0,0,0,1,0,0,0,1,1,2,2,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
25581.0,0,0,0,0,0,1,1,0,0,0,2,3,0,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
25611.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
25612.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25613.0,0,0,0,1,0,1,0,2,1,0,1,1,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1
25615.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25693.0,0,1,2,0,0,2,0,0,0,3,2,3,1,0,3,3,0,1,0,1,0,0,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
25759.0,0,6,2,1,0,1,0,0,0,2,2,0,0,0,3,2,2,0,0,1,0,0,1,5,0,4,2,1,3,0,0,1,0,1,1,4,0,1
25845.0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,1
25904.0,0,0,0,0,0,1,1,2,0,0,2,2,0,0,3,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
25940.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25949.0,0,0,1,1,0,2,1,2,0,3,2,2,0,2,3,3,0,1,0,1,0,1,1,0,0,3,0,0,1,0,0,1,0,2,1,0,1,1
25958.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0
26138.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
26155.0,0,0,0,0,0,1,1,2,1,1,2,2,0,2,4,2,0,1,0,1,0,1,1,0,0,2,0,0,1,0,1,1,0,1,3,0,1,1
26179.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
26201.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,3,3,0,0,0,1,0,0,1,3,0,2,0,0,1,0,0,1,0,1,0,0,0,1
26314.0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,0,0
26538.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26686.0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,1,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
26702.0,0,0,1,0,0,2,0,2,1,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,2,0,0,0
27056.0,0,2,1,0,0,1,0,2,0,1,1,0,0,0,3,3,1,0,0,1,0,1,1,1,0,7,1,0,1,1,0,1,1,1,0,0,1,1
27162.0,0,0,1,1,0,3,0,2,1,5,2,3,0,1,2,3,0,0,0,1,0,1,2,1,0,2,2,0,1,0,0,1,0,1,2,3,1,1
27221.0,0,1,2,0,0,1,2,2,1,0,2,2,1,2,2,1,0,1,0,1,0,0,2,1,0,6,1,0,1,0,0,0,0,3,6,0,1,1
27227.0,0,0,0,0,0,1,2,2,1,1,2,3,0,2,4,2,1,1,0,1,0,1,0,1,0,3,2,0,0,0,2,1,0,1,5,0,1,1
27261.0,0,0,1,0,0,2,1,0,0,3,2,3,0,2,2,2,0,1,0,1,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1
27717.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27934.0,0,0,1,1,0,2,0,2,1,1,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
28042.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28095.0,0,0,1,1,0,4,0,2,2,2,2,3,0,0,5,3,0,0,0,1,0,1,0,3,0,5,1,0,1,0,0,1,0,1,2,0,2,1
28109.0,0,0,0,1,0,1,1,0,2,5,2,1,0,1,2,3,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,2,0,0,1
28110.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28152.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28230.0,0,0,1,1,0,1,2,2,1,0,1,2,1,1,2,1,1,1,1,1,0,1,1,0,0,8,1,0,1,0,5,0,0,1,5,1,1,1
28448.0,0,0,1,1,0,1,1,0,0,5,2,3,1,2,2,3,1,1,0,1,0,1,0,0,0,5,2,0,1,0,0,1,0,2,4,1,1,1
28584.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28588.0,0,0,2,0,0,0,2,2,1,0,2,2,0,2,4,1,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,1,0,2,1,0,0,1
28719.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,1,0,2,1
28720.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28721.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28722.0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
28723.0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
28724.0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0,1,0,0,1,0,0,5,0,0,2,0,0,1,0,0,1,0,0,1
29703.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,2,6,0,4,0,0,1,0,0,1,0,0,1,0,0,1
30204.0,0,0,1,1,0,2,2,2,1,1,2,2,0,0,3,2,1,0,0,1,0,1,2,3,1,4,1,1,1,0,0,1,0,2,2,5,0,0
30621.0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,1,2,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,2,0,0,1
30641.0,0,0,0,1,0,2,0,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
30673.0,0,1,1,1,0,8,0,4,1,1,1,1,0,1,6,2,0,0,5,1,7,0,2,4,0,3,0,0,1,1,0,1,0,2,31,2,1,1
30976.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32000.0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32440.0,0,0,0,1,0,3,2,3,2,0,2,2,0,1,4,3,1,2,0,1,0,1,1,0,0,10,0,0,1,0,1,1,0,4,7,0,0,1
32562.0,0,0,0,1,0,2,0,2,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,1,0,0,0,0,0,1
32728.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,1,1
32750.0,0,2,1,0,0,2,1,1,0,1,1,0,0,0,3,3,2,1,0,0,0,1,1,4,0,7,0,0,0,0,0,1,0,2,1,0,0,0
32790.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,1,1
33114.0,0,0,2,1,0,1,0,2,1,0,2,2,0,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
33127.0,0,0,1,1,0,3,0,2,1,0,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
33179.0,0,0,0,0,0,1,0,2,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
33219.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33241.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1
33954.0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,2,2,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1
34420.0,0,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
34428.0,0,4,1,0,0,0,0,0,0,7,2,0,0,0,1,2,0,0,0,0,0,0,1,4,0,2,0,0,6,0,0,1,0,0,0,1,0,1
34975.0,0,0,1,0,0,2,1,1,0,0,2,3,0,2,3,1,1,0,0,1,0,1,0,0,0,6,0,0,1,0,0,1,0,2,2,0,1,1
35613.0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1
36285.0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,0,2,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
36363.0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,1
36818.0,0,1,1,0,0,2,1,2,1,1,2,3,0,2,3,2,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1
37411.0,0,0,2,0,0,1,0,2,2,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
37441.0,0,0,0,0,0,2,1,1,1,0,2,2,0,2,4,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,2,1,0,1,4,0,1,1
37499.0,0,0,1,0,0,1,2,2,3,0,2,1,0,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4,1,0,0,0,2,0,0
38508.0,0,0,0,1,0,3,1,4,2,2,2,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,13,0,0,1
39272.0,0,0,1,0,0,1,1,2,2,4,2,3,0,2,3,2,1,1,4,1,0,1,1,0,0,5,2,0,1,0,3,1,0,1,5,4,1,1
