Mindat_id,Borates,Carbonates_nitrates,Halides,Native_elements,Other_unknown,Oxides_hydroxides,Phosphates_arsenates_vanadates,Silicates,Sulfates_chromates_molybdates_tungstates,Sulfides_and_analogues,Sulfosalts
142699.0,0,3,0,3,0,1,0,8,0,11,3
142700.0,0,4,0,0,0,5,0,7,1,14,1
142703.0,0,3,0,1,0,2,0,4,1,4,0
143447.0,0,1,0,1,0,1,0,4,2,5,2
143624.0,0,0,0,3,0,2,0,7,0,18,2
143633.0,0,0,0,0,0,0,0,0,0,4,0
143648.0,0,0,0,0,0,2,0,3,0,10,1
143685.0,0,0,0,0,0,0,0,0,0,4,0
143718.0,0,0,0,1,0,2,1,5,5,8,1
143888.0,0,2,0,3,0,2,0,3,0,6,3
143892.0,0,2,0,2,0,5,0,6,2,9,1
143975.0,0,3,0,8,0,3,0,18,6,29,10
144051.0,0,2,0,1,0,7,0,6,0,21,7
144055.0,0,3,2,3,0,2,0,6,7,12,2
144069.0,0,1,0,0,0,2,0,8,0,6,0
144070.0,0,0,0,0,0,0,0,0,0,3,0
144071.0,0,0,0,0,0,1,0,4,0,6,0
144072.0,0,0,0,0,0,1,0,1,0,4,0
144073.0,0,4,0,0,0,7,0,7,5,14,4
144081.0,0,0,0,0,0,0,0,3,0,4,0
144083.0,0,2,1,2,0,4,0,12,0,8,2
144270.0,0,4,0,1,0,2,0,10,0,9,0
144272.0,0,2,1,0,0,1,0,14,3,7,4
144450.0,0,1,0,0,0,2,0,7,0,10,1
144548.0,0,5,2,1,0,6,2,13,1,7,1
144713.0,0,1,0,0,0,0,0,5,0,9,0
144903.0,0,1,0,1,0,0,0,2,1,8,5
144955.0,0,3,0,2,0,2,1,4,3,7,1
144957.0,0,0,0,2,0,6,0,3,8,7,0
144964.0,0,0,0,2,0,0,0,2,2,7,0
144966.0,0,0,0,1,0,0,0,2,0,5,0
145027.0,0,1,0,0,0,2,0,5,0,6,0
145060.0,0,2,0,1,0,2,0,0,0,6,1
145237.0,0,3,0,1,0,3,0,4,1,5,0
145877.0,0,2,1,4,0,4,2,16,1,18,1
145879.0,0,1,1,1,0,10,1,15,1,12,0
145884.0,0,3,1,2,0,3,0,10,0,8,1
146259.0,0,0,0,1,0,2,0,2,0,10,0
146855.0,0,4,0,3,0,5,0,8,3,13,5
146933.0,0,6,1,2,0,6,2,9,4,11,8
147060.0,0,0,0,0,0,1,0,0,0,2,0
147067.0,0,0,0,0,0,0,0,2,0,5,0
147142.0,0,0,0,0,0,0,0,2,0,3,0
147151.0,0,1,0,1,0,1,0,5,0,9,2
153539.0,0,2,0,2,0,2,0,3,0,18,1
155467.0,0,3,0,0,0,1,0,4,2,6,1
155468.0,0,5,0,1,0,1,0,2,0,4,1
155526.0,0,3,0,13,0,3,0,5,0,19,4
155653.0,0,1,0,0,0,1,0,2,5,4,0
155678.0,0,6,0,1,0,2,0,1,0,8,2
155764.0,0,4,1,2,0,7,0,6,5,11,8
155865.0,0,0,0,4,0,3,0,1,0,5,1
155867.0,0,1,0,0,0,4,0,4,1,7,0
155898.0,0,2,0,0,0,0,0,4,0,5,0
155979.0,0,1,0,1,0,1,0,3,0,3,0
156831.0,0,0,0,0,0,2,0,3,0,3,0
156937.0,0,2,0,0,0,1,1,6,2,7,1
157060.0,0,4,0,4,0,1,0,1,4,7,2
157353.0,0,0,1,0,0,0,0,0,0,0,0
157684.0,0,1,0,1,0,2,0,3,0,8,2
158068.0,0,4,3,1,0,7,6,9,18,6,0
158668.0,0,1,1,0,0,2,0,0,10,0,0
158696.0,0,2,0,1,0,1,0,4,2,6,0
158934.0,0,3,1,0,0,3,2,3,2,3,1
158935.0,0,3,1,0,0,3,2,3,2,3,1
158941.0,0,2,0,1,0,2,0,7,0,4,0
159565.0,0,1,0,1,0,0,0,7,2,6,2
162015.0,0,1,0,0,0,0,1,4,0,10,1
163419.0,0,0,0,1,0,0,0,0,0,8,0
164790.0,0,3,0,1,0,3,0,2,1,13,1
166723.0,0,0,0,3,0,4,0,0,0,18,0
171360.0,0,2,0,1,0,0,0,3,2,9,2
175692.0,0,0,2,2,0,2,0,6,10,23,3
183025.0,0,0,0,0,0,1,0,10,1,3,0
183459.0,0,0,0,0,0,1,0,3,2,3,0
185349.0,0,1,0,0,0,0,0,1,1,1,0
185489.0,0,1,0,1,0,0,0,0,1,8,1
185556.0,0,3,1,2,0,1,0,15,0,9,1
185558.0,0,2,0,1,0,2,0,3,0,6,1
185726.0,0,2,0,1,0,2,2,2,6,13,9
185759.0,0,1,0,0,0,1,0,2,1,2,0
185761.0,0,3,1,2,0,5,0,9,2,9,1
185767.0,0,1,0,0,0,2,0,6,0,8,0
185781.0,0,3,0,1,0,2,0,3,0,1,0
185841.0,0,3,1,3,0,3,1,5,2,16,2
186441.0,0,6,0,0,0,1,0,2,1,6,1
186761.0,0,0,0,0,0,2,0,1,0,5,0
186817.0,0,0,0,0,0,2,0,2,0,4,0
186819.0,0,0,0,0,0,1,0,1,0,4,0
186820.0,0,0,0,2,0,0,0,0,0,4,1
186826.0,0,0,0,0,0,1,0,0,0,5,0
186827.0,0,0,0,0,0,1,0,1,0,5,0
187080.0,0,1,0,0,0,1,0,0,0,1,0
187092.0,0,4,0,2,0,2,1,2,1,7,0
187465.0,0,0,0,1,0,3,0,3,0,8,0
187984.0,0,4,0,3,0,0,0,4,0,8,0
187986.0,0,0,0,0,0,1,0,1,1,3,1
187989.0,0,1,0,0,0,0,0,1,0,6,0
187990.0,0,1,0,0,0,1,0,2,0,5,0
188053.0,0,6,1,1,0,8,10,13,8,9,0
188080.0,0,0,0,1,0,1,0,2,2,8,3
188083.0,0,0,0,0,0,0,0,0,0,1,0
188085.0,0,0,0,0,0,0,0,0,0,3,0
188087.0,0,0,0,0,0,0,0,0,0,1,0
188137.0,0,4,1,1,0,3,0,2,2,15,3
188445.0,0,3,1,5,0,18,3,22,5,24,7
188882.0,0,4,0,0,0,2,0,2,3,8,1
189175.0,0,2,0,1,0,3,0,8,1,6,1
189279.0,0,0,0,0,0,0,0,0,0,1,0
190419.0,0,1,0,2,0,0,0,1,4,17,2
190420.0,0,1,0,1,0,1,0,1,1,7,1
190504.0,0,3,1,1,0,5,0,3,1,4,1
190656.0,0,0,0,1,0,0,0,4,0,12,1
190718.0,0,1,0,1,0,9,0,11,0,11,0
190736.0,0,4,1,2,0,8,3,13,1,11,1
191095.0,0,1,2,1,0,3,0,3,0,4,0
191196.0,0,1,3,3,0,3,0,8,0,8,0
191199.0,0,0,1,0,0,3,0,3,5,6,0
191200.0,0,0,1,0,0,2,0,4,1,4,0
191530.0,0,1,0,0,0,3,0,5,0,9,0
191536.0,0,0,0,0,0,0,0,7,1,5,0
191789.0,0,1,1,3,0,6,0,11,2,8,5
191790.0,0,3,0,1,0,2,0,7,0,4,0
191823.0,0,3,0,2,0,3,0,7,0,9,0
191824.0,0,6,2,0,0,5,0,6,2,7,2
191825.0,0,2,2,0,0,3,0,3,0,2,0
191826.0,0,3,2,0,0,3,0,6,0,4,2
191827.0,0,2,0,0,0,1,0,2,0,2,1
191828.0,0,3,0,0,0,3,0,4,1,2,0
191829.0,0,2,1,0,0,3,0,3,1,2,1
191830.0,0,2,1,0,0,2,0,3,0,2,0
191851.0,0,1,0,0,0,1,0,7,0,8,0
191957.0,0,1,1,1,0,5,0,4,6,8,2
191961.0,0,1,0,0,0,2,0,2,1,2,0
191971.0,0,2,1,2,0,2,0,5,2,9,1
191972.0,0,2,0,1,0,2,0,8,7,12,5
191973.0,0,1,0,1,0,2,0,8,2,6,0
192016.0,0,0,0,0,0,0,0,0,0,4,0
192017.0,0,0,0,0,0,0,0,2,1,7,1
192018.0,0,0,0,0,0,0,0,0,0,5,0
192115.0,0,1,0,0,0,1,0,3,0,7,1
192116.0,0,4,0,2,0,1,0,3,0,5,0
192120.0,0,0,1,0,0,2,1,6,0,5,0
192198.0,0,2,0,0,0,0,0,2,1,6,0
192407.0,0,5,0,0,0,1,0,2,3,5,0
192786.0,0,0,0,1,0,0,0,0,0,8,2
192788.0,0,0,0,1,0,0,0,0,0,8,2
193448.0,0,0,0,0,0,1,0,5,1,3,0
193482.0,0,4,0,0,0,2,0,4,2,8,4
193486.0,0,0,0,0,0,0,0,1,0,6,1
193982.0,0,1,0,2,0,4,0,6,0,13,3
194033.0,0,0,0,0,0,0,0,1,6,4,1
194041.0,0,0,0,2,0,1,0,3,2,10,0
194046.0,0,0,0,2,0,1,0,2,1,15,1
194178.0,0,0,0,0,0,0,0,0,0,3,0
194183.0,0,0,0,2,0,2,0,2,1,18,7
194553.0,0,3,2,2,0,5,0,12,3,16,5
194599.0,0,0,0,1,0,1,0,3,0,8,1
194690.0,0,0,0,1,0,2,0,2,0,2,0
194728.0,0,4,0,3,0,5,3,5,11,9,1
194773.0,0,2,0,0,0,3,0,10,5,8,0
195124.0,0,1,0,0,0,3,1,4,10,9,1
195133.0,0,2,0,1,0,2,0,3,2,8,0
195134.0,0,1,0,0,0,2,0,5,3,10,3
195346.0,0,0,0,1,0,0,0,1,0,5,0
195350.0,0,3,0,0,0,0,0,2,1,7,0
195374.0,0,1,0,0,0,2,0,2,0,6,1
195392.0,0,3,0,0,0,3,0,4,1,7,0
195437.0,0,0,0,0,0,1,0,0,0,4,1
195439.0,0,0,0,0,0,0,0,0,0,1,2
195445.0,0,0,0,1,0,1,0,3,0,4,0
195447.0,0,0,0,0,0,1,0,1,0,3,1
195450.0,0,0,0,0,0,1,0,0,0,1,0
195451.0,0,0,0,0,0,0,0,0,0,3,0
195453.0,0,0,0,0,0,1,0,0,0,4,0
195454.0,0,1,0,0,0,0,0,2,0,1,0
195460.0,0,1,0,1,0,1,0,5,2,8,0
195554.0,0,0,0,0,0,0,0,1,1,4,0
195671.0,0,1,3,3,0,5,0,9,5,7,0
195712.0,0,1,0,1,0,1,0,4,2,4,0
195732.0,0,2,1,1,0,4,0,2,1,4,0
195768.0,0,3,1,1,0,3,1,4,1,7,0
195846.0,0,0,1,0,0,2,0,2,1,5,0
196016.0,0,1,1,0,0,0,0,3,0,7,1
196312.0,0,1,0,0,0,0,0,2,1,7,2
196390.0,0,0,0,0,0,0,0,4,1,2,0
196445.0,0,1,0,1,0,2,0,4,1,6,0
196547.0,0,2,0,0,0,0,0,2,0,4,1
196592.0,0,4,0,0,0,0,0,0,2,11,3
196596.0,0,0,0,1,0,1,0,4,1,3,0
196701.0,0,0,0,0,0,0,0,1,0,2,1
197027.0,0,0,0,0,0,0,0,2,0,7,0
197159.0,0,1,0,1,0,1,0,2,1,5,1
197726.0,0,0,0,1,0,0,0,0,0,0,0
198217.0,0,1,0,0,0,0,0,3,0,4,0
198360.0,0,2,0,0,0,0,0,2,0,6,1
198517.0,0,0,0,0,0,0,0,1,0,4,1
198681.0,0,0,0,0,0,0,0,1,0,1,1
198741.0,0,0,0,1,0,0,0,3,1,5,1
199212.0,0,2,0,0,0,1,0,5,1,5,1
199265.0,0,1,0,0,0,1,0,4,2,4,0
199343.0,0,1,0,1,0,2,0,5,2,9,1
199407.0,0,0,0,0,0,0,0,1,0,3,0
199526.0,0,1,1,0,0,5,0,5,0,5,0
199695.0,0,0,0,0,0,0,0,1,0,5,1
199759.0,0,2,0,1,0,2,0,7,4,8,0
199951.0,0,0,0,0,0,0,0,1,0,2,0
200220.0,0,2,0,0,0,0,0,6,1,4,2
200298.0,0,2,1,1,0,3,0,6,2,8,2
200678.0,0,0,0,0,0,1,0,0,0,0,0
202837.0,0,0,0,0,0,0,0,1,0,1,0
203361.0,0,1,0,0,0,0,0,0,2,3,0
203368.0,0,1,0,0,0,0,0,0,2,1,0
203397.0,0,1,1,3,0,2,0,9,0,7,0
203635.0,1,10,4,4,0,11,2,28,14,22,20
203657.0,0,1,0,0,0,2,0,1,0,2,0
203668.0,0,1,0,0,0,0,0,0,0,6,0
203671.0,0,0,0,0,0,1,0,0,0,5,0
203679.0,0,0,0,1,0,1,0,3,2,6,1
203680.0,0,2,0,1,0,2,0,4,3,12,2
203681.0,0,2,0,0,0,2,0,4,0,5,0
203694.0,0,0,0,0,0,0,0,0,0,1,0
203737.0,0,1,0,2,0,5,0,5,1,9,0
203740.0,0,1,0,0,0,3,0,6,1,6,0
203795.0,0,5,1,2,0,4,0,8,1,7,0
204066.0,0,0,0,2,0,3,2,4,2,11,2
204443.0,0,0,0,0,0,0,0,2,0,4,0
204650.0,0,0,0,0,0,1,0,3,0,5,0
204651.0,0,1,0,0,0,4,0,6,0,9,2
204813.0,0,4,0,1,0,7,0,5,2,13,3
204899.0,0,0,0,0,0,0,0,0,0,1,0
204902.0,0,0,0,0,0,0,0,0,1,1,0
204906.0,0,1,0,0,0,0,0,0,0,1,0
204909.0,0,0,0,0,0,0,0,0,0,2,0
204913.0,0,0,0,0,0,0,0,0,0,1,0
204915.0,0,0,0,0,0,0,0,0,0,1,0
204918.0,0,0,0,0,0,0,0,0,0,1,0
204920.0,0,0,0,0,0,0,0,0,0,1,0
204923.0,0,0,0,0,0,0,0,0,0,1,0
204925.0,0,0,0,0,0,0,0,0,0,1,0
204926.0,0,0,0,0,0,1,0,0,1,2,0
204927.0,0,0,0,2,0,0,0,0,0,6,2
204928.0,0,0,0,0,0,0,0,0,0,1,0
204930.0,0,1,0,0,0,3,0,1,9,5,1
204933.0,0,0,0,0,0,0,0,0,0,1,0
204934.0,0,0,0,0,0,0,0,0,0,1,0
204935.0,0,0,0,0,0,0,0,0,0,1,0
204941.0,0,0,0,0,0,0,0,0,1,5,1
204943.0,0,0,0,0,0,0,0,0,0,1,0
204946.0,0,0,0,0,0,0,0,0,0,1,0
204949.0,0,1,0,1,0,0,0,3,0,4,1
205026.0,0,1,0,2,0,5,0,14,3,9,1
205327.0,0,1,0,0,0,2,0,4,0,3,0
205328.0,0,1,0,1,0,1,0,3,0,3,0
205423.0,0,0,0,0,0,1,0,0,0,4,1
205449.0,0,0,0,1,0,5,0,10,1,8,0
205483.0,0,2,0,2,0,1,0,18,0,5,2
205613.0,0,0,0,0,0,0,0,0,0,2,0
205614.0,0,0,0,0,0,0,0,0,0,2,0
205615.0,0,0,0,0,0,0,0,3,2,5,0
205740.0,0,0,0,1,0,0,0,1,0,5,0
205741.0,0,0,0,0,0,0,0,3,0,5,0
205742.0,0,0,0,0,0,2,0,2,1,7,0
205743.0,0,0,0,0,0,1,0,3,0,5,0
205745.0,0,0,0,0,0,1,0,1,0,6,0
205747.0,0,3,0,1,0,4,0,8,2,9,0
205749.0,0,3,0,0,0,3,2,7,3,8,0
205750.0,0,0,0,0,0,3,0,3,2,3,0
205756.0,0,0,0,0,0,1,0,2,0,5,0
205760.0,0,2,0,1,0,3,0,10,1,10,1
205761.0,0,3,0,2,0,3,0,7,0,8,0
205763.0,0,1,0,0,0,0,0,3,0,2,0
205764.0,0,3,0,0,0,0,0,3,0,4,0
205766.0,0,1,0,1,0,1,0,3,0,7,0
205767.0,0,3,1,1,0,5,0,5,3,8,0
205768.0,0,0,0,1,0,3,0,8,4,9,2
205769.0,0,0,0,1,0,4,0,7,2,7,0
205772.0,0,0,0,0,0,0,0,1,0,2,0
205773.0,0,0,0,1,0,5,0,3,1,4,0
205784.0,0,0,0,0,0,0,0,0,0,3,0
205785.0,0,0,0,1,0,0,0,0,0,2,0
205792.0,0,1,0,0,0,1,0,8,0,5,0
205795.0,0,2,1,0,0,2,0,3,2,7,1
205796.0,0,3,0,2,0,6,0,5,2,9,2
205797.0,0,3,0,1,0,2,0,4,3,8,2
205798.0,0,2,1,1,0,3,0,3,3,8,3
205799.0,0,0,0,0,0,1,0,3,2,6,1
205844.0,0,0,0,1,0,3,0,4,0,5,0
205845.0,0,0,0,0,0,0,0,1,0,2,0
205846.0,0,1,0,0,0,0,0,4,0,5,0
205847.0,0,1,0,0,0,2,1,11,1,6,0
205849.0,0,2,0,0,0,1,0,4,2,8,2
205854.0,0,1,0,2,0,3,0,9,4,12,4
205857.0,0,1,1,0,0,4,1,5,3,6,0
205858.0,0,0,1,1,0,1,0,5,5,5,0
205859.0,0,0,0,1,0,3,0,2,5,6,0
205860.0,0,0,1,0,0,1,0,2,0,3,0
205861.0,0,0,1,0,0,0,0,1,1,3,0
205862.0,0,1,1,0,0,2,0,5,8,4,0
205864.0,0,0,0,1,0,0,0,0,2,4,0
205922.0,0,0,0,0,0,0,0,0,0,2,0
205923.0,0,1,0,0,0,1,0,2,1,4,0
205926.0,0,1,0,0,0,3,0,2,1,3,0
205927.0,0,3,0,1,0,3,0,1,3,6,0
205928.0,0,3,1,0,0,0,0,0,1,0,0
205929.0,0,1,0,0,0,0,0,3,0,6,0
205930.0,0,0,0,1,0,1,0,1,0,6,1
205931.0,0,0,0,0,0,0,0,0,0,2,0
205932.0,0,0,0,0,0,0,0,2,0,2,0
205933.0,0,0,0,0,0,0,0,1,0,3,0
205935.0,0,0,0,0,0,2,0,1,0,5,0
205936.0,0,1,0,1,0,2,0,3,2,9,3
205937.0,0,0,2,2,0,5,0,8,7,18,7
205938.0,0,0,0,0,0,0,0,4,0,4,0
205939.0,0,0,0,0,0,0,0,2,0,3,0
205942.0,0,0,0,0,0,0,0,0,0,4,0
205943.0,0,0,1,0,0,1,0,2,0,3,0
205944.0,0,0,1,0,0,1,0,4,3,8,1
205945.0,0,0,0,0,0,1,0,1,0,1,0
205947.0,0,1,4,1,0,0,0,3,24,5,0
205949.0,0,2,0,0,0,4,0,5,3,6,1
205950.0,0,1,0,0,0,1,0,2,0,3,0
205951.0,0,0,0,0,0,0,0,1,0,3,0
205952.0,0,1,1,0,0,3,0,3,1,4,0
205978.0,0,2,0,1,0,4,1,6,3,8,0
205979.0,0,0,0,0,0,1,1,4,2,5,0
205981.0,0,2,0,3,0,4,0,8,3,13,4
205982.0,0,2,0,1,0,3,0,3,0,9,1
205983.0,0,1,0,0,0,0,0,3,0,9,0
205984.0,0,2,0,3,0,4,0,8,1,8,0
205985.0,0,4,2,2,0,4,0,6,4,16,1
205986.0,0,0,0,0,0,0,0,4,0,4,0
205987.0,0,0,0,1,0,0,0,2,1,2,0
205988.0,0,1,0,0,0,1,0,3,0,6,0
205989.0,0,0,0,0,0,1,0,2,1,3,0
205991.0,0,2,0,0,0,0,0,0,1,5,0
205992.0,0,0,0,1,0,0,0,2,0,5,0
205993.0,0,0,0,0,0,1,0,1,1,5,0
205994.0,0,1,0,0,0,3,1,2,2,3,0
205996.0,0,1,0,0,0,3,0,1,0,4,0
205998.0,0,1,0,0,0,1,0,2,0,4,0
206003.0,0,1,0,0,0,1,0,1,0,6,0
206004.0,0,0,0,0,0,1,0,2,0,8,0
206005.0,0,1,0,1,0,2,1,3,2,8,1
206008.0,0,2,0,1,0,3,0,6,2,5,0
206009.0,0,2,0,1,0,3,0,5,2,10,1
206012.0,0,1,1,0,0,4,0,6,4,17,2
206013.0,0,0,0,0,0,1,0,2,0,2,0
206050.0,0,6,1,2,0,4,0,3,1,7,6
206052.0,0,1,0,0,0,1,0,2,1,5,5
206070.0,0,1,0,0,0,1,0,3,0,1,0
206132.0,0,0,0,1,0,2,0,1,0,10,0
206134.0,0,0,0,0,0,2,0,2,0,3,0
206135.0,0,0,0,0,0,0,0,1,0,3,0
206136.0,0,0,0,2,0,3,0,6,3,4,0
206137.0,0,0,0,0,0,0,0,1,0,3,0
206138.0,0,0,0,0,0,0,0,2,0,2,0
206139.0,0,0,1,1,0,3,0,4,3,7,2
206140.0,0,0,0,1,0,2,0,4,1,3,0
206141.0,0,0,0,1,0,1,0,1,0,5,0
206142.0,0,0,0,1,0,4,0,3,1,8,0
206143.0,0,0,0,2,0,2,0,1,0,5,2
206145.0,0,2,0,2,0,6,0,3,1,10,1
206147.0,0,3,0,2,0,6,0,14,2,13,2
206148.0,0,4,1,2,0,2,0,11,4,15,3
206152.0,0,0,0,1,0,0,0,4,0,8,0
206153.0,0,0,0,0,0,0,0,1,1,5,0
206154.0,0,0,0,0,0,3,0,2,0,3,0
206156.0,0,0,0,0,0,2,0,4,0,6,0
206157.0,0,0,0,0,0,0,0,0,1,3,1
206158.0,0,0,0,0,0,0,0,5,0,2,0
206159.0,0,0,0,1,0,4,0,4,3,8,0
206160.0,0,0,0,0,0,2,0,2,0,5,0
206163.0,0,0,0,0,0,1,0,2,0,4,1
206167.0,0,0,0,0,0,1,0,3,1,3,0
206169.0,0,0,0,0,0,2,0,1,2,5,0
206170.0,0,1,0,1,0,5,0,1,3,6,0
206171.0,0,0,0,0,0,2,0,1,1,5,0
206172.0,0,1,0,0,0,1,0,0,0,5,0
206173.0,0,0,0,1,0,0,0,0,0,6,0
206176.0,0,0,0,1,0,1,0,3,0,5,0
206180.0,0,1,0,1,0,2,0,2,1,2,0
206190.0,0,0,0,0,0,0,0,2,0,4,0
206191.0,0,2,0,0,0,2,0,2,0,4,0
206195.0,0,2,0,1,0,2,0,4,5,6,0
206196.0,0,1,0,0,0,0,0,0,0,4,0
206199.0,0,2,0,2,0,5,0,2,2,3,0
206202.0,0,3,0,3,0,5,0,4,6,9,0
206205.0,0,2,0,1,0,2,0,1,0,4,0
206207.0,0,0,0,0,0,1,0,2,0,2,0
206208.0,0,2,0,0,0,1,0,1,2,3,0
206210.0,0,0,0,1,0,0,0,3,0,4,0
206211.0,0,1,0,0,0,1,0,3,1,1,1
206212.0,0,1,0,1,0,4,0,2,0,8,0
206213.0,0,0,0,0,0,0,0,0,1,4,1
206214.0,0,2,0,0,0,4,0,1,1,10,2
206217.0,0,1,0,0,0,3,0,4,0,4,1
206218.0,0,1,0,0,0,0,0,2,0,3,0
206219.0,0,0,0,0,0,1,0,3,0,5,0
206220.0,0,1,0,0,0,0,0,2,1,6,0
206222.0,0,6,0,1,0,6,0,16,1,10,3
206223.0,0,1,0,0,0,1,0,7,1,7,0
206293.0,0,2,0,3,0,2,0,4,0,8,6
206294.0,0,2,0,1,0,3,1,6,2,8,4
206295.0,0,0,0,0,0,4,0,1,2,10,0
206296.0,0,5,0,3,0,5,0,5,2,11,5
206299.0,0,0,0,0,0,0,0,1,0,5,0
206300.0,0,1,0,0,0,2,0,2,1,5,1
206301.0,0,4,0,1,0,6,0,8,5,14,11
206303.0,0,0,0,1,0,1,0,3,1,4,0
206304.0,0,0,0,0,0,1,0,2,1,4,0
206306.0,0,1,0,0,0,1,0,4,0,6,0
206307.0,0,1,0,0,0,3,0,3,2,6,0
206308.0,0,2,0,0,0,2,0,2,0,10,0
206309.0,0,0,0,1,0,4,0,4,1,5,0
206311.0,0,0,0,0,0,0,1,0,0,4,0
206312.0,0,2,0,1,0,2,1,3,1,4,0
206313.0,0,0,0,0,0,0,0,0,0,2,0
206314.0,0,0,1,0,0,3,0,4,1,10,0
206315.0,0,0,1,2,0,2,0,2,2,7,0
206317.0,0,2,0,1,0,1,0,2,0,9,1
206318.0,0,3,0,3,0,4,0,9,2,12,3
206319.0,0,3,0,0,0,2,0,5,0,2,0
206321.0,0,1,0,0,0,5,0,2,0,6,0
206322.0,0,1,0,1,0,3,0,3,2,10,0
206323.0,0,2,0,2,0,6,0,2,0,4,0
206324.0,0,1,0,0,0,0,1,2,0,6,0
206325.0,0,2,0,0,0,2,0,2,0,9,0
206326.0,0,0,0,2,0,0,0,2,0,7,1
206328.0,0,0,0,1,0,0,0,0,0,2,0
206329.0,0,0,0,0,0,0,0,0,0,2,0
206330.0,0,2,0,0,0,2,0,5,1,5,0
206331.0,0,0,0,1,0,0,0,3,2,6,0
206332.0,0,2,0,1,0,1,0,1,1,5,0
206333.0,0,2,0,3,0,6,0,3,3,10,1
206334.0,0,0,0,0,0,0,0,1,0,3,0
206377.0,0,1,0,1,0,2,0,1,0,5,0
206378.0,0,0,0,1,0,1,0,1,0,6,0
206380.0,0,0,0,0,0,1,0,3,0,4,0
206381.0,0,3,0,0,0,2,0,8,4,4,0
206382.0,0,4,0,2,0,2,0,2,1,9,0
206383.0,0,2,0,3,0,7,0,5,5,9,0
206384.0,0,2,1,0,0,5,0,2,3,6,0
206394.0,0,0,0,2,0,5,0,8,3,12,0
206395.0,0,1,0,1,0,1,0,3,0,7,0
206396.0,0,2,1,1,0,2,0,2,2,6,0
206397.0,0,0,1,1,0,2,0,3,2,6,0
206398.0,0,3,0,2,0,4,0,4,3,7,1
206399.0,0,4,0,1,0,3,0,6,0,6,0
206400.0,0,2,0,1,0,3,0,4,2,9,0
206402.0,0,0,1,1,0,4,0,6,2,3,0
206403.0,0,2,0,0,0,3,0,5,2,5,0
206419.0,0,1,0,0,0,2,0,2,0,5,0
206420.0,0,2,0,1,0,2,0,3,0,6,0
206423.0,0,2,0,0,0,0,0,3,1,6,0
206425.0,0,2,0,1,0,6,0,8,3,9,1
206428.0,0,0,0,0,0,0,0,1,0,3,0
206429.0,0,1,0,0,0,0,0,4,1,5,0
206430.0,0,0,0,1,0,1,0,2,2,5,0
206431.0,0,0,0,0,0,0,0,0,0,2,0
206432.0,0,0,0,0,0,0,0,0,0,2,0
206434.0,0,1,0,0,0,3,0,3,0,4,0
206435.0,0,0,0,1,0,4,0,2,2,8,0
206436.0,0,0,0,0,0,3,0,5,2,9,1
206437.0,0,2,1,1,0,3,0,6,0,11,3
206438.0,0,2,0,2,0,2,0,5,1,6,0
206439.0,0,1,0,0,0,2,0,6,2,7,0
206448.0,0,0,0,1,0,0,0,0,0,2,0
206449.0,0,4,0,0,0,2,0,6,1,6,0
206451.0,0,2,0,1,0,4,0,3,0,5,0
206452.0,0,2,0,2,0,5,0,5,1,10,1
206453.0,0,3,0,1,0,2,0,6,1,8,0
206454.0,0,0,0,0,0,2,0,2,1,3,0
206455.0,0,3,1,0,0,2,0,3,0,7,0
206456.0,0,2,1,1,0,6,0,5,5,10,1
206458.0,0,2,0,1,0,5,0,3,3,10,0
206459.0,0,2,3,1,0,5,0,8,1,7,0
206460.0,0,6,0,1,0,3,0,12,2,9,0
206462.0,0,2,0,0,0,3,0,3,0,6,0
206464.0,0,0,0,0,0,1,0,1,2,8,0
206465.0,0,1,0,1,0,1,0,2,0,5,0
206466.0,0,5,0,1,0,5,0,6,1,8,1
206467.0,0,2,0,0,0,3,0,3,2,5,0
206690.0,0,0,0,0,0,2,0,5,0,5,0
206849.0,0,0,0,0,0,0,0,1,0,1,0
206850.0,0,1,0,0,0,2,0,6,0,7,0
206851.0,0,1,0,1,0,0,0,4,0,6,0
206852.0,0,0,0,0,0,1,0,1,0,3,0
206853.0,0,0,0,0,0,1,0,2,0,4,0
206854.0,0,0,0,0,0,1,0,1,0,2,0
206855.0,0,0,0,0,0,1,0,1,0,2,0
206856.0,0,2,0,1,0,6,0,3,4,7,0
206858.0,0,0,0,1,0,4,0,4,2,5,2
206859.0,0,0,0,1,0,1,0,7,1,7,1
206860.0,0,0,0,0,0,1,0,1,0,3,0
206889.0,0,0,0,1,0,1,0,2,0,5,0
206890.0,0,1,0,0,0,6,0,4,2,5,0
206892.0,0,0,0,0,0,0,0,1,0,3,0
206893.0,0,0,0,0,0,0,0,1,0,3,0
206895.0,0,1,0,0,0,1,0,4,0,5,0
206896.0,0,0,0,0,0,1,0,2,0,5,0
206897.0,0,0,0,0,0,1,0,1,0,4,0
206898.0,0,0,0,2,0,0,0,1,0,7,0
206900.0,0,1,1,1,0,4,1,6,2,9,0
206901.0,0,0,0,0,0,1,0,2,0,3,0
206902.0,0,0,0,1,0,0,0,4,0,7,1
206903.0,0,0,0,0,0,0,0,2,0,5,0
206905.0,0,0,0,0,0,0,0,2,0,3,0
206906.0,0,0,0,0,0,0,0,1,0,3,0
206908.0,0,6,0,1,0,7,0,14,7,10,0
206910.0,0,2,0,2,0,7,0,5,2,9,1
206911.0,0,1,0,0,0,2,0,2,0,3,0
206942.0,0,1,0,0,0,1,0,4,0,7,2
206943.0,0,0,0,0,0,2,0,3,0,7,1
