Mindat_id,litho_class,age_category,Deposit_type
231326.0,metamorphic,Paleozoic,VMS
231947.0,mafic,Precambrian,Magmatic sulfide
233347.0,mafic,Precambrian,Sediment-Hosted
233725.0,volcanic,Precambrian,VMS
236806.0,carbonate,Cenozoic,Porphyry
237746.0,carbonate,Mesozoic,VMS
237747.0,carbonate,Mesozoic,VMS
239423.0,carbonate,Precambrian,Sediment-Hosted
239474.0,metamorphic,Paleozoic,VMS
239475.0,metamorphic,Paleozoic,VMS
241607.0,metamorphic,Paleozoic,VMS
242867.0,volcanic,Paleozoic,VMS
243349.0,volcanic,Precambrian,VMS
243676.0,felsic,Precambrian,VMS
243680.0,mafic,Precambrian,VMS
243681.0,mafic,Precambrian,VMS
243684.0,mafic,Precambrian,VMS
244258.0,volcanic,Precambrian,VMS
244581.0,volcanic,Precambrian,VMS
244583.0,volcanic,Precambrian,VMS
244584.0,volcanic,Precambrian,VMS
244917.0,volcanic,Precambrian,VMS
244919.0,volcanic,Precambrian,VMS
246047.0,siliciclastic,Paleozoic,VMS
248178.0,mafic,Precambrian,Magmatic sulfide
248824.0,volcanic,Precambrian,VMS
248876.0,mafic,Paleozoic,VMS
248877.0,mafic,Paleozoic,VMS
248892.0,mafic,Paleozoic,VMS
252865.0,volcanic,Precambrian,VMS
254752.0,siliciclastic,Precambrian,VMS
254957.0,volcanic,Precambrian,VMS
256822.0,volcanic,Precambrian,VMS
256957.0,mafic,Precambrian,VMS
257036.0,mafic,Precambrian,VMS
257043.0,mafic,Precambrian,VMS
257044.0,mafic,Precambrian,VMS
257046.0,mafic,Precambrian,VMS
258979.0,volcanic,Cenozoic,VMS
259043.0,volcanic,Mesozoic,VMS
263633.0,siliciclastic,Precambrian,IOCG
265550.0,carbonate,Precambrian,IOCG
270268.0,carbonate,Cenozoic,Sediment-Hosted
272287.0,felsic,Paleozoic,VMS
273386.0,metamorphic,Precambrian,IOCG
285574.0,carbonate,Mesozoic,Porphyry
295016.0,mafic,Mesozoic,VMS
298078.0,mafic,Precambrian,Magmatic sulfide
