Mindat_id,latitude,longitude,litho_raw,litho_class,api_status
227986.0,-26.775306834597,-69.874478793685,sedimentary rocks,other,ok
228015.0,39.8,-115.15,"sedimentary rocks; Major:{coarse alluvium,fine alluvium}; sedimentary",other,ok
228019.0,9.25833333333,125.523333333,sedimentary rocks,other,ok
228020.0,7.54333333333,126.1,sedimentary rocks,other,ok
230046.0,43.866666666667,108.33333333333,sedimentary rocks,other,ok
232876.0,25.516666666667,100.43333333333,sedimentary rocks,other,ok
274837.0,32.869822832797,-109.54275431436,"sedimentary; Major:{silt,clay}, Minor:{gravel,sand}; sedimentary rocks",other,ok
433182.0,-24.150860785689,-69.139838250555,sedimentary rocks,other,ok
4322.0,-10.713490343447,25.445446855678,sedimentary; sedimentary rocks,other,ok
4331.0,-11.6344444444,27.5808333333,sedimentary; sedimentary rocks,other,ok
10790.0,45.9369444444,-64.4769444444,sedimentary; sedimentary rocks,other,ok
13482.0,-10.9755555556,25.9002777778,sedimentary; sedimentary rocks,other,ok
14351.0,-11.513835,27.440574,sedimentary; sedimentary rocks,other,ok
14738.0,-11.0163888889,25.2261111111,sedimentary; sedimentary rocks,other,ok
20111.0,-10.677777777778,25.535277777778,sedimentary rocks; sedimentary,other,ok
22701.0,34.5166666667,-99.55,Major:{fine alluvium}; sedimentary; sedimentary rocks,other,ok
32562.0,-19.361370105939,-66.861841680366,sedimentary rocks,other,ok
41271.0,-11.1688888889,27.0091666667,sedimentary; sedimentary rocks,other,ok
41272.0,-10.9525,26.7722222222,sedimentary; sedimentary rocks,other,ok
41275.0,-10.8466666667,26.4783333333,sedimentary; sedimentary rocks,other,ok
42400.0,-10.728248534883,26.381352481256,sedimentary rocks; sedimentary,other,ok
44003.0,-10.719444444444,25.402777777778,sedimentary; sedimentary rocks,other,ok
55929.0,48.26667,67.3333,sedimentary rocks,other,ok
65223.0,-17.68,-68.37,sedimentary rocks,other,ok
105775.0,32.75,-0.583333333333,sedimentary; sedimentary rocks,other,ok
132305.0,-17.4789,-68.356,sedimentary rocks,other,ok
135092.0,-17.329166666667,-68.407777777778,sedimentary rocks,other,ok
